gene	category	report_path	syntax	source_image	is_external	resolved_path	exists	reason	suggested_markdown_path
SEPHS1	chromatin	detail/chromatin/SEPHS1/SEPHS1-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/SEPHS1/IF_images/A-431_1.jpg	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SEPHS1/IF_images/A-431_1.jpg	True	resolved	detail/chromatin/SEPHS1/IF_images/A-431_1.jpg
SEPHS1	chromatin	detail/chromatin/SEPHS1/SEPHS1-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/SEPHS1/IF_images/U-251MG_1.jpg	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SEPHS1/IF_images/U-251MG_1.jpg	True	resolved	detail/chromatin/SEPHS1/IF_images/U-251MG_1.jpg
SEPHS1	chromatin	detail/chromatin/SEPHS1/SEPHS1-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/SEPHS1/SEPHS1-PAE.png	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SEPHS1/SEPHS1-PAE.png	True	resolved	detail/chromatin/SEPHS1/SEPHS1-PAE.png
SEPHS1	chromatin	detail/chromatin/SEPHS1/SEPHS1-evaluation.md	obsidian	SEPHS1-PAE.png	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SEPHS1/SEPHS1-PAE.png	True	resolved	detail/chromatin/SEPHS1/SEPHS1-PAE.png
SEPHS1	chromatin	detail/chromatin/SEPHS1/SEPHS1-evaluation.md	obsidian	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SEPHS1/SEPHS1-PAE.png	False	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SEPHS1/SEPHS1-PAE.png	True	resolved_outside_project	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SEPHS1/SEPHS1-PAE.png
SETMAR	chromatin	detail/chromatin/SETMAR/SETMAR-evaluation.md	obsidian	SETMAR-PAE.png	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SETMAR/SETMAR-PAE.png	True	resolved	detail/chromatin/SETMAR/SETMAR-PAE.png
SETMAR	chromatin	detail/chromatin/SETMAR/SETMAR-evaluation.md	obsidian	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SETMAR/IF_images/SETMAR_IF_1070_D10_1_red_green.jpg	False	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SETMAR/IF_images/SETMAR_IF_1070_D10_1_red_green.jpg	True	resolved_outside_project	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SETMAR/IF_images/SETMAR_IF_1070_D10_1_red_green.jpg
SETMAR	chromatin	detail/chromatin/SETMAR/SETMAR-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/SETMAR/SETMAR-PAE.png	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SETMAR/SETMAR-PAE.png	True	resolved	detail/chromatin/SETMAR/SETMAR-PAE.png
SETMAR	chromatin	detail/chromatin/SETMAR/SETMAR-evaluation.md	obsidian	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SETMAR/SETMAR-PAE.png	False	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SETMAR/SETMAR-PAE.png	True	resolved_outside_project	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SETMAR/SETMAR-PAE.png
SGF29	chromatin	detail/chromatin/SGF29/SGF29-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/SGF29/IF_images/HEK293_1.jpg	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SGF29/IF_images/HEK293_1.jpg	True	resolved	detail/chromatin/SGF29/IF_images/HEK293_1.jpg
SGF29	chromatin	detail/chromatin/SGF29/SGF29-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/SGF29/IF_images/MCF-7_1.jpg	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SGF29/IF_images/MCF-7_1.jpg	True	resolved	detail/chromatin/SGF29/IF_images/MCF-7_1.jpg
SGF29	chromatin	detail/chromatin/SGF29/SGF29-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/SGF29/SGF29-PAE.png	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SGF29/SGF29-PAE.png	True	resolved	detail/chromatin/SGF29/SGF29-PAE.png
SGF29	chromatin	detail/chromatin/SGF29/SGF29-evaluation.md	obsidian	SGF29-PAE.png	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SGF29/SGF29-PAE.png	True	resolved	detail/chromatin/SGF29/SGF29-PAE.png
SGF29	chromatin	detail/chromatin/SGF29/SGF29-evaluation.md	obsidian	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SGF29/SGF29-PAE.png	False	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SGF29/SGF29-PAE.png	True	resolved_outside_project	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SGF29/SGF29-PAE.png
SGTA	chromatin	detail/chromatin/SGTA/SGTA-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/SGTA/IF_images/A-431_1.jpg	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SGTA/IF_images/A-431_1.jpg	True	resolved	detail/chromatin/SGTA/IF_images/A-431_1.jpg
SGTA	chromatin	detail/chromatin/SGTA/SGTA-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/SGTA/IF_images/U-251MG_1.jpg	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SGTA/IF_images/U-251MG_1.jpg	True	resolved	detail/chromatin/SGTA/IF_images/U-251MG_1.jpg
SGTA	chromatin	detail/chromatin/SGTA/SGTA-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/SGTA/SGTA-PAE.png	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SGTA/SGTA-PAE.png	True	resolved	detail/chromatin/SGTA/SGTA-PAE.png
SGTA	chromatin	detail/chromatin/SGTA/SGTA-evaluation.md	obsidian	SGTA-PAE.png	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SGTA/SGTA-PAE.png	True	resolved	detail/chromatin/SGTA/SGTA-PAE.png
SGTA	chromatin	detail/chromatin/SGTA/SGTA-evaluation.md	obsidian	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SGTA/SGTA-PAE.png	False	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SGTA/SGTA-PAE.png	True	resolved_outside_project	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SGTA/SGTA-PAE.png
SHLD1	chromatin	detail/chromatin/SHLD1/SHLD1-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/SHLD1/SHLD1-PAE.png	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SHLD1/SHLD1-PAE.png	True	resolved	detail/chromatin/SHLD1/SHLD1-PAE.png
SHLD1	chromatin	detail/chromatin/SHLD1/SHLD1-evaluation.md	obsidian	SHLD1-PAE.png	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SHLD1/SHLD1-PAE.png	True	resolved	detail/chromatin/SHLD1/SHLD1-PAE.png
SHLD1	chromatin	detail/chromatin/SHLD1/SHLD1-evaluation.md	obsidian	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SHLD1/SHLD1-PAE.png	False	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SHLD1/SHLD1-PAE.png	True	resolved_outside_project	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SHLD1/SHLD1-PAE.png
SLFN5	chromatin	detail/chromatin/SLFN5/SLFN5-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/SLFN5/IF_images/U-251MG_1.jpg	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SLFN5/IF_images/U-251MG_1.jpg	True	resolved	detail/chromatin/SLFN5/IF_images/U-251MG_1.jpg
SLFN5	chromatin	detail/chromatin/SLFN5/SLFN5-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/SLFN5/IF_images/A-431_1.jpg	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SLFN5/IF_images/A-431_1.jpg	True	resolved	detail/chromatin/SLFN5/IF_images/A-431_1.jpg
SLFN5	chromatin	detail/chromatin/SLFN5/SLFN5-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/SLFN5/SLFN5-PAE.png	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SLFN5/SLFN5-PAE.png	True	resolved	detail/chromatin/SLFN5/SLFN5-PAE.png
SLFN5	chromatin	detail/chromatin/SLFN5/SLFN5-evaluation.md	obsidian	SLFN5-PAE.png	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SLFN5/SLFN5-PAE.png	True	resolved	detail/chromatin/SLFN5/SLFN5-PAE.png
SLFN5	chromatin	detail/chromatin/SLFN5/SLFN5-evaluation.md	obsidian	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SLFN5/SLFN5-PAE.png	False	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SLFN5/SLFN5-PAE.png	True	resolved_outside_project	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SLFN5/SLFN5-PAE.png
SLTM	chromatin	detail/chromatin/SLTM/SLTM-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/SLTM/IF_images/A-431_1.jpg	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SLTM/IF_images/A-431_1.jpg	True	resolved	detail/chromatin/SLTM/IF_images/A-431_1.jpg
SLTM	chromatin	detail/chromatin/SLTM/SLTM-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/SLTM/IF_images/U-251MG_1.jpg	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SLTM/IF_images/U-251MG_1.jpg	True	resolved	detail/chromatin/SLTM/IF_images/U-251MG_1.jpg
SLTM	chromatin	detail/chromatin/SLTM/SLTM-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/SLTM/SLTM-PAE.png	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SLTM/SLTM-PAE.png	True	resolved	detail/chromatin/SLTM/SLTM-PAE.png
SLTM	chromatin	detail/chromatin/SLTM/SLTM-evaluation.md	obsidian	SLTM-PAE.png	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SLTM/SLTM-PAE.png	True	resolved	detail/chromatin/SLTM/SLTM-PAE.png
SLTM	chromatin	detail/chromatin/SLTM/SLTM-evaluation.md	obsidian	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SLTM/SLTM-PAE.png	False	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SLTM/SLTM-PAE.png	True	resolved_outside_project	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SLTM/SLTM-PAE.png
SMU1	chromatin	detail/chromatin/SMU1/SMU1-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/SMU1/IF_images/A-431_1.jpg	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SMU1/IF_images/A-431_1.jpg	True	resolved	detail/chromatin/SMU1/IF_images/A-431_1.jpg
SMU1	chromatin	detail/chromatin/SMU1/SMU1-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/SMU1/IF_images/U-251MG_1.jpg	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SMU1/IF_images/U-251MG_1.jpg	True	resolved	detail/chromatin/SMU1/IF_images/U-251MG_1.jpg
SMU1	chromatin	detail/chromatin/SMU1/SMU1-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/SMU1/SMU1-PAE.png	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SMU1/SMU1-PAE.png	True	resolved	detail/chromatin/SMU1/SMU1-PAE.png
SMU1	chromatin	detail/chromatin/SMU1/SMU1-evaluation.md	obsidian	SMU1-PAE.png	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SMU1/SMU1-PAE.png	True	resolved	detail/chromatin/SMU1/SMU1-PAE.png
SMU1	chromatin	detail/chromatin/SMU1/SMU1-evaluation.md	obsidian	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SMU1/SMU1-PAE.png	False	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SMU1/SMU1-PAE.png	True	resolved_outside_project	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SMU1/SMU1-PAE.png
SPC24	chromatin	detail/chromatin/SPC24/SPC24-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/SPC24/IF_images/NIH-3T3_1.jpg	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SPC24/IF_images/NIH-3T3_1.jpg	True	resolved	detail/chromatin/SPC24/IF_images/NIH-3T3_1.jpg
SPC24	chromatin	detail/chromatin/SPC24/SPC24-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/SPC24/IF_images/HeLa_1.jpg	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SPC24/IF_images/HeLa_1.jpg	True	resolved	detail/chromatin/SPC24/IF_images/HeLa_1.jpg
SPC24	chromatin	detail/chromatin/SPC24/SPC24-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/SPC24/SPC24-PAE.png	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SPC24/SPC24-PAE.png	True	resolved	detail/chromatin/SPC24/SPC24-PAE.png
SPC24	chromatin	detail/chromatin/SPC24/SPC24-evaluation.md	obsidian	SPC24-PAE.png	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SPC24/SPC24-PAE.png	True	resolved	detail/chromatin/SPC24/SPC24-PAE.png
SPC24	chromatin	detail/chromatin/SPC24/SPC24-evaluation.md	obsidian	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SPC24/SPC24-PAE.png	False	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SPC24/SPC24-PAE.png	True	resolved_outside_project	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SPC24/SPC24-PAE.png
SPC25	chromatin	detail/chromatin/SPC25/SPC25-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/SPC25/IF_images/U2OS_1.jpg	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SPC25/IF_images/U2OS_1.jpg	True	resolved	detail/chromatin/SPC25/IF_images/U2OS_1.jpg
SPC25	chromatin	detail/chromatin/SPC25/SPC25-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/SPC25/IF_images/U-251MG_1.jpg	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SPC25/IF_images/U-251MG_1.jpg	True	resolved	detail/chromatin/SPC25/IF_images/U-251MG_1.jpg
SPC25	chromatin	detail/chromatin/SPC25/SPC25-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/SPC25/SPC25-PAE.png	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SPC25/SPC25-PAE.png	True	resolved	detail/chromatin/SPC25/SPC25-PAE.png
SPC25	chromatin	detail/chromatin/SPC25/SPC25-evaluation.md	obsidian	SPC25-PAE.png	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SPC25/SPC25-PAE.png	True	resolved	detail/chromatin/SPC25/SPC25-PAE.png
SPC25	chromatin	detail/chromatin/SPC25/SPC25-evaluation.md	obsidian	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SPC25/SPC25-PAE.png	False	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SPC25/SPC25-PAE.png	True	resolved_outside_project	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SPC25/SPC25-PAE.png
SPINDOC	chromatin	detail/chromatin/SPINDOC/SPINDOC-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/SPINDOC/IF_images/A-431_1.jpg	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SPINDOC/IF_images/A-431_1.jpg	True	resolved	detail/chromatin/SPINDOC/IF_images/A-431_1.jpg
SPINDOC	chromatin	detail/chromatin/SPINDOC/SPINDOC-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/SPINDOC/IF_images/U-251MG_1.jpg	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SPINDOC/IF_images/U-251MG_1.jpg	True	resolved	detail/chromatin/SPINDOC/IF_images/U-251MG_1.jpg
SPINDOC	chromatin	detail/chromatin/SPINDOC/SPINDOC-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/SPINDOC/SPINDOC-PAE.png	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SPINDOC/SPINDOC-PAE.png	True	resolved	detail/chromatin/SPINDOC/SPINDOC-PAE.png
SPINDOC	chromatin	detail/chromatin/SPINDOC/SPINDOC-evaluation.md	obsidian	SPINDOC-PAE.png	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SPINDOC/SPINDOC-PAE.png	True	resolved	detail/chromatin/SPINDOC/SPINDOC-PAE.png
SPINDOC	chromatin	detail/chromatin/SPINDOC/SPINDOC-evaluation.md	obsidian	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SPINDOC/SPINDOC-PAE.png	False	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SPINDOC/SPINDOC-PAE.png	True	resolved_outside_project	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SPINDOC/SPINDOC-PAE.png
SSBP2	chromatin	detail/chromatin/SSBP2/SSBP2-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/SSBP2/IF_images/A-431_1.jpg	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SSBP2/IF_images/A-431_1.jpg	True	resolved	detail/chromatin/SSBP2/IF_images/A-431_1.jpg
SSBP2	chromatin	detail/chromatin/SSBP2/SSBP2-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/SSBP2/IF_images/U-251MG_1.jpg	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SSBP2/IF_images/U-251MG_1.jpg	True	resolved	detail/chromatin/SSBP2/IF_images/U-251MG_1.jpg
SSBP2	chromatin	detail/chromatin/SSBP2/SSBP2-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/SSBP2/SSBP2-PAE.png	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SSBP2/SSBP2-PAE.png	True	resolved	detail/chromatin/SSBP2/SSBP2-PAE.png
SSBP2	chromatin	detail/chromatin/SSBP2/SSBP2-evaluation.md	obsidian	SSBP2-PAE.png	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SSBP2/SSBP2-PAE.png	True	resolved	detail/chromatin/SSBP2/SSBP2-PAE.png
SSBP2	chromatin	detail/chromatin/SSBP2/SSBP2-evaluation.md	obsidian	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SSBP2/SSBP2-PAE.png	False	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SSBP2/SSBP2-PAE.png	True	resolved_outside_project	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SSBP2/SSBP2-PAE.png
SUPT16H	chromatin	detail/chromatin/SUPT16H/SUPT16H-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/SUPT16H/IF_images/NIH-3T3_1.jpg	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SUPT16H/IF_images/NIH-3T3_1.jpg	True	resolved	detail/chromatin/SUPT16H/IF_images/NIH-3T3_1.jpg
SUPT16H	chromatin	detail/chromatin/SUPT16H/SUPT16H-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/SUPT16H/IF_images/A-431_1.jpg	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SUPT16H/IF_images/A-431_1.jpg	True	resolved	detail/chromatin/SUPT16H/IF_images/A-431_1.jpg
SUPT16H	chromatin	detail/chromatin/SUPT16H/SUPT16H-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/SUPT16H/SUPT16H-PAE.png	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SUPT16H/SUPT16H-PAE.png	True	resolved	detail/chromatin/SUPT16H/SUPT16H-PAE.png
SUPT16H	chromatin	detail/chromatin/SUPT16H/SUPT16H-evaluation.md	obsidian	SUPT16H-PAE.png	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SUPT16H/SUPT16H-PAE.png	True	resolved	detail/chromatin/SUPT16H/SUPT16H-PAE.png
SUPT16H	chromatin	detail/chromatin/SUPT16H/SUPT16H-evaluation.md	obsidian	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SUPT16H/SUPT16H-PAE.png	False	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SUPT16H/SUPT16H-PAE.png	True	resolved_outside_project	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SUPT16H/SUPT16H-PAE.png
SYCE1	chromatin	detail/chromatin/SYCE1/SYCE1-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/SYCE1/IF_images/A-431_1.jpg	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SYCE1/IF_images/A-431_1.jpg	True	resolved	detail/chromatin/SYCE1/IF_images/A-431_1.jpg
SYCE1	chromatin	detail/chromatin/SYCE1/SYCE1-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/SYCE1/IF_images/K-562_1.jpg	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SYCE1/IF_images/K-562_1.jpg	True	resolved	detail/chromatin/SYCE1/IF_images/K-562_1.jpg
SYCE1	chromatin	detail/chromatin/SYCE1/SYCE1-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/SYCE1/SYCE1-PAE.png	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SYCE1/SYCE1-PAE.png	True	resolved	detail/chromatin/SYCE1/SYCE1-PAE.png
SYCE1	chromatin	detail/chromatin/SYCE1/SYCE1-evaluation.md	obsidian	SYCE1-PAE.png	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SYCE1/SYCE1-PAE.png	True	resolved	detail/chromatin/SYCE1/SYCE1-PAE.png
SYCE1	chromatin	detail/chromatin/SYCE1/SYCE1-evaluation.md	obsidian	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SYCE1/SYCE1-PAE.png	False	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SYCE1/SYCE1-PAE.png	True	resolved_outside_project	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SYCE1/SYCE1-PAE.png
SYCE2	chromatin	detail/chromatin/SYCE2/SYCE2-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/SYCE2/IF_images/A-431_1.jpg	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SYCE2/IF_images/A-431_1.jpg	True	resolved	detail/chromatin/SYCE2/IF_images/A-431_1.jpg
SYCE2	chromatin	detail/chromatin/SYCE2/SYCE2-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/SYCE2/IF_images/SiHa_1.jpg	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SYCE2/IF_images/SiHa_1.jpg	True	resolved	detail/chromatin/SYCE2/IF_images/SiHa_1.jpg
SYCE2	chromatin	detail/chromatin/SYCE2/SYCE2-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/SYCE2/SYCE2-PAE.png	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SYCE2/SYCE2-PAE.png	True	resolved	detail/chromatin/SYCE2/SYCE2-PAE.png
SYCE2	chromatin	detail/chromatin/SYCE2/SYCE2-evaluation.md	obsidian	SYCE2-PAE.png	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/SYCE2/SYCE2-PAE.png	True	resolved	detail/chromatin/SYCE2/SYCE2-PAE.png
SYCE2	chromatin	detail/chromatin/SYCE2/SYCE2-evaluation.md	obsidian	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SYCE2/SYCE2-PAE.png	False	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SYCE2/SYCE2-PAE.png	True	resolved_outside_project	/Users/quii/Documents/Obsidian Vault/Projects/TEreg-finding/protein-interested/detail/chromatin/SYCE2/SYCE2-PAE.png
TADA2A	chromatin	detail/chromatin/TADA2A/TADA2A-evaluation.md	obsidian	Projects/TEreg-finding/protein-interested/detail/chromatin/TADA2A/IF_images/REH_1.jpg	False	/Users/quii/Desktop/projects/protein-scout-TEreg-finding/detail/chromatin/TADA2A/IF_images/REH_1.jpg	True	resolved	detail/chromatin/TADA2A/IF_images/REH_1.jpg
