gene	path	status	category	score	nuclear_score	lines	has_hpa	has_if_image	has_pae	has_pdb	has_ppi	has_pubmed	has_scoring_table	has_manual_review	has_images	parse_quality	reason
CCDC183	detail/nucleoplasm/CCDC183/CCDC183-evaluation.md	scored	nucleoplasm	67.2	4	177	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CCDC24	detail/nucleoplasm/CCDC24/CCDC24-evaluation.md	scored	nucleoplasm	65.0	4	165	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CCDC27	detail/nucleoplasm/CCDC27/CCDC27-evaluation.md	scored	nucleoplasm	65.3	4	170	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CCDC69	detail/nucleoplasm/CCDC69/CCDC69-evaluation.md	scored	nucleoplasm	67.5	4	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CCDC7	detail/nucleoplasm/CCDC7/CCDC7-evaluation.md	scored	nucleoplasm	69.2	7	177	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CCDC74B	detail/nucleoplasm/CCDC74B/CCDC74B-evaluation.md	scored	nucleoplasm	65.3	4	173	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CCDC82	detail/nucleoplasm/CCDC82/CCDC82-evaluation.md	scored	nucleoplasm	68.3	6	157	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CCDC83	detail/nucleoplasm/CCDC83/CCDC83-evaluation.md	scored	nucleoplasm	73.9	7	174	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CCDC86	detail/nucleoplasm/CCDC86/CCDC86-evaluation.md	scored	nucleoplasm	78.1	9	170	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CCDC88A	detail/nucleoplasm/CCDC88A/CCDC88A-evaluation.md	scored	nucleoplasm	1.83	7	70	True	False	True	True	True	True	False	False	False	GOOD	ok_or_rejected_without_score
CCDC89	detail/nucleoplasm/CCDC89/CCDC89-evaluation.md	scored	nucleoplasm	78.3	7	175	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CCDC91	detail/nucleoplasm/CCDC91/CCDC91-evaluation.md	scored	nucleoplasm	1.83	7	203	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CCDC92	detail/nucleoplasm/CCDC92/CCDC92-evaluation.md	scored	nucleoplasm	68.9	5	171	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CCER1	detail/nucleoplasm/CCER1/CCER1-evaluation.md	scored	nucleoplasm	1.83	7	195	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CCHCR1	detail/nucleoplasm/CCHCR1/CCHCR1-evaluation.md	scored	nucleoplasm	63.1	7	179	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CCNK	detail/nucleoplasm/CCNK/CCNK-evaluation.md	scored	nucleoplasm	66.7	8	189	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CCNQ	detail/nucleoplasm/CCNQ/CCNQ-evaluation.md	scored	nucleoplasm	67.8	4	189	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CCSER2	detail/nucleoplasm/CCSER2/CCSER2-evaluation.md	scored	nucleoplasm	64.4	4	177	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CD2BP2	detail/nucleoplasm/CD2BP2/CD2BP2-evaluation.md	scored	nucleoplasm	1.83	8	108	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CD34	detail/nucleoplasm/CD34/CD34-evaluation.md	rejected	nucleoplasm		7	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CD72	detail/nucleoplasm/CD72/CD72-evaluation.md	rejected	nucleoplasm		4	168	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CD83	detail/nucleoplasm/CD83/CD83-evaluation.md	rejected	nucleoplasm		4	169	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CDA	detail/nucleoplasm/CDA/CDA-evaluation.md	rejected	nucleoplasm		4	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CDADC1	detail/nucleoplasm/CDADC1/CDADC1-evaluation.md	scored	nucleoplasm	1.83	10	172	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CDAN1	detail/nucleoplasm/CDAN1/CDAN1-evaluation.md	scored	nucleoplasm	56.8	4	186	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CDC123	detail/nucleoplasm/CDC123/CDC123-evaluation.md	rejected	nucleoplasm		3	122	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CDC14A	detail/nucleoplasm/CDC14A/CDC14A-evaluation.md	scored	nucleoplasm	45.4	4	186	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CDCA7	detail/nucleoplasm/CDCA7/CDCA7-evaluation.md	rejected	nucleoplasm		7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CDK2AP2	detail/nucleoplasm/CDK2AP2/CDK2AP2-evaluation.md	scored	nucleoplasm	71.9	7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CDKL3	detail/nucleoplasm/CDKL3/CDKL3-evaluation.md	scored	nucleoplasm	57.8	4	174	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CDPF1	detail/nucleoplasm/CDPF1/CDPF1-evaluation.md	scored	nucleoplasm	1.83	4	168	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CDR2	detail/nucleoplasm/CDR2/CDR2-evaluation.md	rejected	nucleoplasm		4	177	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CDT1	detail/nucleoplasm/CDT1/CDT1-evaluation.md	rejected	nucleoplasm		9	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CDV3	detail/nucleoplasm/CDV3/CDV3-evaluation.md	rejected	nucleoplasm		4	183	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CDX1	detail/nucleoplasm/CDX1/CDX1-evaluation.md	rejected	nucleoplasm		8	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CDX2	detail/nucleoplasm/CDX2/CDX2-evaluation.md	rejected	nucleoplasm		9	172	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CDY1B	detail/nucleoplasm/CDY1B/CDY1B-evaluation.md	scored	nucleoplasm	1.83	8	133	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CDY2B	detail/nucleoplasm/CDY2B/CDY2B-evaluation.md	scored	nucleoplasm	1.83	5	133	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CDYL2	detail/nucleoplasm/CDYL2/CDYL2-evaluation.md	scored	nucleoplasm	82.2	8	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CEBPA	detail/nucleoplasm/CEBPA/CEBPA-evaluation.md	rejected	nucleoplasm		9	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CEBPB	detail/nucleoplasm/CEBPB/CEBPB-evaluation.md	rejected	nucleoplasm		7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CEBPD	detail/nucleoplasm/CEBPD/CEBPD-evaluation.md	rejected	nucleoplasm		9	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CEBPE	detail/nucleoplasm/CEBPE/CEBPE-evaluation.md	scored	nucleoplasm	50.3	7	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CEBPG	detail/nucleoplasm/CEBPG/CEBPG-evaluation.md	scored	nucleoplasm	1.83	8	198	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CEBPZ	detail/nucleoplasm/CEBPZ/CEBPZ-evaluation.md	scored	nucleoplasm	71.0	8	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CECR2	detail/nucleoplasm/CECR2/CECR2-evaluation.md	scored	nucleoplasm	1.83	9	108	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CELF5	detail/nucleoplasm/CELF5/CELF5-evaluation.md	scored	nucleoplasm	57.5	4	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CEMP1	detail/nucleoplasm/CEMP1/CEMP1-evaluation.md	scored	nucleoplasm	49.2	7	174	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CENPA	detail/nucleoplasm/CENPA/CENPA-evaluation.md	rejected	nucleoplasm		7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CENPB	detail/nucleoplasm/CENPB/CENPB-evaluation.md	rejected	nucleoplasm		9	183	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CENPBD1	detail/nucleoplasm/CENPBD1/CENPBD1-evaluation.md	scored	nucleoplasm	63.9	5	169	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CENPC	detail/nucleoplasm/CENPC/CENPC-evaluation.md	rejected	nucleoplasm		7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CENPE	detail/nucleoplasm/CENPE/CENPE-evaluation.md	rejected	nucleoplasm		4	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CENPF	detail/nucleoplasm/CENPF/CENPF-evaluation.md	rejected	nucleoplasm		7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CENPH	detail/nucleoplasm/CENPH/CENPH-evaluation.md	scored	nucleoplasm	67.8	9	186	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CENPI	detail/nucleoplasm/CENPI/CENPI-evaluation.md	scored	nucleoplasm	72.1	9	188	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CENPM	detail/nucleoplasm/CENPM/CENPM-evaluation.md	scored	nucleoplasm	68.9	7	183	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CENPN	detail/nucleoplasm/CENPN/CENPN-evaluation.md	scored	nucleoplasm	1.83	10	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CENPO	detail/nucleoplasm/CENPO/CENPO-evaluation.md	scored	nucleoplasm	1.83	10	179	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CENPP	detail/nucleoplasm/CENPP/CENPP-evaluation.md	scored	nucleoplasm	84.7	9	171	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CENPQ	detail/nucleoplasm/CENPQ/CENPQ-evaluation.md	scored	nucleoplasm	1.83	10	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CENPS	detail/nucleoplasm/CENPS/CENPS-evaluation.md	scored	nucleoplasm	1.83	8	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CENPT	detail/nucleoplasm/CENPT/CENPT-evaluation.md	scored	nucleoplasm	63.4	9	188	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CENPU	detail/nucleoplasm/CENPU/CENPU-evaluation.md	scored	nucleoplasm	59.0	6	188	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CENPW	detail/nucleoplasm/CENPW/CENPW-evaluation.md	scored	nucleoplasm	1.83	10	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CEP112	detail/nucleoplasm/CEP112/CEP112-evaluation.md	scored	nucleoplasm	73.1	7	179	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CEP152	detail/nucleoplasm/CEP152/CEP152-evaluation.md	rejected	nucleoplasm		3	122	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CEP164	detail/nucleoplasm/CEP164/CEP164-evaluation.md	scored	nucleoplasm	53.6	7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CEP19	detail/nucleoplasm/CEP19/CEP19-evaluation.md	scored	nucleoplasm	1.83	6	77	True	True	True	False	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CEP20	detail/nucleoplasm/CEP20/CEP20-evaluation.md	scored	nucleoplasm	1.83	4	172	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CEP290	detail/nucleoplasm/CEP290/CEP290-evaluation.md	rejected	nucleoplasm		7	175	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CEP350	detail/nucleoplasm/CEP350/CEP350-evaluation.md	rejected	nucleoplasm		7	186	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CEP63	detail/nucleoplasm/CEP63/CEP63-evaluation.md	scored	nucleoplasm	1.83	6	77	True	False	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CEP68	detail/nucleoplasm/CEP68/CEP68-evaluation.md	scored	nucleoplasm	1.83	6	76	True	False	True	False	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CEP70	detail/nucleoplasm/CEP70/CEP70-evaluation.md	scored	nucleoplasm	1.83	6	172	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CEPT1	detail/nucleoplasm/CEPT1/CEPT1-evaluation.md	scored	nucleoplasm	1.83	8	175	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CERKL	detail/nucleoplasm/CERKL/CERKL-evaluation.md	scored	nucleoplasm	1.83	6	182	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CERS2	detail/nucleoplasm/CERS2/CERS2-evaluation.md	rejected	nucleoplasm		4	171	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CERS3	detail/nucleoplasm/CERS3/CERS3-evaluation.md	scored	nucleoplasm	1.83	9	172	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CERS4	detail/nucleoplasm/CERS4/CERS4-evaluation.md	scored	nucleoplasm	1.83	6	171	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CERT1	detail/nucleoplasm/CERT1/CERT1-evaluation.md	scored	nucleoplasm	1.83	4	177	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CETN1	detail/nucleoplasm/CETN1/CETN1-evaluation.md	scored	nucleoplasm	1.83	6	177	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CFL1	detail/nucleoplasm/CFL1/CFL1-evaluation.md	rejected	nucleoplasm		7	175	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CFL2	detail/nucleoplasm/CFL2/CFL2-evaluation.md	scored	nucleoplasm	61.1	7	183	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CFLAR	detail/nucleoplasm/CFLAR/CFLAR-evaluation.md	rejected	nucleoplasm		4	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CGAS	detail/nucleoplasm/CGAS/CGAS-evaluation.md	rejected	nucleoplasm		7	183	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CGRRF1	detail/nucleoplasm/CGRRF1/CGRRF1-evaluation.md	scored	nucleoplasm	74.9	6	166	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CHAF1B	detail/nucleoplasm/CHAF1B/CHAF1B-evaluation.md	scored	nucleoplasm	1.83	8	105	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CHCT1	detail/nucleoplasm/CHCT1/CHCT1-evaluation.md	scored	nucleoplasm	1.83	7	105	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CHEK2	detail/nucleoplasm/CHEK2/CHEK2-evaluation.md	rejected	nucleoplasm		7	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CHFR	detail/nucleoplasm/CHFR/CHFR-evaluation.md	rejected	nucleoplasm		7	179	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CHM	detail/nucleoplasm/CHM/CHM-evaluation.md	rejected	nucleoplasm		7	179	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CHML	detail/nucleoplasm/CHML/CHML-evaluation.md	scored	nucleoplasm	67.2	5	170	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CHMP1A	detail/nucleoplasm/CHMP1A/CHMP1A-evaluation.md	scored	nucleoplasm	53.0	4	186	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CHMP4B	detail/nucleoplasm/CHMP4B/CHMP4B-evaluation.md	rejected	nucleoplasm		7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CHP2	detail/nucleoplasm/CHP2/CHP2-evaluation.md	scored	nucleoplasm	57.9	4	185	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CHPF2	detail/nucleoplasm/CHPF2/CHPF2-evaluation.md	scored	nucleoplasm	68.6	4	179	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CHRAC1	detail/nucleoplasm/CHRAC1/CHRAC1-evaluation.md	scored	nucleoplasm	1.83	10	175	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CHST1	detail/nucleoplasm/CHST1/CHST1-evaluation.md	scored	nucleoplasm	64.7	4	171	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CHST2	detail/nucleoplasm/CHST2/CHST2-evaluation.md	scored	nucleoplasm	68.6	7	172	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CHST7	detail/nucleoplasm/CHST7/CHST7-evaluation.md	scored	nucleoplasm	67.5	4	177	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CHTF18	detail/nucleoplasm/CHTF18/CHTF18-evaluation.md	scored	nucleoplasm	71.9	7	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CHUK	detail/nucleoplasm/CHUK/CHUK-evaluation.md	rejected	nucleoplasm		7	182	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CIAO1	detail/nucleoplasm/CIAO1/CIAO1-evaluation.md	scored	nucleoplasm	65.0	4	179	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CIAO2A	detail/nucleoplasm/CIAO2A/CIAO2A-evaluation.md	scored	nucleoplasm	78.3	7	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CIAO2B	detail/nucleoplasm/CIAO2B/CIAO2B-evaluation.md	scored	nucleoplasm	74.2	7	182	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CIART	detail/nucleoplasm/CIART/CIART-evaluation.md	scored	nucleoplasm	71.1	9	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CIB1	detail/nucleoplasm/CIB1/CIB1-evaluation.md	rejected	nucleoplasm		7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CIC	detail/nucleoplasm/CIC/CIC-evaluation.md	rejected	nucleoplasm		9	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CIDEA	detail/nucleoplasm/CIDEA/CIDEA-evaluation.md	rejected	nucleoplasm		7	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CIDEC	detail/nucleoplasm/CIDEC/CIDEC-evaluation.md	rejected	nucleoplasm		7	179	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CIITA	detail/nucleoplasm/CIITA/CIITA-evaluation.md	rejected	nucleoplasm		7	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CILK1	detail/nucleoplasm/CILK1/CILK1-evaluation.md	scored	nucleoplasm	66.7	7	188	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CIMAP3	detail/nucleoplasm/CIMAP3/CIMAP3-evaluation.md	scored	nucleoplasm	64.4	4	158	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CIMIP2C	detail/nucleoplasm/CIMIP2C/CIMIP2C-evaluation.md	scored	nucleoplasm	70.3	4	158	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CINP	detail/nucleoplasm/CINP/CINP-evaluation.md	scored	nucleoplasm	69.4	8	177	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CIR1	detail/nucleoplasm/CIR1/CIR1-evaluation.md	scored	nucleoplasm	62.6	7	168	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CITED1	detail/nucleoplasm/CITED1/CITED1-evaluation.md	rejected	nucleoplasm		7	185	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CITED4	detail/nucleoplasm/CITED4/CITED4-evaluation.md	scored	nucleoplasm	1.83	5	95	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CKS1B	detail/nucleoplasm/CKS1B/CKS1B-evaluation.md	rejected	nucleoplasm		7	179	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CKS2	detail/nucleoplasm/CKS2/CKS2-evaluation.md	rejected	nucleoplasm		4	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CLASP1	detail/nucleoplasm/CLASP1/CLASP1-evaluation.md	scored	nucleoplasm	41.0	4	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CLBA1	detail/nucleoplasm/CLBA1/CLBA1-evaluation.md	scored	nucleoplasm	65.3	4	165	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CLDND2	detail/nucleoplasm/CLDND2/CLDND2-evaluation.md	scored	nucleoplasm	67.2	4	164	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CLEC16A	detail/nucleoplasm/CLEC16A/CLEC16A-evaluation.md	rejected	nucleoplasm		4	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CLIC2	detail/nucleoplasm/CLIC2/CLIC2-evaluation.md	scored	nucleoplasm	61.7	4	183	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CLIC4	detail/nucleoplasm/CLIC4/CLIC4-evaluation.md	rejected	nucleoplasm		7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CLIC5	detail/nucleoplasm/CLIC5/CLIC5-evaluation.md	rejected	nucleoplasm		4	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CLINT1	detail/nucleoplasm/CLINT1/CLINT1-evaluation.md	scored	nucleoplasm	57.5	4	174	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CLIP3	detail/nucleoplasm/CLIP3/CLIP3-evaluation.md	scored	nucleoplasm	69.4	4	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CLK1	detail/nucleoplasm/CLK1/CLK1-evaluation.md	rejected	nucleoplasm		7	182	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CLK2	detail/nucleoplasm/CLK2/CLK2-evaluation.md	rejected	nucleoplasm		9	183	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CLK4	detail/nucleoplasm/CLK4/CLK4-evaluation.md	scored	nucleoplasm	72.8	8	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CLN6	detail/nucleoplasm/CLN6/CLN6-evaluation.md	rejected	nucleoplasm		7	183	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CLNS1A	detail/nucleoplasm/CLNS1A/CLNS1A-evaluation.md	scored	nucleoplasm	54.1	4	186	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CLOCK	detail/nucleoplasm/CLOCK/CLOCK-evaluation.md	rejected	nucleoplasm		7	183	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CLP1	detail/nucleoplasm/CLP1/CLP1-evaluation.md	rejected	nucleoplasm		7	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CLSPN	detail/nucleoplasm/CLSPN/CLSPN-evaluation.md	scored	nucleoplasm	64.7	7	179	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CLUAP1	detail/nucleoplasm/CLUAP1/CLUAP1-evaluation.md	scored	nucleoplasm	60.8	4	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CMAS	detail/nucleoplasm/CMAS/CMAS-evaluation.md	rejected	nucleoplasm		7	172	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CMIP	detail/nucleoplasm/CMIP/CMIP-evaluation.md	scored	nucleoplasm	72	30	164	True	True	True	True	True	True	True	True	False	GOOD	ok_or_rejected_without_score
CMPK1	detail/nucleoplasm/CMPK1/CMPK1-evaluation.md	scored	nucleoplasm	67.5	7	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CMTM1	detail/nucleoplasm/CMTM1/CMTM1-evaluation.md	scored	nucleoplasm	58.6	4	169	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CMTM3	detail/nucleoplasm/CMTM3/CMTM3-evaluation.md	scored	nucleoplasm	48.6	4	177	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CMTM8	detail/nucleoplasm/CMTM8/CMTM8-evaluation.md	scored	nucleoplasm	66.4	7	177	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CNBD2	detail/nucleoplasm/CNBD2/CNBD2-evaluation.md	scored	nucleoplasm	65.3	4	164	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CNDP2	detail/nucleoplasm/CNDP2/CNDP2-evaluation.md	scored	nucleoplasm	71.7	7	179	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CNGA4	detail/nucleoplasm/CNGA4/CNGA4-evaluation.md	scored	nucleoplasm	68.6	4	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CNOT10	detail/nucleoplasm/CNOT10/CNOT10-evaluation.md	scored	nucleoplasm	73.1	7	172	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CNOT11	detail/nucleoplasm/CNOT11/CNOT11-evaluation.md	scored	nucleoplasm	78.1	8	172	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CNOT2	detail/nucleoplasm/CNOT2/CNOT2-evaluation.md	scored	nucleoplasm	53.3	7	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CNOT7	detail/nucleoplasm/CNOT7/CNOT7-evaluation.md	scored	nucleoplasm	66.7	7	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CNPPD1	detail/nucleoplasm/CNPPD1/CNPPD1-evaluation.md	scored	nucleoplasm	67.8	7	156	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CNTD1	detail/nucleoplasm/CNTD1/CNTD1-evaluation.md	scored	nucleoplasm	75.0	7	171	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CNTLN	detail/nucleoplasm/CNTLN/CNTLN-evaluation.md	scored	nucleoplasm	1.83	6	109	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CNTNAP1	detail/nucleoplasm/CNTNAP1/CNTNAP1-evaluation.md	scored	nucleoplasm	54.7	4	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
