gene	report_path	remaining_if_gap	remaining_pae_gap
MCRIP2	detail/nucleoplasm/MCRIP2/MCRIP2-evaluation.md	True	False
MCTP2	detail/nucleoplasm/MCTP2/MCTP2-evaluation.md	True	False
MEI4	detail/nucleoplasm/MEI4/MEI4-evaluation.md	True	False
MEIKIN	detail/nucleoplasm/MEIKIN/MEIKIN-evaluation.md	True	False
MEOX2	detail/nucleoplasm/MEOX2/MEOX2-evaluation.md	True	False
METAP1	detail/nucleoplasm/METAP1/METAP1-evaluation.md	True	False
METTL21C	detail/nucleoplasm/METTL21C/METTL21C-evaluation.md	True	False
MGA	detail/nucleoplasm/MGA/MGA-evaluation.md	False	True
MID1IP1	detail/nucleoplasm/MID1IP1/MID1IP1-evaluation.md	True	False
MINDY2	detail/nucleoplasm/MINDY2/MINDY2-evaluation.md	False	True
MIS12	detail/nucleoplasm/MIS12/MIS12-evaluation.md	True	False
MITF	detail/nucleoplasm/MITF/MITF-evaluation.md	True	False
MKKS	detail/nucleoplasm/MKKS/MKKS-evaluation.md	False	True
MND1	detail/nucleoplasm/MND1/MND1-evaluation.md	True	False
MRNIP	detail/nucleoplasm/MRNIP/MRNIP-evaluation.md	True	False
MSL3B	detail/nucleoplasm/MSL3B/MSL3B-evaluation.md	True	False
MSRB1	detail/nucleoplasm/MSRB1/MSRB1-evaluation.md	False	True
MX1	detail/nucleoplasm/MX1/MX1-evaluation.md	True	False
MYCBP2	detail/nucleoplasm/MYCBP2/MYCBP2-evaluation.md	False	True
MYOZ1	detail/nucleoplasm/MYOZ1/MYOZ1-evaluation.md	True	False
NEK9	detail/nucleoplasm/NEK9/NEK9-evaluation.md	True	False
NEUROD1	detail/nucleoplasm/NEUROD1/NEUROD1-evaluation.md	True	False
NEUROG2	detail/nucleoplasm/NEUROG2/NEUROG2-evaluation.md	True	False
NF1	detail/nucleoplasm/NF1/NF1-evaluation.md	False	True
NFILZ	detail/nucleoplasm/NFILZ/NFILZ-evaluation.md	True	False
NIPBL	detail/nucleoplasm/NIPBL/NIPBL-evaluation.md	False	True
NPTXR	detail/nucleoplasm/NPTXR/NPTXR-evaluation.md	True	False
NSMCE3	detail/nucleoplasm/NSMCE3/NSMCE3-evaluation.md	True	False
NTMT2	detail/nucleoplasm/NTMT2/NTMT2-evaluation.md	True	False
NUPR2	detail/nucleoplasm/NUPR2/NUPR2-evaluation.md	True	False
NUTF2	detail/nucleoplasm/NUTF2/NUTF2-evaluation.md	True	False
OGT	detail/nucleoplasm/OGT/OGT-evaluation.md	False	True
OLIG3	detail/nucleoplasm/OLIG3/OLIG3-evaluation.md	True	False
OOEP	detail/nucleoplasm/OOEP/OOEP-evaluation.md	True	False
OTUD3	detail/nucleoplasm/OTUD3/OTUD3-evaluation.md	True	False
PAGR1	detail/nucleoplasm/PAGR1/PAGR1-evaluation.md	True	False
PATL2	detail/nucleoplasm/PATL2/PATL2-evaluation.md	True	False
PAX7	detail/nucleoplasm/PAX7/PAX7-evaluation.md	True	False
PCGF6	detail/nucleoplasm/PCGF6/PCGF6-evaluation.md	True	False
PCLO	detail/nucleoplasm/PCLO/PCLO-evaluation.md	True	True
PDIK1L	detail/nucleoplasm/PDIK1L/PDIK1L-evaluation.md	False	True
PHF13	detail/nucleoplasm/PHF13/PHF13-evaluation.md	True	False
PHF19	detail/nucleoplasm/PHF19/PHF19-evaluation.md	True	False
PITPNA	detail/nucleoplasm/PITPNA/PITPNA-evaluation.md	False	True
PITPNC1	detail/nucleoplasm/PITPNC1/PITPNC1-evaluation.md	True	False
PLD4	detail/nucleoplasm/PLD4/PLD4-evaluation.md	True	False
PLK3	detail/nucleoplasm/PLK3/PLK3-evaluation.md	True	False
PNPLA3	detail/nucleoplasm/PNPLA3/PNPLA3-evaluation.md	True	False
POF1B	detail/nucleoplasm/POF1B/POF1B-evaluation.md	False	True
POFUT3	detail/nucleoplasm/POFUT3/POFUT3-evaluation.md	True	False
POU2AF1	detail/nucleoplasm/POU2AF1/POU2AF1-evaluation.md	True	False
PPARD	detail/nucleoplasm/PPARD/PPARD-evaluation.md	True	False
PRAC2	detail/nucleoplasm/PRAC2/PRAC2-evaluation.md	True	False
PRC1	detail/nucleoplasm/PRC1/PRC1-evaluation.md	True	False
PRDM11	detail/nucleoplasm/PRDM11/PRDM11-evaluation.md	True	False
PRKDC	detail/nucleoplasm/PRKDC/PRKDC-evaluation.md	False	True
PRR11	detail/nucleoplasm/PRR11/PRR11-evaluation.md	True	False
PTGES2	detail/nucleoplasm/PTGES2/PTGES2-evaluation.md	True	False
PTTG2	detail/nucleoplasm/PTTG2/PTTG2-evaluation.md	True	False
PVALB	detail/nucleoplasm/PVALB/PVALB-evaluation.md	False	True
QTMAN	detail/nucleoplasm/QTMAN/QTMAN-evaluation.md	True	False
REL	detail/nucleoplasm/REL/REL-evaluation.md	True	False
RHNO1	detail/nucleoplasm/RHNO1/RHNO1-evaluation.md	True	False
RINL	detail/nucleoplasm/RINL/RINL-evaluation.md	True	False
RIPK3	detail/nucleoplasm/RIPK3/RIPK3-evaluation.md	True	False
RIPPLY3	detail/nucleoplasm/RIPPLY3/RIPPLY3-evaluation.md	True	False
RMP24	detail/nucleoplasm/RMP24/RMP24-evaluation.md	True	False
RMP64	detail/nucleoplasm/RMP64/RMP64-evaluation.md	True	False
ROGDI	detail/nucleoplasm/ROGDI/ROGDI-evaluation.md	True	False
RWDD3	detail/nucleoplasm/RWDD3/RWDD3-evaluation.md	True	False
SCX	detail/nucleoplasm/SCX/SCX-evaluation.md	True	False
SEBOX	detail/nucleoplasm/SEBOX/SEBOX-evaluation.md	True	False
SEH1L	detail/nucleoplasm/SEH1L/SEH1L-evaluation.md	True	False
SIGIRR	detail/nucleoplasm/SIGIRR/SIGIRR-evaluation.md	False	True
SKOR2	detail/nucleoplasm/SKOR2/SKOR2-evaluation.md	True	False
SLFN14	detail/nucleoplasm/SLFN14/SLFN14-evaluation.md	True	False
SMAD7	detail/nucleoplasm/SMAD7/SMAD7-evaluation.md	False	True
SNTG1	detail/nucleoplasm/SNTG1/SNTG1-evaluation.md	True	False
SOX1	detail/nucleoplasm/SOX1/SOX1-evaluation.md	True	False
SPATA31F1	detail/nucleoplasm/SPATA31F1/SPATA31F1-evaluation.md	True	False
SPATA31H1	detail/nucleoplasm/SPATA31H1/SPATA31H1-evaluation.md	True	False
SPEN	detail/nucleoplasm/SPEN/SPEN-evaluation.md	False	True
SPG11	detail/nucleoplasm/SPG11/SPG11-evaluation.md	True	False
SPIB	detail/nucleoplasm/SPIB/SPIB-evaluation.md	True	False
SPMAP2	detail/nucleoplasm/SPMAP2/SPMAP2-evaluation.md	True	False
SPO11	detail/nucleoplasm/SPO11/SPO11-evaluation.md	True	False
SPOP	detail/nucleoplasm/SPOP/SPOP-evaluation.md	True	False
SPOPL	detail/nucleoplasm/SPOPL/SPOPL-evaluation.md	True	False
SRY	detail/nucleoplasm/SRY/SRY-evaluation.md	True	False
SSUH2	detail/nucleoplasm/SSUH2/SSUH2-evaluation.md	True	False
STARD9	detail/nucleoplasm/STARD9/STARD9-evaluation.md	True	True
SUV39H1	detail/nucleoplasm/SUV39H1/SUV39H1-evaluation.md	True	False
SYCP3	detail/nucleoplasm/SYCP3/SYCP3-evaluation.md	True	False
SZT2	detail/nucleoplasm/SZT2/SZT2-evaluation.md	False	True
TACC2	detail/nucleoplasm/TACC2/TACC2-evaluation.md	False	True
TAFA2	detail/nucleoplasm/TAFA2/TAFA2-evaluation.md	True	False
TAPBP	detail/nucleoplasm/TAPBP/TAPBP-evaluation.md	True	False
TATDN1	detail/nucleoplasm/TATDN1/TATDN1-evaluation.md	False	True
TBPL2	detail/nucleoplasm/TBPL2/TBPL2-evaluation.md	True	False
TBX21	detail/nucleoplasm/TBX21/TBX21-evaluation.md	True	False
TCF24	detail/nucleoplasm/TCF24/TCF24-evaluation.md	True	False
TCF25	detail/nucleoplasm/TCF25/TCF25-evaluation.md	True	True
TCP10L	detail/nucleoplasm/TCP10L/TCP10L-evaluation.md	True	False
TDRD9	detail/nucleoplasm/TDRD9/TDRD9-evaluation.md	True	False
TEAD3	detail/nucleoplasm/TEAD3/TEAD3-evaluation.md	True	False
TEF	detail/nucleoplasm/TEF/TEF-evaluation.md	True	False
TENM2	detail/nucleoplasm/TENM2/TENM2-evaluation.md	False	True
TENT5B	detail/nucleoplasm/TENT5B/TENT5B-evaluation.md	True	False
TEX15	detail/nucleoplasm/TEX15/TEX15-evaluation.md	False	True
TEX19	detail/nucleoplasm/TEX19/TEX19-evaluation.md	True	True
TEX35	detail/nucleoplasm/TEX35/TEX35-evaluation.md	True	False
TFAP2C	detail/nucleoplasm/TFAP2C/TFAP2C-evaluation.md	False	True
TIPARP	detail/nucleoplasm/TIPARP/TIPARP-evaluation.md	True	False
TNP1	detail/nucleoplasm/TNP1/TNP1-evaluation.md	True	False
TP53	detail/nucleoplasm/TP53/TP53-evaluation.md	False	True
TP53RK	detail/nucleoplasm/TP53RK/TP53RK-evaluation.md	True	False
TPCN2	detail/nucleoplasm/TPCN2/TPCN2-evaluation.md	False	True
TPRX1	detail/nucleoplasm/TPRX1/TPRX1-evaluation.md	True	False
TRAF7	detail/nucleoplasm/TRAF7/TRAF7-evaluation.md	True	False
TREX2	detail/nucleoplasm/TREX2/TREX2-evaluation.md	True	False
TRIM47	detail/nucleoplasm/TRIM47/TRIM47-evaluation.md	True	False
TRIM63	detail/nucleoplasm/TRIM63/TRIM63-evaluation.md	True	False
TRIM65	detail/nucleoplasm/TRIM65/TRIM65-evaluation.md	False	True
TRMT112	detail/nucleoplasm/TRMT112/TRMT112-evaluation.md	True	False
TTBK1	detail/nucleoplasm/TTBK1/TTBK1-evaluation.md	True	False
TTC9B	detail/nucleoplasm/TTC9B/TTC9B-evaluation.md	False	True
TWIST1	detail/nucleoplasm/TWIST1/TWIST1-evaluation.md	True	False
TXNRD3	detail/nucleoplasm/TXNRD3/TXNRD3-evaluation.md	False	True
Tincr	detail/nucleoplasm/Tincr/Tincr-evaluation.md	True	False
Tnni3k	detail/nucleoplasm/Tnni3k/Tnni3k-evaluation.md	True	False
UFM1	detail/nucleoplasm/UFM1/UFM1-evaluation.md	True	False
Ubtfl1	detail/nucleoplasm/Ubtfl1/Ubtfl1-evaluation.md	True	False
VGLL2	detail/nucleoplasm/VGLL2/VGLL2-evaluation.md	True	False
VPS13D	detail/nucleoplasm/VPS13D/VPS13D-evaluation.md	False	True
WBP1L	detail/nucleoplasm/WBP1L/WBP1L-evaluation.md	True	False
WDR20	detail/nucleoplasm/WDR20/WDR20-evaluation.md	True	False
WDR48	detail/nucleoplasm/WDR48/WDR48-evaluation.md	True	False
WDR7	detail/nucleoplasm/WDR7/WDR7-evaluation.md	True	False
XBP1	detail/nucleoplasm/XBP1/XBP1-evaluation.md	True	False
XIRP2	detail/nucleoplasm/XIRP2/XIRP2-evaluation.md	False	True
YPEL1	detail/nucleoplasm/YPEL1/YPEL1-evaluation.md	True	False
ZBP1	detail/nucleoplasm/ZBP1/ZBP1-evaluation.md	True	False
ABRAXAS2	detail/nucleus-cytoplasm/ABRAXAS2/ABRAXAS2-evaluation.md	False	True
ANKRD33	detail/nucleus-cytoplasm/ANKRD33/ANKRD33-evaluation.md	True	False
ASB10	detail/nucleus-cytoplasm/ASB10/ASB10-evaluation.md	True	False
ASRGL1	detail/nucleus-cytoplasm/ASRGL1/ASRGL1-evaluation.md	True	False
BOLA2	detail/nucleus-cytoplasm/BOLA2/BOLA2-evaluation.md	True	False
BOLA2B	detail/nucleus-cytoplasm/BOLA2B/BOLA2B-evaluation.md	False	True
BRI3	detail/nucleus-cytoplasm/BRI3/BRI3-evaluation.md	True	False
CABLES1	detail/nucleus-cytoplasm/CABLES1/CABLES1-evaluation.md	False	True
CABYR	detail/nucleus-cytoplasm/CABYR/CABYR-evaluation.md	False	True
CALML6	detail/nucleus-cytoplasm/CALML6/CALML6-evaluation.md	False	True
CNOT8	detail/nucleus-cytoplasm/CNOT8/CNOT8-evaluation.md	True	False
CSNK2A2IP	detail/nucleus-cytoplasm/CSNK2A2IP/CSNK2A2IP-evaluation.md	True	False
GOT1	detail/nucleus-cytoplasm/GOT1/GOT1-evaluation.md	True	False
PADI6	detail/nucleus-cytoplasm/PADI6/PADI6-evaluation.md	True	False
PAN2	detail/nucleus-cytoplasm/PAN2/PAN2-evaluation.md	True	False
PAN3	detail/nucleus-cytoplasm/PAN3/PAN3-evaluation.md	True	False
PDC	detail/nucleus-cytoplasm/PDC/PDC-evaluation.md	True	False
PKIG	detail/nucleus-cytoplasm/PKIG/PKIG-evaluation.md	False	True
PREPL	detail/nucleus-cytoplasm/PREPL/PREPL-evaluation.md	True	False
PTTG1	detail/nucleus-cytoplasm/PTTG1/PTTG1-evaluation.md	True	False
RIPPLY1	detail/nucleus-cytoplasm/RIPPLY1/RIPPLY1-evaluation.md	True	False
SAMD7	detail/nucleus-cytoplasm/SAMD7/SAMD7-evaluation.md	True	False
SPDL1	detail/nucleus-cytoplasm/SPDL1/SPDL1-evaluation.md	True	False
TBX3	detail/nucleus-cytoplasm/TBX3/TBX3-evaluation.md	False	True
TIPIN	detail/nucleus-cytoplasm/TIPIN/TIPIN-evaluation.md	True	False
TLE6	detail/nucleus-cytoplasm/TLE6/TLE6-evaluation.md	True	False
TSPYL2	detail/nucleus-cytoplasm/TSPYL2/TSPYL2-evaluation.md	True	False
AADAC	detail/rejected/AADAC/AADAC-evaluation.md	True	False
AADACL2	detail/rejected/AADACL2/AADACL2-evaluation.md	True	False
AASDHPPT	detail/rejected/AASDHPPT/AASDHPPT-evaluation.md	True	False
ABCA13	detail/rejected/ABCA13/ABCA13-evaluation.md	False	True
ABCA17	detail/rejected/ABCA17/ABCA17-evaluation.md	True	True
ABCA2	detail/rejected/ABCA2/ABCA2-evaluation.md	False	True
ABCA3	detail/rejected/ABCA3/ABCA3-evaluation.md	False	True
ABTB3	detail/rejected/ABTB3/ABTB3-evaluation.md	False	True
ACOXL	detail/rejected/ACOXL/ACOXL-evaluation.md	False	True
ACP4	detail/rejected/ACP4/ACP4-evaluation.md	False	True
ADIG	detail/rejected/ADIG/ADIG-evaluation.md	True	False
ADPRHL1	detail/rejected/ADPRHL1/ADPRHL1-evaluation.md	False	True
AKAP6	detail/rejected/AKAP6/AKAP6-evaluation.md	True	False
APOBEC3A_B	detail/rejected/APOBEC3A_B/APOBEC3A_B-evaluation.md	True	True
Alyref2	detail/rejected/Alyref2/Alyref2-evaluation.md	True	True
BEND7	detail/rejected/BEND7/BEND7-evaluation.md	False	True
C20orf202	detail/rejected/C20orf202/C20orf202-evaluation.md	True	False
C22orf42	detail/rejected/C22orf42/C22orf42-evaluation.md	True	False
C2CD2L	detail/rejected/C2CD2L/C2CD2L-evaluation.md	True	False
C3orf33	detail/rejected/C3orf33/C3orf33-evaluation.md	True	False
C3orf80	detail/rejected/C3orf80/C3orf80-evaluation.md	True	False
C4orf51	detail/rejected/C4orf51/C4orf51-evaluation.md	True	False
C5orf34	detail/rejected/C5orf34/C5orf34-evaluation.md	True	False
C5orf60	detail/rejected/C5orf60/C5orf60-evaluation.md	True	False
C6orf120	detail/rejected/C6orf120/C6orf120-evaluation.md	True	False
C6orf136	detail/rejected/C6orf136/C6orf136-evaluation.md	True	False
C6orf201	detail/rejected/C6orf201/C6orf201-evaluation.md	True	False
C6orf223	detail/rejected/C6orf223/C6orf223-evaluation.md	True	False
CARHSP1	detail/rejected/CARHSP1/CARHSP1-evaluation.md	True	False
CARMIL2	detail/rejected/CARMIL2/CARMIL2-evaluation.md	True	False
CARMIL3	detail/rejected/CARMIL3/CARMIL3-evaluation.md	True	False
CBLL2	detail/rejected/CBLL2/CBLL2-evaluation.md	True	False
CBX3P9	detail/rejected/CBX3P9/CBX3P9-evaluation.md	True	False
CCDC17	detail/rejected/CCDC17/CCDC17-evaluation.md	True	False
CDKL4	detail/rejected/CDKL4/CDKL4-evaluation.md	True	False
CDKN2AIPNL	detail/rejected/CDKN2AIPNL/CDKN2AIPNL-evaluation.md	True	False
CDNF	detail/rejected/CDNF/CDNF-evaluation.md	True	False
CDRT15L2	detail/rejected/CDRT15L2/CDRT15L2-evaluation.md	True	False
CEP78	detail/rejected/CEP78/CEP78-evaluation.md	True	False
CFAP47	detail/rejected/CFAP47/CFAP47-evaluation.md	True	True
CFAP97D2	detail/rejected/CFAP97D2/CFAP97D2-evaluation.md	True	False
CILP2	detail/rejected/CILP2/CILP2-evaluation.md	True	False
CIMAP1D	detail/rejected/CIMAP1D/CIMAP1D-evaluation.md	True	False
CIMIP2B	detail/rejected/CIMIP2B/CIMIP2B-evaluation.md	True	False
CIMIP6	detail/rejected/CIMIP6/CIMIP6-evaluation.md	True	False
CLDN15	detail/rejected/CLDN15/CLDN15-evaluation.md	True	False
CLEC18A	detail/rejected/CLEC18A/CLEC18A-evaluation.md	True	False
CLEC18B	detail/rejected/CLEC18B/CLEC18B-evaluation.md	True	False
CLEC18C	detail/rejected/CLEC18C/CLEC18C-evaluation.md	True	False
CLEC19A	detail/rejected/CLEC19A/CLEC19A-evaluation.md	True	False
CLEC2B	detail/rejected/CLEC2B/CLEC2B-evaluation.md	True	False
CLN5	detail/rejected/CLN5/CLN5-evaluation.md	True	False
CLP2	detail/rejected/CLP2/CLP2-evaluation.md	True	False
CLPB	detail/rejected/CLPB/CLPB-evaluation.md	True	False
CLPB2	detail/rejected/CLPB2/CLPB2-evaluation.md	True	False
CLRN2	detail/rejected/CLRN2/CLRN2-evaluation.md	True	False
CLRN3	detail/rejected/CLRN3/CLRN3-evaluation.md	True	False
CLSTN3	detail/rejected/CLSTN3/CLSTN3-evaluation.md	True	False
CLVS1	detail/rejected/CLVS1/CLVS1-evaluation.md	True	False
CLYBL	detail/rejected/CLYBL/CLYBL-evaluation.md	True	False
CMBL	detail/rejected/CMBL/CMBL-evaluation.md	True	False
CMC1	detail/rejected/CMC1/CMC1-evaluation.md	True	False
CNDP1	detail/rejected/CNDP1/CNDP1-evaluation.md	True	False
CNFN1	detail/rejected/CNFN1/CNFN1-evaluation.md	True	False
CNGA2	detail/rejected/CNGA2/CNGA2-evaluation.md	True	False
CNMD	detail/rejected/CNMD/CNMD-evaluation.md	True	False
CNPY1	detail/rejected/CNPY1/CNPY1-evaluation.md	True	False
CNTFR	detail/rejected/CNTFR/CNTFR-evaluation.md	True	False
COG1	detail/rejected/COG1/COG1-evaluation.md	True	False
COMTD1	detail/rejected/COMTD1/COMTD1-evaluation.md	True	False
COP1	detail/rejected/COP1/COP1-evaluation.md	True	False
COQ10B	detail/rejected/COQ10B/COQ10B-evaluation.md	True	False
COQ6	detail/rejected/COQ6/COQ6-evaluation.md	True	False
CORO1C	detail/rejected/CORO1C/CORO1C-evaluation.md	True	False
COX18	detail/rejected/COX18/COX18-evaluation.md	True	False
COX7A1	detail/rejected/COX7A1/COX7A1-evaluation.md	True	False
COX7A2	detail/rejected/COX7A2/COX7A2-evaluation.md	True	False
COX7C	detail/rejected/COX7C/COX7C-evaluation.md	True	False
COX8A	detail/rejected/COX8A/COX8A-evaluation.md	True	False
CPLX3	detail/rejected/CPLX3/CPLX3-evaluation.md	True	False
CPT1C	detail/rejected/CPT1C/CPT1C-evaluation.md	True	False
CRACR2A	detail/rejected/CRACR2A/CRACR2A-evaluation.md	True	False
CRACR2B	detail/rejected/CRACR2B/CRACR2B-evaluation.md	True	False
CRBNP	detail/rejected/CRBNP/CRBNP-evaluation.md	True	False
CRLS1	detail/rejected/CRLS1/CRLS1-evaluation.md	True	False
CRNKL1	detail/rejected/CRNKL1/CRNKL1-evaluation.md	True	True
CRYBB1	detail/rejected/CRYBB1/CRYBB1-evaluation.md	True	False
CTAGE1	detail/rejected/CTAGE1/CTAGE1-evaluation.md	True	False
CTAGE4	detail/rejected/CTAGE4/CTAGE4-evaluation.md	True	False
CTAGE6	detail/rejected/CTAGE6/CTAGE6-evaluation.md	True	False
CTNNAL1	detail/rejected/CTNNAL1/CTNNAL1-evaluation.md	True	False
CXCL14	detail/rejected/CXCL14/CXCL14-evaluation.md	True	False
CYP39A1	detail/rejected/CYP39A1/CYP39A1-evaluation.md	True	False
CYP4F22	detail/rejected/CYP4F22/CYP4F22-evaluation.md	True	False
CYP4X1	detail/rejected/CYP4X1/CYP4X1-evaluation.md	True	False
CYP4Z1	detail/rejected/CYP4Z1/CYP4Z1-evaluation.md	True	False
Crxos	detail/rejected/Crxos/Crxos-evaluation.md	True	False
DAGLA	detail/rejected/DAGLA/DAGLA-evaluation.md	True	False
DCAF4L2	detail/rejected/DCAF4L2/DCAF4L2-evaluation.md	True	False
DCPH1	detail/rejected/DCPH1/DCPH1-evaluation.md	True	False
DHCR24	detail/rejected/DHCR24/DHCR24-evaluation.md	True	False
DHRS7C	detail/rejected/DHRS7C/DHRS7C-evaluation.md	True	False
DHRS9	detail/rejected/DHRS9/DHRS9-evaluation.md	True	False
DIS3L2	detail/rejected/DIS3L2/DIS3L2-evaluation.md	True	False
DLEU1	detail/rejected/DLEU1/DLEU1-evaluation.md	True	False
DLEU2	detail/rejected/DLEU2/DLEU2-evaluation.md	True	False
DLGAP2	detail/rejected/DLGAP2/DLGAP2-evaluation.md	True	False
DMAC2	detail/rejected/DMAC2/DMAC2-evaluation.md	False	True
DMXL2	detail/rejected/DMXL2/DMXL2-evaluation.md	False	True
DNAH12	detail/rejected/DNAH12/DNAH12-evaluation.md	False	True
DNAJB8	detail/rejected/DNAJB8/DNAJB8-evaluation.md	True	False
DNAJC10	detail/rejected/DNAJC10/DNAJC10-evaluation.md	True	False
DNAJC14	detail/rejected/DNAJC14/DNAJC14-evaluation.md	True	False
DNAJC15	detail/rejected/DNAJC15/DNAJC15-evaluation.md	True	False
DNAJC19	detail/rejected/DNAJC19/DNAJC19-evaluation.md	True	False
DNAJC3	detail/rejected/DNAJC3/DNAJC3-evaluation.md	True	False
DNAJC30	detail/rejected/DNAJC30/DNAJC30-evaluation.md	True	False
DNAJC4	detail/rejected/DNAJC4/DNAJC4-evaluation.md	True	False
DNAJC5B	detail/rejected/DNAJC5B/DNAJC5B-evaluation.md	True	False
DOCK11	detail/rejected/DOCK11/DOCK11-evaluation.md	True	False
DOCK2	detail/rejected/DOCK2/DOCK2-evaluation.md	True	False
DOCK7	detail/rejected/DOCK7/DOCK7-evaluation.md	True	False
DOCK9	detail/rejected/DOCK9/DOCK9-evaluation.md	True	False
DPEP2	detail/rejected/DPEP2/DPEP2-evaluation.md	True	False
DSC1	detail/rejected/DSC1/DSC1-evaluation.md	True	False
DUSP13	detail/rejected/DUSP13/DUSP13-evaluation.md	True	False
DYNLT2	detail/rejected/DYNLT2/DYNLT2-evaluation.md	True	False
E2F2	detail/rejected/E2F2/E2F2-evaluation.md	True	False
EAF2	detail/rejected/EAF2/EAF2-evaluation.md	True	False
EEIG2	detail/rejected/EEIG2/EEIG2-evaluation.md	True	False
EGR4	detail/rejected/EGR4/EGR4-evaluation.md	True	False
ELOA3P	detail/rejected/ELOA3P/ELOA3P-evaluation.md	True	False
EMC4	detail/rejected/EMC4/EMC4-evaluation.md	True	False
EMC7	detail/rejected/EMC7/EMC7-evaluation.md	True	False
EMC9	detail/rejected/EMC9/EMC9-evaluation.md	True	False
EML5	detail/rejected/EML5/EML5-evaluation.md	True	False
ENKD1	detail/rejected/ENKD1/ENKD1-evaluation.md	False	True
EPHA10	detail/rejected/EPHA10/EPHA10-evaluation.md	True	False
ERG28	detail/rejected/ERG28/ERG28-evaluation.md	True	False
ERLEC1	detail/rejected/ERLEC1/ERLEC1-evaluation.md	True	False
ERLN	detail/rejected/ERLN/ERLN-evaluation.md	True	False
ERO1A	detail/rejected/ERO1A/ERO1A-evaluation.md	True	False
ERP27	detail/rejected/ERP27/ERP27-evaluation.md	True	False
ERP44	detail/rejected/ERP44/ERP44-evaluation.md	True	False
ETFRF1	detail/rejected/ETFRF1/ETFRF1-evaluation.md	True	False
ETNK2	detail/rejected/ETNK2/ETNK2-evaluation.md	True	False
EXOC4	detail/rejected/EXOC4/EXOC4-evaluation.md	True	False
FAM104B	detail/rejected/FAM104B/FAM104B-evaluation.md	True	False
FAM120AOS	detail/rejected/FAM120AOS/FAM120AOS-evaluation.md	True	False
FAM151A	detail/rejected/FAM151A/FAM151A-evaluation.md	True	False
FAM153A	detail/rejected/FAM153A/FAM153A-evaluation.md	True	False
FAM153B	detail/rejected/FAM153B/FAM153B-evaluation.md	True	False
FAM153C	detail/rejected/FAM153C/FAM153C-evaluation.md	True	False
FAM155A	detail/rejected/FAM155A/FAM155A-evaluation.md	True	False
FAM157A	detail/rejected/FAM157A/FAM157A-evaluation.md	True	False
FAM157B	detail/rejected/FAM157B/FAM157B-evaluation.md	True	False
FAM157C	detail/rejected/FAM157C/FAM157C-evaluation.md	True	False
FAM169B	detail/rejected/FAM169B/FAM169B-evaluation.md	True	False
FAM171A2	detail/rejected/FAM171A2/FAM171A2-evaluation.md	True	False
FAM184B	detail/rejected/FAM184B/FAM184B-evaluation.md	True	False
FAM187B	detail/rejected/FAM187B/FAM187B-evaluation.md	True	False
FAM189A2	detail/rejected/FAM189A2/FAM189A2-evaluation.md	True	False
FAM196A	detail/rejected/FAM196A/FAM196A-evaluation.md	True	False
FAM196B	detail/rejected/FAM196B/FAM196B-evaluation.md	True	False
FAM200A	detail/rejected/FAM200A/FAM200A-evaluation.md	True	False
FAM225A	detail/rejected/FAM225A/FAM225A-evaluation.md	True	False
FAM226B	detail/rejected/FAM226B/FAM226B-evaluation.md	True	False
FASTKD5	detail/rejected/FASTKD5/FASTKD5-evaluation.md	True	False
FBXO15	detail/rejected/FBXO15/FBXO15-evaluation.md	True	False
FBXO17	detail/rejected/FBXO17/FBXO17-evaluation.md	True	False
FBXO39	detail/rejected/FBXO39/FBXO39-evaluation.md	True	False
FBXO40	detail/rejected/FBXO40/FBXO40-evaluation.md	True	False
FBXO6	detail/rejected/FBXO6/FBXO6-evaluation.md	True	False
FBXO9	detail/rejected/FBXO9/FBXO9-evaluation.md	False	True
FBXW9	detail/rejected/FBXW9/FBXW9-evaluation.md	True	False
FCGBP	detail/rejected/FCGBP/FCGBP-evaluation.md	False	True
FCRL3	detail/rejected/FCRL3/FCRL3-evaluation.md	True	False
FCRL4	detail/rejected/FCRL4/FCRL4-evaluation.md	True	False
FCRL5	detail/rejected/FCRL5/FCRL5-evaluation.md	True	False
FCRL6	detail/rejected/FCRL6/FCRL6-evaluation.md	True	False
FCRLA	detail/rejected/FCRLA/FCRLA-evaluation.md	True	False
FERRY3	detail/rejected/FERRY3/FERRY3-evaluation.md	True	False
FGF3	detail/rejected/FGF3/FGF3-evaluation.md	True	False
FOXI3	detail/rejected/FOXI3/FOXI3-evaluation.md	True	False
FRG2	detail/rejected/FRG2/FRG2-evaluation.md	True	False
Fam209	detail/rejected/Fam209/Fam209-evaluation.md	False	True
Fbxw15	detail/rejected/Fbxw15/Fbxw15-evaluation.md	True	True
Fcor	detail/rejected/Fcor/Fcor-evaluation.md	True	True
GCM1	detail/rejected/GCM1/GCM1-evaluation.md	True	False
GCM2	detail/rejected/GCM2/GCM2-evaluation.md	True	False
GIMAP5	detail/rejected/GIMAP5/GIMAP5-evaluation.md	True	False
GIMAP6	detail/rejected/GIMAP6/GIMAP6-evaluation.md	True	False
GIMD1	detail/rejected/GIMD1/GIMD1-evaluation.md	True	False
GJA3	detail/rejected/GJA3/GJA3-evaluation.md	True	False
GJA4	detail/rejected/GJA4/GJA4-evaluation.md	True	False
GJA5	detail/rejected/GJA5/GJA5-evaluation.md	True	False
GJA8	detail/rejected/GJA8/GJA8-evaluation.md	True	False
GJB1	detail/rejected/GJB1/GJB1-evaluation.md	True	False
