gene	in_centrosome_seed	in_main_atlas	main_status	main_category	main_score	main_report_path	main_docs_report_path	centrosome_action	reason
CREB3	TRUE	TRUE	scored	nucleoplasm	44.4	detail/nucleoplasm/CREB3/CREB3-evaluation.md	reports/CREB3.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
CRIP1	TRUE	TRUE	scored	nuclear-speckle	43.6	detail/nuclear-speckle/CRIP1/CRIP1-evaluation.md	reports/CRIP1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
CRMP1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
CROCC	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
CSPP1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
CTNNBL1	TRUE	TRUE	scored	nucleoplasm	73.6	detail/nucleoplasm/CTNNBL1/CTNNBL1-evaluation.md	reports/CTNNBL1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
CUEDC1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
CYB5B	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
CYLD	TRUE	TRUE	scored	nucleoplasm	51.1	detail/nucleoplasm/CYLD/CYLD-evaluation.md	reports/CYLD.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
CYTH4	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
DAPK1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
DCAF13	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
DCC	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
DCDC2	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
DCTN2	TRUE	TRUE	rejected	rejected	None	detail/rejected/DCTN2/DCTN2-evaluation.md	reports/DCTN2.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
DCTN4	TRUE	TRUE	scored	nucleoplasm	78.9	detail/nucleoplasm/DCTN4/DCTN4-evaluation.md	reports/DCTN4.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
DDHD2	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
DDX59	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
DDX60	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
DENND1C	TRUE	TRUE	scored	nucleoplasm	71.1	detail/nucleoplasm/DENND1C/DENND1C-evaluation.md	reports/DENND1C.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
DHRS1	TRUE	TRUE	scored	nucleoplasm	68.6	detail/nucleoplasm/DHRS1/DHRS1-evaluation.md	reports/DHRS1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
DHX35	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
DIS3L	TRUE	TRUE	rejected	rejected	None	detail/rejected/DIS3L/DIS3L-evaluation.md	reports/DIS3L.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
DLG4	TRUE	TRUE	scored	nucleoplasm	43.6	detail/nucleoplasm/DLG4/DLG4-evaluation.md	reports/DLG4.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
DMBT1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
DMRT2	TRUE	TRUE	scored	nucleoplasm	60	detail/nucleoplasm/DMRT2/DMRT2-evaluation.md	reports/DMRT2.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
DNAH12	TRUE	TRUE	rejected	rejected	None	detail/rejected/DNAH12/DNAH12-evaluation.md	reports/DNAH12.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
DNAH14	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
DNAH6	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
DNAJA4	TRUE	TRUE	scored	nuclear-envelope	55.3	detail/nuclear-envelope/DNAJA4/DNAJA4-evaluation.md	reports/DNAJA4.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
DNAJC28	TRUE	TRUE	scored	nuclear-body	74.4	detail/nuclear-body/DNAJC28/DNAJC28-evaluation.md	reports/DNAJC28.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
DNAL1	TRUE	TRUE	scored	nucleoplasm	81.1	detail/nucleoplasm/DNAL1/DNAL1-evaluation.md	reports/DNAL1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
DNAL4	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
DPF2	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
DRD4	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
DUSP21	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
DVL3	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
DYNC1H1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
DYNC1I2	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
DYNC1LI1	TRUE	TRUE	scored	nucleoplasm	60.8	detail/nucleoplasm/DYNC1LI1/DYNC1LI1-evaluation.md	reports/DYNC1LI1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
DYNC1LI2	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
DYNC2I1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
DYNC2I2	TRUE	TRUE	scored	nuclear-speckle	79.4	detail/nuclear-speckle/DYNC2I2/DYNC2I2-evaluation.md	reports/DYNC2I2.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
DYRK1A	TRUE	TRUE	scored	nucleoplasm	45.3	detail/nucleoplasm/DYRK1A/DYRK1A-evaluation.md	reports/DYRK1A.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
DYSF	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
DZIP1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
E2F1	TRUE	TRUE	scored	nucleoplasm	45.3	detail/nucleoplasm/E2F1/E2F1-evaluation.md	reports/E2F1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
EDRF1	TRUE	TRUE	scored	nucleoplasm	75.8	detail/nucleoplasm/EDRF1/EDRF1-evaluation.md	reports/EDRF1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
EEF1AKMT3	TRUE	TRUE	scored	nucleoplasm	77.2	detail/nucleoplasm/EEF1AKMT3/EEF1AKMT3-evaluation.md	reports/EEF1AKMT3.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
EID2	TRUE	TRUE	scored	nucleoplasm	76.7	detail/nucleoplasm/EID2/EID2-evaluation.md	reports/EID2.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
ELP6	TRUE	TRUE	scored	nucleoplasm	71.4	detail/nucleoplasm/ELP6/ELP6-evaluation.md	reports/ELP6.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
EMC6	TRUE	TRUE	scored	nucleoplasm	69.4	detail/nucleoplasm/EMC6/EMC6-evaluation.md	reports/EMC6.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
EMSY	TRUE	TRUE	rejected	rejected	None	detail/rejected/EMSY/EMSY-evaluation.md	reports/EMSY.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
ENGASE	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ENKD1	TRUE	TRUE	rejected	rejected	None	detail/rejected/ENKD1/ENKD1-evaluation.md	reports/ENKD1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
ENSG00000144785	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ENSG00000256514	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ENSG00000268870	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ENSG00000272772	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ENSG00000272980	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ENSG00000273217	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ENSG00000274175	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ENSG00000274792	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ENSG00000275869	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ENSG00000280571	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ENSG00000285188	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ENSG00000285837	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ENSG00000288637	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
EP300	TRUE	TRUE	scored	nucleoplasm	40.8	detail/nucleoplasm/EP300/EP300-evaluation.md	reports/EP300.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
EPS8L2	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ERC1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ERCC6L	TRUE	TRUE	scored	nucleoplasm	73.8	detail/nucleoplasm/ERCC6L/ERCC6L-evaluation.md	reports/ERCC6L.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
ERVV-1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ERVV-2	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
EXOC6	TRUE	TRUE	scored	nucleoplasm	74.2	detail/nucleoplasm/EXOC6/EXOC6-evaluation.md	reports/EXOC6.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
EXTL1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
EYA3	TRUE	TRUE	scored	nucleoplasm	55.8	detail/nucleoplasm/EYA3/EYA3-evaluation.md	reports/EYA3.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
FAM117B	TRUE	TRUE	scored	nucleoplasm	71.9	detail/nucleoplasm/FAM117B/FAM117B-evaluation.md	reports/FAM117B.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
FAM161A	TRUE	TRUE	scored	nucleoplasm	61.1	detail/nucleoplasm/FAM161A/FAM161A-evaluation.md	reports/FAM161A.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
FAM184A	TRUE	TRUE	rejected	rejected	None	detail/rejected/FAM184A/FAM184A-evaluation.md	reports/FAM184A.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
FAM186B	TRUE	TRUE	scored	nucleoplasm	64.4	detail/nucleoplasm/FAM186B/FAM186B-evaluation.md	reports/FAM186B.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
FAM241B	TRUE	TRUE	scored	nucleoplasm	64.4	detail/nucleoplasm/FAM241B/FAM241B-evaluation.md	reports/FAM241B.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
FANCE	TRUE	TRUE	scored	nucleoplasm	63.3	detail/nucleoplasm/FANCE/FANCE-evaluation.md	reports/FANCE.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
FBF1	TRUE	TRUE	rejected	rejected	None	detail/rejected/FBF1/FBF1-evaluation.md	reports/FBF1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
FBXO21	TRUE	TRUE	rejected	rejected	None	detail/rejected/FBXO21/FBXO21-evaluation.md	reports/FBXO21.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
FBXO9	TRUE	TRUE	rejected	rejected	None	detail/rejected/FBXO9/FBXO9-evaluation.md	reports/FBXO9.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
FCHO2	TRUE	TRUE	rejected	rejected	None	detail/rejected/FCHO2/FCHO2-evaluation.md	reports/FCHO2.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
FCMR	TRUE	TRUE	scored	nucleoplasm	73.1	detail/nucleoplasm/FCMR/FCMR-evaluation.md	reports/FCMR.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
FEZF2	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
FGF11	TRUE	TRUE	scored	nucleoplasm	57.5	detail/nucleoplasm/FGF11/FGF11-evaluation.md	reports/FGF11.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
FGF23	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
FGFR1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
FHDC1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
FKBP11	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
FLII	TRUE	TRUE	scored	nucleoplasm	44.7	detail/nucleoplasm/FLII/FLII-evaluation.md	reports/FLII.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
FLT4	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
FNDC3A	TRUE	TRUE	scored	nucleoplasm	66.7	detail/nucleoplasm/FNDC3A/FNDC3A-evaluation.md	reports/FNDC3A.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
FNIP2	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
FNTB	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
FRMD4B	TRUE	TRUE	scored	nucleoplasm	64.4	detail/nucleoplasm/FRMD4B/FRMD4B-evaluation.md	reports/FRMD4B.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
FRMD8	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
G6PD	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
GAPDHS	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
GAS6	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
GATD3	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
GINS4	TRUE	TRUE	scored	chromatin	82.5	detail/chromatin/GINS4/GINS4-evaluation.md	reports/GINS4.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
GKAP1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
GLI2	TRUE	TRUE	scored	nucleolus	69.4	detail/nucleolus/GLI2/GLI2-evaluation.md	reports/GLI2.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
GLP1R	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
GLT8D1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
GNAI1	TRUE	TRUE	scored	nucleoplasm	53.3	detail/nucleoplasm/GNAI1/GNAI1-evaluation.md	reports/GNAI1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
GNAI3	TRUE	TRUE	scored	nucleolus	58.9	detail/nucleolus/GNAI3/GNAI3-evaluation.md	reports/GNAI3.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
GNB5	TRUE	TRUE	scored	nuclear-speckle	64.4	detail/nuclear-speckle/GNB5/GNB5-evaluation.md	reports/GNB5.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
GOLGA6A	TRUE	TRUE	scored	nucleoplasm	67.5	detail/nucleoplasm/GOLGA6A/GOLGA6A-evaluation.md	reports/GOLGA6A.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
GOLGA6B	TRUE	TRUE	scored	nucleoplasm	67.5	detail/nucleoplasm/GOLGA6B/GOLGA6B-evaluation.md	reports/GOLGA6B.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
GOLGA6C	TRUE	TRUE	scored	nucleoplasm	67.5	detail/nucleoplasm/GOLGA6C/GOLGA6C-evaluation.md	reports/GOLGA6C.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
GOLGA6D	TRUE	TRUE	scored	nucleoplasm	67.5	detail/nucleoplasm/GOLGA6D/GOLGA6D-evaluation.md	reports/GOLGA6D.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
GPAA1	TRUE	TRUE	rejected	rejected	None	detail/rejected/GPAA1/GPAA1-evaluation.md	reports/GPAA1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
GPR162	TRUE	TRUE	rejected	rejected	None	detail/rejected/GPR162/GPR162-evaluation.md	reports/GPR162.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
GPR174	TRUE	TRUE	rejected	rejected	None	detail/rejected/GPR174/GPR174-evaluation.md	reports/GPR174.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
GPSM2	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
GRAP	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
GRAPL	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
GRB2	TRUE	TRUE	scored	nucleoplasm	53.3	detail/nucleoplasm/GRB2/GRB2-evaluation.md	reports/GRB2.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
GTSE1	TRUE	TRUE	scored	nucleoplasm	39.9	detail/nucleoplasm/GTSE1/GTSE1-evaluation.md	reports/GTSE1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
GVQW3	TRUE	TRUE	scored	nucleoplasm	63.3	detail/nucleoplasm/GVQW3/GVQW3-evaluation.md	reports/GVQW3.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
GYG2	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
HAUS1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
HAUS2	TRUE	TRUE	scored	nucleoplasm	70.6	detail/nucleoplasm/HAUS2/HAUS2-evaluation.md	reports/HAUS2.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
HAUS6	TRUE	TRUE	scored	nuclear-speckle	64.7	detail/nuclear-speckle/HAUS6/HAUS6-evaluation.md	reports/HAUS6.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
HAUS7	TRUE	TRUE	scored	nucleolus	76.1	detail/nucleolus/HAUS7/HAUS7-evaluation.md	reports/HAUS7.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
HDAC6	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
HIPK1	TRUE	TRUE	scored	nuclear-speckle	52.8	detail/nuclear-speckle/HIPK1/HIPK1-evaluation.md	reports/HIPK1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
HK2	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
HMMR	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
HMX3	TRUE	TRUE	scored	nucleolus	66.4	detail/nucleolus/HMX3/HMX3-evaluation.md	reports/HMX3.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
HNMT	TRUE	TRUE	rejected	rejected	None	detail/rejected/HNMT/HNMT-evaluation.md	reports/HNMT.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
HOOK3	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
HORMAD2	TRUE	TRUE	scored	nucleoplasm	68.6	detail/nucleoplasm/HORMAD2/HORMAD2-evaluation.md	reports/HORMAD2.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
HOXB4	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
HSPA4L	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
HSPBP1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ID2	TRUE	TRUE	scored	nucleoplasm	43.6	detail/nucleoplasm/ID2/ID2-evaluation.md	reports/ID2.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
IFT43	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
IFT57	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
IFT74	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
IFT81	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
IFT88	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
IL1RN	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
IL4R	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ILRUN	TRUE	TRUE	scored	nuclear-speckle	76.1	detail/nuclear-speckle/ILRUN/ILRUN-evaluation.md	reports/ILRUN.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
INPP1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
INPP4B	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
INSR	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
INTS6L	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
INVS	TRUE	TRUE	rejected	rejected	None	detail/rejected/INVS/INVS-evaluation.md	reports/INVS.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
IQSEC1	TRUE	TRUE	scored	nucleoplasm	64.4	detail/nucleoplasm/IQSEC1/IQSEC1-evaluation.md	reports/IQSEC1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
ISM2	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ITGB6	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ITPRIPL2	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
IVL	TRUE	TRUE	rejected	rejected	None	detail/rejected/IVL/IVL-evaluation.md	reports/IVL.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
JADE1	TRUE	TRUE	scored	chromatin	67.8	detail/chromatin/JADE1/JADE1-evaluation.md	reports/JADE1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
KATNA1	TRUE	TRUE	scored	nucleoplasm	71.1	detail/nucleoplasm/KATNA1/KATNA1-evaluation.md	reports/KATNA1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
KATNAL1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
KATNIP	TRUE	TRUE	scored	nucleoplasm	69.4	detail/nucleoplasm/KATNIP/KATNIP-evaluation.md	reports/KATNIP.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
KCNH5	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
KCTD1	TRUE	TRUE	scored	nucleoplasm	71	detail/nucleoplasm/KCTD1/KCTD1-evaluation.md	reports/KCTD1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
KCTD16	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
KCTD4	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
KEAP1	TRUE	TRUE	scored	nucleoplasm	33.6	detail/nucleoplasm/KEAP1/KEAP1-evaluation.md	reports/KEAP1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
