gene	path	lines	is_chinese	has_hpa	has_pubmed	has_structure	has_ppi	has_te_module	has_nuclear_reject	has_ppi_pending	has_hpa_url	has_if_embed	has_pae_explained	qa_pass	reason
DNAH6	centrosome/detail/DNAH6/DNAH6-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
DNAJA4	centrosome/detail/DNAJA4/DNAJA4-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
DNAJC28	centrosome/detail/DNAJC28/DNAJC28-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
DNAL1	centrosome/detail/DNAL1/DNAL1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
DNAL4	centrosome/detail/DNAL4/DNAL4-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
DPF2	centrosome/detail/DPF2/DPF2-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
DRD4	centrosome/detail/DRD4/DRD4-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
DUSP21	centrosome/detail/DUSP21/DUSP21-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
DVL3	centrosome/detail/DVL3/DVL3-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
DYNC1H1	centrosome/detail/DYNC1H1/DYNC1H1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
DYNC1I2	centrosome/detail/DYNC1I2/DYNC1I2-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
DYNC1LI1	centrosome/detail/DYNC1LI1/DYNC1LI1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
DYNC1LI2	centrosome/detail/DYNC1LI2/DYNC1LI2-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
DYNC2I1	centrosome/detail/DYNC2I1/DYNC2I1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
DYNC2I2	centrosome/detail/DYNC2I2/DYNC2I2-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
DYRK1A	centrosome/detail/DYRK1A/DYRK1A-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
DYSF	centrosome/detail/DYSF/DYSF-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
DZIP1	centrosome/detail/DZIP1/DZIP1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
E2F1	centrosome/detail/E2F1/E2F1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
EDRF1	centrosome/detail/EDRF1/EDRF1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
EEF1AKMT3	centrosome/detail/EEF1AKMT3/EEF1AKMT3-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
EID2	centrosome/detail/EID2/EID2-centrosome-evaluation.md	93	True	True	True	True	True	False	False	False	False	False	True	True	PASS
ELP6	centrosome/detail/ELP6/ELP6-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
EMC6	centrosome/detail/EMC6/EMC6-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
EMSY	centrosome/detail/EMSY/EMSY-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
ENGASE	centrosome/detail/ENGASE/ENGASE-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
ENKD1	centrosome/detail/ENKD1/ENKD1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ENSG00000144785	centrosome/detail/ENSG00000144785/ENSG00000144785-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ENSG00000256514	centrosome/detail/ENSG00000256514/ENSG00000256514-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ENSG00000268870	centrosome/detail/ENSG00000268870/ENSG00000268870-centrosome-evaluation.md	91	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ENSG00000272772	centrosome/detail/ENSG00000272772/ENSG00000272772-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ENSG00000272980	centrosome/detail/ENSG00000272980/ENSG00000272980-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ENSG00000273217	centrosome/detail/ENSG00000273217/ENSG00000273217-centrosome-evaluation.md	98	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ENSG00000274175	centrosome/detail/ENSG00000274175/ENSG00000274175-centrosome-evaluation.md	91	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ENSG00000274792	centrosome/detail/ENSG00000274792/ENSG00000274792-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ENSG00000275869	centrosome/detail/ENSG00000275869/ENSG00000275869-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ENSG00000280571	centrosome/detail/ENSG00000280571/ENSG00000280571-centrosome-evaluation.md	95	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ENSG00000285188	centrosome/detail/ENSG00000285188/ENSG00000285188-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ENSG00000285837	centrosome/detail/ENSG00000285837/ENSG00000285837-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ENSG00000288637	centrosome/detail/ENSG00000288637/ENSG00000288637-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
EP300	centrosome/detail/EP300/EP300-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
EPS8L2	centrosome/detail/EPS8L2/EPS8L2-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ERC1	centrosome/detail/ERC1/ERC1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
ERCC6L	centrosome/detail/ERCC6L/ERCC6L-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ERVV-1	centrosome/detail/ERVV-1/ERVV-1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ERVV-2	centrosome/detail/ERVV-2/ERVV-2-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
EXOC6	centrosome/detail/EXOC6/EXOC6-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
EXTL1	centrosome/detail/EXTL1/EXTL1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
EYA3	centrosome/detail/EYA3/EYA3-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
FAM117B	centrosome/detail/FAM117B/FAM117B-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
FAM161A	centrosome/detail/FAM161A/FAM161A-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
FAM184A	centrosome/detail/FAM184A/FAM184A-centrosome-evaluation.md	98	True	True	True	True	True	False	False	False	True	True	True	True	PASS
FAM186B	centrosome/detail/FAM186B/FAM186B-centrosome-evaluation.md	96	True	True	True	True	True	False	False	False	True	True	True	True	PASS
FAM241B	centrosome/detail/FAM241B/FAM241B-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
FANCE	centrosome/detail/FANCE/FANCE-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
FBF1	centrosome/detail/FBF1/FBF1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
FBXO21	centrosome/detail/FBXO21/FBXO21-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
FBXO9	centrosome/detail/FBXO9/FBXO9-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
FCHO2	centrosome/detail/FCHO2/FCHO2-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
FCMR	centrosome/detail/FCMR/FCMR-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
FEZF2	centrosome/detail/FEZF2/FEZF2-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
FGF11	centrosome/detail/FGF11/FGF11-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
FGF23	centrosome/detail/FGF23/FGF23-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
FGFR1	centrosome/detail/FGFR1/FGFR1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
FHDC1	centrosome/detail/FHDC1/FHDC1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
FKBP11	centrosome/detail/FKBP11/FKBP11-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
FLII	centrosome/detail/FLII/FLII-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
FLT4	centrosome/detail/FLT4/FLT4-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
FNDC3A	centrosome/detail/FNDC3A/FNDC3A-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
FNIP2	centrosome/detail/FNIP2/FNIP2-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
FNTB	centrosome/detail/FNTB/FNTB-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
FRMD4B	centrosome/detail/FRMD4B/FRMD4B-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
FRMD8	centrosome/detail/FRMD8/FRMD8-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
G6PD	centrosome/detail/G6PD/G6PD-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
GAPDHS	centrosome/detail/GAPDHS/GAPDHS-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
GAS6	centrosome/detail/GAS6/GAS6-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
GATD3	centrosome/detail/GATD3/GATD3-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
GINS4	centrosome/detail/GINS4/GINS4-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
GKAP1	centrosome/detail/GKAP1/GKAP1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
GLI2	centrosome/detail/GLI2/GLI2-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
GLP1R	centrosome/detail/GLP1R/GLP1R-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
GLT8D1	centrosome/detail/GLT8D1/GLT8D1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
GNAI1	centrosome/detail/GNAI1/GNAI1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
GNAI3	centrosome/detail/GNAI3/GNAI3-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
GNB5	centrosome/detail/GNB5/GNB5-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
GOLGA6A	centrosome/detail/GOLGA6A/GOLGA6A-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
GOLGA6B	centrosome/detail/GOLGA6B/GOLGA6B-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
GOLGA6C	centrosome/detail/GOLGA6C/GOLGA6C-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
GOLGA6D	centrosome/detail/GOLGA6D/GOLGA6D-centrosome-evaluation.md	95	True	True	True	True	True	False	False	False	True	True	True	True	PASS
GPAA1	centrosome/detail/GPAA1/GPAA1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
GPR162	centrosome/detail/GPR162/GPR162-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
GPR174	centrosome/detail/GPR174/GPR174-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
GPSM2	centrosome/detail/GPSM2/GPSM2-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
GRAP	centrosome/detail/GRAP/GRAP-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
GRAPL	centrosome/detail/GRAPL/GRAPL-centrosome-evaluation.md	93	True	True	True	True	True	False	False	False	True	True	True	True	PASS
GRB2	centrosome/detail/GRB2/GRB2-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
GTSE1	centrosome/detail/GTSE1/GTSE1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
GVQW3	centrosome/detail/GVQW3/GVQW3-centrosome-evaluation.md	91	True	True	True	True	True	False	False	False	True	True	True	True	PASS
GYG2	centrosome/detail/GYG2/GYG2-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
HAUS1	centrosome/detail/HAUS1/HAUS1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
HAUS2	centrosome/detail/HAUS2/HAUS2-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
HAUS6	centrosome/detail/HAUS6/HAUS6-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
HAUS7	centrosome/detail/HAUS7/HAUS7-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
HDAC6	centrosome/detail/HDAC6/HDAC6-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
HIPK1	centrosome/detail/HIPK1/HIPK1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
HK2	centrosome/detail/HK2/HK2-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
HMMR	centrosome/detail/HMMR/HMMR-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
HMX3	centrosome/detail/HMX3/HMX3-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
HNMT	centrosome/detail/HNMT/HNMT-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
HOOK3	centrosome/detail/HOOK3/HOOK3-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
HORMAD2	centrosome/detail/HORMAD2/HORMAD2-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
HOXB4	centrosome/detail/HOXB4/HOXB4-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
HSPA4L	centrosome/detail/HSPA4L/HSPA4L-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
HSPBP1	centrosome/detail/HSPBP1/HSPBP1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ID2	centrosome/detail/ID2/ID2-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
IFT43	centrosome/detail/IFT43/IFT43-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
IFT57	centrosome/detail/IFT57/IFT57-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
IFT74	centrosome/detail/IFT74/IFT74-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
IFT81	centrosome/detail/IFT81/IFT81-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
IFT88	centrosome/detail/IFT88/IFT88-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
IL1RN	centrosome/detail/IL1RN/IL1RN-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
IL4R	centrosome/detail/IL4R/IL4R-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
ILRUN	centrosome/detail/ILRUN/ILRUN-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
INPP1	centrosome/detail/INPP1/INPP1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
INPP4B	centrosome/detail/INPP4B/INPP4B-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
INSR	centrosome/detail/INSR/INSR-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
INTS6L	centrosome/detail/INTS6L/INTS6L-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
INVS	centrosome/detail/INVS/INVS-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
IQSEC1	centrosome/detail/IQSEC1/IQSEC1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ISM2	centrosome/detail/ISM2/ISM2-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
ITGB6	centrosome/detail/ITGB6/ITGB6-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
ITPRIPL2	centrosome/detail/ITPRIPL2/ITPRIPL2-centrosome-evaluation.md	98	True	True	True	True	True	False	False	False	True	True	True	True	PASS
IVL	centrosome/detail/IVL/IVL-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
JADE1	centrosome/detail/JADE1/JADE1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
KATNA1	centrosome/detail/KATNA1/KATNA1-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
KATNAL1	centrosome/detail/KATNAL1/KATNAL1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
KATNIP	centrosome/detail/KATNIP/KATNIP-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
KCNH5	centrosome/detail/KCNH5/KCNH5-centrosome-evaluation.md	93	True	True	True	True	True	False	False	False	False	False	True	True	PASS
KCTD1	centrosome/detail/KCTD1/KCTD1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
KCTD16	centrosome/detail/KCTD16/KCTD16-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
KCTD4	centrosome/detail/KCTD4/KCTD4-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
KEAP1	centrosome/detail/KEAP1/KEAP1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
KIAA0753	centrosome/detail/KIAA0753/KIAA0753-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
KIF19	centrosome/detail/KIF19/KIF19-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
KIF1A	centrosome/detail/KIF1A/KIF1A-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
KIF20B	centrosome/detail/KIF20B/KIF20B-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
KIF2A	centrosome/detail/KIF2A/KIF2A-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
KIF2C	centrosome/detail/KIF2C/KIF2C-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
KIF5B	centrosome/detail/KIF5B/KIF5B-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
KIF6	centrosome/detail/KIF6/KIF6-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
KIFC1	centrosome/detail/KIFC1/KIFC1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
KIRREL2	centrosome/detail/KIRREL2/KIRREL2-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
KLC3	centrosome/detail/KLC3/KLC3-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
KLHL12	centrosome/detail/KLHL12/KLHL12-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
KLHL21	centrosome/detail/KLHL21/KLHL21-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
KLHL30	centrosome/detail/KLHL30/KLHL30-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
KLHL35	centrosome/detail/KLHL35/KLHL35-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
KLHL4	centrosome/detail/KLHL4/KLHL4-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
KLHL6	centrosome/detail/KLHL6/KLHL6-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
KMT5B	centrosome/detail/KMT5B/KMT5B-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
KNSTRN	centrosome/detail/KNSTRN/KNSTRN-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
KXD1	centrosome/detail/KXD1/KXD1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
LAMP5	centrosome/detail/LAMP5/LAMP5-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
LAS1L	centrosome/detail/LAS1L/LAS1L-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
LATS2	centrosome/detail/LATS2/LATS2-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
LCA5	centrosome/detail/LCA5/LCA5-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
LEO1	centrosome/detail/LEO1/LEO1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
LEPROT	centrosome/detail/LEPROT/LEPROT-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
LGI2	centrosome/detail/LGI2/LGI2-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
LGR4	centrosome/detail/LGR4/LGR4-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
LGR5	centrosome/detail/LGR5/LGR5-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
LHCGR	centrosome/detail/LHCGR/LHCGR-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
LINC02203	centrosome/detail/LINC02203/LINC02203-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
LMF2	centrosome/detail/LMF2/LMF2-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
LMNTD1	centrosome/detail/LMNTD1/LMNTD1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
LMTK2	centrosome/detail/LMTK2/LMTK2-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
LONRF1	centrosome/detail/LONRF1/LONRF1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
LRIF1	centrosome/detail/LRIF1/LRIF1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
LRRC45	centrosome/detail/LRRC45/LRRC45-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
LRRC7	centrosome/detail/LRRC7/LRRC7-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
LRRCC1	centrosome/detail/LRRCC1/LRRCC1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
LRRN1	centrosome/detail/LRRN1/LRRN1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
LTB	centrosome/detail/LTB/LTB-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
LUZP1	centrosome/detail/LUZP1/LUZP1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
LY9	centrosome/detail/LY9/LY9-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
LYST	centrosome/detail/LYST/LYST-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
LZTR1	centrosome/detail/LZTR1/LZTR1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
MAGEB16	centrosome/detail/MAGEB16/MAGEB16-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
MAL	centrosome/detail/MAL/MAL-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
MAMLD1	centrosome/detail/MAMLD1/MAMLD1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
MAP3K11	centrosome/detail/MAP3K11/MAP3K11-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
MAP3K13	centrosome/detail/MAP3K13/MAP3K13-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
MAP4K3	centrosome/detail/MAP4K3/MAP4K3-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
MAP7D3	centrosome/detail/MAP7D3/MAP7D3-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
