gene	path	status	lines	chars	has_yaml	has_hpa	has_uniprot_go	has_pubmed	has_structure	has_ppi	has_scoring_table	has_final_decision	has_packet_error_conclusion	has_one_line_no_nuclear_rejection	is_blocking_incomplete	reason
FAM9C	detail/rejected/FAM9C/FAM9C-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
FANK1	detail/rejected/FANK1/FANK1-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
FBLL1	detail/rejected/FBLL1/FBLL1-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
FBP2	detail/rejected/FBP2/FBP2-evaluation.md	rejected	21	300	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
FDPS	detail/rejected/FDPS/FDPS-evaluation.md	rejected	21	302	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
FEN1	detail/rejected/FEN1/FEN1-evaluation.md	rejected	21	302	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
FEV	detail/rejected/FEV/FEV-evaluation.md	rejected	21	302	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
FGF12	detail/rejected/FGF12/FGF12-evaluation.md	rejected	21	304	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
FHIT	detail/rejected/FHIT/FHIT-evaluation.md	rejected	21	303	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
FHL1	detail/rejected/FHL1/FHL1-evaluation.md	rejected	21	302	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
FHL2	detail/rejected/FHL2/FHL2-evaluation.md	rejected	21	308	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
FHL3	detail/rejected/FHL3/FHL3-evaluation.md	rejected	21	317	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
FIGLA	detail/rejected/FIGLA/FIGLA-evaluation.md	rejected	21	315	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
FIRRM	detail/rejected/FIRRM/FIRRM-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
FKBP4	detail/rejected/FKBP4/FKBP4-evaluation.md	rejected	21	310	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
FKBP5	detail/rejected/FKBP5/FKBP5-evaluation.md	rejected	21	320	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
FLCN	detail/rejected/FLCN/FLCN-evaluation.md	rejected	21	302	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
FOXC2	detail/rejected/FOXC2/FOXC2-evaluation.md	rejected	21	307	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
FOXD2	detail/rejected/FOXD2/FOXD2-evaluation.md	rejected	21	310	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
FOXE1	detail/rejected/FOXE1/FOXE1-evaluation.md	rejected	21	310	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
FOXE3	detail/rejected/FOXE3/FOXE3-evaluation.md	rejected	21	325	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
FOXF1	detail/rejected/FOXF1/FOXF1-evaluation.md	rejected	21	310	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
FOXF2	detail/rejected/FOXF2/FOXF2-evaluation.md	rejected	21	310	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
FOXH1	detail/rejected/FOXH1/FOXH1-evaluation.md	rejected	21	310	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
FOXI3	detail/rejected/FOXI3/FOXI3-evaluation.md	rejected	21	326	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
FOXJ1	detail/rejected/FOXJ1/FOXJ1-evaluation.md	rejected	21	310	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
FOXO4	detail/rejected/FOXO4/FOXO4-evaluation.md	rejected	21	310	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
FOXQ1	detail/rejected/FOXQ1/FOXQ1-evaluation.md	rejected	21	310	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
FRG2	detail/rejected/FRG2/FRG2-evaluation.md	rejected	21	324	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
FRG2B	detail/rejected/FRG2B/FRG2B-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
FRG2C	detail/rejected/FRG2C/FRG2C-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
FSBP	detail/rejected/FSBP/FSBP-evaluation.md	rejected	48	890	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
FSD1	detail/rejected/FSD1/FSD1-evaluation.md	rejected	21	308	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
FSTL3	detail/rejected/FSTL3/FSTL3-evaluation.md	rejected	21	320	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
FUBP1	detail/rejected/FUBP1/FUBP1-evaluation.md	rejected	21	310	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
FUT8	detail/rejected/FUT8/FUT8-evaluation.md	rejected	21	317	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
FZR1	detail/rejected/FZR1/FZR1-evaluation.md	rejected	21	308	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
Fam209	detail/rejected/Fam209/Fam209-evaluation.md	rejected	48	896	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
Fbxw15	detail/rejected/Fbxw15/Fbxw15-evaluation.md	rejected	48	896	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
GAB1	detail/rejected/GAB1/GAB1-evaluation.md	rejected	34	708	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
GADD45B	detail/rejected/GADD45B/GADD45B-evaluation.md	rejected	34	720	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
GALM	detail/rejected/GALM/GALM-evaluation.md	rejected	41	963	True	True	True	True	True	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: PPI
GARIN3	detail/rejected/GARIN3/GARIN3-evaluation.md	rejected	48	896	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
GAS2	detail/rejected/GAS2/GAS2-evaluation.md	rejected	34	708	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
GATA5	detail/rejected/GATA5/GATA5-evaluation.md	rejected	34	712	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
GBP2	detail/rejected/GBP2/GBP2-evaluation.md	rejected	34	708	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
GBX2	detail/rejected/GBX2/GBX2-evaluation.md	rejected	34	708	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
GCAT	detail/rejected/GCAT/GCAT-evaluation.md	rejected	34	708	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
GCFC2	detail/rejected/GCFC2/GCFC2-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
GCH1	detail/rejected/GCH1/GCH1-evaluation.md	rejected	34	708	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
GCHFR	detail/rejected/GCHFR/GCHFR-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
GCLM	detail/rejected/GCLM/GCLM-evaluation.md	rejected	34	708	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
GCM1	detail/rejected/GCM1/GCM1-evaluation.md	rejected	34	708	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
GCM2	detail/rejected/GCM2/GCM2-evaluation.md	rejected	34	711	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
GDA	detail/rejected/GDA/GDA-evaluation.md	rejected	34	704	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
GEMIN2	detail/rejected/GEMIN2/GEMIN2-evaluation.md	rejected	34	716	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
GHDC	detail/rejected/GHDC/GHDC-evaluation.md	rejected	48	890	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
GLO1	detail/rejected/GLO1/GLO1-evaluation.md	rejected	34	708	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
GPX4	detail/rejected/GPX4/GPX4-evaluation.md	rejected	34	711	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
GRHL3	detail/rejected/GRHL3/GRHL3-evaluation.md	rejected	34	712	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
GSS	detail/rejected/GSS/GSS-evaluation.md	rejected	34	707	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
Gm52993	detail/rejected/Gm52993/Gm52993-evaluation.md	rejected	48	899	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
HAND1	detail/rejected/HAND1/HAND1-evaluation.md	rejected	43	992	True	True	True	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure
HARBI1	detail/rejected/HARBI1/HARBI1-evaluation.md	rejected	48	896	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
HAS1	detail/rejected/HAS1/HAS1-evaluation.md	rejected	43	987	True	True	True	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure
HBP1	detail/rejected/HBP1/HBP1-evaluation.md	rejected	43	987	True	True	True	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure
HBS1L	detail/rejected/HBS1L/HBS1L-evaluation.md	rejected	43	992	True	True	True	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure
HBZ	detail/rejected/HBZ/HBZ-evaluation.md	rejected	43	982	True	True	True	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure
HCFC1	detail/rejected/HCFC1/HCFC1-evaluation.md	rejected	43	992	True	True	True	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure
HDGF	detail/rejected/HDGF/HDGF-evaluation.md	rejected	43	987	True	True	True	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure
HELLS	detail/rejected/HELLS/HELLS-evaluation.md	rejected	43	992	True	True	True	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure
HES6	detail/rejected/HES6/HES6-evaluation.md	rejected	43	987	True	True	True	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure
HESX1	detail/rejected/HESX1/HESX1-evaluation.md	rejected	43	992	True	True	True	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure
HEXIM1	detail/rejected/HEXIM1/HEXIM1-evaluation.md	rejected	43	997	True	True	True	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure
HEY1	detail/rejected/HEY1/HEY1-evaluation.md	rejected	43	987	True	True	True	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure
HEY2	detail/rejected/HEY2/HEY2-evaluation.md	rejected	43	987	True	True	True	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure
HHEX	detail/rejected/HHEX/HHEX-evaluation.md	rejected	43	987	True	True	True	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure
HINT1	detail/rejected/HINT1/HINT1-evaluation.md	rejected	43	992	True	True	True	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure
HINT3	detail/rejected/HINT3/HINT3-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
HIP1	detail/rejected/HIP1/HIP1-evaluation.md	rejected	43	987	True	True	True	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure
HIPK2	detail/rejected/HIPK2/HIPK2-evaluation.md	rejected	43	992	True	True	True	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure
HIPK3	detail/rejected/HIPK3/HIPK3-evaluation.md	rejected	43	992	True	True	True	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure
HJURP	detail/rejected/HJURP/HJURP-evaluation.md	rejected	43	992	True	True	True	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure
HMGB2	detail/rejected/HMGB2/HMGB2-evaluation.md	rejected	43	992	True	True	True	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure
HMGB3	detail/rejected/HMGB3/HMGB3-evaluation.md	rejected	43	992	True	True	True	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure
HMGB4	detail/rejected/HMGB4/HMGB4-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
HMGCS1	detail/rejected/HMGCS1/HMGCS1-evaluation.md	rejected	43	997	True	True	True	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure
HMGN2	detail/rejected/HMGN2/HMGN2-evaluation.md	rejected	43	992	True	True	True	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure
HNMT	detail/rejected/HNMT/HNMT-evaluation.md	rejected	43	987	True	True	True	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure
HPD	detail/rejected/HPD/HPD-evaluation.md	rejected	43	985	True	True	True	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure
HPGD	detail/rejected/HPGD/HPGD-evaluation.md	rejected	43	987	True	True	True	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure
HPGDS	detail/rejected/HPGDS/HPGDS-evaluation.md	rejected	43	992	True	True	True	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure
HSBP1	detail/rejected/HSBP1/HSBP1-evaluation.md	rejected	43	981	True	True	True	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure
HUS1	detail/rejected/HUS1/HUS1-evaluation.md	rejected	43	987	True	True	True	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure
IFFO1	detail/rejected/IFFO1/IFFO1-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
IFI16	detail/rejected/IFI16/IFI16-evaluation.md	rejected	25	565	True	False	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,Structure,PPI
IFI44	detail/rejected/IFI44/IFI44-evaluation.md	rejected	25	561	True	False	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,Structure,PPI
IFI44L	detail/rejected/IFI44L/IFI44L-evaluation.md	rejected	25	366	True	False	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,Structure,PPI
IGDCC3	detail/rejected/IGDCC3/IGDCC3-evaluation.md	rejected	25	406	True	False	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,Structure,PPI
IGHMBP2	detail/rejected/IGHMBP2/IGHMBP2-evaluation.md	rejected	25	598	True	False	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,Structure,PPI
IKBKE	detail/rejected/IKBKE/IKBKE-evaluation.md	rejected	25	569	True	False	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,Structure,PPI
IKBKG	detail/rejected/IKBKG/IKBKG-evaluation.md	rejected	25	393	True	False	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,Structure,PPI
ILK	detail/rejected/ILK/ILK-evaluation.md	rejected	25	547	True	False	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,Structure,PPI
IMPDH1	detail/rejected/IMPDH1/IMPDH1-evaluation.md	rejected	25	367	True	False	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,Structure,PPI
IMPDH2	detail/rejected/IMPDH2/IMPDH2-evaluation.md	rejected	25	353	True	False	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,Structure,PPI
INCENP	detail/rejected/INCENP/INCENP-evaluation.md	rejected	25	461	True	False	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,Structure,PPI
INPP4A	detail/rejected/INPP4A/INPP4A-evaluation.md	rejected	48	896	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
INVS	detail/rejected/INVS/INVS-evaluation.md	rejected	25	548	True	False	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,Structure,PPI
IRAK1	detail/rejected/IRAK1/IRAK1-evaluation.md	rejected	25	563	True	False	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,Structure,PPI
IRS1	detail/rejected/IRS1/IRS1-evaluation.md	rejected	25	357	True	False	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,Structure,PPI
IRX3	detail/rejected/IRX3/IRX3-evaluation.md	rejected	25	552	True	False	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,Structure,PPI
ISG20	detail/rejected/ISG20/ISG20-evaluation.md	rejected	25	546	True	False	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,Structure,PPI
ISL2	detail/rejected/ISL2/ISL2-evaluation.md	rejected	25	498	True	False	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,Structure,PPI
ISOC2	detail/rejected/ISOC2/ISOC2-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
IST1	detail/rejected/IST1/IST1-evaluation.md	rejected	25	361	True	False	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,Structure,PPI
ITCH	detail/rejected/ITCH/ITCH-evaluation.md	rejected	39	890	True	False	False	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,UniProt/GO,Structure
ITGA7	detail/rejected/ITGA7/ITGA7-evaluation.md	rejected	22	348	True	False	True	False	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,PubMed,Structure,PPI
ITGA9	detail/rejected/ITGA9/ITGA9-evaluation.md	rejected	22	348	True	False	True	False	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,PubMed,Structure,PPI
ITPA	detail/rejected/ITPA/ITPA-evaluation.md	rejected	25	567	True	False	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,Structure,PPI
ITPR2	detail/rejected/ITPR2/ITPR2-evaluation.md	rejected	22	397	True	False	True	False	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,PubMed,Structure,PPI
IVL	detail/rejected/IVL/IVL-evaluation.md	rejected	25	408	True	False	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,Structure,PPI
Ifi211	detail/rejected/Ifi211/Ifi211-evaluation.md	rejected	48	896	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
Ifi214	detail/rejected/Ifi214/Ifi214-evaluation.md	rejected	48	896	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
Isoc2a	detail/rejected/Isoc2a/Isoc2a-evaluation.md	rejected	48	896	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
Isoc2b	detail/rejected/Isoc2b/Isoc2b-evaluation.md	rejected	48	896	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
JMJD1C	detail/rejected/JMJD1C/JMJD1C-evaluation.md	rejected	25	591	True	False	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,Structure,PPI
JMJD6	detail/rejected/JMJD6/JMJD6-evaluation.md	rejected	25	427	True	False	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,Structure,PPI
JMJD7	detail/rejected/JMJD7/JMJD7-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
JPT2	detail/rejected/JPT2/JPT2-evaluation.md	rejected	48	890	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
KANSL1	detail/rejected/KANSL1/KANSL1-evaluation.md	rejected	38	797	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
KATNAL2	detail/rejected/KATNAL2/KATNAL2-evaluation.md	rejected	35	650	True	True	True	False	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: PubMed,Structure,PPI
KATNBL1	detail/rejected/KATNBL1/KATNBL1-evaluation.md	rejected	48	899	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
KAZN	detail/rejected/KAZN/KAZN-evaluation.md	rejected	48	890	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
KBTBD6	detail/rejected/KBTBD6/KBTBD6-evaluation.md	rejected	48	896	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
KBTBD7	detail/rejected/KBTBD7/KBTBD7-evaluation.md	rejected	48	896	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
KCTD15	detail/rejected/KCTD15/KCTD15-evaluation.md	rejected	38	739	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
KHNYN	detail/rejected/KHNYN/KHNYN-evaluation.md	rejected	35	619	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
KHSRP	detail/rejected/KHSRP/KHSRP-evaluation.md	rejected	40	829	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
KIAA1549	detail/rejected/KIAA1549/KIAA1549-evaluation.md	rejected	40	789	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
KLF10	detail/rejected/KLF10/KLF10-evaluation.md	rejected	40	799	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
KLF11	detail/rejected/KLF11/KLF11-evaluation.md	rejected	40	795	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
KLF12	detail/rejected/KLF12/KLF12-evaluation.md	rejected	40	773	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
KLF14	detail/rejected/KLF14/KLF14-evaluation.md	rejected	40	821	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
KLF3	detail/rejected/KLF3/KLF3-evaluation.md	rejected	38	750	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
KLF6	detail/rejected/KLF6/KLF6-evaluation.md	rejected	40	806	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
KLF7	detail/rejected/KLF7/KLF7-evaluation.md	rejected	40	792	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
KLHDC10	detail/rejected/KLHDC10/KLHDC10-evaluation.md	rejected	48	899	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
KLHDC2	detail/rejected/KLHDC2/KLHDC2-evaluation.md	rejected	48	896	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
KLHDC3	detail/rejected/KLHDC3/KLHDC3-evaluation.md	rejected	35	626	True	True	True	False	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: PubMed,Structure,PPI
KLHL15	detail/rejected/KLHL15/KLHL15-evaluation.md	rejected	48	896	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
KLHL20	detail/rejected/KLHL20/KLHL20-evaluation.md	rejected	48	896	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
KLHL22	detail/rejected/KLHL22/KLHL22-evaluation.md	rejected	48	896	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
KLRB1	detail/rejected/KLRB1/KLRB1-evaluation.md	rejected	40	835	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
KNL1	detail/rejected/KNL1/KNL1-evaluation.md	rejected	40	813	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
KNOP1	detail/rejected/KNOP1/KNOP1-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
KPNB1	detail/rejected/KPNB1/KPNB1-evaluation.md	rejected	38	754	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
KPTN	detail/rejected/KPTN/KPTN-evaluation.md	rejected	35	625	True	True	True	False	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: PubMed,Structure,PPI
KRCC1	detail/rejected/KRCC1/KRCC1-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
KRI1	detail/rejected/KRI1/KRI1-evaluation.md	rejected	48	890	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
KRR1	detail/rejected/KRR1/KRR1-evaluation.md	rejected	40	830	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
KYNU	detail/rejected/KYNU/KYNU-evaluation.md	rejected	40	808	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
LAMTOR2	detail/rejected/LAMTOR2/LAMTOR2-evaluation.md	rejected	35	634	True	True	True	False	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: PubMed,Structure,PPI
LANCL2	detail/rejected/LANCL2/LANCL2-evaluation.md	rejected	48	896	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
LBH	detail/rejected/LBH/LBH-evaluation.md	rejected	40	795	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
LBX1	detail/rejected/LBX1/LBX1-evaluation.md	rejected	38	741	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
