gene	path	status	score	nuclear_score	false_rejection_risk	has_packet	has_hpa	has_uniprot_go	has_pubmed	has_pdb_or_no_pdb	has_ppi	current_decision	is_true_remaining_critical	is_audit_false_positive	reason
KLF3	detail/rejected/KLF3/KLF3-evaluation.md	rejected		3	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
KLF6	detail/rejected/KLF6/KLF6-evaluation.md	rejected		3	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
KLRB1	detail/rejected/KLRB1/KLRB1-evaluation.md	rejected		3	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
KNL1	detail/rejected/KNL1/KNL1-evaluation.md	rejected		3	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
KPNB1	detail/rejected/KPNB1/KPNB1-evaluation.md	rejected		3	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
KRR1	detail/rejected/KRR1/KRR1-evaluation.md	rejected		3	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
LBH	detail/rejected/LBH/LBH-evaluation.md	rejected		3	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
LBX1	detail/rejected/LBX1/LBX1-evaluation.md	rejected		3	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
LCORL	detail/rejected/LCORL/LCORL-evaluation.md	rejected		3	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
LHX9	detail/rejected/LHX9/LHX9-evaluation.md	rejected		3	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
LIG3	detail/rejected/LIG3/LIG3-evaluation.md	rejected		3	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
LIPA	detail/rejected/LIPA/LIPA-evaluation.md	rejected		3	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
LITAF	detail/rejected/LITAF/LITAF-evaluation.md	rejected		3	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
LMO4	detail/rejected/LMO4/LMO4-evaluation.md	rejected		3	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
LPP	detail/rejected/LPP/LPP-evaluation.md	rejected		3	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
LRRFIP1	detail/rejected/LRRFIP1/LRRFIP1-evaluation.md	rejected		3	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
LYL1	detail/rejected/LYL1/LYL1-evaluation.md	rejected		3	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
MACC1	detail/rejected/MACC1/MACC1-evaluation.md	rejected		3	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
MAFF	detail/rejected/MAFF/MAFF-evaluation.md	rejected		3	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
MAFK	detail/rejected/MAFK/MAFK-evaluation.md	rejected		3	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
MAML1	detail/rejected/MAML1/MAML1-evaluation.md	rejected		3	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
MAML2	detail/rejected/MAML2/MAML2-evaluation.md	rejected		3	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
MAML3	detail/rejected/MAML3/MAML3-evaluation.md	rejected		3	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
MKLN1	detail/nucleoplasm/MKLN1/MKLN1-evaluation.md	scored		30	LOW	True	True	True	True	True	True	scored	False	True	No true critical false-rejection signal by current heuristic
MNDA	detail/rejected/MNDA/MNDA-evaluation.md	rejected		407	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
MRTFA	detail/rejected/MRTFA/MRTFA-evaluation.md	rejected		3	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
MT1HL1	detail/rejected/MT1HL1/MT1HL1-evaluation.md	rejected	34	0	LOW	True	True	True	True	True	True	rejected	False	True	No true critical false-rejection signal by current heuristic
MT1L	detail/rejected/MT1L/MT1L-evaluation.md	rejected	0	0	HIGH	True	True	True	True	True	True	rejected	False	True	Rejected report contains nuclear evidence without clear PubMed>100/nuclear<=3 rejection basis; needs manual/deep audit, not counted as true CRITICAL in Step 1
MTF1	detail/rejected/MTF1/MTF1-evaluation.md	rejected		3	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
NABP1	detail/rejected/NABP1/NABP1-evaluation.md	rejected	111.5	3	HIGH	True	True	True	True	True	True	rejected	False	True	Rejected report contains nuclear evidence without clear PubMed>100/nuclear<=3 rejection basis; needs manual/deep audit, not counted as true CRITICAL in Step 1
NAF1	detail/rejected/NAF1/NAF1-evaluation.md	rejected	60	3	LOW	True	True	True	True	True	True	rejected	False	True	Expected confirmed rejected gene is currently rejected
NASP	detail/rejected/NASP/NASP-evaluation.md	rejected		49321	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
NCBP1	detail/rejected/NCBP1/NCBP1-evaluation.md	rejected		1	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
NCOA3	detail/rejected/NCOA3/NCOA3-evaluation.md	rejected		3	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
NCOA4	detail/rejected/NCOA4/NCOA4-evaluation.md	rejected		4	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
NFE2	detail/rejected/NFE2/NFE2-evaluation.md	rejected		2	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
NFIC	detail/rejected/NFIC/NFIC-evaluation.md	rejected		08651	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
NFIL3	detail/rejected/NFIL3/NFIL3-evaluation.md	rejected		3	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
NFIX	detail/rejected/NFIX/NFIX-evaluation.md	rejected		14938	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
NFKBIA	detail/rejected/NFKBIA/NFKBIA-evaluation.md	rejected		25963	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
NFYA	detail/rejected/NFYA/NFYA-evaluation.md	rejected		23511	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
NFYB	detail/rejected/NFYB/NFYB-evaluation.md	rejected		25208	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
NFYC	detail/rejected/NFYC/NFYC-evaluation.md	rejected		13952	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
NPAT	detail/rejected/NPAT/NPAT-evaluation.md	rejected		14207	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
NSMF	detail/rejected/NSMF/NSMF-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
NUCKS1	detail/rejected/NUCKS1/NUCKS1-evaluation.md	rejected		1	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
NUMA1	detail/rejected/NUMA1/NUMA1-evaluation.md	rejected		1	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
NUPR1	detail/rejected/NUPR1/NUPR1-evaluation.md	rejected		1	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
NUSAP1	detail/rejected/NUSAP1/NUSAP1-evaluation.md	rejected		5	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
OLIG1	detail/rejected/OLIG1/OLIG1-evaluation.md	rejected		4	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
OSR1	detail/rejected/OSR1/OSR1-evaluation.md	rejected		4	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
PALB2	detail/rejected/PALB2/PALB2-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
PITX3	detail/rejected/PITX3/PITX3-evaluation.md	rejected		4	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
POU1F1	detail/rejected/POU1F1/POU1F1-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
POU2F1	detail/rejected/POU2F1/POU2F1-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
POU2F2	detail/rejected/POU2F2/POU2F2-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
POU2F3	detail/rejected/POU2F3/POU2F3-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
POU3F1	detail/rejected/POU3F1/POU3F1-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
POU3F2	detail/rejected/POU3F2/POU3F2-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
POU3F3	detail/rejected/POU3F3/POU3F3-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
POU3F4	detail/rejected/POU3F4/POU3F4-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
POU4F1	detail/rejected/POU4F1/POU4F1-evaluation.md	rejected		4	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
POU4F2	detail/rejected/POU4F2/POU4F2-evaluation.md	rejected		4	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
PRAME	detail/rejected/PRAME/PRAME-evaluation.md	rejected		78395	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
RBL1	detail/rejected/RBL1/RBL1-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
RBL2	detail/rejected/RBL2/RBL2-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
RCC1	detail/rejected/RCC1/RCC1-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
REEP3	detail/nucleoplasm/REEP3/REEP3-evaluation.md	rejected		0	LOW	True	True	True	True	True	True	rejected	False	True	No true critical false-rejection signal by current heuristic
REP15	detail/nucleoplasm/REP15/REP15-evaluation.md	rejected		0	LOW	True	True	True	True	True	True	rejected	False	True	No true critical false-rejection signal by current heuristic
RHOQ	detail/nucleoplasm/RHOQ/RHOQ-evaluation.md	rejected		0	LOW	True	True	True	True	True	True	rejected	False	True	No true critical false-rejection signal by current heuristic
RHPN1	detail/nucleoplasm/RHPN1/RHPN1-evaluation.md	rejected		1	LOW	True	True	True	True	True	True	rejected	False	True	No true critical false-rejection signal by current heuristic
RIBC1	detail/nucleoplasm/RIBC1/RIBC1-evaluation.md	rejected		0	LOW	True	True	True	True	True	True	rejected	False	True	No true critical false-rejection signal by current heuristic
RILPL1	detail/nucleoplasm/RILPL1/RILPL1-evaluation.md	rejected		2	LOW	True	True	True	True	True	True	rejected	False	True	No true critical false-rejection signal by current heuristic
RILPL2	detail/nucleoplasm/RILPL2/RILPL2-evaluation.md	rejected		1	LOW	True	True	True	True	True	True	rejected	False	True	No true critical false-rejection signal by current heuristic
RIPPLY2	detail/rejected/RIPPLY2/RIPPLY2-evaluation.md	rejected		3	LOW	True	True	True	True	True	True	rejected	False	True	No true critical false-rejection signal by current heuristic
RIT2	detail/rejected/RIT2/RIT2-evaluation.md	rejected		9	HIGH	True	True	True	True	True	True	rejected	False	True	Rejected report contains nuclear evidence without clear PubMed>100/nuclear<=3 rejection basis; needs manual/deep audit, not counted as true CRITICAL in Step 1
RMND5A	detail/nucleoplasm/RMND5A/RMND5A-evaluation.md	scored		30	LOW	True	True	True	True	True	True	scored	False	True	No true critical false-rejection signal by current heuristic
RNF44	detail/nucleoplasm/RNF44/RNF44-evaluation.md	rejected		2	LOW	True	True	True	True	True	True	rejected	False	True	No true critical false-rejection signal by current heuristic
ROGDI	detail/nucleoplasm/ROGDI/ROGDI-evaluation.md	scored		30	LOW	True	True	True	True	True	True	scored	False	True	No true critical false-rejection signal by current heuristic
ROPN1L	detail/nucleoplasm/ROPN1L/ROPN1L-evaluation.md	scored		30	LOW	True	True	True	True	True	True	scored	False	True	No true critical false-rejection signal by current heuristic
RPRD1A	detail/nucleoplasm/RPRD1A/RPRD1A-evaluation.md	scored		1	LOW	True	True	True	True	True	True	scored	False	True	No true critical false-rejection signal by current heuristic
RSPH1	detail/nucleoplasm/RSPH1/RSPH1-evaluation.md	scored		30	LOW	True	True	True	True	True	True	scored	False	True	No true critical false-rejection signal by current heuristic
RSRC2	detail/rejected/RSRC2/RSRC2-evaluation.md	rejected		5	HIGH	True	True	True	True	True	True	rejected	False	True	Rejected report contains nuclear evidence without clear PubMed>100/nuclear<=3 rejection basis; needs manual/deep audit, not counted as true CRITICAL in Step 1
RSRP1	detail/rejected/RSRP1/RSRP1-evaluation.md	rejected		9	HIGH	True	True	True	True	True	True	rejected	False	True	Rejected report contains nuclear evidence without clear PubMed>100/nuclear<=3 rejection basis; needs manual/deep audit, not counted as true CRITICAL in Step 1
RTKN	detail/rejected/RTKN/RTKN-evaluation.md	rejected		5	HIGH	True	True	True	True	True	True	rejected	False	True	Rejected report contains nuclear evidence without clear PubMed>100/nuclear<=3 rejection basis; needs manual/deep audit, not counted as true CRITICAL in Step 1
RTKN2	detail/rejected/RTKN2/RTKN2-evaluation.md	rejected		5	HIGH	True	True	True	True	True	True	rejected	False	True	Rejected report contains nuclear evidence without clear PubMed>100/nuclear<=3 rejection basis; needs manual/deep audit, not counted as true CRITICAL in Step 1
RTL5	detail/rejected/RTL5/RTL5-evaluation.md	rejected		5	HIGH	True	True	True	True	True	True	rejected	False	True	Rejected report contains nuclear evidence without clear PubMed>100/nuclear<=3 rejection basis; needs manual/deep audit, not counted as true CRITICAL in Step 1
RTL6	detail/rejected/RTL6/RTL6-evaluation.md	rejected		5	HIGH	True	True	True	True	True	True	rejected	False	True	Rejected report contains nuclear evidence without clear PubMed>100/nuclear<=3 rejection basis; needs manual/deep audit, not counted as true CRITICAL in Step 1
RUFY2	detail/nucleoplasm/RUFY2/RUFY2-evaluation.md	scored		30	LOW	True	True	True	True	True	True	scored	False	True	No true critical false-rejection signal by current heuristic
RUSF1	detail/nucleoplasm/RUSF1/RUSF1-evaluation.md	rejected		1	LOW	True	True	True	True	True	True	rejected	False	True	No true critical false-rejection signal by current heuristic
RWDD3	detail/nucleoplasm/RWDD3/RWDD3-evaluation.md	scored		30	LOW	True	True	True	True	True	True	scored	False	True	No true critical false-rejection signal by current heuristic
Rhox13	detail/rejected/Rhox13/Rhox13-evaluation.md	rejected		0	LOW	True	True	True	True	True	True	rejected	False	True	No true critical false-rejection signal by current heuristic
SACK1A	detail/rejected/SACK1A/SACK1A-evaluation.md	rejected		0	LOW	True	True	True	True	True	True	rejected	False	True	No true critical false-rejection signal by current heuristic
SAGE1	detail/nucleoplasm/SAGE1/SAGE1-evaluation.md	scored		30	LOW	True	True	True	True	True	True	scored	False	True	No true critical false-rejection signal by current heuristic
SAMD10	detail/rejected/SAMD10/SAMD10-evaluation.md	rejected		5	HIGH	True	True	True	True	True	True	rejected	False	True	Rejected report contains nuclear evidence without clear PubMed>100/nuclear<=3 rejection basis; needs manual/deep audit, not counted as true CRITICAL in Step 1
SAR1A	detail/nucleoplasm/SAR1A/SAR1A-evaluation.md	rejected		1	LOW	True	True	True	True	True	True	rejected	False	True	No true critical false-rejection signal by current heuristic
SASH3	detail/rejected/SASH3/SASH3-evaluation.md	rejected		5	HIGH	True	True	True	True	True	True	rejected	False	True	Rejected report contains nuclear evidence without clear PubMed>100/nuclear<=3 rejection basis; needs manual/deep audit, not counted as true CRITICAL in Step 1
SAXO4	detail/nucleoplasm/SAXO4/SAXO4-evaluation.md	rejected		1	LOW	True	True	True	True	True	True	rejected	False	True	No true critical false-rejection signal by current heuristic
SAXO6	detail/rejected/SAXO6/SAXO6-evaluation.md	rejected		0	LOW	True	True	True	True	True	True	rejected	False	True	No true critical false-rejection signal by current heuristic
SCAMP1	detail/rejected/SCAMP1/SCAMP1-evaluation.md	rejected		3	LOW	True	True	True	True	True	True	rejected	False	True	No true critical false-rejection signal by current heuristic
SELENOF	detail/rejected/SELENOF/SELENOF-evaluation.md	rejected		3	HIGH	True	True	True	True	True	True	rejected	False	True	Rejected report contains nuclear evidence without clear PubMed>100/nuclear<=3 rejection basis; needs manual/deep audit, not counted as true CRITICAL in Step 1
SEPTIN10	detail/nucleoplasm/SEPTIN10/SEPTIN10-evaluation.md	rejected		0	LOW	True	True	True	True	True	True	rejected	False	True	No true critical false-rejection signal by current heuristic
SIM1	detail/rejected/SIM1/SIM1-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
SIM2	detail/rejected/SIM2/SIM2-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
SOX18	detail/rejected/SOX18/SOX18-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
SOX21	detail/rejected/SOX21/SOX21-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
SOX5	detail/rejected/SOX5/SOX5-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
SOX7	detail/rejected/SOX7/SOX7-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
SOX8	detail/rejected/SOX8/SOX8-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
SP110	detail/rejected/SP110/SP110-evaluation.md	rejected		110	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
SP6	detail/rejected/SP6/SP6-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
SP9	detail/rejected/SP9/SP9-evaluation.md	rejected		4	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
SPIC	detail/rejected/SPIC/SPIC-evaluation.md	rejected		4	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
SREBF1	detail/rejected/SREBF1/SREBF1-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
SREBF2	detail/rejected/SREBF2/SREBF2-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
SYNE1	detail/rejected/SYNE1/SYNE1-evaluation.md	rejected		1	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
TBR1	detail/rejected/TBR1/TBR1-evaluation.md	rejected		4	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
TBX15	detail/rejected/TBX15/TBX15-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
TBX19	detail/rejected/TBX19/TBX19-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
TBX20	detail/rejected/TBX20/TBX20-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
TBX6	detail/rejected/TBX6/TBX6-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
TBXT	detail/rejected/TBXT/TBXT-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
TCF12	detail/rejected/TCF12/TCF12-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
TCF7L1	detail/rejected/TCF7L1/TCF7L1-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
TEAD2	detail/rejected/TEAD2/TEAD2-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
TFAP2B	detail/rejected/TFAP2B/TFAP2B-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
TFAP4	detail/rejected/TFAP4/TFAP4-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
TFCP2	detail/rejected/TFCP2/TFCP2-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
TFCP2L1	detail/rejected/TFCP2L1/TFCP2L1-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
TFEC	detail/rejected/TFEC/TFEC-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
TINF2	detail/rejected/TINF2/TINF2-evaluation.md	rejected		2	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
TLE1	detail/rejected/TLE1/TLE1-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
TLE3	detail/rejected/TLE3/TLE3-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
TLE4	detail/rejected/TLE4/TLE4-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
TMSB4X	detail/rejected/TMSB4X/TMSB4X-evaluation.md	rejected		4	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
TP53INP1	detail/rejected/TP53INP1/TP53INP1-evaluation.md	rejected		1	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
TP53INP2	detail/rejected/TP53INP2/TP53INP2-evaluation.md	rejected		2	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
TRRAP	detail/rejected/TRRAP/TRRAP-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
TTF2	detail/rejected/TTF2/TTF2-evaluation.md	rejected		4	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
TWIST2	detail/rejected/TWIST2/TWIST2-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
UBTF	detail/rejected/UBTF/UBTF-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
USF2	detail/rejected/USF2/USF2-evaluation.md	rejected		6	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
WWTR1	detail/rejected/WWTR1/WWTR1-evaluation.md	rejected		4	LOW	True	True	True	True	False	False	rejected	False	True	No true critical false-rejection signal by current heuristic
