gene	current_path	status	current_lines	current_chars	risk	issues	in_excel	recommended_action	reason
EFCAB13	rejected/EFCAB13/EFCAB13-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
EFCAB6	rejected/EFCAB6/EFCAB6-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
EFCC1	rejected/EFCC1/EFCC1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
EID1	rejected/EID1/EID1-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
EID2	rejected/EID2/EID2-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
EID3	rejected/EID3/EID3-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
EIPR1	rejected/EIPR1/EIPR1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
ELFN1	rejected/ELFN1/ELFN1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
ELFN2	rejected/ELFN2/ELFN2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
ELMOD1	rejected/ELMOD1/ELMOD1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
ELOC	rejected/ELOC/ELOC-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
EME2	rejected/EME2/EME2-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
EML3	rejected/EML3/EML3-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
ENDOV	rejected/ENDOV/ENDOV-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
ENOPH1	rejected/ENOPH1/ENOPH1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
ENTREP3	rejected/ENTREP3/ENTREP3-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
EPB41	rejected/EPB41/EPB41-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
EPN1	rejected/EPN1/EPN1-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
EPN3	rejected/EPN3/EPN3-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
EQTN	rejected/EQTN/EQTN-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
ERAP1	rejected/ERAP1/ERAP1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
ERCC8	rejected/ERCC8/ERCC8-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
ERGIC1	rejected/ERGIC1/ERGIC1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
ERGIC2	rejected/ERGIC2/ERGIC2-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
ERI3	rejected/ERI3/ERI3-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
ERICH1	rejected/ERICH1/ERICH1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
ERICH3	rejected/ERICH3/ERICH3-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
ERP29	rejected/ERP29/ERP29-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
ESF1	rejected/ESF1/ESF1-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
ETAA1	rejected/ETAA1/ETAA1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
ETNK1	rejected/ETNK1/ETNK1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
EVC2	rejected/EVC2/EVC2-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
EVI5	rejected/EVI5/EVI5-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
EXOC3L2	rejected/EXOC3L2/EXOC3L2-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
EYA4	rejected/EYA4/EYA4-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
F8A2	rejected/F8A2/F8A2-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FA2H	rejected/FA2H/FA2H-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FADS3	rejected/FADS3/FADS3-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FAM107A	rejected/FAM107A/FAM107A-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FAM107B	rejected/FAM107B/FAM107B-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FAM110C	rejected/FAM110C/FAM110C-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FAM111A	rejected/FAM111A/FAM111A-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FAM111B	rejected/FAM111B/FAM111B-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FAM114A1	rejected/FAM114A1/FAM114A1-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FAM120B	rejected/FAM120B/FAM120B-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FAM120C	rejected/FAM120C/FAM120C-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FAM124B	rejected/FAM124B/FAM124B-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FAM131B	rejected/FAM131B/FAM131B-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FAM133A	rejected/FAM133A/FAM133A-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FAM133B	rejected/FAM133B/FAM133B-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FAM13B	rejected/FAM13B/FAM13B-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FAM161A	rejected/FAM161A/FAM161A-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FAM168A	rejected/FAM168A/FAM168A-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FAM177A1	rejected/FAM177A1/FAM177A1-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FAM181B	rejected/FAM181B/FAM181B-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FAM186A	rejected/FAM186A/FAM186A-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FAM193A	rejected/FAM193A/FAM193A-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FAM20B	rejected/FAM20B/FAM20B-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FAM219A	rejected/FAM219A/FAM219A-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FAM222B	rejected/FAM222B/FAM222B-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FAM241B	rejected/FAM241B/FAM241B-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FAM50B	rejected/FAM50B/FAM50B-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FAM53A	rejected/FAM53A/FAM53A-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FAM78A	rejected/FAM78A/FAM78A-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FAM81A	rejected/FAM81A/FAM81A-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FAM98B	rejected/FAM98B/FAM98B-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FAM98C	rejected/FAM98C/FAM98C-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FAR2	rejected/FAR2/FAR2-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FBLIM1	rejected/FBLIM1/FBLIM1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FBRS	rejected/FBRS/FBRS-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FBXL2	rejected/FBXL2/FBXL2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FBXL21P	rejected/FBXL21P/FBXL21P-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FBXO10	rejected/FBXO10/FBXO10-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FBXO16	rejected/FBXO16/FBXO16-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FBXO25	rejected/FBXO25/FBXO25-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FBXO3	rejected/FBXO3/FBXO3-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FBXO31	rejected/FBXO31/FBXO31-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FBXO33	rejected/FBXO33/FBXO33-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FBXO34	rejected/FBXO34/FBXO34-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FBXO41	rejected/FBXO41/FBXO41-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FBXO44	rejected/FBXO44/FBXO44-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FBXO46	rejected/FBXO46/FBXO46-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FBXO5	rejected/FBXO5/FBXO5-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FBXO7	rejected/FBXO7/FBXO7-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FBXO8	rejected/FBXO8/FBXO8-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FBXW10B	rejected/FBXW10B/FBXW10B-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FBXW2	rejected/FBXW2/FBXW2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FCF1	rejected/FCF1/FCF1-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FEM1B	rejected/FEM1B/FEM1B-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FERMT2	rejected/FERMT2/FERMT2-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FERRY3	rejected/FERRY3/FERRY3-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FGF11	rejected/FGF11/FGF11-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FGF14	rejected/FGF14/FGF14-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FHAD1	rejected/FHAD1/FHAD1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FICD	rejected/FICD/FICD-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FIGN	rejected/FIGN/FIGN-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FILIP1L	rejected/FILIP1L/FILIP1L-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FKBP14	rejected/FKBP14/FKBP14-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FKBP3	rejected/FKBP3/FKBP3-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FKBP6	rejected/FKBP6/FKBP6-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FKBPL	rejected/FKBPL/FKBPL-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FKTN	rejected/FKTN/FKTN-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FLYWCH2	rejected/FLYWCH2/FLYWCH2-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FN3KRP	rejected/FN3KRP/FN3KRP-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FNDC3A	rejected/FNDC3A/FNDC3A-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FOXD4	rejected/FOXD4/FOXD4-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FOXD4L1	rejected/FOXD4L1/FOXD4L1-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FOXD4L4	rejected/FOXD4L4/FOXD4L4-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FOXD4L6	rejected/FOXD4L6/FOXD4L6-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FOXL2NB	rejected/FOXL2NB/FOXL2NB-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FOXL3	rejected/FOXL3/FOXL3-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FRA10AC1	rejected/FRA10AC1/FRA10AC1-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FRAT2	rejected/FRAT2/FRAT2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FRMD4A	rejected/FRMD4A/FRMD4A-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FSD2	rejected/FSD2/FSD2-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FUT9	rejected/FUT9/FUT9-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
FYB1	rejected/FYB1/FYB1-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
Fcor	rejected/Fcor/Fcor-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
GAB3	rejected/GAB3/GAB3-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
GABARAPL2	rejected/GABARAPL2/GABARAPL2-evaluation.md	rejected	11	194	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
GALNT10	rejected/GALNT10/GALNT10-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
GALNT12	rejected/GALNT12/GALNT12-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
GALNT14	rejected/GALNT14/GALNT14-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
GALNT17	rejected/GALNT17/GALNT17-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
GALNT5	rejected/GALNT5/GALNT5-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
GALNT6	rejected/GALNT6/GALNT6-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
GAREM1	rejected/GAREM1/GAREM1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
GARIN1A	rejected/GARIN1A/GARIN1A-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
GARIN5A	rejected/GARIN5A/GARIN5A-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
GARRE1	rejected/GARRE1/GARRE1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
GASK1B	rejected/GASK1B/GASK1B-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
GBP3	rejected/GBP3/GBP3-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
GBX1	rejected/GBX1/GBX1-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
GCC2	rejected/GCC2/GCC2-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
GCNA	rejected/GCNA/GCNA-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
GCNT1	rejected/GCNT1/GCNT1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
GCNT4	rejected/GCNT4/GCNT4-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
GDPD3	rejected/GDPD3/GDPD3-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
GEMIN8	rejected/GEMIN8/GEMIN8-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
GET3	rejected/GET3/GET3-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
GET4	rejected/GET4/GET4-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
GFPT1	rejected/GFPT1/GFPT1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
GFUS	rejected/GFUS/GFUS-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
GGA1	rejected/GGA1/GGA1-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
GGN	rejected/GGN/GGN-evaluation.md	rejected	11	182	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
GGT5	rejected/GGT5/GGT5-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
GGT7	rejected/GGT7/GGT7-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
GID8	rejected/GID8/GID8-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
GINS1	rejected/GINS1/GINS1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
GINS2	rejected/GINS2/GINS2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
GINS3	rejected/GINS3/GINS3-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
GIPC1	rejected/GIPC1/GIPC1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
GK5	rejected/GK5/GK5-evaluation.md	rejected	11	182	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
GLB1L2	rejected/GLB1L2/GLB1L2-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
GLRX2	rejected/GLRX2/GLRX2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	True	FULL_REEVALUATE	In Excel, thin template — must properly evaluate
