gene	excel_sheets	has_report	report_paths	status	category	lines	chars	has_duplicate	coverage_status	reason
C17orf100	?	True	detail/nucleoplasm/C17orf100/C17orf100-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
C17orf107	?	True	detail/nucleoplasm/C17orf107/C17orf107-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
C17orf50	?	True	detail/nucleoplasm/C17orf50/C17orf50-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
C18orf32	?	True	detail/nucleoplasm/C18orf32/C18orf32-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
C19orf33	?	True	detail/nucleoplasm/C19orf33/C19orf33-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
C19orf44	?	True	detail/nuclear-speckle/C19orf44/C19orf44-evaluation.md	COVERED_SCORED	nuclear-speckle	?	?	?	COVERED_SCORED	OK
C19orf47	?	True	detail/nuclear-body/C19orf47/C19orf47-evaluation.md	COVERED_SCORED	nuclear-body	?	?	?	COVERED_SCORED	OK
C19orf53	?	True	detail/nucleoplasm/C19orf53/C19orf53-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
C19orf67	?	True	detail/nucleoplasm/C19orf67/C19orf67-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
C19orf73	?	True	detail/nucleoplasm/C19orf73/C19orf73-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
C19orf84	?	True	detail/nucleoplasm/C19orf84/C19orf84-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
C1D	?	True	detail/nucleolus/C1D/C1D-evaluation.md	COVERED_SCORED	nucleolus	?	?	?	COVERED_SCORED	OK
C1GALT1	?	True	detail/rejected/C1GALT1/C1GALT1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
C1orf146	?	True	detail/rejected/C1orf146/C1orf146-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
C1orf159	?	True	detail/rejected/C1orf159/C1orf159-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
C1orf162	?	True	detail/nucleoplasm/C1orf162/C1orf162-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
C1orf174	?	True	detail/nucleoplasm/C1orf174/C1orf174-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
C1orf21	?	True	detail/nucleoplasm/C1orf21/C1orf21-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
C1orf216	?	True	detail/rejected/C1orf216/C1orf216-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
C1orf226	?	True	detail/nucleoplasm/C1orf226/C1orf226-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
C1orf35	?	True	detail/nuclear-body/C1orf35/C1orf35-evaluation.md	COVERED_SCORED	nuclear-body	?	?	?	COVERED_SCORED	OK
C1orf52	?	True	detail/nucleoplasm/C1orf52/C1orf52-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
C1orf94	?	True	detail/nucleoplasm/C1orf94/C1orf94-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
C20orf173	?	True	detail/nucleoplasm/C20orf173/C20orf173-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
C21orf58	?	True	detail/nuclear-speckle/C21orf58/C21orf58-evaluation.md	COVERED_SCORED	nuclear-speckle	?	?	?	COVERED_SCORED	OK
C22orf23	?	True	detail/nucleoplasm/C22orf23/C22orf23-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
C22orf31	?	True	detail/nuclear-envelope/C22orf31/C22orf31-evaluation.md	COVERED_SCORED	nuclear-envelope	?	?	?	COVERED_SCORED	OK
C2CD2	?	True	detail/nucleoplasm/C2CD2/C2CD2-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
C2CD3	?	True	detail/nucleoplasm/C2CD3/C2CD3-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
C2CD4A	?	True	detail/nucleolus/C2CD4A/C2CD4A-evaluation.md	COVERED_SCORED	nucleolus	?	?	?	COVERED_SCORED	OK
C2CD4B	?	True	detail/nucleoplasm/C2CD4B/C2CD4B-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
C2orf42	?	True	detail/nucleoplasm/C2orf42/C2orf42-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
C2orf49	?	True	detail/nucleoplasm/C2orf49/C2orf49-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
C2orf68	?	True	detail/nuclear-envelope/C2orf68/C2orf68-evaluation.md	COVERED_SCORED	nuclear-envelope	?	?	?	COVERED_SCORED	OK
C2orf72	?	True	detail/nucleoplasm/C2orf72/C2orf72-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
C2orf78	?	True	detail/nucleoplasm/C2orf78/C2orf78-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
C2orf81	?	True	detail/nucleolus/C2orf81/C2orf81-evaluation.md	COVERED_SCORED	nucleolus	?	?	?	COVERED_SCORED	OK
C3orf38	?	True	detail/nucleoplasm/C3orf38/C3orf38-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
C3orf62	?	True	detail/nuclear-speckle/C3orf62/C3orf62-evaluation.md	COVERED_SCORED	nuclear-speckle	?	?	?	COVERED_SCORED	OK
C4orf33	?	True	detail/nuclear-speckle/C4orf33/C4orf33-evaluation.md	COVERED_SCORED	nuclear-speckle	?	?	?	COVERED_SCORED	OK
C4orf54	?	True	detail/nuclear-speckle/C4orf54/C4orf54-evaluation.md	COVERED_SCORED	nuclear-speckle	?	?	?	COVERED_SCORED	OK
C5orf22	?	True	detail/nuclear-envelope/C5orf22/C5orf22-evaluation.md	COVERED_SCORED	nuclear-envelope	?	?	?	COVERED_SCORED	OK
C5orf24	?	True	detail/nucleoplasm/C5orf24/C5orf24-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
C6orf141	?	True	detail/nuclear-envelope/C6orf141/C6orf141-evaluation.md	COVERED_SCORED	nuclear-envelope	?	?	?	COVERED_SCORED	OK
C6orf163	?	True	detail/nucleoplasm/C6orf163/C6orf163-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
C6orf52	?	True	detail/nuclear-body/C6orf52/C6orf52-evaluation.md	COVERED_SCORED	nuclear-body	?	?	?	COVERED_SCORED	OK
C6orf89	?	True	detail/nucleolus/C6orf89/C6orf89-evaluation.md	COVERED_SCORED	nucleolus	?	?	?	COVERED_SCORED	OK
C7orf25	?	True	detail/nucleoplasm/C7orf25/C7orf25-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
C8orf33	?	True	detail/nucleoplasm/C8orf33/C8orf33-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
C8orf34	?	True	detail/nucleoplasm/C8orf34/C8orf34-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
C8orf48	?	True	detail/nucleoplasm/C8orf48/C8orf48-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
C8orf58	?	True	detail/nuclear-body/C8orf58/C8orf58-evaluation.md	COVERED_SCORED	nuclear-body	?	?	?	COVERED_SCORED	OK
C8orf74	?	True	detail/nucleoplasm/C8orf74/C8orf74-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
C8orf76	?	True	detail/nucleoplasm/C8orf76/C8orf76-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
C8orf82	?	True	detail/nucleoplasm/C8orf82/C8orf82-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
C9orf152	?	True	detail/nucleoplasm/C9orf152/C9orf152-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
C9orf153	?	True	detail/nuclear-speckle/C9orf153/C9orf153-evaluation.md	COVERED_SCORED	nuclear-speckle	?	?	?	COVERED_SCORED	OK
C9orf40	?	True	detail/nucleoplasm/C9orf40/C9orf40-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
C9orf85	?	True	detail/nucleoplasm/C9orf85/C9orf85-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CA13	?	True	detail/rejected/CA13/CA13-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
CABCOCO1	?	True	detail/nucleoplasm/CABCOCO1/CABCOCO1-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CABIN1	?	True	detail/nucleoplasm/CABIN1/CABIN1-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CABLES1	?	True	detail/nucleus-cytoplasm/CABLES1/CABLES1-evaluation.md	COVERED_SCORED	nucleus-cytoplasm	?	?	?	COVERED_SCORED	OK
CABLES2	?	True	detail/nucleolus/CABLES2/CABLES2-evaluation.md	COVERED_SCORED	nucleolus	?	?	?	COVERED_SCORED	OK
CABYR	?	True	detail/nucleus-cytoplasm/CABYR/CABYR-evaluation.md	COVERED_SCORED	nucleus-cytoplasm	?	?	?	COVERED_SCORED	OK
CACHD1	?	True	detail/rejected/CACHD1/CACHD1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
CACNA1D	?	True	detail/rejected/CACNA1D/CACNA1D-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
CACNA2D3	?	True	detail/rejected/CACNA2D3/CACNA2D3-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
CACUL1	?	True	detail/nucleoplasm/CACUL1/CACUL1-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CACYBP	?	True	detail/rejected/CACYBP/CACYBP-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
CAD	?	True	detail/rejected/CAD/CAD-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
CADM4	?	True	detail/nucleoplasm/CADM4/CADM4-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CADPS2	?	True	detail/nucleoplasm/CADPS2/CADPS2-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CALCOCO1	?	True	detail/chromatin/CALCOCO1/CALCOCO1-evaluation.md	COVERED_SCORED	chromatin	?	?	?	COVERED_SCORED	OK
CALCOCO2	?	True	detail/rejected/CALCOCO2/CALCOCO2-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
CALML4	?	True	detail/rejected/CALML4/CALML4-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
CALML6	?	True	detail/nucleus-cytoplasm/CALML6/CALML6-evaluation.md	COVERED_SCORED	nucleus-cytoplasm	?	?	?	COVERED_SCORED	OK
CAMK1	?	True	detail/nucleus-cytoplasm/CAMK1/CAMK1-evaluation.md	COVERED_SCORED	nucleus-cytoplasm	?	?	?	COVERED_SCORED	OK
CAMK1D	?	True	detail/nucleoplasm/CAMK1D/CAMK1D-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CAMK2N2	?	True	detail/nucleoplasm/CAMK2N2/CAMK2N2-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CAMK4	?	True	detail/rejected/CAMK4/CAMK4-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
CAMKK1	?	True	detail/nucleoplasm/CAMKK1/CAMKK1-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CAMKK2	?	True	detail/rejected/CAMKK2/CAMKK2-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
CAMKMT	?	True	detail/nucleolus/CAMKMT/CAMKMT-evaluation.md	COVERED_SCORED	nucleolus	?	?	?	COVERED_SCORED	OK
CAMLG	?	True	detail/nucleoplasm/CAMLG/CAMLG-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CAMTA1	?	True	detail/rejected/CAMTA1/CAMTA1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
CAMTA2	?	True	detail/nucleoplasm/CAMTA2/CAMTA2-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CAND1	?	True	detail/rejected/CAND1/CAND1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
CAND2	?	True	detail/nuclear-body/CAND2/CAND2-evaluation.md	COVERED_SCORED	nuclear-body	?	?	?	COVERED_SCORED	OK
CAPG	?	True	detail/rejected/CAPG/CAPG-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
CAPS2	?	True	detail/nucleolus/CAPS2/CAPS2-evaluation.md	COVERED_SCORED	nucleolus	?	?	?	COVERED_SCORED	OK
CAPSL	?	True	detail/rejected/CAPSL/CAPSL-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
CAPZB	?	True	detail/nucleoplasm/CAPZB/CAPZB-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CARD8	?	True	detail/rejected/CARD8/CARD8-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
CARF	?	True	detail/rejected/CARF/CARF-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
CARM1	?	True	detail/rejected/CARM1/CARM1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
CARNMT1	?	True	detail/nucleus-cytoplasm/CARNMT1/CARNMT1-evaluation.md	COVERED_SCORED	nucleus-cytoplasm	?	?	?	COVERED_SCORED	OK
CASC3	?	True	detail/nucleus-cytoplasm/CASC3/CASC3-evaluation.md	COVERED_SCORED	nucleus-cytoplasm	?	?	?	COVERED_SCORED	OK
CASD1	?	True	detail/nucleoplasm/CASD1/CASD1-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CASK	?	True	detail/rejected/CASK/CASK-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
CASKIN1	?	True	detail/nucleus-cytoplasm/CASKIN1/CASKIN1-evaluation.md	COVERED_SCORED	nucleus-cytoplasm	?	?	?	COVERED_SCORED	OK
CBFA2T2	?	True	detail/nucleoplasm/CBFA2T2/CBFA2T2-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CBFB	?	True	detail/rejected/CBFB/CBFB-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
CBLB	?	True	detail/rejected/CBLB/CBLB-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
CBLC	?	True	detail/rejected/CBLC/CBLC-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
CBR1	?	True	detail/rejected/CBR1/CBR1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
CBR3	?	True	detail/nucleus-cytoplasm/CBR3/CBR3-evaluation.md	COVERED_SCORED	nucleus-cytoplasm	?	?	?	COVERED_SCORED	OK
CBY1	?	True	detail/nuclear-speckle/CBY1/CBY1-evaluation.md	COVERED_SCORED	nuclear-speckle	?	?	?	COVERED_SCORED	OK
CBY3	?	True	detail/rejected/CBY3/CBY3-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
CC2D1A	?	True	detail/nucleolus/CC2D1A/CC2D1A-evaluation.md	COVERED_SCORED	nucleolus	?	?	?	COVERED_SCORED	OK
CC2D1B	?	True	detail/nucleoplasm/CC2D1B/CC2D1B-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CC2D2B	?	True	detail/nucleoplasm/CC2D2B/CC2D2B-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CCAR1	?	True	detail/nucleoplasm/CCAR1/CCAR1-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CCAR2	?	True	detail/nuclear-speckle/CCAR2/CCAR2-evaluation.md	COVERED_SCORED	nuclear-speckle	?	?	?	COVERED_SCORED	OK
CCDC102A	?	True	detail/nuclear-speckle/CCDC102A/CCDC102A-evaluation.md	COVERED_SCORED	nuclear-speckle	?	?	?	COVERED_SCORED	OK
CCDC106	?	True	detail/nucleoplasm/CCDC106/CCDC106-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CCDC107	?	True	detail/nucleoplasm/CCDC107/CCDC107-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CCDC110	?	True	detail/nucleus-cytoplasm/CCDC110/CCDC110-evaluation.md	COVERED_SCORED	nucleus-cytoplasm	?	?	?	COVERED_SCORED	OK
CCDC112	?	True	detail/nucleus-cytoplasm/CCDC112/CCDC112-evaluation.md	COVERED_SCORED	nucleus-cytoplasm	?	?	?	COVERED_SCORED	OK
CCDC117	?	True	detail/nucleus-cytoplasm/CCDC117/CCDC117-evaluation.md	COVERED_SCORED	nucleus-cytoplasm	?	?	?	COVERED_SCORED	OK
CCDC12	?	True	detail/nucleoplasm/CCDC12/CCDC12-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CCDC122	?	True	detail/nucleoplasm/CCDC122/CCDC122-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CCDC125	?	True	detail/nuclear-envelope/CCDC125/CCDC125-evaluation.md	COVERED_SCORED	nuclear-envelope	?	?	?	COVERED_SCORED	OK
CCDC13	?	True	detail/nucleoplasm/CCDC13/CCDC13-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CCDC137	?	True	detail/nucleoplasm/CCDC137/CCDC137-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CCDC138	?	True	detail/nucleoplasm/CCDC138/CCDC138-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CCDC141	?	True	detail/nucleus-cytoplasm/CCDC141/CCDC141-evaluation.md	COVERED_SCORED	nucleus-cytoplasm	?	?	?	COVERED_SCORED	OK
CCDC148	?	True	detail/nucleolus/CCDC148/CCDC148-evaluation.md	COVERED_SCORED	nucleolus	?	?	?	COVERED_SCORED	OK
CCDC149	?	True	detail/nucleoplasm/CCDC149/CCDC149-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CCDC150	?	True	detail/nucleoplasm/CCDC150/CCDC150-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CCDC152	?	True	detail/nucleoplasm/CCDC152/CCDC152-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CCDC159	?	True	detail/nucleus-cytoplasm/CCDC159/CCDC159-evaluation.md	COVERED_SCORED	nucleus-cytoplasm	?	?	?	COVERED_SCORED	OK
CCDC169	?	True	detail/nuclear-speckle/CCDC169/CCDC169-evaluation.md	COVERED_SCORED	nuclear-speckle	?	?	?	COVERED_SCORED	OK
CCDC171	?	True	detail/nucleoplasm/CCDC171/CCDC171-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CCDC174	?	True	detail/nucleoplasm/CCDC174/CCDC174-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CCDC175	?	True	detail/nucleoplasm/CCDC175/CCDC175-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CCDC18	?	True	detail/nucleoplasm/CCDC18/CCDC18-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CCDC181	?	True	detail/nuclear-speckle/CCDC181/CCDC181-evaluation.md	COVERED_SCORED	nuclear-speckle	?	?	?	COVERED_SCORED	OK
CCDC183	?	True	detail/nucleoplasm/CCDC183/CCDC183-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CCDC188	?	True	detail/nuclear-speckle/CCDC188/CCDC188-evaluation.md	COVERED_SCORED	nuclear-speckle	?	?	?	COVERED_SCORED	OK
CCDC24	?	True	detail/nucleoplasm/CCDC24/CCDC24-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CCDC27	?	True	detail/nucleoplasm/CCDC27/CCDC27-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CCDC28A	?	True	detail/rejected/CCDC28A/CCDC28A-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
CCDC34	?	True	detail/nucleolus/CCDC34/CCDC34-evaluation.md	COVERED_SCORED	nucleolus	?	?	?	COVERED_SCORED	OK
CCDC39	?	True	detail/nucleus-cytoplasm/CCDC39/CCDC39-evaluation.md	COVERED_SCORED	nucleus-cytoplasm	?	?	?	COVERED_SCORED	OK
CCDC59	?	True	detail/nucleolus/CCDC59/CCDC59-evaluation.md	COVERED_SCORED	nucleolus	?	?	?	COVERED_SCORED	OK
CCDC61	?	True	detail/nucleus-cytoplasm/CCDC61/CCDC61-evaluation.md	COVERED_SCORED	nucleus-cytoplasm	?	?	?	COVERED_SCORED	OK
CCDC62	?	True	detail/nucleus-cytoplasm/CCDC62/CCDC62-evaluation.md	COVERED_SCORED	nucleus-cytoplasm	?	?	?	COVERED_SCORED	OK
CCDC63	?	True	detail/rejected/CCDC63/CCDC63-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
CCDC69	?	True	detail/nucleoplasm/CCDC69/CCDC69-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CCDC7	?	True	detail/nucleoplasm/CCDC7/CCDC7-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CCDC71	?	True	detail/nuclear-envelope/CCDC71/CCDC71-evaluation.md	COVERED_SCORED	nuclear-envelope	?	?	?	COVERED_SCORED	OK
CCDC74A	?	True	detail/nucleus-cytoplasm/CCDC74A/CCDC74A-evaluation.md	COVERED_SCORED	nucleus-cytoplasm	?	?	?	COVERED_SCORED	OK
CCDC74B	?	True	detail/nucleoplasm/CCDC74B/CCDC74B-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CCDC77	?	True	detail/nuclear-envelope/CCDC77/CCDC77-evaluation.md	COVERED_SCORED	nuclear-envelope	?	?	?	COVERED_SCORED	OK
CCDC8	?	True	detail/nucleus-cytoplasm/CCDC8/CCDC8-evaluation.md	COVERED_SCORED	nucleus-cytoplasm	?	?	?	COVERED_SCORED	OK
CCDC82	?	True	detail/nucleoplasm/CCDC82/CCDC82-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CCDC83	?	True	detail/nucleoplasm/CCDC83/CCDC83-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CCDC85B	?	True	detail/nucleus-cytoplasm/CCDC85B/CCDC85B-evaluation.md	COVERED_SCORED	nucleus-cytoplasm	?	?	?	COVERED_SCORED	OK
CCDC85C	?	True	detail/nuclear-speckle/CCDC85C/CCDC85C-evaluation.md	COVERED_SCORED	nuclear-speckle	?	?	?	COVERED_SCORED	OK
CCDC86	?	True	detail/nucleoplasm/CCDC86/CCDC86-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CCDC87	?	True	detail/rejected/CCDC87/CCDC87-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
CCDC88B	?	True	detail/nucleus-cytoplasm/CCDC88B/CCDC88B-evaluation.md	COVERED_SCORED	nucleus-cytoplasm	?	?	?	COVERED_SCORED	OK
CCDC89	?	True	detail/rejected/CCDC89/CCDC89-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
CCDC91	?	True	detail/nucleoplasm/CCDC91/CCDC91-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CCDC92	?	True	detail/nucleoplasm/CCDC92/CCDC92-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CCDC97	?	True	detail/nucleus-cytoplasm/CCDC97/CCDC97-evaluation.md	COVERED_SCORED	nucleus-cytoplasm	?	?	?	COVERED_SCORED	OK
CCDC9B	?	True	detail/nucleus-cytoplasm/CCDC9B/CCDC9B-evaluation.md	COVERED_SCORED	nucleus-cytoplasm	?	?	?	COVERED_SCORED	OK
CCER1	?	True	detail/nucleoplasm/CCER1/CCER1-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CCHCR1	?	True	detail/nucleoplasm/CCHCR1/CCHCR1-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CCSER2	?	True	detail/nucleoplasm/CCSER2/CCSER2-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CCT8	?	True	detail/nucleus-cytoplasm/CCT8/CCT8-evaluation.md	COVERED_SCORED	nucleus-cytoplasm	?	?	?	COVERED_SCORED	OK
CD1E	?	True	detail/nucleolus/CD1E/CD1E-evaluation.md	COVERED_SCORED	nucleolus	?	?	?	COVERED_SCORED	OK
CD2BP2	?	True	detail/nucleoplasm/CD2BP2/CD2BP2-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CD34	?	True	detail/rejected/CD34/CD34-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
CD72	?	True	detail/rejected/CD72/CD72-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
CD83	?	True	detail/rejected/CD83/CD83-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
CDA	?	True	detail/rejected/CDA/CDA-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
CDADC1	?	True	detail/nucleoplasm/CDADC1/CDADC1-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CDAN1	?	True	detail/nucleoplasm/CDAN1/CDAN1-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CDC123	?	True	detail/nucleoplasm/CDC123/CDC123-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
CDC14A	?	True	detail/nucleoplasm/CDC14A/CDC14A-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
