gene	path	status	category	lines	chars	has_yaml	has_hpa	has_uniprot_go	has_pubmed_strict_broad	has_alphafold_plddt_pae	has_pdb_or_no_pdb_explanation	has_ppi	has_te_relevance_reasoning	has_scoring_table	has_final_decision_reason	has_manual_review_note	has_forbidden_placeholders	has_packet_error_conclusion	has_one_line_no_nuclear_rejection	risk_level	recommended_action	reason
BANK1	detail/nucleus-cytoplasm/BANK1/BANK1-evaluation.md	scored	nucleus-cytoplasm	179	5209	True	True	True	True	True	True	True	True	False	True	False	True	False	False	OK	KEEP	OK
SPECC1	detail/nucleus-cytoplasm/SPECC1/SPECC1-evaluation.md	scored	nucleus-cytoplasm	177	4719	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
PYGO1	detail/nucleus-cytoplasm/PYGO1/PYGO1-evaluation.md	scored	nucleus-cytoplasm	192	5188	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
ASB10	detail/nucleus-cytoplasm/ASB10/ASB10-evaluation.md	scored	nucleus-cytoplasm	101	4329	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
DCAF16	detail/nucleus-cytoplasm/DCAF16/DCAF16-evaluation.md	scored	nucleus-cytoplasm	160	6198	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
DUS1L	detail/nucleus-cytoplasm/DUS1L/DUS1L-evaluation.md	scored	nucleus-cytoplasm	168	4387	True	True	True	True	True	True	True	True	False	True	False	True	False	False	OK	KEEP	OK
CARNMT1	detail/nucleus-cytoplasm/CARNMT1/CARNMT1-evaluation.md	scored	nucleus-cytoplasm	168	5380	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
OSGEP	detail/nucleus-cytoplasm/OSGEP/OSGEP-evaluation.md	scored	nucleus-cytoplasm	176	4849	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
TRUB1	detail/nucleus-cytoplasm/TRUB1/TRUB1-evaluation.md	scored	nucleus-cytoplasm	167	4352	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
DEF6	detail/nucleus-cytoplasm/DEF6/DEF6-evaluation.md	scored	nucleus-cytoplasm	171	4826	True	True	True	True	True	True	True	True	False	True	False	True	False	False	OK	KEEP	OK
ATF6B	detail/nucleus-cytoplasm/ATF6B/ATF6B-evaluation.md	scored	nucleus-cytoplasm	187	6556	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
NUFIP2	detail/nucleus-cytoplasm/NUFIP2/NUFIP2-evaluation.md	scored	nucleus-cytoplasm	171	4449	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
CEP57	detail/nucleus-cytoplasm/CEP57/CEP57-evaluation.md	scored	nucleus-cytoplasm	177	5306	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
COMMD3	detail/nucleus-cytoplasm/COMMD3/COMMD3-evaluation.md	scored	nucleus-cytoplasm	168	5490	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
DPH1	detail/nucleus-cytoplasm/DPH1/DPH1-evaluation.md	scored	nucleus-cytoplasm	171	4602	True	True	True	True	True	True	True	True	False	True	False	True	False	False	OK	KEEP	OK
ONECUT3	detail/nucleus-cytoplasm/ONECUT3/ONECUT3-evaluation.md	scored	nucleus-cytoplasm	177	4845	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
PKIG	detail/nucleus-cytoplasm/PKIG/PKIG-evaluation.md	scored	nucleus-cytoplasm	61	2707	True	True	True	True	True	False	True	True	True	True	False	False	False	False	LOW	KEEP	PDB
BRWD1	detail/nucleus-cytoplasm/BRWD1/BRWD1-evaluation.md	scored	nucleus-cytoplasm	182	5653	True	True	True	True	True	True	True	True	False	True	False	True	False	False	OK	KEEP	OK
PPM1G	detail/nucleus-cytoplasm/PPM1G/PPM1G-evaluation.md	scored	nucleus-cytoplasm	178	4873	True	True	True	True	True	True	True	True	False	True	True	False	False	False	OK	KEEP	OK
STOX2	detail/nucleus-cytoplasm/STOX2/STOX2-evaluation.md	scored	nucleus-cytoplasm	166	4235	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
CABLES1	detail/nucleus-cytoplasm/CABLES1/CABLES1-evaluation.md	scored	nucleus-cytoplasm	63	2542	True	True	True	True	True	False	True	True	True	True	False	False	False	False	LOW	KEEP	PDB
TICRR	detail/nucleus-cytoplasm/TICRR/TICRR-evaluation.md	scored	nucleus-cytoplasm	170	4298	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
SNUPN	detail/nucleus-cytoplasm/SNUPN/SNUPN-evaluation.md	scored	nucleus-cytoplasm	190	5297	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
TRMT112	detail/nucleus-cytoplasm/TRMT112/TRMT112-evaluation.md	scored	nucleus-cytoplasm	176	4945	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
GP1BB	detail/rejected/GP1BB/GP1BB-evaluation.md	rejected	rejected	174	4935	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
OGT	detail/rejected/OGT/OGT-evaluation.md	rejected	rejected	177	5186	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
CEP76	detail/rejected/CEP76/CEP76-evaluation.md	rejected	rejected	181	5943	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
DUSP13	detail/rejected/DUSP13/DUSP13-evaluation.md	rejected	rejected	169	4903	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
CLP1	detail/rejected/CLP1/CLP1-evaluation.md	rejected	rejected	181	5876	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
GLUD2	detail/rejected/GLUD2/GLUD2-evaluation.md	rejected	rejected	174	4971	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
RAB24	detail/rejected/RAB24/RAB24-evaluation.md	rejected	rejected	49	893	True	True	True	True	True	True	True	True	False	True	False	False	False	False	MED	MANUAL_REVIEW	OK
SP2	detail/rejected/SP2/SP2-evaluation.md	rejected	rejected	178	5456	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
CLPTM1L	detail/rejected/CLPTM1L/CLPTM1L-evaluation.md	rejected	rejected	170	5060	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
GNPAT	detail/rejected/GNPAT/GNPAT-evaluation.md	rejected	rejected	178	5010	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
TBX4	detail/rejected/TBX4/TBX4-evaluation.md	rejected	rejected	46	776	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
LIG1	detail/rejected/LIG1/LIG1-evaluation.md	rejected	rejected	39	717	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
EIF4E	detail/rejected/EIF4E/EIF4E-evaluation.md	rejected	rejected	185	5988	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
GPM6B	detail/rejected/GPM6B/GPM6B-evaluation.md	rejected	rejected	179	5791	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
HNF1A	detail/rejected/HNF1A/HNF1A-evaluation.md	rejected	rejected	182	7151	True	False	True	True	True	True	True	True	False	True	False	False	False	False	LOW	KEEP	HPA
SPACA9	detail/rejected/SPACA9/SPACA9-evaluation.md	rejected	rejected	186	8463	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
TLR2	detail/rejected/TLR2/TLR2-evaluation.md	rejected	rejected	184	6387	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
CPLX1	detail/rejected/CPLX1/CPLX1-evaluation.md	rejected	rejected	171	4060	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
CHEK2	detail/rejected/CHEK2/CHEK2-evaluation.md	rejected	rejected	181	6207	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
SP5	detail/rejected/SP5/SP5-evaluation.md	rejected	rejected	46	797	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
PIN1	detail/rejected/PIN1/PIN1-evaluation.md	rejected	rejected	184	6077	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
COQ8A	detail/rejected/COQ8A/COQ8A-evaluation.md	rejected	rejected	165	4067	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
STUB1	detail/rejected/STUB1/STUB1-evaluation.md	rejected	rejected	40	891	True	False	False	True	False	False	True	True	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,Reason
CNP	detail/rejected/CNP/CNP-evaluation.md	rejected	rejected	172	5286	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
DENND10	detail/rejected/DENND10/DENND10-evaluation.md	rejected	rejected	176	5340	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
CFAP97D2	detail/rejected/CFAP97D2/CFAP97D2-evaluation.md	rejected	rejected	35	667	True	False	True	True	False	False	False	True	True	True	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI
RFPL4A	detail/rejected/RFPL4A/RFPL4A-evaluation.md	rejected	rejected	49	896	True	True	True	True	True	True	True	True	False	True	False	False	False	False	MED	MANUAL_REVIEW	OK
TBX3	detail/rejected/TBX3/TBX3-evaluation.md	rejected	rejected	177	5299	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
GRK5	detail/rejected/GRK5/GRK5-evaluation.md	rejected	rejected	35	708	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
FBXL17	detail/rejected/FBXL17/FBXL17-evaluation.md	rejected	rejected	49	896	True	True	True	True	True	True	True	True	False	True	False	False	False	False	MED	MANUAL_REVIEW	OK
GLYATL3	detail/rejected/GLYATL3/GLYATL3-evaluation.md	rejected	rejected	164	4046	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
Trim30a	detail/rejected/Trim30a/Trim30a-evaluation.md	rejected	rejected	160	4351	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
EGLN1	detail/rejected/EGLN1/EGLN1-evaluation.md	rejected	rejected	37	665	True	False	True	True	False	False	False	True	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
APRT	detail/rejected/APRT/APRT-evaluation.md	rejected	rejected	20	273	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
CD34	detail/rejected/CD34/CD34-evaluation.md	rejected	rejected	176	5233	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
MARS1	detail/rejected/MARS1/MARS1-evaluation.md	rejected	rejected	33	564	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
NUDCD1	detail/rejected/NUDCD1/NUDCD1-evaluation.md	rejected	rejected	49	896	True	True	True	True	True	True	True	True	False	True	False	False	False	False	MED	MANUAL_REVIEW	OK
IRAK3	detail/rejected/IRAK3/IRAK3-evaluation.md	rejected	rejected	26	400	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
JRK	detail/rejected/JRK/JRK-evaluation.md	rejected	rejected	26	353	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
SMAD7	detail/rejected/SMAD7/SMAD7-evaluation.md	rejected	rejected	46	767	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
NFATC2	detail/rejected/NFATC2/NFATC2-evaluation.md	rejected	rejected	46	861	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
GPR22	detail/rejected/GPR22/GPR22-evaluation.md	rejected	rejected	170	4778	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
RUNX2	detail/rejected/RUNX2/RUNX2-evaluation.md	rejected	rejected	173	4993	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
BRICD5	detail/rejected/BRICD5/BRICD5-evaluation.md	rejected	rejected	175	5170	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
RB1CC1	detail/rejected/RB1CC1/RB1CC1-evaluation.md	rejected	rejected	46	803	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
CSTA	detail/rejected/CSTA/CSTA-evaluation.md	rejected	rejected	182	5882	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
MBIP	detail/rejected/MBIP/MBIP-evaluation.md	rejected	rejected	49	890	True	True	True	True	True	True	True	True	False	True	False	False	False	False	MED	MANUAL_REVIEW	OK
FOXP4	detail/rejected/FOXP4/FOXP4-evaluation.md	rejected	rejected	22	302	True	True	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	PDB,PPI,Reason
TTC5	detail/rejected/TTC5/TTC5-evaluation.md	rejected	rejected	49	890	True	True	True	True	True	True	True	True	False	True	False	False	False	False	MED	MANUAL_REVIEW	OK
SAFB	detail/rejected/SAFB/SAFB-evaluation.md	rejected	rejected	46	765	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
CEP78	detail/rejected/CEP78/CEP78-evaluation.md	rejected	rejected	35	652	True	False	True	True	False	False	False	True	True	True	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI
STEAP3	detail/rejected/STEAP3/STEAP3-evaluation.md	rejected	rejected	181	5831	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
ANLN	detail/rejected/ANLN/ANLN-evaluation.md	rejected	rejected	20	274	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
RARG	detail/rejected/RARG/RARG-evaluation.md	rejected	rejected	183	5806	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
CRPPA	detail/rejected/CRPPA/CRPPA-evaluation.md	rejected	rejected	169	5083	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
DUSP4	detail/rejected/DUSP4/DUSP4-evaluation.md	rejected	rejected	171	4949	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
LXN	detail/rejected/LXN/LXN-evaluation.md	rejected	rejected	36	623	True	False	True	False	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PubMed,PDB,PPI,Reason
ELF5	detail/rejected/ELF5/ELF5-evaluation.md	rejected	rejected	180	5542	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
GPR25	detail/rejected/GPR25/GPR25-evaluation.md	rejected	rejected	177	5402	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
IRAK4	detail/rejected/IRAK4/IRAK4-evaluation.md	rejected	rejected	26	559	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
SPATA18	detail/rejected/SPATA18/SPATA18-evaluation.md	rejected	rejected	189	8609	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
NTRK3	detail/rejected/NTRK3/NTRK3-evaluation.md	rejected	rejected	46	781	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
DUSP3	detail/rejected/DUSP3/DUSP3-evaluation.md	rejected	rejected	176	5495	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
CPEB4	detail/rejected/CPEB4/CPEB4-evaluation.md	rejected	rejected	172	5340	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
ASCL2	detail/rejected/ASCL2/ASCL2-evaluation.md	rejected	rejected	186	6680	True	False	True	True	True	True	True	True	False	True	False	False	False	False	LOW	KEEP	HPA
CUX1	detail/rejected/CUX1/CUX1-evaluation.md	rejected	rejected	178	7012	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
C22orf39	detail/rejected/C22orf39/C22orf39-evaluation.md	rejected	rejected	175	5001	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
NUP37	detail/rejected/NUP37/NUP37-evaluation.md	rejected	rejected	45	972	True	False	True	True	True	False	False	True	True	True	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI
PBX2	detail/rejected/PBX2/PBX2-evaluation.md	rejected	rejected	46	784	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
FOXP3	detail/rejected/FOXP3/FOXP3-evaluation.md	rejected	rejected	182	5835	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
DPEP2	detail/rejected/DPEP2/DPEP2-evaluation.md	rejected	rejected	170	4766	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
GPD2	detail/rejected/GPD2/GPD2-evaluation.md	rejected	rejected	178	5572	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
NCOA1	detail/rejected/NCOA1/NCOA1-evaluation.md	rejected	rejected	46	772	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
Sgo2a	detail/rejected/Sgo2a/Sgo2a-evaluation.md	rejected	rejected	49	893	True	True	True	True	True	True	True	True	False	True	False	False	False	False	MED	MANUAL_REVIEW	OK
GPN2	detail/rejected/GPN2/GPN2-evaluation.md	rejected	rejected	177	5474	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
EPHA10	detail/rejected/EPHA10/EPHA10-evaluation.md	rejected	rejected	181	5589	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
EIF4G1	detail/rejected/EIF4G1/EIF4G1-evaluation.md	rejected	rejected	184	5857	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
COIL	detail/rejected/COIL/COIL-evaluation.md	rejected	rejected	183	5721	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
SPDL1	detail/rejected/SPDL1/SPDL1-evaluation.md	rejected	rejected	46	781	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
ESM1	detail/rejected/ESM1/ESM1-evaluation.md	rejected	rejected	179	5520	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
LHX4	detail/rejected/LHX4/LHX4-evaluation.md	rejected	rejected	41	804	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
CIP2A	detail/rejected/CIP2A/CIP2A-evaluation.md	rejected	rejected	182	5731	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
APTX	detail/rejected/APTX/APTX-evaluation.md	rejected	rejected	171	6397	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
CKS1B	detail/rejected/CKS1B/CKS1B-evaluation.md	rejected	rejected	179	6005	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
RORA	detail/rejected/RORA/RORA-evaluation.md	rejected	rejected	171	5049	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
CRBNP	detail/rejected/CRBNP/CRBNP-evaluation.md	rejected	rejected	154	3269	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
STIP1	detail/rejected/STIP1/STIP1-evaluation.md	rejected	rejected	40	891	True	False	False	True	False	False	True	True	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,Reason
GPR85	detail/rejected/GPR85/GPR85-evaluation.md	rejected	rejected	170	4954	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
EYA4	detail/rejected/EYA4/EYA4-evaluation.md	rejected	rejected	178	5002	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
POU2AF1	detail/rejected/POU2AF1/POU2AF1-evaluation.md	rejected	rejected	46	832	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
MT1E	detail/rejected/MT1E/MT1E-evaluation.md	rejected	rejected	189	10536	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
SGO1	detail/rejected/SGO1/SGO1-evaluation.md	rejected	rejected	46	749	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
HLTF	detail/rejected/HLTF/HLTF-evaluation.md	rejected	rejected	44	987	True	False	True	True	False	False	True	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,Reason
TTF1	detail/rejected/TTF1/TTF1-evaluation.md	rejected	rejected	180	5661	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
RALGAPA1	detail/rejected/RALGAPA1/RALGAPA1-evaluation.md	rejected	rejected	49	902	True	True	True	True	True	True	True	True	False	True	False	False	False	False	MED	MANUAL_REVIEW	OK
LHX3	detail/rejected/LHX3/LHX3-evaluation.md	rejected	rejected	179	5474	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
LMNA	detail/rejected/LMNA/LMNA-evaluation.md	rejected	rejected	175	5742	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
EBP	detail/rejected/EBP/EBP-evaluation.md	rejected	rejected	172	5143	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
EBF3	detail/rejected/EBF3/EBF3-evaluation.md	rejected	rejected	37	657	True	False	True	True	False	False	False	True	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
Nat8f3	detail/rejected/Nat8f3/Nat8f3-evaluation.md	rejected	rejected	155	3407	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
GPR82	detail/rejected/GPR82/GPR82-evaluation.md	rejected	rejected	168	4549	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
CACHD1	detail/rejected/CACHD1/CACHD1-evaluation.md	rejected	rejected	177	5446	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
NADSYN1	detail/rejected/NADSYN1/NADSYN1-evaluation.md	rejected	rejected	168	4575	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
MPHOSPH9	detail/rejected/MPHOSPH9/MPHOSPH9-evaluation.md	rejected	rejected	11	192	True	False	False	False	False	False	False	True	False	True	False	False	False	False	CRITICAL	REPAIR_REPORT	HPA,PubMed,PDB,PPI
SSX1	detail/rejected/SSX1/SSX1-evaluation.md	rejected	rejected	169	4900	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
PPIB	detail/rejected/PPIB/PPIB-evaluation.md	rejected	rejected	46	764	True	False	True	True	False	False	True	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,Reason
GSX2	detail/rejected/GSX2/GSX2-evaluation.md	rejected	rejected	171	4868	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
INF2	detail/rejected/INF2/INF2-evaluation.md	rejected	rejected	26	556	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
Pak6	detail/rejected/Pak6/Pak6-evaluation.md	rejected	rejected	182	5909	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
ERAL1	detail/rejected/ERAL1/ERAL1-evaluation.md	rejected	rejected	181	5748	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
PCNA	detail/rejected/PCNA/PCNA-evaluation.md	rejected	rejected	184	5695	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
NAA10	detail/rejected/NAA10/NAA10-evaluation.md	rejected	rejected	46	849	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
OGA	detail/rejected/OGA/OGA-evaluation.md	rejected	rejected	46	747	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
ID2	detail/rejected/ID2/ID2-evaluation.md	rejected	rejected	182	5755	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
PRC1	detail/rejected/PRC1/PRC1-evaluation.md	rejected	rejected	184	5923	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
ABI1	detail/rejected/ABI1/ABI1-evaluation.md	rejected	rejected	184	5879	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
KPNA2	detail/rejected/KPNA2/KPNA2-evaluation.md	rejected	rejected	41	833	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
CNPY1	detail/rejected/CNPY1/CNPY1-evaluation.md	rejected	rejected	164	3742	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
GPA33	detail/rejected/GPA33/GPA33-evaluation.md	rejected	rejected	174	4798	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
MT1L	detail/rejected/MT1L/MT1L-evaluation.md	rejected	rejected	104	5643	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
CMC1	detail/rejected/CMC1/CMC1-evaluation.md	rejected	rejected	176	5604	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
MT1HL1	detail/rejected/MT1HL1/MT1HL1-evaluation.md	rejected	rejected	152	8739	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
TEX19	detail/rejected/TEX19/TEX19-evaluation.md	rejected	rejected	46	736	True	False	True	True	False	False	False	True	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
NRM	detail/rejected/NRM/NRM-evaluation.md	rejected	rejected	46	789	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
CIDEA	detail/rejected/CIDEA/CIDEA-evaluation.md	rejected	rejected	35	652	True	False	True	True	False	False	False	True	True	True	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI
LGMN	detail/rejected/LGMN/LGMN-evaluation.md	rejected	rejected	41	812	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
FBH1	detail/rejected/FBH1/FBH1-evaluation.md	rejected	rejected	49	890	True	True	True	True	True	True	True	True	False	True	False	False	False	False	MED	MANUAL_REVIEW	OK
GPR78	detail/rejected/GPR78/GPR78-evaluation.md	rejected	rejected	168	4629	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
