gene	in_original_recovery_plan	original_recommended_action	in_full_reevaluate_batches	batch_id	was_processed	current_report_path	current_status	current_lines	current_chars	processed_but_not_in_queue	should_have_been_skipped	reason
FBXL21P	True	FULL_REEVALUATE	True	86	True	detail/nucleoplasm/FBXL21P/FBXL21P-evaluation.md	scored	158	3906	False	False	Processed
FBXO10	True	FULL_REEVALUATE	True	86	True	detail/nucleoplasm/FBXO10/FBXO10-evaluation.md	scored	185	5928	False	False	Processed
FBXO16	True	FULL_REEVALUATE	True	86	True	detail/nucleoplasm/FBXO16/FBXO16-evaluation.md	scored	183	5828	False	False	Processed
FBXO25	True	FULL_REEVALUATE	True	87	True	detail/nucleoplasm/FBXO25/FBXO25-evaluation.md	scored	182	5463	False	False	Processed
FBXO3	True	FULL_REEVALUATE	True	87	True	detail/nucleoplasm/FBXO3/FBXO3-evaluation.md	scored	181	5572	False	False	Processed
FBXO31	True	FULL_REEVALUATE	True	87	True	detail/nucleoplasm/FBXO31/FBXO31-evaluation.md	scored	181	5841	False	False	Processed
FBXO33	True	FULL_REEVALUATE	True	87	True	detail/nucleoplasm/FBXO33/FBXO33-evaluation.md	scored	175	5425	False	False	Processed
FBXO34	True	FULL_REEVALUATE	True	87	True	detail/nuclear-speckle/FBXO34/FBXO34-evaluation.md	scored	177	5513	False	False	Processed
FBXO41	True	FULL_REEVALUATE	True	88	True	detail/nucleoplasm/FBXO41/FBXO41-evaluation.md	scored	177	5670	False	False	Processed
FBXO44	True	FULL_REEVALUATE	True	88	True	detail/nucleoplasm/FBXO44/FBXO44-evaluation.md	scored	180	5606	False	False	Processed
FBXO46	True	FULL_REEVALUATE	True	88	True	detail/nucleoplasm/FBXO46/FBXO46-evaluation.md	scored	176	5775	False	False	Processed
FBXO5	True	FULL_REEVALUATE	True	88	True	detail/nucleoplasm/FBXO5/FBXO5-evaluation.md	scored	182	5742	False	False	Processed
FBXO7	True	FULL_REEVALUATE	True	88	True	detail/rejected/FBXO7/FBXO7-evaluation.md	rejected	184	6091	False	False	Processed
FBXO8	True	FULL_REEVALUATE	True	89	True	detail/nucleoplasm/FBXO8/FBXO8-evaluation.md	scored	171	5259	False	False	Processed
FBXW10B	True	FULL_REEVALUATE	True	89	True	detail/nucleoplasm/FBXW10B/FBXW10B-evaluation.md	scored	164	4048	False	False	Processed
FBXW2	True	FULL_REEVALUATE	True	89	True	detail/nucleoplasm/FBXW2/FBXW2-evaluation.md	scored	177	5609	False	False	Processed
FCF1	True	FULL_REEVALUATE	True	89	True	detail/nucleolus/FCF1/FCF1-evaluation.md	scored	179	5924	False	False	Processed
FEM1B	True	FULL_REEVALUATE	True	89	True	detail/nucleoplasm/FEM1B/FEM1B-evaluation.md	scored	183	5942	False	False	Processed
FERMT2	True	FULL_REEVALUATE	True	90	True	detail/nucleoplasm/FERMT2/FERMT2-evaluation.md	scored	184	6294	False	False	Processed
FERRY3	True	FULL_REEVALUATE	True	90	True	detail/rejected/FERRY3/FERRY3-evaluation.md	rejected	167	4913	False	False	Processed
FGF11	True	FULL_REEVALUATE	True	90	True	detail/nucleoplasm/FGF11/FGF11-evaluation.md	scored	178	5353	False	False	Processed
FGF14	True	FULL_REEVALUATE	True	90	True	detail/rejected/FGF14/FGF14-evaluation.md	rejected	178	5452	False	False	Processed
FHAD1	True	FULL_REEVALUATE	True	90	True	detail/nuclear-speckle/FHAD1/FHAD1-evaluation.md	scored	172	5347	False	False	Processed
FICD	True	FULL_REEVALUATE	True	91	True	detail/nucleoplasm/FICD/FICD-evaluation.md	scored	172	5231	False	False	Processed
FIGN	True	FULL_REEVALUATE	True	91	True	detail/nucleoplasm/FIGN/FIGN-evaluation.md	scored	181	5677	False	False	Processed
FILIP1L	True	FULL_REEVALUATE	True	91	True	detail/nucleoplasm/FILIP1L/FILIP1L-evaluation.md	scored	177	5451	False	False	Processed
FKBP14	True	FULL_REEVALUATE	True	91	True	detail/nucleoplasm/FKBP14/FKBP14-evaluation.md	scored	177	5797	False	False	Processed
FKBP3	True	FULL_REEVALUATE	True	91	True	detail/nucleoplasm/FKBP3/FKBP3-evaluation.md	scored	177	5712	False	False	Processed
FKBP6	True	FULL_REEVALUATE	True	92	True	detail/nucleolus/FKBP6/FKBP6-evaluation.md	scored	182	5927	False	False	Processed
FKBPL	True	FULL_REEVALUATE	True	92	True	detail/nucleoplasm/FKBPL/FKBPL-evaluation.md	scored	178	5650	False	False	Processed
FKTN	True	FULL_REEVALUATE	True	92	True	detail/nucleoplasm/FKTN/FKTN-evaluation.md	scored	180	5609	False	False	Processed
FLYWCH2	True	FULL_REEVALUATE	True	92	True	detail/nucleoplasm/FLYWCH2/FLYWCH2-evaluation.md	scored	174	5037	False	False	Processed
FN3KRP	True	FULL_REEVALUATE	True	92	True	detail/nucleoplasm/FN3KRP/FN3KRP-evaluation.md	scored	177	5378	False	False	Processed
FNDC3A	True	FULL_REEVALUATE	True	93	True	detail/nucleoplasm/FNDC3A/FNDC3A-evaluation.md	scored	183	6211	False	False	Processed
FOXD4	True	FULL_REEVALUATE	True	93	True	detail/nucleoplasm/FOXD4/FOXD4-evaluation.md	scored	178	5535	False	False	Processed
FOXD4L1	True	FULL_REEVALUATE	True	93	True	detail/nucleoplasm/FOXD4L1/FOXD4L1-evaluation.md	scored	173	5227	False	False	Processed
FOXD4L4	True	FULL_REEVALUATE	True	93	True	detail/nucleoplasm/FOXD4L4/FOXD4L4-evaluation.md	scored	159	4154	False	False	Processed
FOXD4L6	True	FULL_REEVALUATE	True	93	True	detail/nucleoplasm/FOXD4L6/FOXD4L6-evaluation.md	scored	176	5324	False	False	Processed
FOXL2NB	True	FULL_REEVALUATE	True	94	True	detail/nucleolus/FOXL2NB/FOXL2NB-evaluation.md	scored	166	4397	False	False	Processed
FOXL3	True	FULL_REEVALUATE	True	94	True	detail/nucleoplasm/FOXL3/FOXL3-evaluation.md	scored	165	4711	False	False	Processed
FRA10AC1	True	FULL_REEVALUATE	True	94	True	detail/nucleoplasm/FRA10AC1/FRA10AC1-evaluation.md	scored	177	5571	False	False	Processed
FRAT2	True	FULL_REEVALUATE	True	94	True	detail/nucleoplasm/FRAT2/FRAT2-evaluation.md	scored	179	5437	False	False	Processed
FRMD4A	True	FULL_REEVALUATE	True	94	True	detail/nucleoplasm/FRMD4A/FRMD4A-evaluation.md	scored	180	6048	False	False	Processed
FSD2	True	FULL_REEVALUATE	True	95	True	detail/nucleoplasm/FSD2/FSD2-evaluation.md	scored	179	5759	False	False	Processed
FUT9	True	FULL_REEVALUATE	True	95	True	detail/nucleoplasm/FUT9/FUT9-evaluation.md	scored	178	5919	False	False	Processed
FYB1	True	FULL_REEVALUATE	True	95	True	detail/nucleoplasm/FYB1/FYB1-evaluation.md	scored	173	5742	False	False	Processed
Fcor	True	FULL_REEVALUATE	True	95	True	detail/rejected/Fcor/Fcor-evaluation.md	rejected	162	4581	False	False	Processed
GAB3	True	FULL_REEVALUATE	True	95	True	detail/nuclear-speckle/GAB3/GAB3-evaluation.md	scored	177	5458	False	False	Processed
GABARAPL2	True	FULL_REEVALUATE	True	96	True	detail/rejected/GABARAPL2/GABARAPL2-evaluation.md	rejected	184	6210	False	False	Processed
GALNT10	True	FULL_REEVALUATE	True	96	True	detail/nucleoplasm/GALNT10/GALNT10-evaluation.md	scored	178	5940	False	False	Processed
GALNT12	True	FULL_REEVALUATE	True	96	True	detail/nucleoplasm/GALNT12/GALNT12-evaluation.md	scored	178	5987	False	False	Processed
GALNT14	True	FULL_REEVALUATE	True	96	True	detail/nucleoplasm/GALNT14/GALNT14-evaluation.md	scored	178	5774	False	False	Processed
GALNT17	True	FULL_REEVALUATE	True	96	True	detail/nuclear-speckle/GALNT17/GALNT17-evaluation.md	scored	169	5073	False	False	Processed
GALNT5	True	FULL_REEVALUATE	True	97	True	detail/nucleoplasm/GALNT5/GALNT5-evaluation.md	scored	178	5917	False	False	Processed
GALNT6	True	FULL_REEVALUATE	True	97	True	detail/nucleoplasm/GALNT6/GALNT6-evaluation.md	scored	179	5867	False	False	Processed
GAREM1	True	FULL_REEVALUATE	True	97	True	detail/nucleoplasm/GAREM1/GAREM1-evaluation.md	scored	177	5690	False	False	Processed
GARIN1A	True	FULL_REEVALUATE	True	97	True	detail/nucleoplasm/GARIN1A/GARIN1A-evaluation.md	scored	158	4209	False	False	Processed
GARIN5A	True	FULL_REEVALUATE	True	97	True	detail/nucleolus/GARIN5A/GARIN5A-evaluation.md	scored	155	3875	False	False	Processed
GARRE1	True	FULL_REEVALUATE	True	98	True	detail/nucleoplasm/GARRE1/GARRE1-evaluation.md	scored	175	5170	False	False	Processed
GASK1B	True	FULL_REEVALUATE	True	98	True	detail/nucleolus/GASK1B/GASK1B-evaluation.md	scored	171	5210	False	False	Processed
GBP3	True	FULL_REEVALUATE	True	98	True	detail/nucleoplasm/GBP3/GBP3-evaluation.md	scored	181	5692	False	False	Processed
GBX1	True	FULL_REEVALUATE	True	98	True	detail/chromatin/GBX1/GBX1-evaluation.md	scored	171	5179	False	False	Processed
GCC2	True	FULL_REEVALUATE	True	98	True	detail/nucleoplasm/GCC2/GCC2-evaluation.md	scored	181	5839	False	False	Processed
GCNA	True	FULL_REEVALUATE	True	99	True	detail/nucleoplasm/GCNA/GCNA-evaluation.md	scored	174	4982	False	False	Processed
GCNT1	True	FULL_REEVALUATE	True	99	True	detail/nuclear-speckle/GCNT1/GCNT1-evaluation.md	scored	181	5858	False	False	Processed
GCNT4	True	FULL_REEVALUATE	True	99	True	detail/nucleoplasm/GCNT4/GCNT4-evaluation.md	scored	170	5160	False	False	Processed
GDPD3	True	FULL_REEVALUATE	True	99	True	detail/nucleoplasm/GDPD3/GDPD3-evaluation.md	scored	180	6090	False	False	Processed
GEMIN8	True	FULL_REEVALUATE	True	99	True	detail/nucleoplasm/GEMIN8/GEMIN8-evaluation.md	scored	183	5847	False	False	Processed
GET3	True	FULL_REEVALUATE	True	100	True	detail/nucleolus/GET3/GET3-evaluation.md	scored	182	5711	False	False	Processed
GET4	True	FULL_REEVALUATE	True	100	True	detail/nucleolus/GET4/GET4-evaluation.md	scored	182	5821	False	False	Processed
GFPT1	True	FULL_REEVALUATE	True	100	True	detail/rejected/GFPT1/GFPT1-evaluation.md	rejected	178	5901	False	False	Processed
GFUS	True	FULL_REEVALUATE	True	100	True	detail/nucleoplasm/GFUS/GFUS-evaluation.md	scored	178	5806	False	False	Processed
GGA1	True	FULL_REEVALUATE	True	100	True	detail/rejected/GGA1/GGA1-evaluation.md	rejected	184	6032	False	False	Processed
GGN	True	FULL_REEVALUATE	True	101	True	detail/rejected/GGN/GGN-evaluation.md	rejected	177	5502	False	False	Processed
GGT5	True	FULL_REEVALUATE	True	101	True	detail/nucleolus/GGT5/GGT5-evaluation.md	scored	171	5102	False	False	Processed
GGT7	True	FULL_REEVALUATE	True	101	True	detail/nucleoplasm/GGT7/GGT7-evaluation.md	scored	177	5508	False	False	Processed
GID8	True	FULL_REEVALUATE	True	101	True	detail/nucleoplasm/GID8/GID8-evaluation.md	scored	182	5713	False	False	Processed
GINS1	True	FULL_REEVALUATE	True	101	True	detail/nucleoplasm/GINS1/GINS1-evaluation.md	scored	181	5931	False	False	Processed
GINS2	True	FULL_REEVALUATE	True	102	True	detail/nucleoplasm/GINS2/GINS2-evaluation.md	scored	180	5830	False	False	Processed
GINS3	True	FULL_REEVALUATE	True	102	True	detail/nucleoplasm/GINS3/GINS3-evaluation.md	scored	167	4818	False	False	Processed
GIPC1	True	FULL_REEVALUATE	True	102	True	detail/nucleoplasm/GIPC1/GIPC1-evaluation.md	scored	175	5354	False	False	Processed
GK5	True	FULL_REEVALUATE	True	102	True	detail/nucleoplasm/GK5/GK5-evaluation.md	scored	171	5060	False	False	Processed
GLB1L2	True	FULL_REEVALUATE	True	102	True	detail/nucleoplasm/GLB1L2/GLB1L2-evaluation.md	scored	178	5678	False	False	Processed
GLRX2	True	FULL_REEVALUATE	True	103	True	detail/nucleoplasm/GLRX2/GLRX2-evaluation.md	scored	172	5096	False	False	Processed
GMCL1	True	FULL_REEVALUATE	True	103	True	detail/nucleoplasm/GMCL1/GMCL1-evaluation.md	scored	174	4771	False	False	Processed
GMFG	True	FULL_REEVALUATE	True	103	True	detail/nuclear-speckle/GMFG/GMFG-evaluation.md	scored	176	4937	False	False	Processed
GMPPA	True	FULL_REEVALUATE	True	103	True	detail/nucleoplasm/GMPPA/GMPPA-evaluation.md	scored	176	4993	False	False	Processed
GMPR2	True	FULL_REEVALUATE	True	103	True	detail/nucleoplasm/GMPR2/GMPR2-evaluation.md	scored	174	5339	False	False	Processed
GNL2	True	FULL_REEVALUATE	True	104	True	detail/nucleolus/GNL2/GNL2-evaluation.md	scored	175	5078	False	False	Processed
GNL3L	True	FULL_REEVALUATE	True	104	True	detail/nucleolus/GNL3L/GNL3L-evaluation.md	scored	177	4976	False	False	Processed
GON7	True	FULL_REEVALUATE	True	104	True	detail/nucleolus/GON7/GON7-evaluation.md	scored	181	5285	False	False	Processed
GORAB	True	FULL_REEVALUATE	True	104	True	detail/nucleolus/GORAB/GORAB-evaluation.md	scored	181	5633	False	False	Processed
GOSR2	True	FULL_REEVALUATE	True	104	True	detail/nucleoplasm/GOSR2/GOSR2-evaluation.md	scored	180	5234	False	False	Processed
GPALPP1	True	FULL_REEVALUATE	True	105	True	detail/nucleoplasm/GPALPP1/GPALPP1-evaluation.md	scored	173	4851	False	False	Processed
GPN1	True	FULL_REEVALUATE	True	105	True	detail/nucleoplasm/GPN1/GPN1-evaluation.md	scored	181	5670	False	False	Processed
GPS1	True	FULL_REEVALUATE	True	105	True	detail/nucleoplasm/GPS1/GPS1-evaluation.md	scored	181	5997	False	False	Processed
GRAP2	True	FULL_REEVALUATE	True	105	True	detail/nucleoplasm/GRAP2/GRAP2-evaluation.md	scored	182	5855	False	False	Processed
GRHPR	True	FULL_REEVALUATE	True	105	True	detail/nucleoplasm/GRHPR/GRHPR-evaluation.md	scored	182	5892	False	False	Processed
GRINA	True	FULL_REEVALUATE	True	106	True	detail/nucleolus/GRINA/GRINA-evaluation.md	scored	180	5661	False	False	Processed
GRK3	True	FULL_REEVALUATE	True	106	True	detail/rejected/GRK3/GRK3-evaluation.md	rejected	178	5680	False	False	Processed
GSKIP	True	FULL_REEVALUATE	True	106	True	detail/nucleoplasm/GSKIP/GSKIP-evaluation.md	scored	178	5606	False	False	Processed
Gvin1	True	FULL_REEVALUATE	True	106	True	detail/nucleoplasm/Gvin1/Gvin1-evaluation.md	scored	164	5143	False	False	Processed
HABP4	True	FULL_REEVALUATE	True	106	True	detail/nuclear-speckle/HABP4/HABP4-evaluation.md	scored	184	5966	False	False	Processed
HACL1	True	FULL_REEVALUATE	True	107	True	detail/nucleoplasm/HACL1/HACL1-evaluation.md	scored	180	5591	False	False	Processed
HAPSTR1	True	FULL_REEVALUATE	True	107	True	detail/nucleoplasm/HAPSTR1/HAPSTR1-evaluation.md	scored	162	4564	False	False	Processed
HAPSTR2	True	FULL_REEVALUATE	True	107	True	detail/nucleoplasm/HAPSTR2/HAPSTR2-evaluation.md	scored	156	3786	False	False	Processed
HAUS2	True	FULL_REEVALUATE	True	107	True	detail/nucleoplasm/HAUS2/HAUS2-evaluation.md	scored	178	5549	False	False	Processed
HAUS6	True	FULL_REEVALUATE	True	107	True	detail/nuclear-speckle/HAUS6/HAUS6-evaluation.md	scored	180	6029	False	False	Processed
HCFC1R1	True	FULL_REEVALUATE	True	108	True	detail/nucleoplasm/HCFC1R1/HCFC1R1-evaluation.md	scored	167	4192	False	False	Processed
HCFC2	True	FULL_REEVALUATE	True	108	True	detail/nucleoplasm/HCFC2/HCFC2-evaluation.md	scored	184	5703	False	False	Processed
HDDC2	True	FULL_REEVALUATE	True	108	True	detail/nucleoplasm/HDDC2/HDDC2-evaluation.md	scored	175	5416	False	False	Processed
HDDC3	True	FULL_REEVALUATE	True	108	True	detail/nucleoplasm/HDDC3/HDDC3-evaluation.md	scored	177	5449	False	False	Processed
HDGFL1	True	FULL_REEVALUATE	True	108	True	detail/nucleolus/HDGFL1/HDGFL1-evaluation.md	scored	167	4667	False	False	Processed
HDGFL3	True	FULL_REEVALUATE	True	109	True	detail/nucleoplasm/HDGFL3/HDGFL3-evaluation.md	scored	175	5526	False	False	Processed
HDX	True	FULL_REEVALUATE	True	109	True	detail/rejected/HDX/HDX-evaluation.md	rejected	172	5153	False	False	Processed
HEATR1	True	FULL_REEVALUATE	True	109	True	detail/nucleolus/HEATR1/HEATR1-evaluation.md	scored	184	6033	False	False	Processed
HEATR5B	True	FULL_REEVALUATE	True	109	True	detail/nucleoplasm/HEATR5B/HEATR5B-evaluation.md	scored	183	6212	False	False	Processed
HECW1	True	FULL_REEVALUATE	True	109	True	detail/nucleolus/HECW1/HECW1-evaluation.md	scored	178	5808	False	False	Processed
HELB	True	FULL_REEVALUATE	True	110	True	detail/nuclear-speckle/HELB/HELB-evaluation.md	scored	178	5348	False	False	Processed
HELQ	True	FULL_REEVALUATE	True	110	True	detail/nuclear-speckle/HELQ/HELQ-evaluation.md	scored	170	4883	False	False	Processed
HEMK2	True	FULL_REEVALUATE	True	110	True	detail/nucleoplasm/HEMK2/HEMK2-evaluation.md	scored	174	5455	False	False	Processed
HERC2	True	FULL_REEVALUATE	True	110	True	detail/rejected/HERC2/HERC2-evaluation.md	rejected	183	5909	False	False	Processed
HERC6	True	FULL_REEVALUATE	True	110	True	detail/nucleoplasm/HERC6/HERC6-evaluation.md	scored	174	5121	False	False	Processed
HERPUD2	True	FULL_REEVALUATE	True	111	True	detail/nucleoplasm/HERPUD2/HERPUD2-evaluation.md	scored	173	5509	False	False	Processed
HEXD	True	FULL_REEVALUATE	True	111	True	detail/nucleolus/HEXD/HEXD-evaluation.md	scored	178	5506	False	False	Processed
HEXIM2	True	FULL_REEVALUATE	True	111	True	detail/nuclear-speckle/HEXIM2/HEXIM2-evaluation.md	scored	181	5740	False	False	Processed
HGH1	True	FULL_REEVALUATE	True	111	True	detail/nuclear-speckle/HGH1/HGH1-evaluation.md	scored	177	5479	False	False	Processed
HIGD1A	True	FULL_REEVALUATE	True	111	True	detail/nucleoplasm/HIGD1A/HIGD1A-evaluation.md	scored	180	5700	False	False	Processed
HIKESHI	True	FULL_REEVALUATE	True	112	True	detail/nuclear-speckle/HIKESHI/HIKESHI-evaluation.md	scored	181	5765	False	False	Processed
HIRIP3	True	FULL_REEVALUATE	True	112	True	detail/nucleolus/HIRIP3/HIRIP3-evaluation.md	scored	179	5655	False	False	Processed
HORMAD2	True	FULL_REEVALUATE	True	112	True	detail/nucleoplasm/HORMAD2/HORMAD2-evaluation.md	scored	182	5691	False	False	Processed
HPF1	True	FULL_REEVALUATE	True	112	True	detail/chromatin/HPF1/HPF1-evaluation.md	scored	179	5581	False	False	Processed
HRCT1	True	FULL_REEVALUATE	True	112	True	detail/nuclear-speckle/HRCT1/HRCT1-evaluation.md	scored	168	4941	False	False	Processed
HS6ST3	True	FULL_REEVALUATE	True	113	True	detail/nuclear-envelope/HS6ST3/HS6ST3-evaluation.md	scored	174	5371	False	False	Processed
HSD17B6	True	FULL_REEVALUATE	True	113	True	detail/nucleoplasm/HSD17B6/HSD17B6-evaluation.md	scored	177	5926	False	False	Processed
HSD3B1	True	FULL_REEVALUATE	True	113	True	detail/rejected/HSD3B1/HSD3B1-evaluation.md	rejected	184	6250	False	False	Processed
HSD3B2	True	FULL_REEVALUATE	True	113	True	detail/rejected/HSD3B2/HSD3B2-evaluation.md	rejected	184	6218	False	False	Processed
IBTK	True	FULL_REEVALUATE	True	113	True	detail/nucleoplasm/IBTK/IBTK-evaluation.md	scored	179	5755	False	False	Processed
IER5L	True	FULL_REEVALUATE	True	114	True	detail/nucleoplasm/IER5L/IER5L-evaluation.md	scored	167	4825	False	False	Processed
IGFN1	True	FULL_REEVALUATE	True	114	True	detail/nucleoplasm/IGFN1/IGFN1-evaluation.md	scored	178	5639	False	False	Processed
IGSF3	True	FULL_REEVALUATE	True	114	True	detail/nucleoplasm/IGSF3/IGSF3-evaluation.md	scored	178	5473	False	False	Processed
ILDR2	True	FULL_REEVALUATE	True	114	True	detail/nucleoplasm/ILDR2/ILDR2-evaluation.md	scored	175	5428	False	False	Processed
ILRUN	True	FULL_REEVALUATE	True	114	True	detail/nuclear-speckle/ILRUN/ILRUN-evaluation.md	scored	180	5659	False	False	Processed
IMPA2	True	FULL_REEVALUATE	True	115	True	detail/nucleoplasm/IMPA2/IMPA2-evaluation.md	scored	178	5803	False	False	Processed
INAVA	True	FULL_REEVALUATE	True	115	True	detail/nuclear-speckle/INAVA/INAVA-evaluation.md	scored	180	5909	False	False	Processed
INCA1	True	FULL_REEVALUATE	True	115	True	detail/nuclear-speckle/INCA1/INCA1-evaluation.md	scored	177	5183	False	False	Processed
INIP	True	FULL_REEVALUATE	True	115	True	detail/nucleoplasm/INIP/INIP-evaluation.md	scored	180	5581	False	False	Processed
INKA2	True	FULL_REEVALUATE	True	115	True	detail/nucleolus/INKA2/INKA2-evaluation.md	scored	175	5451	False	False	Processed
INPP5E	True	FULL_REEVALUATE	True	116	True	detail/rejected/INPP5E/INPP5E-evaluation.md	rejected	184	5907	False	False	Processed
INPP5J	True	FULL_REEVALUATE	True	116	True	detail/nucleolus/INPP5J/INPP5J-evaluation.md	scored	183	5987	False	False	Processed
INPP5K	True	FULL_REEVALUATE	True	116	True	detail/nucleoplasm/INPP5K/INPP5K-evaluation.md	scored	184	5871	False	False	Processed
IQCB1	True	FULL_REEVALUATE	True	116	True	detail/nucleoplasm/IQCB1/IQCB1-evaluation.md	scored	183	6005	False	False	Processed
IQCK	True	FULL_REEVALUATE	True	116	True	detail/nuclear-speckle/IQCK/IQCK-evaluation.md	scored	168	4626	False	False	Processed
IQSEC1	True	FULL_REEVALUATE	True	117	True	detail/nucleoplasm/IQSEC1/IQSEC1-evaluation.md	scored	173	5882	False	False	Processed
IQSEC3	True	FULL_REEVALUATE	True	117	True	detail/nucleoplasm/IQSEC3/IQSEC3-evaluation.md	scored	179	5532	False	False	Processed
IQUB	True	FULL_REEVALUATE	True	117	True	detail/nuclear-speckle/IQUB/IQUB-evaluation.md	scored	181	6067	False	False	Processed
IRAK1BP1	True	FULL_REEVALUATE	True	117	True	detail/nucleoplasm/IRAK1BP1/IRAK1BP1-evaluation.md	scored	174	5435	False	False	Processed
ISYNA1	True	FULL_REEVALUATE	True	117	True	detail/nucleoplasm/ISYNA1/ISYNA1-evaluation.md	scored	178	5583	False	False	Processed
ITGB1BP1	True	FULL_REEVALUATE	True	118	True	detail/nuclear-speckle/ITGB1BP1/ITGB1BP1-evaluation.md	scored	184	6128	False	False	Processed
ITGB3BP	True	FULL_REEVALUATE	True	118	True	detail/nucleoplasm/ITGB3BP/ITGB3BP-evaluation.md	scored	182	6015	False	False	Processed
ITPKC	True	FULL_REEVALUATE	True	118	True	detail/nuclear-speckle/ITPKC/ITPKC-evaluation.md	scored	180	5603	False	False	Processed
ITSN1	True	FULL_REEVALUATE	True	118	True	detail/rejected/ITSN1/ITSN1-evaluation.md	rejected	184	6300	False	False	Processed
Ifi203	True	FULL_REEVALUATE	True	118	True	detail/nucleoplasm/Ifi203/Ifi203-evaluation.md	scored	159	4326	False	False	Processed
Ifi204	True	FULL_REEVALUATE	True	119	True	detail/rejected/Ifi204/Ifi204-evaluation.md	rejected	159	4191	False	False	Processed
Ifi27l2a	True	FULL_REEVALUATE	True	119	True	detail/rejected/Ifi27l2a/Ifi27l2a-evaluation.md	rejected	159	4333	False	False	Processed
Iigp1	True	FULL_REEVALUATE	True	119	True	detail/rejected/Iigp1/Iigp1-evaluation.md	rejected	159	4187	False	False	Processed
JADE3	True	FULL_REEVALUATE	True	119	True	detail/nucleoplasm/JADE3/JADE3-evaluation.md	scored	169	5429	False	False	Processed
JHY	True	FULL_REEVALUATE	True	119	True	detail/nucleoplasm/JHY/JHY-evaluation.md	scored	171	5018	False	False	Processed
JKAMP	True	FULL_REEVALUATE	True	120	True	detail/nucleoplasm/JKAMP/JKAMP-evaluation.md	scored	169	5137	False	False	Processed
JMY	True	FULL_REEVALUATE	True	120	True	detail/nucleoplasm/JMY/JMY-evaluation.md	scored	184	5604	False	False	Processed
JPT1	True	FULL_REEVALUATE	True	120	True	detail/nucleoplasm/JPT1/JPT1-evaluation.md	scored	177	5695	False	False	Processed
JRKL	True	FULL_REEVALUATE	True	120	True	detail/nucleoplasm/JRKL/JRKL-evaluation.md	scored	171	5483	False	False	Processed
KALRN	True	FULL_REEVALUATE	True	120	True	detail/nucleoplasm/KALRN/KALRN-evaluation.md	scored	183	5830	False	False	Processed
KANK1	True	FULL_REEVALUATE	True	121	True	detail/nucleoplasm/KANK1/KANK1-evaluation.md	scored	182	5985	False	False	Processed
KASH5	True	FULL_REEVALUATE	True	121	True	detail/nuclear-envelope/KASH5/KASH5-evaluation.md	scored	181	5916	False	False	Processed
KCTD10	True	FULL_REEVALUATE	True	121	True	detail/nucleoplasm/KCTD10/KCTD10-evaluation.md	scored	180	5931	False	False	Processed
KCTD14	True	FULL_REEVALUATE	True	121	True	detail/nucleoplasm/KCTD14/KCTD14-evaluation.md	scored	177	5673	False	False	Processed
KCTD19	True	FULL_REEVALUATE	True	121	True	detail/nucleoplasm/KCTD19/KCTD19-evaluation.md	scored	172	4982	False	False	Processed
KCTD20	True	FULL_REEVALUATE	True	122	True	detail/nuclear-speckle/KCTD20/KCTD20-evaluation.md	scored	177	5834	False	False	Processed
KCTD9	True	FULL_REEVALUATE	True	122	True	detail/nucleoplasm/KCTD9/KCTD9-evaluation.md	scored	177	5671	False	False	Processed
KIAA0040	True	FULL_REEVALUATE	True	122	True	detail/nucleoplasm/KIAA0040/KIAA0040-evaluation.md	scored	174	5059	False	False	Processed
KIAA0408	True	FULL_REEVALUATE	True	122	True	detail/nucleoplasm/KIAA0408/KIAA0408-evaluation.md	scored	174	5190	False	False	Processed
KIAA1217	True	FULL_REEVALUATE	True	122	True	detail/nucleoplasm/KIAA1217/KIAA1217-evaluation.md	scored	178	5748	False	False	Processed
KIDINS220	True	FULL_REEVALUATE	True	123	True	detail/nucleoplasm/KIDINS220/KIDINS220-evaluation.md	scored	180	5695	False	False	Processed
KLHDC7A	True	FULL_REEVALUATE	True	123	True	detail/nuclear-speckle/KLHDC7A/KLHDC7A-evaluation.md	scored	171	5151	False	False	Processed
KLHL17	True	FULL_REEVALUATE	True	123	True	detail/nuclear-speckle/KLHL17/KLHL17-evaluation.md	scored	181	6029	False	False	Processed
KLHL18	True	FULL_REEVALUATE	True	123	True	detail/nuclear-speckle/KLHL18/KLHL18-evaluation.md	scored	178	5718	False	False	Processed
KLHL23	True	FULL_REEVALUATE	True	123	True	detail/nucleoplasm/KLHL23/KLHL23-evaluation.md	scored	178	5629	False	False	Processed
KLHL25	True	FULL_REEVALUATE	True	124	True	detail/nucleoplasm/KLHL25/KLHL25-evaluation.md	scored	179	5757	False	False	Processed
KLHL41	True	FULL_REEVALUATE	True	124	True	detail/nucleoplasm/KLHL41/KLHL41-evaluation.md	scored	184	6010	False	False	Processed
KLHL7	True	FULL_REEVALUATE	True	124	True	detail/nucleolus/KLHL7/KLHL7-evaluation.md	scored	183	5760	False	False	Processed
KLLN	True	FULL_REEVALUATE	True	124	True	detail/nucleolus/KLLN/KLLN-evaluation.md	scored	164	4340	False	False	Processed
KNSTRN	True	FULL_REEVALUATE	True	124	True	detail/chromatin/KNSTRN/KNSTRN-evaluation.md	scored	184	6193	False	False	Processed
KNTC1	True	FULL_REEVALUATE	True	125	True	detail/chromatin/KNTC1/KNTC1-evaluation.md	scored	184	5871	False	False	Processed
