batch_id	priority	gene	path	lines	nuclear_score	issue_count	missing_or_suspect_sources	needs_harvest	needs_reevaluation	recommended_action	state	reason
29	P0	WDR37	detail/rejected/WDR37/WDR37-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
29	P0	NFILZ	detail/rejected/NFILZ/NFILZ-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
29	P0	TPP2	detail/rejected/TPP2/TPP2-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
30	P0	PRR13	detail/rejected/PRR13/PRR13-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
30	P0	TSNAXIP1	detail/rejected/TSNAXIP1/TSNAXIP1-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
30	P0	KAZN	detail/rejected/KAZN/KAZN-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
30	P0	R3HDM2	detail/rejected/R3HDM2/R3HDM2-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
30	P0	FBLL1	detail/rejected/FBLL1/FBLL1-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
31	P0	ISOC2	detail/rejected/ISOC2/ISOC2-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
31	P0	KLHL22	detail/rejected/KLHL22/KLHL22-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
31	P0	MVB12A	detail/rejected/MVB12A/MVB12A-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
31	P0	Rasl2-9	detail/rejected/Rasl2-9/Rasl2-9-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
31	P0	PTTG2	detail/rejected/PTTG2/PTTG2-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
32	P0	Mfap1b	detail/rejected/Mfap1b/Mfap1b-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
32	P0	NUGGC	detail/rejected/NUGGC/NUGGC-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
32	P0	NACAD	detail/rejected/NACAD/NACAD-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
32	P0	STARD9	detail/rejected/STARD9/STARD9-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
32	P0	PITPNA	detail/rejected/PITPNA/PITPNA-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
33	P0	UBXN2A	detail/rejected/UBXN2A/UBXN2A-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
33	P0	OSBPL8	detail/rejected/OSBPL8/OSBPL8-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
33	P0	STRADB	detail/rejected/STRADB/STRADB-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
33	P0	TOR1B	detail/rejected/TOR1B/TOR1B-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
33	P0	Ifi214	detail/rejected/Ifi214/Ifi214-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
34	P0	NMRAL1	detail/rejected/NMRAL1/NMRAL1-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
34	P0	FANK1	detail/rejected/FANK1/FANK1-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
34	P0	KATNBL1	detail/rejected/KATNBL1/KATNBL1-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
34	P0	TEX55	detail/rejected/TEX55/TEX55-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
34	P0	EPM2A	detail/rejected/EPM2A/EPM2A-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
35	P0	EEF1AKMT2	detail/rejected/EEF1AKMT2/EEF1AKMT2-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
35	P0	KRCC1	detail/rejected/KRCC1/KRCC1-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
35	P0	RFPL1	detail/rejected/RFPL1/RFPL1-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
35	P0	NEMP2	detail/rejected/NEMP2/NEMP2-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
35	P0	GCHFR	detail/rejected/GCHFR/GCHFR-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
36	P0	ETV3L	detail/rejected/ETV3L/ETV3L-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
36	P0	TCF24	detail/rejected/TCF24/TCF24-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
36	P0	GCFC2	detail/rejected/GCFC2/GCFC2-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
36	P0	FSBP	detail/rejected/FSBP/FSBP-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
36	P0	KRI1	detail/rejected/KRI1/KRI1-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
37	P0	SEL1L2	detail/rejected/SEL1L2/SEL1L2-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
37	P0	KBTBD7	detail/rejected/KBTBD7/KBTBD7-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
37	P0	TCP10L	detail/rejected/TCP10L/TCP10L-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
37	P0	Isoc2b	detail/rejected/Isoc2b/Isoc2b-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
37	P0	DUX1	detail/rejected/DUX1/DUX1-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
38	P0	RITA1	detail/rejected/RITA1/RITA1-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
38	P0	ZNG1F	detail/rejected/ZNG1F/ZNG1F-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
38	P0	LANCL2	detail/rejected/LANCL2/LANCL2-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
38	P0	KBTBD6	detail/rejected/KBTBD6/KBTBD6-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
38	P0	Fbxw15	detail/rejected/Fbxw15/Fbxw15-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
39	P0	SSX2B	detail/rejected/SSX2B/SSX2B-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
39	P0	VEZT	detail/rejected/VEZT/VEZT-evaluation.md	49	0	8	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
39	P0	DENND4A	detail/rejected/DENND4A/DENND4A-evaluation.md	53	0	7	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
39	P0	DYNC1LI1	detail/rejected/DYNC1LI1/DYNC1LI1-evaluation.md	53	0	7	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
39	P0	DEPDC7	detail/rejected/DEPDC7/DEPDC7-evaluation.md	53	0	7	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
40	P0	FLII	detail/rejected/FLII/FLII-evaluation.md	54	0	7	HARVEST_FAILURE	True	True	REHARVEST_THEN_REEVALUATE	PENDING	False-absence reject (harvest failure)
