gene	category	status	lines	chars	risk	missing_fields	issues	has_packet_error	has_template	has_hpa	has_pubmed	has_alphafold	has_pdb	has_ppi	has_literature
DCTPP1	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DCUN1D1	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DCUN1D2	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DCUN1D4	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DDA1	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DDI2	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DDRGK1	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DDX19A	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DEDD2	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DEF8	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DEGS2	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DENND2C	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DENND4B	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DEPDC1B	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DERA	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DEXI	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DGKA	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DGKE	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DHDH	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DIAPH2	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DIAPH3	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DIMT1	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DISP3	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DLG3	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DLG4	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DLGAP4	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DLGAP5	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DLK2	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DMWD	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DMXL1	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DNAAF2	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DNAAF5	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DNTTIP2	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DOC2A	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DOCK1	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DOCK4	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DOLK	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DRC1	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DSEL	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DTD1	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DTWD1	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DTWD2	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DTX3	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DYNC1I1	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DYNLL1	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DYNLL2	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DYNLT3	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DYRK3	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
DYRK4	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
EAPP	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
ECPAS	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
ECT2L	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
EEF1AKMT3	rejected	rejected	11	194	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
EEF1D	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
EEF1E1	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
EEFSEC	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
EEPD1	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
EFCAB13	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
EFCAB6	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
EFCC1	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
EID1	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
EID2	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
EID3	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
EIPR1	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
ELFN1	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
ELFN2	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
ELMOD1	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
ELOC	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
EME2	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
EML3	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
ENDOV	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
ENOPH1	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
ENTREP3	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
EPB41	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
EPN1	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
EPN3	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
EQTN	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
ERAP1	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
ERCC8	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
ERGIC1	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
ERGIC2	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
ERI3	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
ERICH1	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
ERICH3	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
ERP29	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
ESF1	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
ETAA1	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
ETNK1	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
EVC2	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
EVI5	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
EXOC3L2	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
EYA4	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
F8A2	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FA2H	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FADS3	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FAM107A	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FAM107B	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FAM110C	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FAM111A	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FAM111B	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FAM114A1	rejected	rejected	11	192	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FAM120B	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FAM120C	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FAM124B	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FAM131B	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FAM133A	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FAM133B	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FAM13B	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FAM161A	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FAM168A	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FAM177A1	rejected	rejected	11	192	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FAM181B	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FAM186A	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FAM193A	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FAM20B	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FAM219A	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FAM222B	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FAM241B	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FAM50B	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FAM53A	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FAM78A	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FAM81A	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FAM98B	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FAM98C	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FAR2	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FBLIM1	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FBRS	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FBXL2	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FBXL21P	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FBXO10	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FBXO16	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FBXO25	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FBXO3	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FBXO31	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FBXO33	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FBXO34	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FBXO41	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FBXO44	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FBXO46	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FBXO5	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FBXO7	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FBXO8	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FBXW10B	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FBXW2	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FCF1	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FEM1B	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FERMT2	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FERRY3	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FGF11	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FGF14	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FHAD1	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FICD	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FIGN	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FILIP1L	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FKBP14	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FKBP3	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FKBP6	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FKBPL	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FKTN	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FLYWCH2	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FN3KRP	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FNDC3A	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FOXD4	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FOXD4L1	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
FOXD4L4	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
