gene	path	status	lines	source	report_claim	evidence_exists	evidence_type	evidence_path_or_source	embedded_in_report	mismatch_type	severity	recommended_action	needs_download	needs_embed	needs_report_text_fix	needs_manual_review	reason
FTSJ1	detail/nucleolus/FTSJ1/FTSJ1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
LLPH	detail/nucleolus/LLPH/LLPH-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
NSA2	detail/nucleolus/NSA2/NSA2-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
TNIP2	detail/nucleolus/TNIP2/TNIP2-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
NFKBIE	detail/nucleolus/NFKBIE/NFKBIE-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
CABLES2	detail/nucleolus/CABLES2/CABLES2-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
EBNA1BP2	detail/nucleolus/EBNA1BP2/EBNA1BP2-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
FOXR1	detail/nucleolus/FOXR1/FOXR1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
N4BP1	detail/nucleolus/N4BP1/N4BP1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
AKTIP	detail/nucleolus/AKTIP/AKTIP-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
TOE1	detail/nucleolus/TOE1/TOE1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
NWD1	detail/nucleolus/NWD1/NWD1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
WDR3	detail/nucleolus/WDR3/WDR3-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
DPH5	detail/nucleolus/DPH5/DPH5-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
ILF2	detail/nucleolus/ILF2/ILF2-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
PAPOLG	detail/nucleolus/PAPOLG/PAPOLG-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
TTC8	detail/nucleolus/TTC8/TTC8-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
TRMT10A	detail/nucleolus/TRMT10A/TRMT10A-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
RDM1	detail/nucleolus/RDM1/RDM1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
PWP2	detail/nucleolus/PWP2/PWP2-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
PIN4	detail/nucleolus/PIN4/PIN4-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
PHF2	detail/nucleolus/PHF2/PHF2-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
SAMD14	detail/nucleolus/SAMD14/SAMD14-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
SSBP3	detail/nucleolus/SSBP3/SSBP3-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
NIFK	detail/nucleolus/NIFK/NIFK-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
OARD1	detail/nucleolus/OARD1/OARD1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
NPM3	detail/nucleolus/NPM3/NPM3-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
DCTN3	detail/nucleolus/DCTN3/DCTN3-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
STAMBP	detail/nucleolus/STAMBP/STAMBP-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
TBL3	detail/nucleolus/TBL3/TBL3-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
OLA1	detail/nucleolus/OLA1/OLA1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
SUPT7L	detail/nucleolus/SUPT7L/SUPT7L-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
SDAD1	detail/nucleolus/SDAD1/SDAD1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
TIAM2	detail/nucleolus/TIAM2/TIAM2-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
TGS1	detail/nucleolus/TGS1/TGS1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
GEMIN5	detail/nucleolus/GEMIN5/GEMIN5-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
NPM2	detail/nucleolus/NPM2/NPM2-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
ABT1	detail/nucleolus/ABT1/ABT1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
TSPAN6	detail/nucleolus/TSPAN6/TSPAN6-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
SNAPIN	detail/nucleolus/SNAPIN/SNAPIN-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
PSPC1	detail/nucleolus/PSPC1/PSPC1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
TXNL4B	detail/nucleolus/TXNL4B/TXNL4B-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
YWHAH	detail/nucleolus/YWHAH/YWHAH-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
VWA5A	detail/nucleolus/VWA5A/VWA5A-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
NOSIP	detail/nucleolus/NOSIP/NOSIP-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
RIOX2	detail/nucleolus/RIOX2/RIOX2-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
THUMPD3	detail/nucleolus/THUMPD3/THUMPD3-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
URB1	detail/nucleolus/URB1/URB1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
ISG20L2	detail/nucleolus/ISG20L2/ISG20L2-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
ETV3	detail/nucleolus/ETV3/ETV3-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
TCF15	detail/nucleolus/TCF15/TCF15-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
TDRD3	detail/nucleolus/TDRD3/TDRD3-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
CRELD1	detail/nucleolus/CRELD1/CRELD1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
FOXR2	detail/nucleolus/FOXR2/FOXR2-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
G2E3	detail/nucleolus/G2E3/G2E3-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
TIFA	detail/nucleolus/TIFA/TIFA-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
AARSD1	detail/nuclear-envelope/AARSD1/AARSD1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
EOGT	detail/nuclear-envelope/EOGT/EOGT-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
SAMD4B	detail/nuclear-envelope/SAMD4B/SAMD4B-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
LEMD3	detail/nuclear-envelope/LEMD3/LEMD3-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
RESF1	detail/nuclear-envelope/RESF1/RESF1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
YAF2	detail/nuclear-envelope/YAF2/YAF2-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
LEMD2	detail/nuclear-envelope/LEMD2/LEMD2-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
TNFAIP2	detail/nuclear-envelope/TNFAIP2/TNFAIP2-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
ARL6IP6	detail/nuclear-envelope/ARL6IP6/ARL6IP6-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
NEMP1	detail/nuclear-envelope/NEMP1/NEMP1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
CERS5	detail/nuclear-envelope/CERS5/CERS5-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
SURF4	detail/nuclear-envelope/SURF4/SURF4-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
SAMSN1	detail/nuclear-envelope/SAMSN1/SAMSN1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
PHC1	detail/nuclear-envelope/PHC1/PHC1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
OTUD5	detail/nuclear-envelope/OTUD5/OTUD5-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
SUPT6H	detail/nuclear-envelope/SUPT6H/SUPT6H-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
NANOGP8	detail/nuclear-envelope/NANOGP8/NANOGP8-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
AMPD3	detail/nuclear-envelope/AMPD3/AMPD3-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
NDC1	detail/nuclear-envelope/NDC1/NDC1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
DMRTA2	detail/nucleoplasm/DMRTA2/DMRTA2-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
TAPT1	detail/nucleoplasm/TAPT1/TAPT1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
ARK2C	detail/nucleoplasm/ARK2C/ARK2C-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
CBFA2T2	detail/nucleoplasm/CBFA2T2/CBFA2T2-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
VAX1	detail/nucleoplasm/VAX1/VAX1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
EPB41L4A	detail/nucleoplasm/EPB41L4A/EPB41L4A-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
DBR1	detail/nucleoplasm/DBR1/DBR1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
HTATSF1	detail/nucleoplasm/HTATSF1/HTATSF1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
RPUSD2	detail/nucleoplasm/RPUSD2/RPUSD2-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
DNTT	detail/nucleoplasm/DNTT/DNTT-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
WBP4	detail/nucleoplasm/WBP4/WBP4-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
TLX2	detail/nucleoplasm/TLX2/TLX2-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
YEATS2	detail/nucleoplasm/YEATS2/YEATS2-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
RHOXF2	detail/nucleoplasm/RHOXF2/RHOXF2-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
HORMAD1	detail/nucleoplasm/HORMAD1/HORMAD1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
RDH8	detail/nucleoplasm/RDH8/RDH8-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
TTC3	detail/nucleoplasm/TTC3/TTC3-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
PAXBP1	detail/nucleoplasm/PAXBP1/PAXBP1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
SHPRH	detail/nucleoplasm/SHPRH/SHPRH-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
IRX6	detail/nucleoplasm/IRX6/IRX6-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
IRX1	detail/nucleoplasm/IRX1/IRX1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
RPUSD4	detail/nucleoplasm/RPUSD4/RPUSD4-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
USB1	detail/nucleoplasm/USB1/USB1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
PPWD1	detail/nucleoplasm/PPWD1/PPWD1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
YEATS4	detail/nucleoplasm/YEATS4/YEATS4-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
SPSB4	detail/nucleoplasm/SPSB4/SPSB4-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
CCDC92	detail/nucleoplasm/CCDC92/CCDC92-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
HS6ST1	detail/nucleoplasm/HS6ST1/HS6ST1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
IAH1	detail/nucleoplasm/IAH1/IAH1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
P3H2	detail/nucleoplasm/P3H2/P3H2-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
POU6F1	detail/nucleoplasm/POU6F1/POU6F1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
CSRNP2	detail/nucleoplasm/CSRNP2/CSRNP2-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
