gene	batch_id	current_path	current_status	current_lines	current_chars	was_in_recovery_master_queue	was_processed	was_committed	qa_pass	qa_fail_reason	old_status	new_status	old_score	new_score	needs_reharvest	harvest_completed	has_hpa	has_uniprot_go	has_pubmed_strict_broad	has_alphafold_plddt_pae	has_pdb_or_no_pdb_explanation	has_ppi	has_scoring_table	has_final_decision_reason	has_manual_review_note	has_forbidden_placeholders	has_packet_error_conclusion	has_one_line_no_nuclear_rejection	completion_status	reason
NOPCHAP1	21	detail/nuclear-envelope/NOPCHAP1/NOPCHAP1-evaluation.md	scored	167	4816	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=167 qa=False pkt=True
NOS1AP	21	detail/rejected/NOS1AP/NOS1AP-evaluation.md	rejected	185	6090	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=185 qa=False pkt=True
NPEPPS	21	detail/nucleoplasm/NPEPPS/NPEPPS-evaluation.md	scored	184	5710	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=184 qa=False pkt=True
NPTXR	21	detail/nucleoplasm/NPTXR/NPTXR-evaluation.md	scored	181	5921	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=181 qa=False pkt=True
NQO2	21	detail/rejected/NQO2/NQO2-evaluation.md	rejected	183	6025	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=183 qa=False pkt=True
NRARP	22	detail/nucleoplasm/NRARP/NRARP-evaluation.md	scored	170	5122	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=170 qa=False pkt=True
NRBF2	22	detail/nucleoplasm/NRBF2/NRBF2-evaluation.md	scored	174	5260	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=174 qa=False pkt=True
NRIP2	22	detail/rejected/NRIP2/NRIP2-evaluation.md	rejected	11	186	True	True	False	False		rejected	rejected	?	?	False	True	False	False	False	False	False	False	False	True	False	False	False	False	INCOMPLETE_SHORT_REPORT	lines=11 qa=False pkt=True
NSFL1C	22	detail/nucleoplasm/NSFL1C/NSFL1C-evaluation.md	scored	176	5625	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=176 qa=False pkt=True
NSMCE1	22	detail/nucleoplasm/NSMCE1/NSMCE1-evaluation.md	scored	175	5638	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=175 qa=False pkt=True
NSMCE3	23	detail/nucleoplasm/NSMCE3/NSMCE3-evaluation.md	scored	174	5555	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=174 qa=False pkt=True
NSMCE4A	23	detail/rejected/NSMCE4A/NSMCE4A-evaluation.md	rejected	11	190	True	True	False	False		rejected	rejected	?	?	False	True	False	False	False	False	False	False	False	True	False	False	False	False	INCOMPLETE_SHORT_REPORT	lines=11 qa=False pkt=True
NSRP1	23	detail/rejected/NSRP1/NSRP1-evaluation.md	rejected	11	186	True	True	False	False		rejected	rejected	?	?	False	True	False	False	False	False	False	False	False	True	False	False	False	False	INCOMPLETE_SHORT_REPORT	lines=11 qa=False pkt=True
NT5C1B	23	detail/nucleoplasm/NT5C1B/NT5C1B-evaluation.md	scored	171	5053	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=171 qa=False pkt=True
NT5C3A	23	detail/rejected/NT5C3A/NT5C3A-evaluation.md	rejected	11	188	True	True	False	False		rejected	rejected	?	?	False	True	False	False	False	False	False	False	False	True	False	False	False	False	INCOMPLETE_SHORT_REPORT	lines=11 qa=False pkt=True
NTMT1	24	detail/nucleoplasm/NTMT1/NTMT1-evaluation.md	scored	180	5771	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=180 qa=False pkt=True
NUAK2	24	detail/nucleoplasm/NUAK2/NUAK2-evaluation.md	scored	177	5296	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=177 qa=False pkt=True
NUBP1	24	detail/nucleoplasm/NUBP1/NUBP1-evaluation.md	scored	177	5854	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=177 qa=False pkt=True
NUTM2A	24	detail/nuclear-speckle/NUTM2A/NUTM2A-evaluation.md	scored	168	4809	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=168 qa=False pkt=True
NVL	24	detail/nucleolus/NVL/NVL-evaluation.md	scored	174	5504	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=174 qa=False pkt=True
NXN	25	detail/nucleoplasm/NXN/NXN-evaluation.md	scored	178	5533	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
NYAP2	25	detail/nucleoplasm/NYAP2/NYAP2-evaluation.md	scored	176	5880	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=176 qa=False pkt=True
Naa11	25	detail/nucleoplasm/Naa11/Naa11-evaluation.md	scored	184	5867	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=184 qa=False pkt=True
Nat8f3	25	detail/rejected/Nat8f3/Nat8f3-evaluation.md	rejected	155	3407	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=155 qa=False pkt=True
OAZ2	25	detail/nucleoplasm/OAZ2/OAZ2-evaluation.md	scored	175	5243	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=175 qa=False pkt=True
OAZ3	26	detail/nucleoplasm/OAZ3/OAZ3-evaluation.md	scored	183	5721	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=183 qa=False pkt=True
ODR4	26	detail/nucleoplasm/ODR4/ODR4-evaluation.md	scored	177	5450	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=177 qa=False pkt=True
OGFR	26	detail/nucleoplasm/OGFR/OGFR-evaluation.md	scored	176	5310	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=176 qa=False pkt=True
OPLAH	26	detail/nucleolus/OPLAH/OPLAH-evaluation.md	scored	177	5314	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=177 qa=False pkt=True
OSBPL10	26	detail/nucleoplasm/OSBPL10/OSBPL10-evaluation.md	scored	171	5549	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=171 qa=False pkt=True
OSBPL11	27	detail/nucleoplasm/OSBPL11/OSBPL11-evaluation.md	scored	173	5713	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=173 qa=False pkt=True
OSBPL1A	27	detail/nucleoplasm/OSBPL1A/OSBPL1A-evaluation.md	scored	174	5772	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=174 qa=False pkt=True
OSBPL3	27	detail/nuclear-envelope/OSBPL3/OSBPL3-evaluation.md	scored	183	6063	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=183 qa=False pkt=True
OSBPL7	27	detail/nuclear-envelope/OSBPL7/OSBPL7-evaluation.md	scored	180	5778	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=180 qa=False pkt=True
OSER1	27	detail/nuclear-speckle/OSER1/OSER1-evaluation.md	scored	171	5491	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=171 qa=False pkt=True
OSTM1	28	detail/nucleoplasm/OSTM1/OSTM1-evaluation.md	scored	179	5972	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=179 qa=False pkt=True
OTUD6B	28	detail/nucleoplasm/OTUD6B/OTUD6B-evaluation.md	scored	177	5655	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=177 qa=False pkt=True
OTULINL	28	detail/nuclear-envelope/OTULINL/OTULINL-evaluation.md	scored	176	5347	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=176 qa=False pkt=True
OVCA2	28	detail/nucleoplasm/OVCA2/OVCA2-evaluation.md	scored	171	4803	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=171 qa=False pkt=True
OXNAD1	28	detail/nucleoplasm/OXNAD1/OXNAD1-evaluation.md	scored	177	5687	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=177 qa=False pkt=True
Obox6	29	detail/rejected/Obox6/Obox6-evaluation.md	rejected	158	4051	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=158 qa=False pkt=True
Obox7	29	detail/rejected/Obox7/Obox7-evaluation.md	rejected	155	3396	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=155 qa=False pkt=True
Obox8	29	detail/rejected/Obox8/Obox8-evaluation.md	rejected	155	3486	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=155 qa=False pkt=True
P2RX6	29	detail/nucleoplasm/P2RX6/P2RX6-evaluation.md	scored	184	6100	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=184 qa=False pkt=True
PAAF1	29	detail/nucleoplasm/PAAF1/PAAF1-evaluation.md	scored	178	5557	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
PABIR1	30	detail/nuclear-speckle/PABIR1/PABIR1-evaluation.md	scored	167	4811	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=167 qa=False pkt=True
PABIR2	30	detail/nucleoplasm/PABIR2/PABIR2-evaluation.md	scored	164	4437	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=164 qa=False pkt=True
PABIR3	30	detail/nucleoplasm/PABIR3/PABIR3-evaluation.md	scored	164	4421	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=164 qa=False pkt=True
PABPC1L	30	detail/nuclear-speckle/PABPC1L/PABPC1L-evaluation.md	scored	181	5764	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=181 qa=False pkt=True
PACS1	30	detail/nucleoplasm/PACS1/PACS1-evaluation.md	scored	179	5680	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=179 qa=False pkt=True
PADI1	31	detail/nucleoplasm/PADI1/PADI1-evaluation.md	scored	173	5070	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=173 qa=False pkt=True
PADI3	31	detail/nucleoplasm/PADI3/PADI3-evaluation.md	scored	180	5872	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=180 qa=False pkt=True
PAFAH1B2	31	detail/nucleolus/PAFAH1B2/PAFAH1B2-evaluation.md	scored	184	6067	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=184 qa=False pkt=True
PAGE1	31	detail/nucleolus/PAGE1/PAGE1-evaluation.md	scored	177	5713	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=177 qa=False pkt=True
PAGE3	31	detail/nuclear-speckle/PAGE3/PAGE3-evaluation.md	scored	164	4637	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=164 qa=False pkt=True
PAGR1	32	detail/nucleoplasm/PAGR1/PAGR1-evaluation.md	scored	180	5679	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=180 qa=False pkt=True
PAK1IP1	32	detail/nucleolus/PAK1IP1/PAK1IP1-evaluation.md	scored	177	5808	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=177 qa=False pkt=True
PANO1	32	detail/nucleolus/PANO1/PANO1-evaluation.md	scored	155	3657	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=155 qa=False pkt=True
PAOX	32	detail/nucleoplasm/PAOX/PAOX-evaluation.md	scored	170	5002	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=170 qa=False pkt=True
PAPSS1	32	detail/nucleoplasm/PAPSS1/PAPSS1-evaluation.md	scored	178	6185	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
PASD1	33	detail/nuclear-speckle/PASD1/PASD1-evaluation.md	scored	171	4722	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=171 qa=False pkt=True
PATL2	33	detail/nucleoplasm/PATL2/PATL2-evaluation.md	scored	172	4869	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=172 qa=False pkt=True
PBOV1	33	detail/nucleoplasm/PBOV1/PBOV1-evaluation.md	scored	161	4467	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=161 qa=False pkt=True
PBXIP1	33	detail/nucleoplasm/PBXIP1/PBXIP1-evaluation.md	scored	182	5721	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=182 qa=False pkt=True
PCBD1	33	detail/nucleoplasm/PCBD1/PCBD1-evaluation.md	scored	179	5537	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=179 qa=False pkt=True
PCID2	34	detail/nuclear-envelope/PCID2/PCID2-evaluation.md	scored	180	5689	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=180 qa=False pkt=True
PCLAF	34	detail/nucleoplasm/PCLAF/PCLAF-evaluation.md	scored	176	5656	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=176 qa=False pkt=True
PCLO	34	detail/rejected/PCLO/PCLO-evaluation.md	rejected	184	5955	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=184 qa=False pkt=True
PCP4L1	34	detail/nucleoplasm/PCP4L1/PCP4L1-evaluation.md	scored	169	4786	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=169 qa=False pkt=True
PCYT1A	34	detail/nuclear-envelope/PCYT1A/PCYT1A-evaluation.md	scored	182	5976	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=182 qa=False pkt=True
PDLIM4	35	detail/nucleoplasm/PDLIM4/PDLIM4-evaluation.md	scored	184	6270	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=184 qa=False pkt=True
PDZD7	35	detail/nucleoplasm/PDZD7/PDZD7-evaluation.md	scored	184	6021	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=184 qa=False pkt=True
PELI1	35	detail/nucleoplasm/PELI1/PELI1-evaluation.md	scored	180	5785	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=180 qa=False pkt=True
PERM1	35	detail/nuclear-speckle/PERM1/PERM1-evaluation.md	scored	169	4890	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=169 qa=False pkt=True
PHF3	35	detail/nucleoplasm/PHF3/PHF3-evaluation.md	scored	177	5544	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=177 qa=False pkt=True
PHOSPHO2	36	detail/nucleoplasm/PHOSPHO2/PHOSPHO2-evaluation.md	scored	168	5387	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=168 qa=False pkt=True
PHPT1	36	detail/nuclear-speckle/PHPT1/PHPT1-evaluation.md	scored	182	5768	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=182 qa=False pkt=True
PHTF1	36	detail/nuclear-speckle/PHTF1/PHTF1-evaluation.md	scored	176	5594	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=176 qa=False pkt=True
PHTF2	36	detail/nucleoplasm/PHTF2/PHTF2-evaluation.md	scored	178	5623	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
PHYHD1	36	detail/nuclear-speckle/PHYHD1/PHYHD1-evaluation.md	scored	166	5019	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=166 qa=False pkt=True
PHYHIP	37	detail/nucleoplasm/PHYHIP/PHYHIP-evaluation.md	scored	177	5680	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=177 qa=False pkt=True
PIERCE1	37	detail/nucleoplasm/PIERCE1/PIERCE1-evaluation.md	scored	173	5071	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=173 qa=False pkt=True
PIGX	37	detail/nucleoplasm/PIGX/PIGX-evaluation.md	scored	170	5343	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=170 qa=False pkt=True
PIH1D1	37	detail/nucleolus/PIH1D1/PIH1D1-evaluation.md	scored	183	5568	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=183 qa=False pkt=True
PIMREG	37	detail/nucleolus/PIMREG/PIMREG-evaluation.md	scored	178	5711	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
PITPNC1	38	detail/nucleoplasm/PITPNC1/PITPNC1-evaluation.md	scored	179	5687	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=179 qa=False pkt=True
PJA1	38	detail/nucleoplasm/PJA1/PJA1-evaluation.md	scored	177	5486	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=177 qa=False pkt=True
PKN3	38	detail/nucleoplasm/PKN3/PKN3-evaluation.md	scored	180	5512	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=180 qa=False pkt=True
PKP1	38	detail/rejected/PKP1/PKP1-evaluation.md	rejected	184	5863	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=184 qa=False pkt=True
PKP3	38	detail/nucleoplasm/PKP3/PKP3-evaluation.md	scored	184	5903	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=184 qa=False pkt=True
PLA2G4C	39	detail/nuclear-envelope/PLA2G4C/PLA2G4C-evaluation.md	scored	176	5321	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=176 qa=False pkt=True
PLAA	39	detail/nucleoplasm/PLAA/PLAA-evaluation.md	scored	181	5844	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=181 qa=False pkt=True
PLAAT1	39	detail/nuclear-envelope/PLAAT1/PLAAT1-evaluation.md	scored	184	5769	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=184 qa=False pkt=True
PLAAT5	39	detail/nucleoplasm/PLAAT5/PLAAT5-evaluation.md	scored	171	4873	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=171 qa=False pkt=True
PLCD4	39	detail/nucleoplasm/PLCD4/PLCD4-evaluation.md	scored	181	6097	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=181 qa=False pkt=True
PLCZ1	40	detail/nucleolus/PLCZ1/PLCZ1-evaluation.md	scored	183	5927	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=183 qa=False pkt=True
PLEK	40	detail/nucleoplasm/PLEK/PLEK-evaluation.md	scored	182	5728	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=182 qa=False pkt=True
PLEKHA1	40	detail/nucleoplasm/PLEKHA1/PLEKHA1-evaluation.md	scored	182	6030	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=182 qa=False pkt=True
PLEKHA5	40	detail/nucleoplasm/PLEKHA5/PLEKHA5-evaluation.md	scored	181	5678	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=181 qa=False pkt=True
PLEKHA8	40	detail/nucleoplasm/PLEKHA8/PLEKHA8-evaluation.md	scored	178	5660	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
PLEKHG4B	41	detail/nucleoplasm/PLEKHG4B/PLEKHG4B-evaluation.md	scored	181	5799	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=181 qa=False pkt=True
