gene	category	status	report_path	mismatch_type	risk	report_claim	actual_evidence	packet_evidence	source_checked	candidates	local_files	action_suggestion	notes
ESPL1	nucleoplasm	scored	detail/nucleoplasm/ESPL1/ESPL1-evaluation.md	NO_DATA	HIGH	 scored ---  > AlphaFold PAE: 暂无数据或未提供可用 PAE 图；结构判断基于 AlphaFold/PDB 可用记录。 ## ESPL1 核蛋白评估报告（HPA复核救回）  **救回原因**: 原始评	local_IF=2 local_PAE=0	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
EVX1	nucleoplasm	scored	detail/nucleoplasm/EVX1/EVX1-evaluation.md	NO_DATA	HIGH	 scored ---  > AlphaFold PAE: 暂无数据或未提供可用 PAE 图；结构判断基于 AlphaFold/PDB 可用记录。 ## EVX1 核蛋白评估报告（HPA复核救回）  **救回原因**: 原始评分	local_IF=2 local_PAE=0	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
EVX2	nucleoplasm	scored	detail/nucleoplasm/EVX2/EVX2-evaluation.md	NO_DATA	MED	*:  > > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。HPA 标注 Nuclear bodies + Nucleoplasm。 	local_IF=0 local_PAE=1		packet+local	0	0	GENUINE_ABSENCE	
EVX2	nucleoplasm	scored	detail/nucleoplasm/EVX2/EVX2-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。HPA 标注 Nuclear bodies + Nucleoplasm。  #### 3.1 核定位证据  | 来源 	local_IF=0 local_PAE=1		packet+local	0	0	GENUINE_ABSENCE	
FANCM	nucleoplasm	scored	detail/nucleoplasm/FANCM/FANCM-evaluation.md	NO_DATA	HIGH	 scored ---  > AlphaFold PAE: 暂无数据或未提供可用 PAE 图；结构判断基于 AlphaFold/PDB 可用记录。 ## FANCM 核蛋白评估报告（HPA复核救回）  **救回原因**: 原始评	local_IF=2 local_PAE=0	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FBXL19	nucleoplasm	scored	detail/nucleoplasm/FBXL19/FBXL19-evaluation.md	NO_DATA	HIGH	plasm。核定位得分 8/10。  **IF 图片**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO 注释。  #### 3.2 蛋白大小评估 - 694 aa - 大小适宜性	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FBXL19	nucleoplasm	scored	detail/nucleoplasm/FBXL19/FBXL19-evaluation.md	PENDING	HIGH	。核定位得分 8/10。  **IF 图片**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO 注释。  #### 3.2 蛋白大小评估 - 694 aa - 大小适宜性评分：10/10  **评价**: 694 	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FBXL3	nucleoplasm	scored	detail/nucleoplasm/FBXL3/FBXL3-evaluation.md	NO_DATA	MED	*:  > > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。UniProt 标注 "Predominantly nuclear"。  	local_IF=0 local_PAE=1		packet+local	0	0	GENUINE_ABSENCE	
FBXL3	nucleoplasm	scored	detail/nucleoplasm/FBXL3/FBXL3-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。UniProt 标注 "Predominantly nuclear"。  #### 3.1 核定位证据  | 来源 |	local_IF=0 local_PAE=1		packet+local	0	0	GENUINE_ABSENCE	
FBXL3	nucleoplasm	scored	detail/nucleoplasm/FBXL3/FBXL3-evaluation.md	NO_IF	MED	iss-Prot) | | Protein Atlas | 无 IF 数据 | — | | GO Annotation | Nuclear body, Nucleus, SCF ubiquitin ligase complex 	local_IF=0 local_PAE=1		packet+local	0	0	GENUINE_ABSENCE	
FBXL4	nucleoplasm	scored	detail/nucleoplasm/FBXL4/FBXL4-evaluation.md	NO_DATA	HIGH	| 🔴 核定位特异性 | 7/10 | x4 | 28 | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | | 📏 蛋白大小 | 10/10 | x1 | 10 | 621 aa	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FBXL4	nucleoplasm	scored	detail/nucleoplasm/FBXL4/FBXL4-evaluation.md	NO_DATA	HIGH	----|------|--------| | HPA | 暂无数据 | Tier1 | | UniProt | , ,  | — |  **结论**: 暂无数据（Pending cell analysis），核定位基于 Uni	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FBXL4	nucleoplasm	scored	detail/nucleoplasm/FBXL4/FBXL4-evaluation.md	NO_DATA	HIGH	UniProt | , ,  | — |  **结论**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。核定位得分 7/10。  #### 3.2 蛋白大小评估 - 621 aa	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FBXL4	nucleoplasm	scored	detail/nucleoplasm/FBXL4/FBXL4-evaluation.md	PENDING	HIGH	定位特异性 | 7/10 | x4 | 28 | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | | 📏 蛋白大小 | 10/10 | x1 | 10 | 621 aa | | 🆕 研究新颖性 | 6/10 | 	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FBXL4	nucleoplasm	scored	detail/nucleoplasm/FBXL4/FBXL4-evaluation.md	PENDING	HIGH	ot | , ,  | — |  **结论**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。核定位得分 7/10。  #### 3.2 蛋白大小评估 - 621 aa - 大小适宜性评分：10/10  **评价	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FBXL5	nucleoplasm	scored	detail/nucleoplasm/FBXL5/FBXL5-evaluation.md	NO_IF	MED	1 和 NABP2 以调控转录和 DNA 损伤应答。HPA 无 IF 数据。FBXL5 的亚细胞分布可能受铁水平和氧化还原状态调控。评分 7/10。  #### 3.2 蛋白大小评估  691 aa (78.6 kDa)，位于各	local_IF=0 local_PAE=1	 PAE_URL exists	packet+local	0	0	GENUINE_ABSENCE	
FBXO2	nucleoplasm	scored	detail/nucleoplasm/FBXO2/FBXO2-evaluation.md	NO_DATA	HIGH	 scored ---  > AlphaFold PAE: 暂无数据或未提供可用 PAE 图；结构判断基于 AlphaFold/PDB 可用记录。 ## FBXO2 核蛋白评估报告（HPA复核救回）  **救回原因**: 原始评	local_IF=2 local_PAE=0	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FBXO22	nucleoplasm	scored	detail/nucleoplasm/FBXO22/FBXO22-evaluation.md	IF_UNAVAIL	LOW	ac.uk/intact/  **HPA IF 状态**: IF unavailable — HPA 暂无 IF 原图数据。核定位基于 UniProt + GO-CC。 	local_IF=0 local_PAE=1	 PAE_URL exists	packet+local	0	0	GENUINE_ABSENCE	
FBXO22	nucleoplasm	scored	detail/nucleoplasm/FBXO22/FBXO22-evaluation.md	NO_IMAGE	MED	Protein Atlas (IF) | 暂无IF数据 | no_image_detected |  **结论**: FBXO22 UniProt实验证据 (ECO:0000269) 支持 Nucleus + Cytoplasm 双定位。作为SCF E3	local_IF=0 local_PAE=1	 PAE_URL exists	packet+local	0	0	GENUINE_ABSENCE	
FBXO22	nucleoplasm	scored	detail/nucleoplasm/FBXO22/FBXO22-evaluation.md	NO_IF	MED	ell | | Protein Atlas (IF) | 暂无IF数据 | no_image_detected |  **结论**: FBXO22 UniProt实验证据 (ECO:0000269) 支持 Nucleus + 	local_IF=0 local_PAE=1	 PAE_URL exists	packet+local	0	0	GENUINE_ABSENCE	
FBXO22	nucleoplasm	scored	detail/nucleoplasm/FBXO22/FBXO22-evaluation.md	NO_IF	MED	F 状态**: IF unavailable — HPA 暂无 IF 原图数据。核定位基于 UniProt + GO-CC。 	local_IF=0 local_PAE=1	 PAE_URL exists	packet+local	0	0	GENUINE_ABSENCE	
FBXO28	nucleoplasm	scored	detail/nucleoplasm/FBXO28/FBXO28-evaluation.md	NO_DATA	HIGH	| 🔴 核定位特异性 | 7/10 | x4 | 28 | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | | 📏 蛋白大小 | 10/10 | x1 | 10 | 368 aa	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FBXO28	nucleoplasm	scored	detail/nucleoplasm/FBXO28/FBXO28-evaluation.md	NO_DATA	HIGH	----|------|--------| | HPA | 暂无数据 | Tier1 | | UniProt | , ,  | — |  **结论**: 暂无数据（Pending cell analysis），核定位基于 Uni	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FBXO28	nucleoplasm	scored	detail/nucleoplasm/FBXO28/FBXO28-evaluation.md	NO_DATA	HIGH	UniProt | , ,  | — |  **结论**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。核定位得分 7/10。  #### 3.2 蛋白大小评估 - 368 aa	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FBXO28	nucleoplasm	scored	detail/nucleoplasm/FBXO28/FBXO28-evaluation.md	PENDING	HIGH	定位特异性 | 7/10 | x4 | 28 | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | | 📏 蛋白大小 | 10/10 | x1 | 10 | 368 aa | | 🆕 研究新颖性 | 8/10 | 	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FBXO28	nucleoplasm	scored	detail/nucleoplasm/FBXO28/FBXO28-evaluation.md	PENDING	HIGH	ot | , ,  | — |  **结论**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。核定位得分 7/10。  #### 3.2 蛋白大小评估 - 368 aa - 大小适宜性评分：10/10  **评价	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FBXO4	nucleoplasm	scored	detail/nucleoplasm/FBXO4/FBXO4-evaluation.md	NO_DATA	HIGH	 scored ---  > AlphaFold PAE: 暂无数据或未提供可用 PAE 图；结构判断基于 AlphaFold/PDB 可用记录。 ## FBXO4 核蛋白评估报告（HPA复核救回）  **救回原因**: 原始评	local_IF=2 local_PAE=0	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FBXO42	nucleoplasm	scored	detail/nucleoplasm/FBXO42/FBXO42-evaluation.md	NO_DATA	HIGH	eoplasm | Tier1 | | UniProt | 暂无数据 | — |  **结论**: HPA 标注: Nucleoplasm。核定位得分 7/10。  #### 3.2 蛋白大小评估 - 717 aa - 大小适宜	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FBXW11	nucleoplasm	scored	detail/nucleoplasm/FBXW11/FBXW11-evaluation.md	NO_DATA	HIGH	 scored ---  > AlphaFold PAE: 暂无数据或未提供可用 PAE 图；结构判断基于 AlphaFold/PDB 可用记录。 ## FBXW11 核蛋白评估报告（HPA复核救回）  **救回原因**: 原始	local_IF=2 local_PAE=0	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FGGY	nucleoplasm	scored	detail/nucleoplasm/FGGY/FGGY-evaluation.md	NO_DATA	HIGH	| 🔴 核定位特异性 | 7/10 | x4 | 28 | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | | 📏 蛋白大小 | 10/10 | x1 | 10 | 551 aa	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FGGY	nucleoplasm	scored	detail/nucleoplasm/FGGY/FGGY-evaluation.md	NO_DATA	HIGH	----|------|--------| | HPA | 暂无数据 | Tier1 | | UniProt | 暂无数据 | — |  **结论**: 暂无数据（Pending cell analysis），核定位基于 Uni	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FGGY	nucleoplasm	scored	detail/nucleoplasm/FGGY/FGGY-evaluation.md	NO_DATA	HIGH	 | 暂无数据 | Tier1 | | UniProt | 暂无数据 | — |  **结论**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。核定位得分 7/10。  ####	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FGGY	nucleoplasm	scored	detail/nucleoplasm/FGGY/FGGY-evaluation.md	NO_DATA	HIGH	UniProt | 暂无数据 | — |  **结论**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。核定位得分 7/10。  #### 3.2 蛋白大小评估 - 551 aa	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FGGY	nucleoplasm	scored	detail/nucleoplasm/FGGY/FGGY-evaluation.md	PENDING	HIGH	定位特异性 | 7/10 | x4 | 28 | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | | 📏 蛋白大小 | 10/10 | x1 | 10 | 551 aa | | 🆕 研究新颖性 | 10/10 |	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FGGY	nucleoplasm	scored	detail/nucleoplasm/FGGY/FGGY-evaluation.md	PENDING	HIGH	ot | 暂无数据 | — |  **结论**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。核定位得分 7/10。  #### 3.2 蛋白大小评估 - 551 aa - 大小适宜性评分：10/10  **评价	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FHL5	nucleoplasm	scored	detail/nucleoplasm/FHL5/FHL5-evaluation.md	NO_IMAGE	MED	Protein Atlas (IF) | 暂无IF数据 | no_image_detected |  **结论**: FHL5 UniProt实验证据 (ECO:0000269) 支持Nucleus定位。作为CREM转录因子的转录共激活子 (在睾丸中称为	local_IF=0 local_PAE=1	 PAE_URL exists	packet+local	0	0	GENUINE_ABSENCE	
FHL5	nucleoplasm	scored	detail/nucleoplasm/FHL5/FHL5-evaluation.md	NO_IF	MED	ral | | Protein Atlas (IF) | 暂无IF数据 | no_image_detected |  **结论**: FHL5 UniProt实验证据 (ECO:0000269) 支持Nucleus定位。作为C	local_IF=0 local_PAE=1	 PAE_URL exists	packet+local	0	0	GENUINE_ABSENCE	
FHL5	nucleoplasm	scored	detail/nucleoplasm/FHL5/FHL5-evaluation.md	NO_IF	MED	rict=42篇)，但TE调控相关研究几乎为零 3. HPA无IF数据 4. 同时定位于Z disc，非核功能 (actin-binding) 可能confound研究 5. CREM非TE特异性转录因子，FHL5-CREM对	local_IF=0 local_PAE=1	 PAE_URL exists	packet+local	0	0	GENUINE_ABSENCE	
FIGNL1	nucleoplasm	scored	detail/nucleoplasm/FIGNL1/FIGNL1-evaluation.md	NO_DATA	MED	*:  > > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。HPA 标注 Nucleoplasm。  #### 3.1 核定位证据  	local_IF=0 local_PAE=1		packet+local	0	0	GENUINE_ABSENCE	
FIGNL1	nucleoplasm	scored	detail/nucleoplasm/FIGNL1/FIGNL1-evaluation.md	PENDING	MED	 > **Protein Atlas IF**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。HPA 标注 Nucleoplasm。  #### 3.1 核定位证据  | 来源 | 定位 | 可信度 | |---	local_IF=0 local_PAE=1		packet+local	0	0	GENUINE_ABSENCE	
FMN1	nucleoplasm	scored	detail/nucleoplasm/FMN1/FMN1-evaluation.md	NO_DATA	HIGH	| 🔴 核定位特异性 | 7/10 | x4 | 28 | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | | 📏 蛋白大小 | 5/10 | x1 | 5 | 1419 aa 	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FMN1	nucleoplasm	scored	detail/nucleoplasm/FMN1/FMN1-evaluation.md	NO_DATA	HIGH	----|------|--------| | HPA | 暂无数据 | Tier1 | | UniProt | , , ,  | — |  **结论**: 暂无数据（Pending cell analysis），核定位基于 U	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FMN1	nucleoplasm	scored	detail/nucleoplasm/FMN1/FMN1-evaluation.md	NO_DATA	HIGH	iProt | , , ,  | — |  **结论**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。核定位得分 7/10。  #### 3.2 蛋白大小评估 - 1419 a	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FMN1	nucleoplasm	scored	detail/nucleoplasm/FMN1/FMN1-evaluation.md	PENDING	HIGH	定位特异性 | 7/10 | x4 | 28 | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | | 📏 蛋白大小 | 5/10 | x1 | 5 | 1419 aa | | 🆕 研究新颖性 | 4/10 | x	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FMN1	nucleoplasm	scored	detail/nucleoplasm/FMN1/FMN1-evaluation.md	PENDING	HIGH	 | , , ,  | — |  **结论**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。核定位得分 7/10。  #### 3.2 蛋白大小评估 - 1419 aa - 大小适宜性评分：5/10  **评价	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FOXB1	nucleoplasm	scored	detail/nucleoplasm/FOXB1/FOXB1-evaluation.md	NO_DATA	HIGH	| 🔴 核定位特异性 | 7/10 | x4 | 28 | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | | 📏 蛋白大小 | 10/10 | x1 | 10 | 325 aa	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FOXB1	nucleoplasm	scored	detail/nucleoplasm/FOXB1/FOXB1-evaluation.md	NO_DATA	HIGH	----|------|--------| | HPA | 暂无数据 | Tier1 | | UniProt |  | — |  **结论**: 暂无数据（Pending cell analysis），核定位基于 UniProt	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FOXB1	nucleoplasm	scored	detail/nucleoplasm/FOXB1/FOXB1-evaluation.md	NO_DATA	HIGH	| | UniProt |  | — |  **结论**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。核定位得分 7/10。  #### 3.2 蛋白大小评估 - 325 aa	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FOXB1	nucleoplasm	scored	detail/nucleoplasm/FOXB1/FOXB1-evaluation.md	PENDING	HIGH	定位特异性 | 7/10 | x4 | 28 | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | | 📏 蛋白大小 | 10/10 | x1 | 10 | 325 aa | | 🆕 研究新颖性 | 10/10 |	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FOXB1	nucleoplasm	scored	detail/nucleoplasm/FOXB1/FOXB1-evaluation.md	PENDING	HIGH	niProt |  | — |  **结论**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。核定位得分 7/10。  #### 3.2 蛋白大小评估 - 325 aa - 大小适宜性评分：10/10  **评价	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FOXB2	nucleoplasm	scored	detail/nucleoplasm/FOXB2/FOXB2-evaluation.md	NO_IMAGE	MED	: 暂无 HPA IF 数据 (image_status: no_image_detected)。FOXB2 在 Protein Atlas 中无可用的免疫荧光图像。  **PAE 图像**: ![[Projects/TEreg-finding/prot	local_IF=0 local_PAE=1	 PAE_URL exists	packet+local	0	0	GENUINE_ABSENCE	
FOXI2	nucleoplasm	scored	detail/nucleoplasm/FOXI2/FOXI2-evaluation.md	NO_IMAGE	MED	: 暂无 HPA IF 数据 (image_status: no_image_detected)。FOXI2 在 Protein Atlas 中无可用的免疫荧光图像。  **PAE 图像**: ![[Projects/TEreg-finding/prot	local_IF=0 local_PAE=1	 PAE_URL exists	packet+local	0	0	GENUINE_ABSENCE	
FOXJ3	nucleoplasm	scored	detail/nucleoplasm/FOXJ3/FOXJ3-evaluation.md	NO_DATA	HIGH	plasm。核定位得分 8/10。  **IF 图片**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO 注释。  #### 3.2 蛋白大小评估 - 622 aa - 大小适宜性	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FOXJ3	nucleoplasm	scored	detail/nucleoplasm/FOXJ3/FOXJ3-evaluation.md	PENDING	HIGH	。核定位得分 8/10。  **IF 图片**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO 注释。  #### 3.2 蛋白大小评估 - 622 aa - 大小适宜性评分：10/10  **评价**: 622 	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FOXK2	nucleoplasm	scored	detail/nucleoplasm/FOXK2/FOXK2-evaluation.md	NO_DATA	HIGH	plasm。核定位得分 8/10。  **IF 图片**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO 注释。  #### 3.2 蛋白大小评估 - 660 aa - 大小适宜性	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FOXK2	nucleoplasm	scored	detail/nucleoplasm/FOXK2/FOXK2-evaluation.md	PENDING	HIGH	。核定位得分 8/10。  **IF 图片**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO 注释。  #### 3.2 蛋白大小评估 - 660 aa - 大小适宜性评分：10/10  **评价**: 660 	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FOXN2	nucleoplasm	scored	detail/nucleoplasm/FOXN2/FOXN2-evaluation.md	NO_DATA	HIGH	 scored ---  > AlphaFold PAE: 暂无数据或未提供可用 PAE 图；结构判断基于 AlphaFold/PDB 可用记录。 ## FOXN2 核蛋白评估报告（HPA复核救回）  **救回原因**: 原始评	local_IF=2 local_PAE=0	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FOXN3	nucleoplasm	scored	detail/nucleoplasm/FOXN3/FOXN3-evaluation.md	NO_DATA	HIGH	plasm。核定位得分 8/10。  **IF 图片**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO 注释。  #### 3.2 蛋白大小评估 - 490 aa - 大小适宜性	local_IF=1 local_PAE=1	 LOCAL_IF=1	packet+local	0	1	EMBED_LOCAL	
FOXN3	nucleoplasm	scored	detail/nucleoplasm/FOXN3/FOXN3-evaluation.md	PENDING	HIGH	。核定位得分 8/10。  **IF 图片**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO 注释。  #### 3.2 蛋白大小评估 - 490 aa - 大小适宜性评分：10/10  **评价**: 490 	local_IF=1 local_PAE=1	 LOCAL_IF=1	packet+local	0	1	EMBED_LOCAL	
FOXN4	nucleoplasm	scored	detail/nucleoplasm/FOXN4/FOXN4-evaluation.md	NO_DATA	HIGH	| 🔴 核定位特异性 | 7/10 | x4 | 28 | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | | 📏 蛋白大小 | 10/10 | x1 | 10 | 517 aa	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FOXN4	nucleoplasm	scored	detail/nucleoplasm/FOXN4/FOXN4-evaluation.md	NO_DATA	HIGH	----|------|--------| | HPA | 暂无数据 | Tier1 | | UniProt |  | — |  **结论**: 暂无数据（Pending cell analysis），核定位基于 UniProt	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FOXN4	nucleoplasm	scored	detail/nucleoplasm/FOXN4/FOXN4-evaluation.md	NO_DATA	HIGH	| | UniProt |  | — |  **结论**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。核定位得分 7/10。  #### 3.2 蛋白大小评估 - 517 aa	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FOXN4	nucleoplasm	scored	detail/nucleoplasm/FOXN4/FOXN4-evaluation.md	PENDING	HIGH	定位特异性 | 7/10 | x4 | 28 | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | | 📏 蛋白大小 | 10/10 | x1 | 10 | 517 aa | | 🆕 研究新颖性 | 8/10 | 	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FOXN4	nucleoplasm	scored	detail/nucleoplasm/FOXN4/FOXN4-evaluation.md	PENDING	HIGH	niProt |  | — |  **结论**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO。核定位得分 7/10。  #### 3.2 蛋白大小评估 - 517 aa - 大小适宜性评分：10/10  **评价	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FOXO3B	nucleoplasm	scored	detail/nucleoplasm/FOXO3B/FOXO3B-evaluation.md	IF_UNAVAIL	LOW	t/A0A2Z4LIS9/  **HPA IF 状态**: IF unavailable — HPA 暂无 IF 原图数据。核定位基于 UniProt + GO-CC。 	local_IF=0 local_PAE=1	 PAE_URL exists	packet+local	0	0	GENUINE_ABSENCE	
FOXO3B	nucleoplasm	scored	detail/nucleoplasm/FOXO3B/FOXO3B-evaluation.md	NO_IF	MED	F 状态**: IF unavailable — HPA 暂无 IF 原图数据。核定位基于 UniProt + GO-CC。 	local_IF=0 local_PAE=1	 PAE_URL exists	packet+local	0	0	GENUINE_ABSENCE	
FOXS1	nucleoplasm	scored	detail/nucleoplasm/FOXS1/FOXS1-evaluation.md	NO_DATA	HIGH	 scored ---  > AlphaFold PAE: 暂无数据或未提供可用 PAE 图；结构判断基于 AlphaFold/PDB 可用记录。 ## FOXS1 核蛋白评估报告（HPA复核救回）  **救回原因**: 原始评	local_IF=2 local_PAE=0	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FRK	nucleoplasm	scored	detail/nucleoplasm/FRK/FRK-evaluation.md	NO_DATA	HIGH	 scored ---  > AlphaFold PAE: 暂无数据或未提供可用 PAE 图；结构判断基于 AlphaFold/PDB 可用记录。 ## FRK 核蛋白评估报告（HPA复核救回）  **救回原因**: 原始评分误	local_IF=2 local_PAE=0	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FTSJ3	nucleoplasm	scored	detail/nucleoplasm/FTSJ3/FTSJ3-evaluation.md	NO_DATA	HIGH	plasm。核定位得分 8/10。  **IF 图片**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO 注释。  #### 3.2 蛋白大小评估 - 847 aa - 大小适宜性	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FTSJ3	nucleoplasm	scored	detail/nucleoplasm/FTSJ3/FTSJ3-evaluation.md	PENDING	HIGH	。核定位得分 8/10。  **IF 图片**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO 注释。  #### 3.2 蛋白大小评估 - 847 aa - 大小适宜性评分：8/10  **评价**: 847 a	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FUBP3	nucleoplasm	scored	detail/nucleoplasm/FUBP3/FUBP3-evaluation.md	NO_DATA	HIGH	plasm。核定位得分 8/10。  **IF 图片**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO 注释。  #### 3.2 蛋白大小评估 - 572 aa - 大小适宜性	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
FUBP3	nucleoplasm	scored	detail/nucleoplasm/FUBP3/FUBP3-evaluation.md	PENDING	HIGH	。核定位得分 8/10。  **IF 图片**: 暂无数据（Pending cell analysis），核定位基于 UniProt + GO 注释。  #### 3.2 蛋白大小评估 - 572 aa - 大小适宜性评分：10/10  **评价**: 572 	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
