gene	category	status	wc	risk	has_score	has_hpa	has_if_embed	has_if_files	has_pae_embed	has_pae_file	has_af_plddt	has_pdb	has_domain	has_ppi_table	has_string	has_intact	has_pubmed	has_literature	has_formula	suspicious
C16orf46	nucleoplasm	scored	157	HIGH	True	True	False	False	False	False	True	False	True	False	True	True	True	False	True	SHORT;NO_IF;NO_PAE;NO_PDB;NO_PPI_TABLE;NO_LIT;LAZY
CADM4	nucleoplasm	scored	661	MED	True	True	True	True	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_PAE;NO_PUBMED;LAZY
CAMK1D	nucleoplasm	scored	598	HIGH	True	True	False	False	False	False	False	True	True	True	True	True	False	True	True	SHORT;NO_IF;NO_PAE;NO_pLDDT;NO_PUBMED
CAMTA2	nucleoplasm	scored	1115	MED	True	True	True	True	False	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
CAPZB	nucleoplasm	scored	664	MED	True	True	True	True	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_PAE;NO_PUBMED;LAZY
CBFA2T2	nucleoplasm	scored	1294	MED	True	True	True	True	False	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
CCAR1	nucleoplasm	scored	768	HIGH	True	True	True	True	False	False	False	True	True	False	True	True	False	True	True	SHORT;NO_PAE;NO_pLDDT;NO_PPI_TABLE;NO_PUBMED;LAZY
CCDC137	nucleoplasm	scored	977	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED;LAZY
CCDC174	nucleoplasm	scored	1033	MED	True	True	True	True	False	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
CCDC82	nucleoplasm	scored	906	MED	True	True	True	True	False	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
CCDC85C	nucleoplasm	scored	1151	MED	True	True	True	True	False	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
CCDC86	nucleoplasm	scored	1117	MED	True	True	True	True	False	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
CCDC88A	nucleoplasm	scored	352	HIGH	True	True	False	False	False	False	True	True	True	True	True	True	True	False	True	SHORT;NO_IF;NO_PAE;NO_LIT;LAZY
CCDC92	nucleoplasm	scored	1098	MED	True	True	True	True	False	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
CD2BP2	nucleoplasm	scored	594	HIGH	True	True	False	False	False	False	False	True	True	True	True	True	False	True	True	SHORT;NO_IF;NO_PAE;NO_pLDDT;NO_PUBMED
CDAN1	nucleoplasm	scored	905	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED;LAZY
CDC123	nucleoplasm	scored	641	MED	True	True	True	True	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_PAE;NO_PUBMED;LAZY
CDC14A	nucleoplasm	scored	988	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED;LAZY
CDX4	nucleoplasm	scored	775	HIGH	True	True	True	True	False	False	False	True	True	False	True	True	False	True	True	SHORT;NO_PAE;NO_pLDDT;NO_PPI_TABLE;NO_PUBMED;LAZY
CDY1B	nucleoplasm	scored	146	HIGH	True	True	False	False	False	False	True	False	True	False	True	True	True	False	True	SHORT;NO_IF;NO_PAE;NO_PDB;NO_PPI_TABLE;NO_LIT
CDY2B	nucleoplasm	scored	140	HIGH	True	True	False	False	False	False	True	False	True	False	True	True	True	False	True	SHORT;NO_IF;NO_PAE;NO_PDB;NO_PPI_TABLE;NO_LIT
CDYL2	nucleoplasm	scored	584	HIGH	True	True	False	False	False	False	False	True	True	True	True	True	False	True	True	SHORT;NO_IF;NO_PAE;NO_pLDDT;NO_PUBMED
CEBPG	nucleoplasm	scored	776	HIGH	True	True	True	True	False	False	False	True	True	False	True	True	False	True	True	SHORT;NO_PAE;NO_pLDDT;NO_PPI_TABLE;NO_PUBMED;LAZY
CEBPZ	nucleoplasm	scored	1155	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
CECR2	nucleoplasm	scored	596	HIGH	True	True	False	False	False	False	False	True	True	True	True	True	False	True	True	SHORT;NO_IF;NO_PAE;NO_pLDDT;NO_PUBMED
CENPH	nucleoplasm	scored	976	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED;LAZY
CENPI	nucleoplasm	scored	1021	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED;LAZY
CENPK	nucleoplasm	scored	1011	MED	True	True	True	False	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED;LAZY
CENPM	nucleoplasm	scored	1010	MED	True	True	True	False	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED;LAZY
CENPP	nucleoplasm	scored	1085	MED	True	True	True	True	False	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
CENPT	nucleoplasm	scored	964	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED;LAZY
CENPU	nucleoplasm	scored	1074	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED;LAZY
CENPX	nucleoplasm	scored	987	MED	True	True	True	False	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED;LAZY
CEP152	nucleoplasm	scored	650	MED	True	True	True	True	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_PAE;NO_PUBMED;LAZY
CEP19	nucleoplasm	scored	360	MED	True	True	True	False	True	True	True	False	True	True	True	True	True	False	True	SHORT;NO_PDB;NO_LIT
CEP63	nucleoplasm	scored	303	LOW	True	True	True	False	True	True	True	True	True	True	True	True	True	True	True	SHORT
CEP68	nucleoplasm	scored	267	MED	True	True	True	False	True	True	True	False	True	True	True	True	True	False	True	SHORT;NO_PDB;NO_LIT
CGRRF1	nucleoplasm	scored	931	MED	True	True	True	True	False	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
CHAF1B	nucleoplasm	scored	613	HIGH	True	True	False	False	False	False	False	True	True	True	True	True	False	True	True	SHORT;NO_IF;NO_PAE;NO_pLDDT;NO_PUBMED
CHCT1	nucleoplasm	scored	142	MED	True	True	True	False	True	True	True	False	True	False	True	True	True	False	True	SHORT;NO_PDB;NO_PPI_TABLE;NO_LIT
CHML	nucleoplasm	scored	998	MED	True	True	True	True	False	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
CHMP1A	nucleoplasm	scored	999	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED;LAZY
CHP2	nucleoplasm	scored	940	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED;LAZY
CILK1	nucleoplasm	scored	606	HIGH	True	True	False	False	False	False	False	True	True	True	True	True	False	True	True	SHORT;NO_IF;NO_PAE;NO_pLDDT;NO_PUBMED
CIPC	nucleoplasm	scored	747	HIGH	True	True	True	True	False	False	False	True	True	False	True	True	False	True	True	SHORT;NO_PAE;NO_pLDDT;NO_PPI_TABLE;NO_PUBMED;LAZY
CITED1	nucleoplasm	scored	566	HIGH	True	True	False	False	False	False	False	True	True	True	True	True	False	True	True	SHORT;NO_IF;NO_PAE;NO_pLDDT;NO_PUBMED
CITED4	nucleoplasm	scored	606	HIGH	True	True	False	False	False	False	False	True	True	True	True	True	False	True	True	SHORT;NO_IF;NO_PAE;NO_pLDDT;NO_PUBMED
CLASP1	nucleoplasm	scored	987	MED	True	True	True	False	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED;LAZY
CLK1	nucleoplasm	scored	591	HIGH	True	True	False	False	False	False	False	True	True	True	True	True	False	True	True	SHORT;NO_IF;NO_PAE;NO_pLDDT;NO_PUBMED
CLK2	nucleoplasm	scored	610	HIGH	True	True	False	False	False	False	False	True	True	True	True	True	False	True	True	SHORT;NO_IF;NO_PAE;NO_pLDDT;NO_PUBMED
CLK3	nucleoplasm	scored	602	HIGH	True	True	False	False	False	False	False	True	True	True	True	True	False	True	True	SHORT;NO_IF;NO_PAE;NO_pLDDT;NO_PUBMED
CLK4	nucleoplasm	scored	588	HIGH	True	True	False	False	False	False	False	True	True	True	True	True	False	True	True	SHORT;NO_IF;NO_PAE;NO_pLDDT;NO_PUBMED
CLNS1A	nucleoplasm	scored	1029	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED;LAZY
CNTLN	nucleoplasm	scored	896	MED	True	True	False	False	False	False	True	True	True	True	True	True	True	True	True	SHORT;NO_IF;NO_PAE;LAZY
COG5	nucleoplasm	scored	826	MED	True	True	True	True	False	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED;LAZY
COLGALT2	nucleoplasm	scored	652	MED	True	True	True	True	False	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED;LAZY
CPNE4	nucleoplasm	scored	648	MED	True	True	True	True	False	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED;LAZY
CREBL2	nucleoplasm	scored	1190	MED	True	True	True	True	False	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
CREBRF	nucleoplasm	scored	1615	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
CRIPT	nucleoplasm	scored	671	MED	True	True	True	True	False	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED;LAZY
CRTC3	nucleoplasm	scored	965	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED;LAZY
CSNK2A2	nucleoplasm	scored	604	HIGH	True	True	False	False	False	False	False	True	True	True	True	True	False	True	True	SHORT;NO_IF;NO_PAE;NO_pLDDT;NO_PUBMED
CSNK2A3	nucleoplasm	scored	360	HIGH	True	True	False	False	False	False	True	False	True	True	True	True	True	False	True	SHORT;NO_IF;NO_PAE;NO_PDB;NO_LIT;LAZY
CSNK2B	nucleoplasm	scored	577	HIGH	True	True	False	False	False	False	False	True	True	True	True	True	False	True	True	SHORT;NO_IF;NO_PAE;NO_pLDDT;NO_PUBMED
CSRNP1	nucleoplasm	scored	1197	MED	True	True	True	True	False	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
CSRNP2	nucleoplasm	scored	1133	MED	True	True	True	True	False	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
CSRNP3	nucleoplasm	scored	938	MED	True	True	True	True	False	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
CSRP1	nucleoplasm	scored	789	HIGH	True	True	False	False	False	False	False	True	True	False	True	True	False	True	True	SHORT;NO_IF;NO_PAE;NO_pLDDT;NO_PPI_TABLE;NO_PUBMED;LAZY
CSRP2	nucleoplasm	scored	771	HIGH	True	True	False	False	False	False	False	True	True	False	True	True	False	True	True	SHORT;NO_IF;NO_PAE;NO_pLDDT;NO_PPI_TABLE;NO_PUBMED;LAZY
CSRP3	nucleoplasm	scored	993	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED;LAZY
CSTF1	nucleoplasm	scored	1039	MED	True	True	True	True	False	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
CSTF2T	nucleoplasm	scored	741	HIGH	True	True	True	True	False	False	False	True	True	False	True	True	False	True	True	SHORT;NO_PAE;NO_pLDDT;NO_PPI_TABLE;NO_PUBMED;LAZY
CSTF3	nucleoplasm	scored	1156	MED	True	True	True	True	False	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
CTCFL	nucleoplasm	scored	576	HIGH	True	True	False	False	False	False	False	True	True	True	True	True	False	True	True	SHORT;NO_IF;NO_PAE;NO_pLDDT;NO_PUBMED
CTDP1	nucleoplasm	scored	598	HIGH	True	True	False	False	False	False	False	True	True	True	True	True	False	True	True	SHORT;NO_IF;NO_PAE;NO_pLDDT;NO_PUBMED
CTDSP2	nucleoplasm	scored	570	HIGH	True	True	False	False	False	False	False	True	True	True	True	True	False	True	True	SHORT;NO_IF;NO_PAE;NO_pLDDT;NO_PUBMED
CTDSPL	nucleoplasm	scored	574	HIGH	True	True	False	False	False	False	False	True	True	True	True	True	False	True	True	SHORT;NO_IF;NO_PAE;NO_pLDDT;NO_PUBMED
CTNNBL1	nucleoplasm	scored	839	HIGH	True	True	True	True	False	False	False	True	True	False	True	True	False	True	True	SHORT;NO_PAE;NO_pLDDT;NO_PPI_TABLE;NO_PUBMED;LAZY
CUTC	nucleoplasm	scored	928	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED;LAZY
CWC15	nucleoplasm	scored	1211	MED	True	True	True	True	False	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
CWC27	nucleoplasm	scored	1161	MED	True	True	True	True	False	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
CYB561A3	nucleoplasm	scored	1129	MED	True	True	True	True	False	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
DACH2	nucleoplasm	scored	947	MED	True	True	True	True	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_PAE;NO_PUBMED
DBR1	nucleoplasm	scored	852	MED	True	True	True	True	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_PAE;NO_PUBMED
DBX1	nucleoplasm	scored	910	MED	True	True	False	False	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_IF;NO_PAE;NO_PUBMED
DBX2	nucleoplasm	scored	896	MED	True	True	True	True	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_PAE;NO_PUBMED
DCLK3	nucleoplasm	scored	582	HIGH	True	True	False	False	False	False	False	True	True	True	True	True	False	True	True	SHORT;NO_IF;NO_PAE;NO_pLDDT;NO_PUBMED
DDIT4L	nucleoplasm	scored	668	MED	True	True	True	True	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_PAE;NO_PUBMED;LAZY
DDX19B	nucleoplasm	scored	600	HIGH	True	True	False	False	False	False	False	True	True	True	True	True	False	True	True	SHORT;NO_IF;NO_PAE;NO_pLDDT;NO_PUBMED
DDX39A	nucleoplasm	scored	611	HIGH	True	True	False	False	False	False	False	True	True	True	True	True	False	True	True	SHORT;NO_IF;NO_PAE;NO_pLDDT;NO_PUBMED
DDX3Y	nucleoplasm	scored	580	HIGH	True	True	False	False	False	False	False	True	True	True	True	True	False	True	True	SHORT;NO_IF;NO_PAE;NO_pLDDT;NO_PUBMED
DENND2D	nucleoplasm	scored	673	MED	True	True	True	True	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_PAE;NO_PUBMED;LAZY
DEPDC1	nucleoplasm	scored	879	MED	True	True	True	True	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_PAE;NO_PUBMED
DET1	nucleoplasm	scored	875	MED	True	True	True	True	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_PAE;NO_PUBMED
DIP2C	nucleoplasm	scored	671	MED	True	True	True	True	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_PAE;NO_PUBMED;LAZY
DMBX1	nucleoplasm	scored	911	MED	True	True	False	False	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_IF;NO_PAE;NO_PUBMED
DMRT3	nucleoplasm	scored	960	MED	True	True	False	False	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_IF;NO_PAE;NO_PUBMED
DMRTA1	nucleoplasm	scored	914	MED	True	True	True	True	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_PAE;NO_PUBMED
DMRTA2	nucleoplasm	scored	924	MED	True	True	True	True	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_PAE;NO_PUBMED
DMRTB1	nucleoplasm	scored	922	MED	True	True	False	False	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_IF;NO_PAE;NO_PUBMED
DMRTC2	nucleoplasm	scored	858	MED	True	True	False	False	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_IF;NO_PAE;NO_PUBMED
DNTT	nucleoplasm	scored	856	MED	True	True	True	True	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_PAE;NO_PUBMED
DNTTIP1	nucleoplasm	scored	935	MED	True	True	True	True	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_PAE;NO_PUBMED
DOCK10	nucleoplasm	scored	665	MED	True	True	True	True	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_PAE;NO_PUBMED;LAZY
DONSON	nucleoplasm	scored	848	MED	True	True	True	True	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_PAE;NO_PUBMED
DPRX	nucleoplasm	scored	1069	MED	True	True	True	False	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
DPY30	nucleoplasm	scored	954	MED	True	True	True	True	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_PAE;NO_PUBMED
DRAP1	nucleoplasm	scored	868	MED	True	True	True	True	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_PAE;NO_PUBMED
DRGX	nucleoplasm	scored	931	MED	True	True	True	True	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_PAE;NO_PUBMED
DRICH1	nucleoplasm	scored	1023	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
DSCC1	nucleoplasm	scored	892	MED	True	True	True	True	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_PAE;NO_PUBMED
DTX1	nucleoplasm	scored	572	HIGH	True	True	False	False	False	False	False	True	True	True	True	True	False	True	True	SHORT;NO_IF;NO_PAE;NO_pLDDT;NO_PUBMED
DTX3L	nucleoplasm	scored	609	HIGH	True	True	False	False	False	False	False	True	True	True	True	True	False	True	True	SHORT;NO_IF;NO_PAE;NO_pLDDT;NO_PUBMED
DUXA	nucleoplasm	scored	893	MED	True	True	False	False	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_IF;NO_PAE;NO_PUBMED
DUXB	nucleoplasm	scored	907	MED	True	True	False	False	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_IF;NO_PAE;NO_PUBMED
DXO	nucleoplasm	scored	865	MED	True	True	True	True	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_PAE;NO_PUBMED
DYRK2	nucleoplasm	scored	576	HIGH	True	True	False	False	False	False	False	True	True	True	True	True	False	True	True	SHORT;NO_IF;NO_PAE;NO_pLDDT;NO_PUBMED
E4F1	nucleoplasm	scored	683	MED	True	True	True	True	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_PAE;NO_PUBMED;LAZY
EBF4	nucleoplasm	scored	1061	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
ECEL1	nucleoplasm	scored	968	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
ECSIT	nucleoplasm	scored	1053	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
EDF1	nucleoplasm	scored	1089	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED;LAZY
EEF1AKMT4	nucleoplasm	scored	946	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
EGLN2	nucleoplasm	scored	665	MED	True	True	True	True	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_PAE;NO_PUBMED;LAZY
ELF2	nucleoplasm	scored	919	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
ELK4	nucleoplasm	scored	666	MED	True	True	True	True	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_PAE;NO_PUBMED;LAZY
ELL2	nucleoplasm	scored	1028	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
ELL3	nucleoplasm	scored	910	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
ELOB	nucleoplasm	scored	1054	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
ELP1	nucleoplasm	scored	947	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
ELP2	nucleoplasm	scored	677	MED	True	True	True	True	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_PAE;NO_PUBMED;LAZY
ELP3	nucleoplasm	scored	1033	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
EMC6	nucleoplasm	scored	629	MED	True	True	True	True	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_PAE;NO_PUBMED;LAZY
ENSA	nucleoplasm	scored	825	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
EP400	nucleoplasm	scored	2598	LOW	True	True	True	True	False	True	False	True	True	True	True	True	True	True	True	NO_pLDDT
EPB41L4A	nucleoplasm	scored	826	MED	True	True	True	True	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_PAE;NO_PUBMED;LAZY
ERCC6L	nucleoplasm	scored	1053	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
ESPL1	nucleoplasm	scored	660	MED	True	True	True	True	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_PAE;NO_PUBMED;LAZY
ETV7	nucleoplasm	scored	982	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
EVX1	nucleoplasm	scored	650	MED	True	True	True	True	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_PAE;NO_PUBMED;LAZY
EVX2	nucleoplasm	scored	1342	MED	True	True	True	False	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
FANCM	nucleoplasm	scored	634	MED	True	True	True	True	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_PAE;NO_PUBMED;LAZY
FBXL19	nucleoplasm	scored	846	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
FBXL3	nucleoplasm	scored	1508	MED	True	True	True	False	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
FBXL4	nucleoplasm	scored	857	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
FBXL5	nucleoplasm	scored	824	MED	True	True	True	False	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
FBXO2	nucleoplasm	scored	671	MED	True	True	True	True	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_PAE;NO_PUBMED;LAZY
FBXO22	nucleoplasm	scored	803	MED	True	True	True	False	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
FBXO28	nucleoplasm	scored	820	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
FBXO38	nucleoplasm	scored	1042	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
FBXO4	nucleoplasm	scored	657	MED	True	True	True	True	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_PAE;NO_PUBMED;LAZY
FBXO42	nucleoplasm	scored	823	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
FBXW11	nucleoplasm	scored	686	MED	True	True	True	True	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_PAE;NO_PUBMED;LAZY
FERD3L	nucleoplasm	scored	832	MED	True	True	True	False	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
FGGY	nucleoplasm	scored	872	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
FHL5	nucleoplasm	scored	816	MED	True	True	True	False	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
FIBP	nucleoplasm	scored	2543	LOW	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	OK
FIGNL1	nucleoplasm	scored	1327	MED	True	True	True	False	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
FMN1	nucleoplasm	scored	846	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
FOXB1	nucleoplasm	scored	846	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
FOXB2	nucleoplasm	scored	852	MED	True	True	True	False	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
FOXD4L5	nucleoplasm	scored	778	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
FOXI2	nucleoplasm	scored	825	MED	True	True	True	False	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
FOXJ3	nucleoplasm	scored	963	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
FOXK2	nucleoplasm	scored	858	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
FOXN2	nucleoplasm	scored	642	MED	True	True	True	True	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_PAE;NO_PUBMED;LAZY
FOXN3	nucleoplasm	scored	843	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
FOXN4	nucleoplasm	scored	842	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
FOXO3B	nucleoplasm	scored	842	MED	True	True	True	False	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
FOXS1	nucleoplasm	scored	659	MED	True	True	True	True	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_PAE;NO_PUBMED;LAZY
FRK	nucleoplasm	scored	662	MED	True	True	True	True	False	False	True	True	True	True	True	True	False	True	True	SHORT;NO_PAE;NO_PUBMED;LAZY
FTSJ3	nucleoplasm	scored	869	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
FUBP3	nucleoplasm	scored	825	MED	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	SHORT;NO_PUBMED
GABPB1	nucleoplasm	scored	1099	MED	True	True	True	True	True	True	True	False	True	True	True	True	False	True	True	SHORT;NO_PDB;NO_PUBMED;LAZY
GABPB2	nucleoplasm	scored	1083	MED	True	True	True	True	True	True	True	False	True	True	True	True	False	True	True	SHORT;NO_PDB;NO_PUBMED;LAZY
GALK2	nucleoplasm	scored	647	MED	True	True	True	True	True	True	True	False	True	True	True	True	False	True	True	SHORT;NO_PDB;NO_PUBMED;LAZY
GALNT7	nucleoplasm	scored	652	MED	True	True	True	True	True	True	True	False	True	True	True	True	False	True	True	SHORT;NO_PDB;NO_PUBMED;LAZY
GBP4	nucleoplasm	scored	1110	MED	True	True	True	True	True	True	True	False	True	True	True	True	False	True	True	SHORT;NO_PDB;NO_PUBMED;LAZY
GEMIN4	nucleoplasm	scored	1188	MED	True	True	True	True	True	True	True	False	True	True	True	True	False	True	True	SHORT;NO_PDB;NO_PUBMED;LAZY
GGPS1	nucleoplasm	scored	647	MED	True	True	True	True	True	True	True	False	True	True	True	True	False	True	True	SHORT;NO_PDB;NO_PUBMED;LAZY
GLIPR1	nucleoplasm	scored	1110	MED	True	True	True	True	True	True	True	False	True	True	True	True	False	True	True	SHORT;NO_PDB;NO_PUBMED;LAZY
GMEB1	nucleoplasm	scored	1138	MED	True	True	True	True	True	True	True	False	True	True	True	True	False	True	True	SHORT;NO_PDB;NO_PUBMED;LAZY
GNB5	nucleoplasm	scored	1153	MED	True	True	True	True	True	True	True	False	True	True	True	True	False	True	True	SHORT;NO_PDB;NO_PUBMED;LAZY
