batch_id	gene	current_path	status	current_lines	current_chars	risk	issues	missing_modules	priority	reason
35	PRR19	rejected/PRR19/PRR19-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
36	PTOV1	rejected/PTOV1/PTOV1-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
36	PTTG1IP	rejected/PTTG1IP/PTTG1IP-evaluation.md	rejected	44	792	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
36	PTTG2	rejected/PTTG2/PTTG2-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
36	QRICH2	rejected/QRICH2/QRICH2-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
36	R3HDM2	rejected/R3HDM2/R3HDM2-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
37	R3HDM4	rejected/R3HDM4/R3HDM4-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
37	RAB24	rejected/RAB24/RAB24-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
37	RALGAPA1	rejected/RALGAPA1/RALGAPA1-evaluation.md	rejected	44	795	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
37	RAMACL	rejected/RAMACL/RAMACL-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
37	RASL11A	rejected/RASL11A/RASL11A-evaluation.md	rejected	44	792	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
38	RCBTB1	rejected/RCBTB1/RCBTB1-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
38	RFPL1	rejected/RFPL1/RFPL1-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
38	RFPL3	rejected/RFPL3/RFPL3-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
38	RFPL4A	rejected/RFPL4A/RFPL4A-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
38	RFWD3	rejected/RFWD3/RFWD3-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
39	RHNO1	rejected/RHNO1/RHNO1-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
39	RITA1	rejected/RITA1/RITA1-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
39	RMI2	rejected/RMI2/RMI2-evaluation.md	rejected	44	783	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
39	RUSC1	rejected/RUSC1/RUSC1-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
39	Rasl2-9	rejected/Rasl2-9/Rasl2-9-evaluation.md	rejected	44	792	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
40	SAAL1	rejected/SAAL1/SAAL1-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
40	SCNM1	rejected/SCNM1/SCNM1-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
40	SEL1L2	rejected/SEL1L2/SEL1L2-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
40	SEPTIN12	rejected/SEPTIN12/SEPTIN12-evaluation.md	rejected	44	795	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
40	SHISA5	rejected/SHISA5/SHISA5-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
41	SLX1A	rejected/SLX1A/SLX1A-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
41	SPANXC	rejected/SPANXC/SPANXC-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
41	SPATA24	rejected/SPATA24/SPATA24-evaluation.md	rejected	44	792	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
41	SPATA33	rejected/SPATA33/SPATA33-evaluation.md	rejected	44	792	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
41	SPATA4	rejected/SPATA4/SPATA4-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
42	SPATA46	rejected/SPATA46/SPATA46-evaluation.md	rejected	44	792	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
42	SPIN2B	rejected/SPIN2B/SPIN2B-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
42	SSUH2	rejected/SSUH2/SSUH2-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
42	SSX2B	rejected/SSX2B/SSX2B-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
42	STARD9	rejected/STARD9/STARD9-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
43	STPG1	rejected/STPG1/STPG1-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
43	STPG4	rejected/STPG4/STPG4-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
43	STRADB	rejected/STRADB/STRADB-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
43	STX1B	rejected/STX1B/STX1B-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
43	STYX	rejected/STYX/STYX-evaluation.md	rejected	44	783	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
44	SYCP2L	rejected/SYCP2L/SYCP2L-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
44	SYNE3	rejected/SYNE3/SYNE3-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
44	Sgo2a	rejected/Sgo2a/Sgo2a-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
44	Slfn1	rejected/Slfn1/Slfn1-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
44	Sox19	rejected/Sox19/Sox19-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
45	Spdye4a	rejected/Spdye4a/Spdye4a-evaluation.md	rejected	44	792	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
45	Ssxa1	rejected/Ssxa1/Ssxa1-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
45	TATDN1	rejected/TATDN1/TATDN1-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
45	TATDN2	rejected/TATDN2/TATDN2-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
45	TATDN3	rejected/TATDN3/TATDN3-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
46	TBATA	rejected/TBATA/TBATA-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
46	TC2N	rejected/TC2N/TC2N-evaluation.md	rejected	44	783	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
46	TCEANC2	rejected/TCEANC2/TCEANC2-evaluation.md	rejected	44	792	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
46	TCF24	rejected/TCF24/TCF24-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
46	TCP10L	rejected/TCP10L/TCP10L-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
47	TDRP	rejected/TDRP/TDRP-evaluation.md	rejected	44	783	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
47	TERB2	rejected/TERB2/TERB2-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
47	TESK2	rejected/TESK2/TESK2-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
47	TEX55	rejected/TEX55/TEX55-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
47	TMC8	rejected/TMC8/TMC8-evaluation.md	rejected	44	783	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
48	TNKS1BP1	rejected/TNKS1BP1/TNKS1BP1-evaluation.md	rejected	44	795	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
48	TOR1B	rejected/TOR1B/TOR1B-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
48	TPP2	rejected/TPP2/TPP2-evaluation.md	rejected	44	783	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
48	TRAK1	rejected/TRAK1/TRAK1-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
48	TRAPPC12	rejected/TRAPPC12/TRAPPC12-evaluation.md	rejected	44	795	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
49	TRIM68	rejected/TRIM68/TRIM68-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
49	TSEN15	rejected/TSEN15/TSEN15-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
49	TSEN34	rejected/TSEN34/TSEN34-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
49	TSNAXIP1	rejected/TSNAXIP1/TSNAXIP1-evaluation.md	rejected	44	795	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
49	TSPY10	rejected/TSPY10/TSPY10-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
50	TSPY2	rejected/TSPY2/TSPY2-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
50	TSPY4	rejected/TSPY4/TSPY4-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
50	TSPY8	rejected/TSPY8/TSPY8-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
50	TSPY9	rejected/TSPY9/TSPY9-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
50	TSTD1	rejected/TSTD1/TSTD1-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
51	TTC5	rejected/TTC5/TTC5-evaluation.md	rejected	44	783	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
51	TUBD1	rejected/TUBD1/TUBD1-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
51	Tex24	rejected/Tex24/Tex24-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
51	Trap1a	rejected/Trap1a/Trap1a-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
51	UBTFL1	rejected/UBTFL1/UBTFL1-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
52	UBXN2A	rejected/UBXN2A/UBXN2A-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
52	UBXN6	rejected/UBXN6/UBXN6-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
52	UBXN7	rejected/UBXN7/UBXN7-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
52	URGCP	rejected/URGCP/URGCP-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
52	URI1	rejected/URI1/URI1-evaluation.md	rejected	44	783	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
53	VEZT	rejected/VEZT/VEZT-evaluation.md	rejected	44	783	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
53	WDR18	rejected/WDR18/WDR18-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
53	WDR37	rejected/WDR37/WDR37-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
53	WDR55	rejected/WDR55/WDR55-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
53	WDR74	rejected/WDR74/WDR74-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
54	XRRA1	rejected/XRRA1/XRRA1-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
54	Xlr5c	rejected/Xlr5c/Xlr5c-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
54	YPEL1	rejected/YPEL1/YPEL1-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
54	YPEL3	rejected/YPEL3/YPEL3-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
54	ZNG1B	rejected/ZNG1B/ZNG1B-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
55	ZNG1C	rejected/ZNG1C/ZNG1C-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
55	ZNG1E	rejected/ZNG1E/ZNG1E-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
55	ZNG1F	rejected/ZNG1F/ZNG1F-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
55	AAGAB	nuclear-speckle/AAGAB/AAGAB-evaluation.md	scored	34	965	HIGH			scored-no-structure	HIGH risk, PubMed,PDB,Literature
55	AATF	nucleoplasm/AATF/AATF-evaluation.md	scored	25	517	HIGH			scored-no-structure	HIGH risk, PubMed,PDB,Literature
