gene	path	lines	chars	has_uni_q	has_uni_nd	has_uni_url	has_af_q	has_af_url	has_go_nd	has_hpa_nd	has_if_un	has_pae_nd	has_pdb_0	has_ppi_0	has_pm_0	has_pkt_e	has_one_line	nuclear_score	issue_count	risk_level
MXI1	detail/rejected/MXI1/MXI1-evaluation.md	33	572	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
ANKRD11	detail/rejected/ANKRD11/ANKRD11-evaluation.md	186	5688	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
ARL17A	detail/rejected/ARL17A/ARL17A-evaluation.md	182	5892	True	False	False	False	False	False	False	False	True	False	False	False	False	False	2	1	LOW
FOXM1	detail/rejected/FOXM1/FOXM1-evaluation.md	179	5877	True	False	False	False	False	False	False	False	False	False	False	False	False	False	9	1	LOW
FAM187A	detail/rejected/FAM187A/FAM187A-evaluation.md	160	4021	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
GNMT	detail/rejected/GNMT/GNMT-evaluation.md	173	4806	True	False	False	False	False	False	False	False	False	False	False	True	False	False	2	1	LOW
PPARGC1A	detail/rejected/PPARGC1A/PPARGC1A-evaluation.md	46	855	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
EXO1	detail/rejected/EXO1/EXO1-evaluation.md	180	5652	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
NHLH1	detail/rejected/NHLH1/NHLH1-evaluation.md	46	797	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
ZWILCH	detail/rejected/ZWILCH/ZWILCH-evaluation.md	46	746	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
SOX7	detail/rejected/SOX7/SOX7-evaluation.md	46	807	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
HUWE1	detail/rejected/HUWE1/HUWE1-evaluation.md	184	6038	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
DROSHA	detail/rejected/DROSHA/DROSHA-evaluation.md	183	5824	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
REC8	detail/rejected/REC8/REC8-evaluation.md	181	5849	True	False	False	False	False	False	False	False	False	False	False	False	False	False	9	1	LOW
C4orf47	detail/rejected/C4orf47/C4orf47-evaluation.md	167	4552	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
HES6	detail/rejected/HES6/HES6-evaluation.md	44	987	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
DAZL	detail/rejected/DAZL/DAZL-evaluation.md	180	5762	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
WAC	detail/rejected/WAC/WAC-evaluation.md	46	780	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
RSPH1	detail/rejected/RSPH1/RSPH1-evaluation.md	167	6848	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
CYFIP2	detail/rejected/CYFIP2/CYFIP2-evaluation.md	184	5970	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
ESCO2	detail/rejected/ESCO2/ESCO2-evaluation.md	37	673	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
TXN	detail/rejected/TXN/TXN-evaluation.md	46	752	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
NGFR	detail/rejected/NGFR/NGFR-evaluation.md	184	6300	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
BTG2	detail/rejected/BTG2/BTG2-evaluation.md	171	4924	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
GPI	detail/rejected/GPI/GPI-evaluation.md	183	5866	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
MPG	detail/rejected/MPG/MPG-evaluation.md	33	563	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
POFUT4	detail/rejected/POFUT4/POFUT4-evaluation.md	167	4998	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
MLXIPL	detail/rejected/MLXIPL/MLXIPL-evaluation.md	205	6583	True	False	False	False	False	False	False	False	True	False	False	False	False	False	7	1	LOW
TYMP	detail/rejected/TYMP/TYMP-evaluation.md	46	766	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
GLYCTK	detail/rejected/GLYCTK/GLYCTK-evaluation.md	180	5745	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
BCAR1	detail/rejected/BCAR1/BCAR1-evaluation.md	184	6166	True	False	False	False	False	False	False	False	False	False	False	False	False	False	4	1	LOW
HES1	detail/rejected/HES1/HES1-evaluation.md	182	5642	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
SLFN14	detail/rejected/SLFN14/SLFN14-evaluation.md	176	7184	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
SPAG8	detail/rejected/SPAG8/SPAG8-evaluation.md	191	8843	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
PHF6	detail/rejected/PHF6/PHF6-evaluation.md	180	5677	True	False	False	False	False	False	False	False	False	False	False	False	False	False	9	1	LOW
PTGES3	detail/rejected/PTGES3/PTGES3-evaluation.md	46	770	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
SBDS	detail/rejected/SBDS/SBDS-evaluation.md	188	6034	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
PLCB1	detail/rejected/PLCB1/PLCB1-evaluation.md	46	790	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
TERF2	detail/rejected/TERF2/TERF2-evaluation.md	46	774	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
Ifi204	detail/rejected/Ifi204/Ifi204-evaluation.md	159	4191	True	False	False	False	False	False	False	False	True	False	False	False	False	False	3	1	LOW
GPD1L	detail/rejected/GPD1L/GPD1L-evaluation.md	175	4985	True	False	False	False	False	False	False	False	False	False	False	True	False	False	2	1	LOW
CIMAP1D	detail/rejected/CIMAP1D/CIMAP1D-evaluation.md	164	4461	True	False	False	False	False	False	False	False	False	False	False	True	False	False	2	1	LOW
GORASP2	detail/rejected/GORASP2/GORASP2-evaluation.md	181	6067	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
MAML1	detail/rejected/MAML1/MAML1-evaluation.md	33	583	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
GNAQ	detail/rejected/GNAQ/GNAQ-evaluation.md	184	6027	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
NOS1AP	detail/rejected/NOS1AP/NOS1AP-evaluation.md	185	6090	True	False	False	False	False	False	False	False	True	False	False	False	False	False	7	1	LOW
TTL	detail/rejected/TTL/TTL-evaluation.md	46	758	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
SAMD10	detail/rejected/SAMD10/SAMD10-evaluation.md	160	6164	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
ATF3	detail/rejected/ATF3/ATF3-evaluation.md	175	4939	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
SOX9	detail/rejected/SOX9/SOX9-evaluation.md	181	5668	True	False	False	False	False	False	False	False	False	False	False	False	False	False	9	1	LOW
CRLS1	detail/rejected/CRLS1/CRLS1-evaluation.md	170	4860	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
PITX1	detail/rejected/PITX1/PITX1-evaluation.md	180	5649	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
GOT1	detail/rejected/GOT1/GOT1-evaluation.md	181	5638	True	False	False	False	False	False	False	False	False	False	False	False	False	False	4	1	LOW
DLL3	detail/rejected/DLL3/DLL3-evaluation.md	178	5866	True	False	False	False	False	False	False	False	False	False	False	False	False	False	4	1	LOW
EPOP	detail/rejected/EPOP/EPOP-evaluation.md	40	744	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
C1GALT1	detail/rejected/C1GALT1/C1GALT1-evaluation.md	178	5586	True	False	False	False	False	False	False	False	False	False	False	False	False	False	4	1	LOW
PKP1	detail/rejected/PKP1/PKP1-evaluation.md	184	5863	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
FANCG	detail/rejected/FANCG/FANCG-evaluation.md	183	5699	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
ACOX1	detail/rejected/ACOX1/ACOX1-evaluation.md	37	778	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
OFD1	detail/rejected/OFD1/OFD1-evaluation.md	46	837	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
ATF4	detail/rejected/ATF4/ATF4-evaluation.md	184	5875	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
PHIP	detail/rejected/PHIP/PHIP-evaluation.md	177	5766	True	False	False	False	False	False	False	False	False	False	False	False	False	False	9	1	LOW
TTK	detail/rejected/TTK/TTK-evaluation.md	46	754	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
FOXA3	detail/rejected/FOXA3/FOXA3-evaluation.md	179	5653	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
GNG11	detail/rejected/GNG11/GNG11-evaluation.md	174	4877	True	False	False	False	False	False	False	False	False	False	False	True	False	False	2	1	LOW
C2CD6	detail/rejected/C2CD6/C2CD6-evaluation.md	182	6121	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
VSX1	detail/rejected/VSX1/VSX1-evaluation.md	46	761	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
PHF8	detail/rejected/PHF8/PHF8-evaluation.md	180	5873	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
ARRB2	detail/rejected/ARRB2/ARRB2-evaluation.md	20	275	True	False	False	False	False	False	False	False	False	False	False	False	False	True	0	1	LOW
DDAH1	detail/rejected/DDAH1/DDAH1-evaluation.md	178	5954	True	False	False	False	False	False	False	False	False	False	False	False	False	False	4	1	LOW
SPOUT1	detail/rejected/SPOUT1/SPOUT1-evaluation.md	179	6024	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
METTL16	detail/rejected/METTL16/METTL16-evaluation.md	178	5852	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
FAM225A	detail/rejected/FAM225A/FAM225A-evaluation.md	158	3952	True	False	False	False	False	False	False	False	True	False	False	False	False	False	3	1	LOW
ASPSCR1	detail/rejected/ASPSCR1/ASPSCR1-evaluation.md	20	279	True	False	False	False	False	False	False	False	False	False	False	False	False	True	0	1	LOW
SUFU	detail/rejected/SUFU/SUFU-evaluation.md	46	784	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
NFYB	detail/rejected/NFYB/NFYB-evaluation.md	46	819	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
MVP	detail/rejected/MVP/MVP-evaluation.md	175	5346	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
CYP27C1	detail/rejected/CYP27C1/CYP27C1-evaluation.md	159	4381	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
E2F3	detail/rejected/E2F3/E2F3-evaluation.md	181	5796	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
POU4F3	detail/rejected/POU4F3/POU4F3-evaluation.md	180	5656	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
FAM167A	detail/rejected/FAM167A/FAM167A-evaluation.md	178	5586	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
PRIMPOL	detail/rejected/PRIMPOL/PRIMPOL-evaluation.md	46	822	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
BMERB1	detail/rejected/BMERB1/BMERB1-evaluation.md	176	4946	True	False	False	False	False	False	False	False	True	False	False	True	False	False	2	1	LOW
GJB2	detail/rejected/GJB2/GJB2-evaluation.md	171	5742	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
EFR3A	detail/rejected/EFR3A/EFR3A-evaluation.md	168	4623	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
SIX4	detail/rejected/SIX4/SIX4-evaluation.md	46	784	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
SMTN	detail/rejected/SMTN/SMTN-evaluation.md	185	8011	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
FGF3	detail/rejected/FGF3/FGF3-evaluation.md	170	4888	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
BCL3	detail/rejected/BCL3/BCL3-evaluation.md	184	6028	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
NEUROG3	detail/rejected/NEUROG3/NEUROG3-evaluation.md	178	5595	True	False	False	False	False	False	False	False	False	False	False	False	False	False	9	1	LOW
TSG101	detail/rejected/TSG101/TSG101-evaluation.md	46	801	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
CTNND1	detail/rejected/CTNND1/CTNND1-evaluation.md	175	5247	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
NF1	detail/rejected/NF1/NF1-evaluation.md	184	5875	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
GNAL	detail/rejected/GNAL/GNAL-evaluation.md	176	5136	True	False	False	False	False	False	False	False	False	False	False	True	False	False	2	1	LOW
COQ2	detail/rejected/COQ2/COQ2-evaluation.md	176	5431	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
SIX3	detail/rejected/SIX3/SIX3-evaluation.md	46	785	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
NCL	detail/rejected/NCL/NCL-evaluation.md	184	5899	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
MARCKS	detail/rejected/MARCKS/MARCKS-evaluation.md	33	592	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
AIM2	detail/rejected/AIM2/AIM2-evaluation.md	20	274	True	False	False	False	False	False	False	False	False	False	False	False	False	True	0	1	LOW
GJB5	detail/rejected/GJB5/GJB5-evaluation.md	177	5503	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
Bmi1	detail/rejected/Bmi1/Bmi1-evaluation.md	184	6079	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
DYRK1A	detail/rejected/DYRK1A/DYRK1A-evaluation.md	184	6129	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
GP6	detail/rejected/GP6/GP6-evaluation.md	177	5562	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
ALKBH6	detail/rejected/ALKBH6/ALKBH6-evaluation.md	200	7497	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
NOCT	detail/rejected/NOCT/NOCT-evaluation.md	46	748	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
CLYBL	detail/rejected/CLYBL/CLYBL-evaluation.md	175	5376	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
E2F4	detail/rejected/E2F4/E2F4-evaluation.md	180	5626	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
CLEC16A	detail/rejected/CLEC16A/CLEC16A-evaluation.md	181	5738	True	False	False	False	False	False	False	False	False	False	False	False	False	False	4	1	LOW
NEIL1	detail/rejected/NEIL1/NEIL1-evaluation.md	46	808	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
BCR	detail/rejected/BCR/BCR-evaluation.md	184	5985	True	False	False	False	False	False	False	False	False	False	False	False	False	False	4	1	LOW
DTX1	detail/rejected/DTX1/DTX1-evaluation.md	185	5781	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
Tex19.1	detail/rejected/Tex19.1/Tex19.1-evaluation.md	159	4269	True	False	False	False	False	False	False	False	True	False	False	False	False	False	3	1	LOW
FEV	detail/rejected/FEV/FEV-evaluation.md	22	302	True	False	False	False	False	False	False	False	False	False	False	False	False	True	0	1	LOW
NEFL	detail/rejected/NEFL/NEFL-evaluation.md	46	767	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
RAC1	detail/rejected/RAC1/RAC1-evaluation.md	184	6147	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
TXNRD1	detail/rejected/TXNRD1/TXNRD1-evaluation.md	46	771	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
HAND2	detail/rejected/HAND2/HAND2-evaluation.md	168	4809	True	False	False	False	False	False	False	False	True	False	False	False	False	False	7	1	LOW
BIRC3	detail/rejected/BIRC3/BIRC3-evaluation.md	181	6064	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
GJA3	detail/rejected/GJA3/GJA3-evaluation.md	178	5791	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
ALOX5AP	detail/rejected/ALOX5AP/ALOX5AP-evaluation.md	20	279	True	False	False	False	False	False	False	False	False	False	False	False	False	True	0	1	LOW
GNG7	detail/rejected/GNG7/GNG7-evaluation.md	180	5780	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
TLE1	detail/rejected/TLE1/TLE1-evaluation.md	46	824	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
NPM1	detail/rejected/NPM1/NPM1-evaluation.md	184	5880	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
LTA4H	detail/rejected/LTA4H/LTA4H-evaluation.md	183	5861	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
FOXD1	detail/rejected/FOXD1/FOXD1-evaluation.md	169	4129	True	False	False	False	False	False	False	False	False	False	False	False	False	False	8	1	LOW
DCK	detail/rejected/DCK/DCK-evaluation.md	180	5673	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
MNX1	detail/rejected/MNX1/MNX1-evaluation.md	33	571	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
TEAD4	detail/rejected/TEAD4/TEAD4-evaluation.md	182	5943	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
DCTN1	detail/rejected/DCTN1/DCTN1-evaluation.md	184	5965	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
CSE1L	detail/rejected/CSE1L/CSE1L-evaluation.md	183	5875	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
GNA15	detail/rejected/GNA15/GNA15-evaluation.md	179	5714	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
NEUROD2	detail/rejected/NEUROD2/NEUROD2-evaluation.md	46	803	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
GOLPH3	detail/rejected/GOLPH3/GOLPH3-evaluation.md	180	5216	True	False	False	False	False	False	False	False	False	False	False	True	False	False	2	1	LOW
ERLEC1	detail/rejected/ERLEC1/ERLEC1-evaluation.md	179	5828	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
HAS1	detail/rejected/HAS1/HAS1-evaluation.md	44	987	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
MTF1	detail/rejected/MTF1/MTF1-evaluation.md	33	574	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
MLLT10	detail/rejected/MLLT10/MLLT10-evaluation.md	33	594	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
GJA4	detail/rejected/GJA4/GJA4-evaluation.md	168	5319	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
WIPI1	detail/rejected/WIPI1/WIPI1-evaluation.md	184	6053	True	False	False	False	False	False	False	False	False	False	False	False	False	False	4	1	LOW
RGCC	detail/rejected/RGCC/RGCC-evaluation.md	46	760	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
GNA12	detail/rejected/GNA12/GNA12-evaluation.md	184	5885	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
TRIM29	detail/rejected/TRIM29/TRIM29-evaluation.md	46	774	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
SREBF2	detail/rejected/SREBF2/SREBF2-evaluation.md	46	852	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
FBXO32	detail/rejected/FBXO32/FBXO32-evaluation.md	168	4898	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
DCTN6	detail/rejected/DCTN6/DCTN6-evaluation.md	171	5440	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
TPRX2	detail/rejected/TPRX2/TPRX2-evaluation.md	46	744	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
SPAG7	detail/rejected/SPAG7/SPAG7-evaluation.md	186	7971	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
GNG10	detail/rejected/GNG10/GNG10-evaluation.md	174	4904	True	False	False	False	False	False	False	False	False	False	False	True	False	False	2	1	LOW
ATF5	detail/rejected/ATF5/ATF5-evaluation.md	20	273	True	False	False	False	False	False	False	False	False	False	False	False	False	True	0	1	LOW
CUL4B	detail/rejected/CUL4B/CUL4B-evaluation.md	175	4960	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
FOXA2	detail/rejected/FOXA2/FOXA2-evaluation.md	181	5857	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
BLTP3A	detail/rejected/BLTP3A/BLTP3A-evaluation.md	168	4949	True	False	False	False	False	False	False	False	True	False	False	False	False	False	3	1	LOW
NOBOX	detail/rejected/NOBOX/NOBOX-evaluation.md	46	764	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
KHSRP	detail/rejected/KHSRP/KHSRP-evaluation.md	41	829	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
ESD	detail/rejected/ESD/ESD-evaluation.md	181	5835	True	False	False	False	False	False	False	False	False	False	False	False	False	False	4	1	LOW
NFYC	detail/rejected/NFYC/NFYC-evaluation.md	46	820	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
KY	detail/rejected/KY/KY-evaluation.md	170	4893	True	False	False	False	False	False	False	False	False	False	False	False	False	False	4	1	LOW
IVL	detail/rejected/IVL/IVL-evaluation.md	26	408	True	False	False	False	False	False	False	False	False	False	False	False	False	True	0	1	LOW
GNB4	detail/rejected/GNB4/GNB4-evaluation.md	182	5722	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
FANCA	detail/rejected/FANCA/FANCA-evaluation.md	183	5608	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
EVA1C	detail/rejected/EVA1C/EVA1C-evaluation.md	178	5714	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
SOX8	detail/rejected/SOX8/SOX8-evaluation.md	46	806	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
CYB5D2	detail/rejected/CYB5D2/CYB5D2-evaluation.md	167	5370	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
ATF2	detail/rejected/ATF2/ATF2-evaluation.md	166	5034	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
BLM	detail/rejected/BLM/BLM-evaluation.md	184	5881	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
ERG28	detail/rejected/ERG28/ERG28-evaluation.md	172	5753	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
GNPTAB	detail/rejected/GNPTAB/GNPTAB-evaluation.md	178	6110	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
ALMS1	detail/rejected/ALMS1/ALMS1-evaluation.md	20	276	True	False	False	False	False	False	False	False	False	False	False	False	False	True	0	1	LOW
FAM184A	detail/rejected/FAM184A/FAM184A-evaluation.md	180	5880	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
FOXN1	detail/rejected/FOXN1/FOXN1-evaluation.md	178	5369	True	False	False	False	False	False	False	False	False	False	False	False	False	False	8	1	LOW
SRP54	detail/rejected/SRP54/SRP54-evaluation.md	46	765	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
FANCF	detail/rejected/FANCF/FANCF-evaluation.md	181	5572	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
GNB3	detail/rejected/GNB3/GNB3-evaluation.md	183	5999	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
MMACHC	detail/rejected/MMACHC/MMACHC-evaluation.md	33	575	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
FAM104B	detail/rejected/FAM104B/FAM104B-evaluation.md	168	4442	True	False	False	False	False	False	False	False	False	False	False	False	False	False	3	1	LOW
FAM189A2	detail/rejected/FAM189A2/FAM189A2-evaluation.md	181	5784	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
ASPM	detail/rejected/ASPM/ASPM-evaluation.md	20	274	True	False	False	False	False	False	False	False	False	False	False	False	False	True	0	1	LOW
MPO	detail/rejected/MPO/MPO-evaluation.md	184	5680	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
RAI1	detail/rejected/RAI1/RAI1-evaluation.md	46	761	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
SMS	detail/rejected/SMS/SMS-evaluation.md	178	5297	True	False	False	False	False	False	False	False	False	False	False	False	False	False	4	1	LOW
AHRR	detail/rejected/AHRR/AHRR-evaluation.md	20	273	True	False	False	False	False	False	False	False	False	False	False	False	False	True	0	1	LOW
UBTF	detail/rejected/UBTF/UBTF-evaluation.md	46	833	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
SETX	detail/rejected/SETX/SETX-evaluation.md	184	5816	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
SYNJ1	detail/rejected/SYNJ1/SYNJ1-evaluation.md	184	5921	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
SQSTM1	detail/rejected/SQSTM1/SQSTM1-evaluation.md	46	765	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
TPX2	detail/rejected/TPX2/TPX2-evaluation.md	46	804	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
SHE	detail/rejected/SHE/SHE-evaluation.md	171	4731	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
MAPDA	detail/rejected/MAPDA/MAPDA-evaluation.md	155	3807	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
GPR180	detail/rejected/GPR180/GPR180-evaluation.md	168	4682	True	False	False	False	False	False	False	False	False	False	False	True	False	False	2	1	LOW
SOX1	detail/rejected/SOX1/SOX1-evaluation.md	169	4720	True	False	False	False	False	False	False	False	False	False	False	False	False	False	8	1	LOW
GPR174	detail/rejected/GPR174/GPR174-evaluation.md	168	4517	True	False	False	False	False	False	False	False	False	False	False	True	False	False	2	1	LOW
AFMID	detail/rejected/AFMID/AFMID-evaluation.md	174	6108	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
GOLPH3L	detail/rejected/GOLPH3L/GOLPH3L-evaluation.md	183	5986	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
RECQL4	detail/rejected/RECQL4/RECQL4-evaluation.md	187	5954	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
