gene	category	status	char_count	risk	flags	has_hpa_details	has_if_or_rescue	has_plddt	has_pae_or_note	has_pdb_info	has_real_ppi	has_pubmed_counts	has_key_lit	rejection_lines	lazy_phrases
C16orf46	nucleoplasm	scored	1730	CRITICAL	SHORT_SCORED(1730); LAZY:IntAct 有限记录; NO_HPA_DETAILS; NO_PDB_INFO; PPI:ONLY_0_PARTNERS; NO_KEY_LIT	False	True	True	True	False	False	True	False	0	IntAct 有限记录
C19orf33	nucleoplasm	scored	852	HIGH	SHORT_SCORED(852); NO_HPA_DETAILS; NO_PDB_INFO; PPI:ONLY_0_PARTNERS; NO_KEY_LIT	False	False	True	True	False	False	True	False	0	
CADM4	nucleoplasm	scored	3522	HIGH	SHORT_SCORED(3522); LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
CAMK1D	nucleoplasm	scored	2909	CRITICAL	SHORT_SCORED(2909); LAZY:需进一步查询;暂无详细;基于基因家族推断; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	需进一步查询;暂无详细;基于基因家族推断;IntAct 有限记录;无记录 \| — \| —
CAMTA2	nucleoplasm	scored	5889	HIGH	LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
CAPZB	nucleoplasm	scored	3634	HIGH	SHORT_SCORED(3634); LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
CBFA2T2	nucleoplasm	scored	6834	HIGH	LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
CCAR1	nucleoplasm	scored	4423	CRITICAL	SHORT_SCORED(4423); LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	False	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
CCDC137	nucleoplasm	scored	5398	HIGH	LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
CCDC174	nucleoplasm	scored	5239	HIGH	LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
CCDC82	nucleoplasm	scored	4289	HIGH	SHORT_SCORED(4289); LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
CCDC85C	nucleoplasm	scored	6297	HIGH	LAZY:IntAct 有限记录; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS	False	True	True	True	True	False	True	True	0	IntAct 有限记录
CCDC86	nucleoplasm	scored	5777	HIGH	LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
CCDC88A	nucleoplasm	scored	2083	HIGH	SHORT_SCORED(2083); NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_KEY_LIT	False	False	True	True	True	False	True	False	0	
CCDC92	nucleoplasm	scored	5809	HIGH	LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
CD2BP2	nucleoplasm	scored	2845	CRITICAL	SHORT_SCORED(2845); LAZY:需进一步查询;暂无详细;基于基因家族推断; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	需进一步查询;暂无详细;基于基因家族推断;IntAct 有限记录;无记录 \| — \| —
CDAN1	nucleoplasm	scored	5062	HIGH	LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
CDC123	nucleoplasm	scored	3410	HIGH	SHORT_SCORED(3410); LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
CDC14A	nucleoplasm	scored	5671	HIGH	LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
CDX4	nucleoplasm	scored	4288	CRITICAL	SHORT_SCORED(4288); LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	False	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
CDY1B	nucleoplasm	scored	1119	CRITICAL	SHORT_SCORED(1119); LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; NO_PDB_INFO; PPI:ONLY_0_PARTNERS; NO_KEY_LIT	False	False	True	True	False	False	True	False	0	IntAct 有限记录;无记录 \| — \| —
CDY2B	nucleoplasm	scored	1291	CRITICAL	SHORT_SCORED(1291); LAZY:IntAct 有限记录; NO_HPA_DETAILS; NO_PDB_INFO; PPI:ONLY_0_PARTNERS; NO_KEY_LIT	False	False	True	True	False	False	True	False	0	IntAct 有限记录
CDYL2	nucleoplasm	scored	2774	CRITICAL	SHORT_SCORED(2774); LAZY:需进一步查询;暂无详细;基于基因家族推断; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	需进一步查询;暂无详细;基于基因家族推断;IntAct 有限记录;无记录 \| — \| —
CEBPG	nucleoplasm	scored	4424	CRITICAL	SHORT_SCORED(4424); LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	False	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
CEBPZ	nucleoplasm	scored	6378	HIGH	LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
CECR2	nucleoplasm	scored	2997	CRITICAL	SHORT_SCORED(2997); LAZY:需进一步查询;暂无详细;基于基因家族推断; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	需进一步查询;暂无详细;基于基因家族推断;IntAct 有限记录;无记录 \| — \| —
CENPH	nucleoplasm	scored	5372	HIGH	LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
CENPI	nucleoplasm	scored	5580	HIGH	LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
CENPK	nucleoplasm	scored	5567	HIGH	LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
CENPM	nucleoplasm	scored	5421	HIGH	LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; NO_IF_NO_RESCUE; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
CENPP	nucleoplasm	scored	5503	HIGH	LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
CENPT	nucleoplasm	scored	5275	HIGH	LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
CENPU	nucleoplasm	scored	5784	HIGH	LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
CENPX	nucleoplasm	scored	5320	HIGH	LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; NO_IF_NO_RESCUE; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
CEP152	nucleoplasm	scored	3549	HIGH	SHORT_SCORED(3549); LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
CEP19	nucleoplasm	scored	1826	HIGH	SHORT_SCORED(1826); NO_HPA_DETAILS; NO_PDB_INFO; PPI:ONLY_0_PARTNERS; NO_KEY_LIT	False	False	True	True	False	False	True	False	0	
CEP63	nucleoplasm	scored	1775	HIGH	SHORT_SCORED(1775); NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_KEY_LIT	False	False	True	True	True	False	True	False	0	
CEP68	nucleoplasm	scored	1618	HIGH	SHORT_SCORED(1618); NO_HPA_DETAILS; NO_PDB_INFO; PPI:ONLY_0_PARTNERS; NO_KEY_LIT	False	False	True	True	False	False	True	False	0	
CGRRF1	nucleoplasm	scored	4552	HIGH	SHORT_SCORED(4552); LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
CHAF1B	nucleoplasm	scored	2987	CRITICAL	SHORT_SCORED(2987); LAZY:需进一步查询;暂无详细;基于基因家族推断; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	需进一步查询;暂无详细;基于基因家族推断;IntAct 有限记录;无记录 \| — \| —
CHCT1	nucleoplasm	scored	881	CRITICAL	SHORT_SCORED(881); LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; NO_PDB_INFO; PPI:ONLY_0_PARTNERS; NO_KEY_LIT	False	False	True	True	False	False	True	False	0	IntAct 有限记录;无记录 \| — \| —
CHML	nucleoplasm	scored	4889	HIGH	SHORT_SCORED(4889); LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
CHMP1A	nucleoplasm	scored	5488	HIGH	LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
CHP2	nucleoplasm	scored	5122	HIGH	LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
CILK1	nucleoplasm	scored	3068	CRITICAL	SHORT_SCORED(3068); LAZY:需进一步查询;暂无详细;基于基因家族推断; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	需进一步查询;暂无详细;基于基因家族推断;IntAct 有限记录;无记录 \| — \| —
CIPC	nucleoplasm	scored	4156	CRITICAL	SHORT_SCORED(4156); LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	False	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
CITED1	nucleoplasm	scored	2713	CRITICAL	SHORT_SCORED(2713); LAZY:需进一步查询;暂无详细;基于基因家族推断; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	需进一步查询;暂无详细;基于基因家族推断;IntAct 有限记录;无记录 \| — \| —
CITED4	nucleoplasm	scored	3109	CRITICAL	SHORT_SCORED(3109); LAZY:需进一步查询;暂无详细;基于基因家族推断; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	需进一步查询;暂无详细;基于基因家族推断;IntAct 有限记录;无记录 \| — \| —
CLASP1	nucleoplasm	scored	5397	HIGH	LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; NO_IF_NO_RESCUE; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
CLK1	nucleoplasm	scored	2856	CRITICAL	SHORT_SCORED(2856); LAZY:需进一步查询;暂无详细;基于基因家族推断; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	需进一步查询;暂无详细;基于基因家族推断;IntAct 有限记录;无记录 \| — \| —
CLK2	nucleoplasm	scored	3088	CRITICAL	SHORT_SCORED(3088); LAZY:需进一步查询;暂无详细;基于基因家族推断; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	需进一步查询;暂无详细;基于基因家族推断;IntAct 有限记录;无记录 \| — \| —
CLK3	nucleoplasm	scored	3063	CRITICAL	SHORT_SCORED(3063); LAZY:需进一步查询;暂无详细;基于基因家族推断; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	需进一步查询;暂无详细;基于基因家族推断;IntAct 有限记录;无记录 \| — \| —
CLK4	nucleoplasm	scored	2933	CRITICAL	SHORT_SCORED(2933); LAZY:需进一步查询;暂无详细;基于基因家族推断; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	需进一步查询;暂无详细;基于基因家族推断;IntAct 有限记录;无记录 \| — \| —
CLNS1A	nucleoplasm	scored	5680	HIGH	LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
CNTLN	nucleoplasm	scored	4079	HIGH	SHORT_SCORED(4079); NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS	False	False	True	True	True	False	True	True	0	
COG5	nucleoplasm	scored	4650	HIGH	SHORT_SCORED(4650); LAZY:待补充; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充
COLGALT2	nucleoplasm	scored	3539	HIGH	SHORT_SCORED(3539); LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
CPNE4	nucleoplasm	scored	3356	HIGH	SHORT_SCORED(3356); LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
CREBL2	nucleoplasm	scored	6211	HIGH	LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
CREBRF	nucleoplasm	scored	7421	MED	NO_HPA_DETAILS; NO_PUBMED_COUNTS	False	True	True	True	True	True	False	True	0	
CRIPT	nucleoplasm	scored	3585	HIGH	SHORT_SCORED(3585); LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
CRTC3	nucleoplasm	scored	5343	HIGH	LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
CSNK2A2	nucleoplasm	scored	2976	CRITICAL	SHORT_SCORED(2976); LAZY:需进一步查询;暂无详细;基于基因家族推断; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	需进一步查询;暂无详细;基于基因家族推断;IntAct 有限记录;无记录 \| — \| —
CSNK2A3	nucleoplasm	scored	2110	HIGH	SHORT_SCORED(2110); NO_HPA_DETAILS; NO_PDB_INFO; PPI:ONLY_0_PARTNERS; NO_KEY_LIT	False	False	True	True	False	False	True	False	0	
CSNK2B	nucleoplasm	scored	2836	CRITICAL	SHORT_SCORED(2836); LAZY:需进一步查询;暂无详细;基于基因家族推断; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	需进一步查询;暂无详细;基于基因家族推断;IntAct 有限记录;无记录 \| — \| —
CSRNP1	nucleoplasm	scored	6328	HIGH	LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
CSRNP2	nucleoplasm	scored	5956	HIGH	LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
CSRNP3	nucleoplasm	scored	4683	HIGH	SHORT_SCORED(4683); LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
CSRP1	nucleoplasm	scored	4206	CRITICAL	SHORT_SCORED(4206); LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
CSRP2	nucleoplasm	scored	4109	CRITICAL	SHORT_SCORED(4109); LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
CSRP3	nucleoplasm	scored	5679	HIGH	LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
CSTF1	nucleoplasm	scored	5230	HIGH	LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
CSTF2T	nucleoplasm	scored	4038	CRITICAL	SHORT_SCORED(4038); LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	False	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
CSTF3	nucleoplasm	scored	6107	HIGH	LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
CTCFL	nucleoplasm	scored	2800	CRITICAL	SHORT_SCORED(2800); LAZY:需进一步查询;暂无详细;基于基因家族推断; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	需进一步查询;暂无详细;基于基因家族推断;IntAct 有限记录;无记录 \| — \| —
CTDP1	nucleoplasm	scored	3010	CRITICAL	SHORT_SCORED(3010); LAZY:需进一步查询;暂无详细;基于基因家族推断; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	需进一步查询;暂无详细;基于基因家族推断;IntAct 有限记录;无记录 \| — \| —
CTDSP2	nucleoplasm	scored	2751	CRITICAL	SHORT_SCORED(2751); LAZY:需进一步查询;暂无详细;基于基因家族推断; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	需进一步查询;暂无详细;基于基因家族推断;IntAct 有限记录;无记录 \| — \| —
CTDSPL	nucleoplasm	scored	2821	CRITICAL	SHORT_SCORED(2821); LAZY:需进一步查询;暂无详细;基于基因家族推断; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	需进一步查询;暂无详细;基于基因家族推断;IntAct 有限记录;无记录 \| — \| —
CTNNBL1	nucleoplasm	scored	4700	CRITICAL	SHORT_SCORED(4700); LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	False	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
CUTC	nucleoplasm	scored	5216	HIGH	LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
CWC15	nucleoplasm	scored	6292	HIGH	LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
CWC27	nucleoplasm	scored	6028	HIGH	LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
CYB561A3	nucleoplasm	scored	5658	HIGH	LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
DACH2	nucleoplasm	scored	4413	HIGH	SHORT_SCORED(4413); LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
DBR1	nucleoplasm	scored	4398	HIGH	SHORT_SCORED(4398); LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
DBX1	nucleoplasm	scored	4080	CRITICAL	SHORT_SCORED(4080); LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; NO_IF_NO_RESCUE; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
DBX2	nucleoplasm	scored	4089	HIGH	SHORT_SCORED(4089); LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
DCLK3	nucleoplasm	scored	2824	CRITICAL	SHORT_SCORED(2824); LAZY:需进一步查询;暂无详细;基于基因家族推断; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	需进一步查询;暂无详细;基于基因家族推断;IntAct 有限记录;无记录 \| — \| —
DDIT4L	nucleoplasm	scored	3439	HIGH	SHORT_SCORED(3439); LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
