gene	path	source	report_claim	evidence_exists	image_or_metadata_exists	image_embedded	old_todo_or_checklist_only	is_true_mismatch	is_audit_false_positive	needs_repair	reason
N4BP1	detail/nucleolus/N4BP1/N4BP1-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	False	False	True	False	Image/evidence embedded; Local evidence count=2
N4BP1	detail/nucleolus/N4BP1/N4BP1-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
NAA50	detail/nucleolus/NAA50/NAA50-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
NACC2	detail/nucleolus/NACC2/NACC2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
NARF	detail/nucleolus/NARF/NARF-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
NEDD1	detail/nucleolus/NEDD1/NEDD1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
NEK11	detail/nucleolus/NEK11/NEK11-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
NFKBIE	detail/nucleolus/NFKBIE/NFKBIE-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
NFKBIE	detail/nucleolus/NFKBIE/NFKBIE-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
NGDN	detail/nucleolus/NGDN/NGDN-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
NGDN	detail/nucleolus/NGDN/NGDN-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
NHEJ1	detail/nucleolus/NHEJ1/NHEJ1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
NHEJ1	detail/nucleolus/NHEJ1/NHEJ1-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
NIFK	detail/nucleolus/NIFK/NIFK-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	False	False	True	False	Image/evidence embedded; Local evidence count=2
NIFK	detail/nucleolus/NIFK/NIFK-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
NKRF	detail/nucleolus/NKRF/NKRF-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	False	False	True	False	Image/evidence embedded; Local evidence count=2
NKRF	detail/nucleolus/NKRF/NKRF-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
NLE1	detail/nucleolus/NLE1/NLE1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
NLE1	detail/nucleolus/NLE1/NLE1-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
NOC2L	detail/nucleolus/NOC2L/NOC2L-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	False	False	True	False	Image/evidence embedded; Local evidence count=2
NOC2L	detail/nucleolus/NOC2L/NOC2L-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
NOM1	detail/nucleolus/NOM1/NOM1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
NOM1	detail/nucleolus/NOM1/NOM1-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
NOSIP	detail/nucleolus/NOSIP/NOSIP-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	False	False	True	False	Image/evidence embedded; Local evidence count=2
NOSIP	detail/nucleolus/NOSIP/NOSIP-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
NPM2	detail/nucleolus/NPM2/NPM2-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	False	False	True	False	Image/evidence embedded; Local evidence count=2
NPM2	detail/nucleolus/NPM2/NPM2-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
NPM3	detail/nucleolus/NPM3/NPM3-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	False	False	True	False	Image/evidence embedded; Local evidence count=2
NPM3	detail/nucleolus/NPM3/NPM3-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
NSA2	detail/nucleolus/NSA2/NSA2-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
NSA2	detail/nucleolus/NSA2/NSA2-evaluation.md	PAE	STALE_PATTERN	True	True	True	False	False	True	False	Image/evidence embedded; Local evidence count=1
NSUN5	detail/nucleolus/NSUN5/NSUN5-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	False	False	True	False	Image/evidence embedded; Local evidence count=2
NSUN5	detail/nucleolus/NSUN5/NSUN5-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
NVL	detail/nucleolus/NVL/NVL-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
NWD1	detail/nucleolus/NWD1/NWD1-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
NWD1	detail/nucleolus/NWD1/NWD1-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
OARD1	detail/nucleolus/OARD1/OARD1-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
OARD1	detail/nucleolus/OARD1/OARD1-evaluation.md	PAE	STALE_PATTERN	True	True	True	False	False	True	False	Image/evidence embedded; Local evidence count=1
OLA1	detail/nucleolus/OLA1/OLA1-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
OLA1	detail/nucleolus/OLA1/OLA1-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
OPLAH	detail/nucleolus/OPLAH/OPLAH-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
P3H3	detail/nucleolus/P3H3/P3H3-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
P3H3	detail/nucleolus/P3H3/P3H3-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
PAFAH1B2	detail/nucleolus/PAFAH1B2/PAFAH1B2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
PAGE1	detail/nucleolus/PAGE1/PAGE1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
PAK1IP1	detail/nucleolus/PAK1IP1/PAK1IP1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
PAK5	detail/nucleolus/PAK5/PAK5-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
PANK1	detail/nucleolus/PANK1/PANK1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
PANK1	detail/nucleolus/PANK1/PANK1-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
PANO1	detail/nucleolus/PANO1/PANO1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
PAPOLG	detail/nucleolus/PAPOLG/PAPOLG-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
PAPOLG	detail/nucleolus/PAPOLG/PAPOLG-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
PCTP	detail/nucleolus/PCTP/PCTP-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
PCTP	detail/nucleolus/PCTP/PCTP-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
PELI2	detail/nucleolus/PELI2/PELI2-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
PELI2	detail/nucleolus/PELI2/PELI2-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
PHC2	detail/nucleolus/PHC2/PHC2-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
PHC2	detail/nucleolus/PHC2/PHC2-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
PHF2	detail/nucleolus/PHF2/PHF2-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
PHF2	detail/nucleolus/PHF2/PHF2-evaluation.md	PAE	STALE_PATTERN	True	True	True	False	False	True	False	Image/evidence embedded; Local evidence count=1
PHF21B	detail/nucleolus/PHF21B/PHF21B-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
PHF21B	detail/nucleolus/PHF21B/PHF21B-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
PIH1D1	detail/nucleolus/PIH1D1/PIH1D1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
PIMREG	detail/nucleolus/PIMREG/PIMREG-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
PIN4	detail/nucleolus/PIN4/PIN4-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
PIN4	detail/nucleolus/PIN4/PIN4-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
PLCZ1	detail/nucleolus/PLCZ1/PLCZ1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
PLK5	detail/nucleolus/PLK5/PLK5-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
POMT2	detail/nucleolus/POMT2/POMT2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
PPDPF	detail/nucleolus/PPDPF/PPDPF-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
PPDPF	detail/nucleolus/PPDPF/PPDPF-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
PPID	detail/nucleolus/PPID/PPID-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
PPID	detail/nucleolus/PPID/PPID-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
PPM1B	detail/nucleolus/PPM1B/PPM1B-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
PRKRIP1	detail/nucleolus/PRKRIP1/PRKRIP1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
PSPC1	detail/nucleolus/PSPC1/PSPC1-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
PSPC1	detail/nucleolus/PSPC1/PSPC1-evaluation.md	PAE	STALE_PATTERN	True	True	True	False	False	True	False	Image/evidence embedded; Local evidence count=1
PWP1	detail/nucleolus/PWP1/PWP1-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
PWP1	detail/nucleolus/PWP1/PWP1-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
PWP2	detail/nucleolus/PWP2/PWP2-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
PWP2	detail/nucleolus/PWP2/PWP2-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
PXMP4	detail/nucleolus/PXMP4/PXMP4-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
PYDC2	detail/nucleolus/PYDC2/PYDC2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
PYM1	detail/nucleolus/PYM1/PYM1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
Ppan	detail/nucleolus/Ppan/Ppan-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
RAB34	detail/nucleolus/RAB34/RAB34-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
RABGEF1	detail/nucleolus/RABGEF1/RABGEF1-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
RABGEF1	detail/nucleolus/RABGEF1/RABGEF1-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
RAI14	detail/nucleolus/RAI14/RAI14-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
RARS1	detail/nucleolus/RARS1/RARS1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
RCL1	detail/nucleolus/RCL1/RCL1-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
RCL1	detail/nucleolus/RCL1/RCL1-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
RDM1	detail/nucleolus/RDM1/RDM1-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
RDM1	detail/nucleolus/RDM1/RDM1-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
RERG	detail/nucleolus/RERG/RERG-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
REV3L	detail/nucleolus/REV3L/REV3L-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
REXO2	detail/nucleolus/REXO2/REXO2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
REXO5	detail/nucleolus/REXO5/REXO5-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
RIMKLA	detail/nucleolus/RIMKLA/RIMKLA-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
RIN2	detail/nucleolus/RIN2/RIN2-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
RIN2	detail/nucleolus/RIN2/RIN2-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
RIOX2	detail/nucleolus/RIOX2/RIOX2-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
RIOX2	detail/nucleolus/RIOX2/RIOX2-evaluation.md	PAE	STALE_PATTERN	True	True	True	False	False	True	False	Image/evidence embedded; Local evidence count=1
RTF1	detail/nucleolus/RTF1/RTF1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SAMD14	detail/nucleolus/SAMD14/SAMD14-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
SAMD14	detail/nucleolus/SAMD14/SAMD14-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SAPCD2	detail/nucleolus/SAPCD2/SAPCD2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SDAD1	detail/nucleolus/SDAD1/SDAD1-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
SDAD1	detail/nucleolus/SDAD1/SDAD1-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
SHLD3	detail/nucleolus/SHLD3/SHLD3-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SIMC1	detail/nucleolus/SIMC1/SIMC1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SNAPIN	detail/nucleolus/SNAPIN/SNAPIN-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
SNAPIN	detail/nucleolus/SNAPIN/SNAPIN-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SOWAHB	detail/nucleolus/SOWAHB/SOWAHB-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SP140	detail/nucleolus/SP140/SP140-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SPANXN2	detail/nucleolus/SPANXN2/SPANXN2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SPANXN3	detail/nucleolus/SPANXN3/SPANXN3-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SPATA2	detail/nucleolus/SPATA2/SPATA2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SPATS2L	detail/nucleolus/SPATS2L/SPATS2L-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SPECC1	detail/nucleolus/SPECC1/SPECC1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SPTY2D1	detail/nucleolus/SPTY2D1/SPTY2D1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SREK1IP1	detail/nucleolus/SREK1IP1/SREK1IP1-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
SREK1IP1	detail/nucleolus/SREK1IP1/SREK1IP1-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SRP68	detail/nucleolus/SRP68/SRP68-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
SRP68	detail/nucleolus/SRP68/SRP68-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
SSBP3	detail/nucleolus/SSBP3/SSBP3-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
SSBP3	detail/nucleolus/SSBP3/SSBP3-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
ST6GAL2	detail/nucleolus/ST6GAL2/ST6GAL2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
STAG3	detail/nucleolus/STAG3/STAG3-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
STAMBP	detail/nucleolus/STAMBP/STAMBP-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
STAMBP	detail/nucleolus/STAMBP/STAMBP-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
STON2	detail/nucleolus/STON2/STON2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
STOX1	detail/nucleolus/STOX1/STOX1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SUB1	detail/nucleolus/SUB1/SUB1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SUCO	detail/nucleolus/SUCO/SUCO-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SUPT20H	detail/nucleolus/SUPT20H/SUPT20H-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SUPT3H	detail/nucleolus/SUPT3H/SUPT3H-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
SUPT3H	detail/nucleolus/SUPT3H/SUPT3H-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
SUPT7L	detail/nucleolus/SUPT7L/SUPT7L-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
SUPT7L	detail/nucleolus/SUPT7L/SUPT7L-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
SURF6	detail/nucleolus/SURF6/SURF6-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SYNE2	detail/nucleolus/SYNE2/SYNE2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
SYTL3	detail/nucleolus/SYTL3/SYTL3-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
TBC1D9B	detail/nucleolus/TBC1D9B/TBC1D9B-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
TBCA	detail/nucleolus/TBCA/TBCA-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
TBCK	detail/nucleolus/TBCK/TBCK-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
TBL3	detail/nucleolus/TBL3/TBL3-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
TBL3	detail/nucleolus/TBL3/TBL3-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
TCF15	detail/nucleolus/TCF15/TCF15-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
TCF15	detail/nucleolus/TCF15/TCF15-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
TDRD3	detail/nucleolus/TDRD3/TDRD3-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
TDRD3	detail/nucleolus/TDRD3/TDRD3-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
TENT4A	detail/nucleolus/TENT4A/TENT4A-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
TENT4B	detail/nucleolus/TENT4B/TENT4B-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
TENT4B	detail/nucleolus/TENT4B/TENT4B-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
TEX10	detail/nucleolus/TEX10/TEX10-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
TEX10	detail/nucleolus/TEX10/TEX10-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
TEX2	detail/nucleolus/TEX2/TEX2-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
TEX2	detail/nucleolus/TEX2/TEX2-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
TEX9	detail/nucleolus/TEX9/TEX9-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
TGS1	detail/nucleolus/TGS1/TGS1-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
TGS1	detail/nucleolus/TGS1/TGS1-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
THAP2	detail/nucleolus/THAP2/THAP2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
THUMPD3	detail/nucleolus/THUMPD3/THUMPD3-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
THUMPD3	detail/nucleolus/THUMPD3/THUMPD3-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
