gene	current_path	in_queue	was_processed	has_harvest_packet	packet_path	missing_sources	report_status	report_lines	was_rejected_due_to_missing_harvest	needs_reharvest	needs_manual_review	reason
CRIP3	detail/nuclear-body/CRIP3/CRIP3-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/CRIP3.json	NONE	scored	167	False	False	False	Report (167L), packet=True, missing modules=0
CRYBG1	detail/nucleoplasm/CRYBG1/CRYBG1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/CRYBG1.json	NONE	scored	168	False	False	False	Report (168L), packet=True, missing modules=0
CRYL1	detail/nucleoplasm/CRYL1/CRYL1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/CRYL1.json	NONE	scored	178	False	False	False	Report (178L), packet=True, missing modules=0
CRYZL1	detail/nucleoplasm/CRYZL1/CRYZL1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/CRYZL1.json	NONE	scored	177	False	False	False	Report (177L), packet=True, missing modules=0
CTDSP1	detail/nucleoplasm/CTDSP1/CTDSP1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/CTDSP1.json	NONE	scored	159	False	False	False	Report (159L), packet=True, missing modules=0
CTNNBIP1	detail/nucleoplasm/CTNNBIP1/CTNNBIP1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/CTNNBIP1.json	NONE	scored	182	False	False	False	Report (182L), packet=True, missing modules=0
CTPS1	detail/chromatin/CTPS1/CTPS1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/CTPS1.json	NONE	scored	173	False	False	False	Report (173L), packet=True, missing modules=0
CTPS2	detail/nucleoplasm/CTPS2/CTPS2-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/CTPS2.json	NONE	scored	181	False	False	False	Report (181L), packet=True, missing modules=0
CUEDC2	detail/nuclear-envelope/CUEDC2/CUEDC2-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/CUEDC2.json	NONE	scored	179	False	False	False	Report (179L), packet=True, missing modules=0
CWF19L1	detail/nucleoplasm/CWF19L1/CWF19L1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/CWF19L1.json	NONE	scored	168	False	False	False	Report (168L), packet=True, missing modules=0
CWF19L2	detail/nuclear-body/CWF19L2/CWF19L2-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/CWF19L2.json	NONE	scored	176	False	False	False	Report (176L), packet=True, missing modules=0
CYB5D1	detail/nucleoplasm/CYB5D1/CYB5D1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/CYB5D1.json	NONE	scored	168	False	False	False	Report (168L), packet=True, missing modules=0
CYB5R2	detail/nucleoplasm/CYB5R2/CYB5R2-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/CYB5R2.json	NONE	scored	180	False	False	False	Report (180L), packet=True, missing modules=0
CYRIA	detail/nucleoplasm/CYRIA/CYRIA-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/CYRIA.json	NONE	scored	173	False	False	False	Report (173L), packet=True, missing modules=0
CYTIP	detail/nucleoplasm/CYTIP/CYTIP-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/CYTIP.json	NONE	scored	181	False	False	False	Report (181L), packet=True, missing modules=0
CYYR1	detail/nucleoplasm/CYYR1/CYYR1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/CYYR1.json	NONE	scored	175	False	False	False	Report (175L), packet=True, missing modules=0
Chtf8	detail/nucleoplasm/Chtf8/Chtf8-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/Chtf8.json	NONE	scored	174	False	False	False	Report (174L), packet=True, missing modules=0
Crxos	detail/rejected/Crxos/Crxos-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/Crxos.json	NONE	rejected	159	False	False	False	Report (159L), packet=True, missing modules=0
DAAM2	detail/nucleoplasm/DAAM2/DAAM2-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DAAM2.json	NONE	scored	168	False	False	False	Report (168L), packet=True, missing modules=0
DACT1	detail/nucleoplasm/DACT1/DACT1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DACT1.json	NONE	scored	181	False	False	False	Report (181L), packet=True, missing modules=0
DACT3	detail/nucleoplasm/DACT3/DACT3-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DACT3.json	NONE	scored	177	False	False	False	Report (177L), packet=True, missing modules=0
DAPL1	detail/nuclear-speckle/DAPL1/DAPL1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DAPL1.json	NONE	scored	167	False	False	False	Report (167L), packet=True, missing modules=0
DAZ3	detail/nucleoplasm/DAZ3/DAZ3-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DAZ3.json	NONE	scored	179	False	False	False	Report (179L), packet=True, missing modules=0
DAZAP2	detail/nuclear-speckle/DAZAP2/DAZAP2-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DAZAP2.json	NONE	scored	182	False	False	False	Report (182L), packet=True, missing modules=0
DBF4B	detail/nucleoplasm/DBF4B/DBF4B-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DBF4B.json	NONE	scored	179	False	False	False	Report (179L), packet=True, missing modules=0
DCLRE1A	detail/nucleolus/DCLRE1A/DCLRE1A-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DCLRE1A.json	NONE	scored	174	False	False	False	Report (174L), packet=True, missing modules=0
DCLRE1B	detail/nuclear-speckle/DCLRE1B/DCLRE1B-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DCLRE1B.json	NONE	scored	181	False	False	False	Report (181L), packet=True, missing modules=0
DCTN5	detail/nuclear-envelope/DCTN5/DCTN5-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DCTN5.json	NONE	scored	182	False	False	False	Report (182L), packet=True, missing modules=0
DCTN6	detail/rejected/DCTN6/DCTN6-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DCTN6.json	NONE	rejected	171	False	False	False	Report (171L), packet=True, missing modules=0
DCTPP1	detail/nucleoplasm/DCTPP1/DCTPP1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DCTPP1.json	NONE	scored	180	False	False	False	Report (180L), packet=True, missing modules=0
DCUN1D1	detail/nucleoplasm/DCUN1D1/DCUN1D1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DCUN1D1.json	NONE	scored	181	False	False	False	Report (181L), packet=True, missing modules=0
DCUN1D2	detail/nucleoplasm/DCUN1D2/DCUN1D2-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DCUN1D2.json	NONE	scored	179	False	False	False	Report (179L), packet=True, missing modules=0
DCUN1D4	detail/nucleoplasm/DCUN1D4/DCUN1D4-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DCUN1D4.json	NONE	scored	177	False	False	False	Report (177L), packet=True, missing modules=0
DDA1	detail/nucleoplasm/DDA1/DDA1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DDA1.json	NONE	scored	178	False	False	False	Report (178L), packet=True, missing modules=0
DDI2	detail/nucleoplasm/DDI2/DDI2-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DDI2.json	NONE	scored	179	False	False	False	Report (179L), packet=True, missing modules=0
DDRGK1	detail/nucleoplasm/DDRGK1/DDRGK1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DDRGK1.json	NONE	scored	177	False	False	False	Report (177L), packet=True, missing modules=0
DDX19A	detail/nucleoplasm/DDX19A/DDX19A-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DDX19A.json	NONE	scored	171	False	False	False	Report (171L), packet=True, missing modules=0
DEDD2	detail/nucleolus/DEDD2/DEDD2-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DEDD2.json	NONE	scored	175	False	False	False	Report (175L), packet=True, missing modules=0
DEF8	detail/nucleoplasm/DEF8/DEF8-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DEF8.json	NONE	scored	177	False	False	False	Report (177L), packet=True, missing modules=0
DEGS2	detail/nucleoplasm/DEGS2/DEGS2-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DEGS2.json	NONE	scored	168	False	False	False	Report (168L), packet=True, missing modules=0
DENND2C	detail/nucleoplasm/DENND2C/DENND2C-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DENND2C.json	NONE	scored	175	False	False	False	Report (175L), packet=True, missing modules=0
DENND4B	detail/nucleoplasm/DENND4B/DENND4B-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DENND4B.json	NONE	scored	175	False	False	False	Report (175L), packet=True, missing modules=0
DEPDC1B	detail/nucleoplasm/DEPDC1B/DEPDC1B-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DEPDC1B.json	NONE	scored	177	False	False	False	Report (177L), packet=True, missing modules=0
DERA	detail/nucleoplasm/DERA/DERA-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DERA.json	NONE	scored	181	False	False	False	Report (181L), packet=True, missing modules=0
DEXI	detail/nuclear-speckle/DEXI/DEXI-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DEXI.json	NONE	scored	177	False	False	False	Report (177L), packet=True, missing modules=0
DGKA	detail/nucleoplasm/DGKA/DGKA-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DGKA.json	NONE	scored	161	False	False	False	Report (161L), packet=True, missing modules=0
DGKE	detail/nucleoplasm/DGKE/DGKE-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DGKE.json	NONE	scored	173	False	False	False	Report (173L), packet=True, missing modules=0
DHDH	detail/nucleoplasm/DHDH/DHDH-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DHDH.json	NONE	scored	168	False	False	False	Report (168L), packet=True, missing modules=0
DIAPH2	detail/nucleolus/DIAPH2/DIAPH2-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DIAPH2.json	NONE	scored	168	False	False	False	Report (168L), packet=True, missing modules=0
DIAPH3	detail/nucleoplasm/DIAPH3/DIAPH3-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DIAPH3.json	NONE	scored	175	False	False	False	Report (175L), packet=True, missing modules=0
DIMT1	detail/nucleolus/DIMT1/DIMT1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DIMT1.json	NONE	scored	171	False	False	False	Report (171L), packet=True, missing modules=0
DISP3	detail/nuclear-envelope/DISP3/DISP3-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DISP3.json	NONE	scored	170	False	False	False	Report (170L), packet=True, missing modules=0
DLG3	detail/nucleoplasm/DLG3/DLG3-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DLG3.json	NONE	scored	184	False	False	False	Report (184L), packet=True, missing modules=0
DLG4	detail/rejected/DLG4/DLG4-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DLG4.json	NONE	rejected	168	False	False	False	Report (168L), packet=True, missing modules=0
DLGAP4	detail/nucleoplasm/DLGAP4/DLGAP4-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DLGAP4.json	NONE	scored	181	False	False	False	Report (181L), packet=True, missing modules=0
DLGAP5	detail/rejected/DLGAP5/DLGAP5-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DLGAP5.json	NONE	rejected	181	False	False	False	Report (181L), packet=True, missing modules=0
DLK2	detail/nucleoplasm/DLK2/DLK2-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DLK2.json	NONE	scored	176	False	False	False	Report (176L), packet=True, missing modules=0
DMWD	detail/nucleoplasm/DMWD/DMWD-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DMWD.json	NONE	scored	180	False	False	False	Report (180L), packet=True, missing modules=0
DMXL1	detail/nucleolus/DMXL1/DMXL1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DMXL1.json	NONE	scored	177	False	False	False	Report (177L), packet=True, missing modules=0
DNAAF2	detail/nucleolus/DNAAF2/DNAAF2-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DNAAF2.json	NONE	scored	184	False	False	False	Report (184L), packet=True, missing modules=0
DNAAF5	detail/nucleolus/DNAAF5/DNAAF5-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DNAAF5.json	NONE	scored	164	False	False	False	Report (164L), packet=True, missing modules=0
DNTTIP2	detail/nucleolus/DNTTIP2/DNTTIP2-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DNTTIP2.json	NONE	scored	180	False	False	False	Report (180L), packet=True, missing modules=0
DOC2A	detail/nucleoplasm/DOC2A/DOC2A-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DOC2A.json	NONE	scored	181	False	False	False	Report (181L), packet=True, missing modules=0
DOCK1	detail/nucleoplasm/DOCK1/DOCK1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DOCK1.json	NONE	scored	168	False	False	False	Report (168L), packet=True, missing modules=0
DOCK4	detail/nucleolus/DOCK4/DOCK4-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DOCK4.json	NONE	scored	175	False	False	False	Report (175L), packet=True, missing modules=0
DOLK	detail/nucleoplasm/DOLK/DOLK-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DOLK.json	NONE	scored	168	False	False	False	Report (168L), packet=True, missing modules=0
DRC1	detail/nucleoplasm/DRC1/DRC1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DRC1.json	NONE	scored	172	False	False	False	Report (172L), packet=True, missing modules=0
DSEL	detail/nucleoplasm/DSEL/DSEL-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DSEL.json	NONE	scored	168	False	False	False	Report (168L), packet=True, missing modules=0
DTD1	detail/nucleoplasm/DTD1/DTD1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DTD1.json	NONE	scored	165	False	False	False	Report (165L), packet=True, missing modules=0
DTWD1	detail/nucleoplasm/DTWD1/DTWD1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DTWD1.json	NONE	scored	168	False	False	False	Report (168L), packet=True, missing modules=0
DTWD2	detail/nuclear-speckle/DTWD2/DTWD2-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DTWD2.json	NONE	scored	178	False	False	False	Report (178L), packet=True, missing modules=0
DTX3	detail/nucleoplasm/DTX3/DTX3-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DTX3.json	NONE	scored	170	False	False	False	Report (170L), packet=True, missing modules=0
DYNC1I1	detail/chromatin/DYNC1I1/DYNC1I1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DYNC1I1.json	NONE	scored	184	False	False	False	Report (184L), packet=True, missing modules=0
DYNLL1	detail/nucleoplasm/DYNLL1/DYNLL1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DYNLL1.json	NONE	scored	184	False	False	False	Report (184L), packet=True, missing modules=0
DYNLL2	detail/nucleoplasm/DYNLL2/DYNLL2-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DYNLL2.json	NONE	scored	175	False	False	False	Report (175L), packet=True, missing modules=0
DYNLT3	detail/chromatin/DYNLT3/DYNLT3-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DYNLT3.json	NONE	scored	181	False	False	False	Report (181L), packet=True, missing modules=0
DYRK3	detail/nuclear-speckle/DYRK3/DYRK3-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DYRK3.json	NONE	scored	181	False	False	False	Report (181L), packet=True, missing modules=0
DYRK4	detail/nucleoplasm/DYRK4/DYRK4-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/DYRK4.json	NONE	scored	170	False	False	False	Report (170L), packet=True, missing modules=0
EAPP	detail/nuclear-speckle/EAPP/EAPP-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/EAPP.json	NONE	scored	180	False	False	False	Report (180L), packet=True, missing modules=0
ECPAS	detail/nucleoplasm/ECPAS/ECPAS-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/ECPAS.json	NONE	scored	183	False	False	False	Report (183L), packet=True, missing modules=0
ECT2L	detail/nucleoplasm/ECT2L/ECT2L-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/ECT2L.json	NONE	scored	164	False	False	False	Report (164L), packet=True, missing modules=0
EEF1AKMT3	detail/nucleoplasm/EEF1AKMT3/EEF1AKMT3-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/EEF1AKMT3.json	NONE	scored	182	False	False	False	Report (182L), packet=True, missing modules=0
EEF1D	detail/nucleolus/EEF1D/EEF1D-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/EEF1D.json	NONE	scored	182	False	False	False	Report (182L), packet=True, missing modules=0
EEF1E1	detail/nucleolus/EEF1E1/EEF1E1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/EEF1E1.json	NONE	scored	182	False	False	False	Report (182L), packet=True, missing modules=0
EEFSEC	detail/nuclear-speckle/EEFSEC/EEFSEC-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/EEFSEC.json	NONE	scored	179	False	False	False	Report (179L), packet=True, missing modules=0
EEPD1	detail/nuclear-speckle/EEPD1/EEPD1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/EEPD1.json	NONE	scored	177	False	False	False	Report (177L), packet=True, missing modules=0
EFCAB13	detail/nuclear-speckle/EFCAB13/EFCAB13-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/EFCAB13.json	NONE	scored	171	False	False	False	Report (171L), packet=True, missing modules=0
EFCAB6	detail/nucleoplasm/EFCAB6/EFCAB6-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/EFCAB6.json	NONE	scored	170	False	False	False	Report (170L), packet=True, missing modules=0
EFCC1	detail/nucleoplasm/EFCC1/EFCC1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/EFCC1.json	NONE	scored	166	False	False	False	Report (166L), packet=True, missing modules=0
EID1	detail/nucleoplasm/EID1/EID1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/EID1.json	NONE	scored	178	False	False	False	Report (178L), packet=True, missing modules=0
EID2	detail/nucleoplasm/EID2/EID2-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/EID2.json	NONE	scored	173	False	False	False	Report (173L), packet=True, missing modules=0
EID3	detail/nucleolus/EID3/EID3-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/EID3.json	NONE	scored	182	False	False	False	Report (182L), packet=True, missing modules=0
EIPR1	detail/nucleoplasm/EIPR1/EIPR1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/EIPR1.json	NONE	scored	177	False	False	False	Report (177L), packet=True, missing modules=0
ELFN1	detail/nucleoplasm/ELFN1/ELFN1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/ELFN1.json	NONE	scored	174	False	False	False	Report (174L), packet=True, missing modules=0
ELFN2	detail/nucleoplasm/ELFN2/ELFN2-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/ELFN2.json	NONE	scored	179	False	False	False	Report (179L), packet=True, missing modules=0
ELMOD1	detail/nucleoplasm/ELMOD1/ELMOD1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/ELMOD1.json	NONE	scored	185	False	False	False	Report (185L), packet=True, missing modules=0
ELOC	detail/nucleoplasm/ELOC/ELOC-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/ELOC.json	NONE	scored	181	False	False	False	Report (181L), packet=True, missing modules=0
EME2	detail/chromatin/EME2/EME2-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/EME2.json	NONE	scored	175	False	False	False	Report (175L), packet=True, missing modules=0
EML3	detail/nucleoplasm/EML3/EML3-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/EML3.json	NONE	scored	185	False	False	False	Report (185L), packet=True, missing modules=0
ENDOV	detail/nucleolus/ENDOV/ENDOV-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/ENDOV.json	NONE	scored	179	False	False	False	Report (179L), packet=True, missing modules=0
ENOPH1	detail/nuclear-body/ENOPH1/ENOPH1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/ENOPH1.json	NONE	scored	184	False	False	False	Report (184L), packet=True, missing modules=0
ENTREP3	detail/nucleoplasm/ENTREP3/ENTREP3-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/ENTREP3.json	NONE	scored	164	False	False	False	Report (164L), packet=True, missing modules=0
EPB41	detail/nuclear-speckle/EPB41/EPB41-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/EPB41.json	NONE	scored	184	False	False	False	Report (184L), packet=True, missing modules=0
EPN1	detail/nucleoplasm/EPN1/EPN1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/EPN1.json	NONE	scored	182	False	False	False	Report (182L), packet=True, missing modules=0
EPN3	detail/nucleoplasm/EPN3/EPN3-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/EPN3.json	NONE	scored	184	False	False	False	Report (184L), packet=True, missing modules=0
EQTN	detail/rejected/EQTN/EQTN-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/EQTN.json	NONE	rejected	170	False	False	False	Report (170L), packet=True, missing modules=0
ERAP1	detail/rejected/ERAP1/ERAP1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/ERAP1.json	NONE	rejected	184	False	False	False	Report (184L), packet=True, missing modules=0
ERCC8	detail/nuclear-body/ERCC8/ERCC8-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/ERCC8.json	NONE	scored	190	False	False	False	Report (190L), packet=True, missing modules=0
ERGIC1	detail/nucleoplasm/ERGIC1/ERGIC1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/ERGIC1.json	NONE	scored	184	False	False	False	Report (184L), packet=True, missing modules=0
ERGIC2	detail/nucleolus/ERGIC2/ERGIC2-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/ERGIC2.json	NONE	scored	184	False	False	False	Report (184L), packet=True, missing modules=0
ERI3	detail/nucleoplasm/ERI3/ERI3-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/ERI3.json	NONE	scored	183	False	False	False	Report (183L), packet=True, missing modules=0
ERICH1	detail/nucleolus/ERICH1/ERICH1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/ERICH1.json	NONE	scored	175	False	False	False	Report (175L), packet=True, missing modules=0
ERICH3	detail/nuclear-envelope/ERICH3/ERICH3-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/ERICH3.json	NONE	scored	179	False	False	False	Report (179L), packet=True, missing modules=0
ERP29	detail/rejected/ERP29/ERP29-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/ERP29.json	NONE	rejected	183	False	False	False	Report (183L), packet=True, missing modules=0
