batch_id	priority	gene	current_path	current_status	current_lines	source_flags	needs_reharvest	needs_reevaluate	needs_manual_review	missing_sources	risk_level	reason
22	P0	NSFL1C	detail/rejected/NSFL1C/NSFL1C-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_22
22	P0	NSMCE1	detail/rejected/NSMCE1/NSMCE1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_22
23	P0	NSMCE3	detail/rejected/NSMCE3/NSMCE3-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_23
23	P0	NSMCE4A	detail/rejected/NSMCE4A/NSMCE4A-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_23
23	P0	NSRP1	detail/rejected/NSRP1/NSRP1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_23
23	P0	NT5C1B	detail/rejected/NT5C1B/NT5C1B-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_23
23	P0	NT5C3A	detail/rejected/NT5C3A/NT5C3A-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_23
24	P0	NTMT1	detail/rejected/NTMT1/NTMT1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_24
24	P0	NUAK2	detail/rejected/NUAK2/NUAK2-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_24
24	P0	NUBP1	detail/rejected/NUBP1/NUBP1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_24
24	P0	NUTM2A	detail/rejected/NUTM2A/NUTM2A-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_24
24	P0	NVL	detail/rejected/NVL/NVL-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_24
25	P0	NXN	detail/rejected/NXN/NXN-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_25
25	P0	NYAP2	detail/rejected/NYAP2/NYAP2-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_25
25	P0	Naa11	detail/rejected/Naa11/Naa11-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_25
25	P0	Nat8f3	detail/rejected/Nat8f3/Nat8f3-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_25
25	P0	OAZ2	detail/rejected/OAZ2/OAZ2-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_25
26	P0	OAZ3	detail/rejected/OAZ3/OAZ3-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_26
26	P0	ODR4	detail/rejected/ODR4/ODR4-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_26
26	P0	OGFR	detail/rejected/OGFR/OGFR-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_26
26	P0	OPLAH	detail/rejected/OPLAH/OPLAH-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_26
26	P0	OSBPL10	detail/rejected/OSBPL10/OSBPL10-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_26
27	P0	OSBPL11	detail/rejected/OSBPL11/OSBPL11-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_27
27	P0	OSBPL1A	detail/rejected/OSBPL1A/OSBPL1A-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_27
27	P0	OSBPL3	detail/rejected/OSBPL3/OSBPL3-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_27
27	P0	OSBPL7	detail/rejected/OSBPL7/OSBPL7-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_27
27	P0	OSER1	detail/rejected/OSER1/OSER1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_27
28	P0	OSTM1	detail/rejected/OSTM1/OSTM1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_28
28	P0	OTUD6B	detail/rejected/OTUD6B/OTUD6B-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_28
28	P0	OTULINL	detail/rejected/OTULINL/OTULINL-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_28
28	P0	OVCA2	detail/rejected/OVCA2/OVCA2-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_28
28	P0	OXNAD1	detail/rejected/OXNAD1/OXNAD1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_28
29	P0	Obox6	detail/rejected/Obox6/Obox6-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_29
29	P0	Obox7	detail/rejected/Obox7/Obox7-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_29
29	P0	Obox8	detail/rejected/Obox8/Obox8-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_29
29	P0	P2RX6	detail/rejected/P2RX6/P2RX6-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_29
29	P0	PAAF1	detail/rejected/PAAF1/PAAF1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_29
30	P0	PABIR1	detail/rejected/PABIR1/PABIR1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_30
30	P0	PABIR2	detail/rejected/PABIR2/PABIR2-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_30
30	P0	PABIR3	detail/rejected/PABIR3/PABIR3-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_30
30	P0	PABPC1L	detail/rejected/PABPC1L/PABPC1L-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_30
30	P0	PACS1	detail/rejected/PACS1/PACS1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_30
31	P0	PADI1	detail/rejected/PADI1/PADI1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_31
31	P0	PADI3	detail/rejected/PADI3/PADI3-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_31
31	P0	PAFAH1B2	detail/rejected/PAFAH1B2/PAFAH1B2-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_31
31	P0	PAGE1	detail/rejected/PAGE1/PAGE1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_31
31	P0	PAGE3	detail/rejected/PAGE3/PAGE3-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_31
32	P0	PAGR1	detail/rejected/PAGR1/PAGR1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_32
32	P0	PAK1IP1	detail/rejected/PAK1IP1/PAK1IP1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_32
32	P0	PANO1	detail/rejected/PANO1/PANO1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_32
32	P0	PAOX	detail/rejected/PAOX/PAOX-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_32
32	P0	PAPSS1	detail/rejected/PAPSS1/PAPSS1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_32
33	P0	PASD1	detail/rejected/PASD1/PASD1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_33
33	P0	PATL2	detail/rejected/PATL2/PATL2-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_33
33	P0	PBOV1	detail/rejected/PBOV1/PBOV1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_33
33	P0	PBXIP1	detail/rejected/PBXIP1/PBXIP1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_33
33	P0	PCBD1	detail/rejected/PCBD1/PCBD1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_33
34	P0	PCID2	detail/rejected/PCID2/PCID2-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_34
34	P0	PCLAF	detail/rejected/PCLAF/PCLAF-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_34
34	P0	PCLO	detail/rejected/PCLO/PCLO-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_34
34	P0	PCP4L1	detail/rejected/PCP4L1/PCP4L1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_34
34	P0	PCYT1A	detail/rejected/PCYT1A/PCYT1A-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_34
35	P0	PDLIM4	detail/rejected/PDLIM4/PDLIM4-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_35
35	P0	PDZD7	detail/rejected/PDZD7/PDZD7-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_35
35	P0	PELI1	detail/rejected/PELI1/PELI1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_35
35	P0	PERM1	detail/rejected/PERM1/PERM1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_35
35	P0	PHF3	detail/rejected/PHF3/PHF3-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_35
36	P0	PHOSPHO2	detail/rejected/PHOSPHO2/PHOSPHO2-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_36
36	P0	PHPT1	detail/rejected/PHPT1/PHPT1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_36
36	P0	PHTF1	detail/rejected/PHTF1/PHTF1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_36
36	P0	PHTF2	detail/rejected/PHTF2/PHTF2-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_36
36	P0	PHYHD1	detail/rejected/PHYHD1/PHYHD1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_36
37	P0	PHYHIP	detail/rejected/PHYHIP/PHYHIP-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_37
37	P0	PIERCE1	detail/rejected/PIERCE1/PIERCE1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_37
37	P0	PIGX	detail/rejected/PIGX/PIGX-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_37
37	P0	PIH1D1	detail/rejected/PIH1D1/PIH1D1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_37
37	P0	PIMREG	detail/rejected/PIMREG/PIMREG-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_37
38	P0	PITPNC1	detail/rejected/PITPNC1/PITPNC1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_38
38	P0	PJA1	detail/rejected/PJA1/PJA1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_38
38	P0	PKN3	detail/rejected/PKN3/PKN3-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_38
38	P0	PKP1	detail/rejected/PKP1/PKP1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_38
38	P0	PKP3	detail/rejected/PKP3/PKP3-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_38
39	P0	PLA2G4C	detail/rejected/PLA2G4C/PLA2G4C-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_39
39	P0	PLAA	detail/rejected/PLAA/PLAA-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_39
39	P0	PLAAT1	detail/rejected/PLAAT1/PLAAT1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_39
39	P0	PLAAT5	detail/rejected/PLAAT5/PLAAT5-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_39
39	P0	PLCD4	detail/rejected/PLCD4/PLCD4-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_39
40	P0	PLCZ1	detail/rejected/PLCZ1/PLCZ1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_40
40	P0	PLEK	detail/rejected/PLEK/PLEK-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_40
40	P0	PLEKHA1	detail/rejected/PLEKHA1/PLEKHA1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_40
40	P0	PLEKHA5	detail/rejected/PLEKHA5/PLEKHA5-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_40
40	P0	PLEKHA8	detail/rejected/PLEKHA8/PLEKHA8-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_40
41	P0	PLEKHG4B	detail/rejected/PLEKHG4B/PLEKHG4B-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_41
41	P0	PLEKHO2	detail/rejected/PLEKHO2/PLEKHO2-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_41
41	P0	PLK5	detail/rejected/PLK5/PLK5-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_41
41	P0	PLOD1	detail/rejected/PLOD1/PLOD1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_41
41	P0	PLPP4	detail/rejected/PLPP4/PLPP4-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_41
42	P0	PLPP6	detail/rejected/PLPP6/PLPP6-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_42
42	P0	PLPP7	detail/rejected/PLPP7/PLPP7-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_42
42	P0	PLPPR3	detail/rejected/PLPPR3/PLPPR3-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_42
42	P0	PLSCR2	detail/rejected/PLSCR2/PLSCR2-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_42
42	P0	PM20D2	detail/rejected/PM20D2/PM20D2-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_42
43	P0	PNRC1	detail/rejected/PNRC1/PNRC1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_43
43	P0	PNRC2	detail/rejected/PNRC2/PNRC2-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_43
43	P0	POFUT3	detail/rejected/POFUT3/POFUT3-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_43
43	P0	POGLUT2	detail/rejected/POGLUT2/POGLUT2-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_43
43	P0	POMT2	detail/rejected/POMT2/POMT2-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_43
44	P0	POPDC3	detail/rejected/POPDC3/POPDC3-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_44
