global_index	batch_id	priority	task_type	gene	current_path	current_status	current_category	current_lines	current_score	source_audit	error_type	risk_level	needs_harvest	needs_report_repair	needs_false_rejection_recheck	needs_new_evaluation	needs_manual_review	needs_validator_exception_review	duplicate_status	skip_reason	recommended_action	worker_id	lock_path	stage_path	final_path	state	reason
136	28	P0	NEW_PROTEIN_EVALUATION	Meis3		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W4	audit_work/locks/continuous_completion/Meis3.lock	audit_work/continuous_completion_workers/worker_W4/batch_28/staged_reports/Meis3-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
137	28	P0	NEW_PROTEIN_EVALUATION	TCF7		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W4	audit_work/locks/continuous_completion/TCF7.lock	audit_work/continuous_completion_workers/worker_W4/batch_28/staged_reports/TCF7-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
138	28	P0	NEW_PROTEIN_EVALUATION	SPATA17		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W4	audit_work/locks/continuous_completion/SPATA17.lock	audit_work/continuous_completion_workers/worker_W4/batch_28/staged_reports/SPATA17-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
139	28	P0	NEW_PROTEIN_EVALUATION	WDR41		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W4	audit_work/locks/continuous_completion/WDR41.lock	audit_work/continuous_completion_workers/worker_W4/batch_28/staged_reports/WDR41-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
140	28	P0	NEW_PROTEIN_EVALUATION	BTG1		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W4	audit_work/locks/continuous_completion/BTG1.lock	audit_work/continuous_completion_workers/worker_W4/batch_28/staged_reports/BTG1-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
141	29	P0	NEW_PROTEIN_EVALUATION	FANCD2		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W1	audit_work/locks/continuous_completion/FANCD2.lock	audit_work/continuous_completion_workers/worker_W1/batch_29/staged_reports/FANCD2-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
142	29	P0	NEW_PROTEIN_EVALUATION	PRR29		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W1	audit_work/locks/continuous_completion/PRR29.lock	audit_work/continuous_completion_workers/worker_W1/batch_29/staged_reports/PRR29-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
143	29	P0	NEW_PROTEIN_EVALUATION	FAM90A16		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W1	audit_work/locks/continuous_completion/FAM90A16.lock	audit_work/continuous_completion_workers/worker_W1/batch_29/staged_reports/FAM90A16-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
144	29	P0	NEW_PROTEIN_EVALUATION	JUND		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W1	audit_work/locks/continuous_completion/JUND.lock	audit_work/continuous_completion_workers/worker_W1/batch_29/staged_reports/JUND-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
145	29	P0	NEW_PROTEIN_EVALUATION	S100Z		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W1	audit_work/locks/continuous_completion/S100Z.lock	audit_work/continuous_completion_workers/worker_W1/batch_29/staged_reports/S100Z-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
146	30	P0	NEW_PROTEIN_EVALUATION	DPYSL5		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W2	audit_work/locks/continuous_completion/DPYSL5.lock	audit_work/continuous_completion_workers/worker_W2/batch_30/staged_reports/DPYSL5-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
147	30	P0	NEW_PROTEIN_EVALUATION	FOXC1		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W2	audit_work/locks/continuous_completion/FOXC1.lock	audit_work/continuous_completion_workers/worker_W2/batch_30/staged_reports/FOXC1-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
148	30	P0	NEW_PROTEIN_EVALUATION	BMAL2		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W2	audit_work/locks/continuous_completion/BMAL2.lock	audit_work/continuous_completion_workers/worker_W2/batch_30/staged_reports/BMAL2-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
149	30	P0	NEW_PROTEIN_EVALUATION	CDR2		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W2	audit_work/locks/continuous_completion/CDR2.lock	audit_work/continuous_completion_workers/worker_W2/batch_30/staged_reports/CDR2-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
150	30	P0	NEW_PROTEIN_EVALUATION	Ran		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W2	audit_work/locks/continuous_completion/Ran.lock	audit_work/continuous_completion_workers/worker_W2/batch_30/staged_reports/Ran-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
151	31	P0	NEW_PROTEIN_EVALUATION	RIMOC1		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W3	audit_work/locks/continuous_completion/RIMOC1.lock	audit_work/continuous_completion_workers/worker_W3/batch_31/staged_reports/RIMOC1-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
152	31	P0	NEW_PROTEIN_EVALUATION	NOTCH1		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W3	audit_work/locks/continuous_completion/NOTCH1.lock	audit_work/continuous_completion_workers/worker_W3/batch_31/staged_reports/NOTCH1-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
153	31	P0	NEW_PROTEIN_EVALUATION	KLHL38		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W3	audit_work/locks/continuous_completion/KLHL38.lock	audit_work/continuous_completion_workers/worker_W3/batch_31/staged_reports/KLHL38-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
154	31	P0	NEW_PROTEIN_EVALUATION	STRAP		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W3	audit_work/locks/continuous_completion/STRAP.lock	audit_work/continuous_completion_workers/worker_W3/batch_31/staged_reports/STRAP-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
155	31	P0	NEW_PROTEIN_EVALUATION	KLHL32		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W3	audit_work/locks/continuous_completion/KLHL32.lock	audit_work/continuous_completion_workers/worker_W3/batch_31/staged_reports/KLHL32-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
156	32	P0	NEW_PROTEIN_EVALUATION	Prkx		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W4	audit_work/locks/continuous_completion/Prkx.lock	audit_work/continuous_completion_workers/worker_W4/batch_32/staged_reports/Prkx-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
157	32	P0	NEW_PROTEIN_EVALUATION	NCOA2		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W4	audit_work/locks/continuous_completion/NCOA2.lock	audit_work/continuous_completion_workers/worker_W4/batch_32/staged_reports/NCOA2-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
158	32	P0	NEW_PROTEIN_EVALUATION	ZNRF2		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W4	audit_work/locks/continuous_completion/ZNRF2.lock	audit_work/continuous_completion_workers/worker_W4/batch_32/staged_reports/ZNRF2-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
159	32	P0	NEW_PROTEIN_EVALUATION	TRIM49D2		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W4	audit_work/locks/continuous_completion/TRIM49D2.lock	audit_work/continuous_completion_workers/worker_W4/batch_32/staged_reports/TRIM49D2-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
160	32	P0	NEW_PROTEIN_EVALUATION	STRA8		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W4	audit_work/locks/continuous_completion/STRA8.lock	audit_work/continuous_completion_workers/worker_W4/batch_32/staged_reports/STRA8-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
161	33	P0	NEW_PROTEIN_EVALUATION	FAM117A		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W1	audit_work/locks/continuous_completion/FAM117A.lock	audit_work/continuous_completion_workers/worker_W1/batch_33/staged_reports/FAM117A-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
162	33	P0	NEW_PROTEIN_EVALUATION	HMGN1		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W1	audit_work/locks/continuous_completion/HMGN1.lock	audit_work/continuous_completion_workers/worker_W1/batch_33/staged_reports/HMGN1-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
163	33	P0	NEW_PROTEIN_EVALUATION	ACD		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W1	audit_work/locks/continuous_completion/ACD.lock	audit_work/continuous_completion_workers/worker_W1/batch_33/staged_reports/ACD-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
164	33	P0	NEW_PROTEIN_EVALUATION	SPRYD3		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W1	audit_work/locks/continuous_completion/SPRYD3.lock	audit_work/continuous_completion_workers/worker_W1/batch_33/staged_reports/SPRYD3-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
165	33	P0	NEW_PROTEIN_EVALUATION	STAT5B		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W1	audit_work/locks/continuous_completion/STAT5B.lock	audit_work/continuous_completion_workers/worker_W1/batch_33/staged_reports/STAT5B-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
166	34	P0	NEW_PROTEIN_EVALUATION	PACRGL		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W2	audit_work/locks/continuous_completion/PACRGL.lock	audit_work/continuous_completion_workers/worker_W2/batch_34/staged_reports/PACRGL-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
167	34	P0	NEW_PROTEIN_EVALUATION	CRYBB2		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W2	audit_work/locks/continuous_completion/CRYBB2.lock	audit_work/continuous_completion_workers/worker_W2/batch_34/staged_reports/CRYBB2-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
168	34	P0	NEW_PROTEIN_EVALUATION	DYNC2I2		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W2	audit_work/locks/continuous_completion/DYNC2I2.lock	audit_work/continuous_completion_workers/worker_W2/batch_34/staged_reports/DYNC2I2-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
169	34	P0	NEW_PROTEIN_EVALUATION	HMGN4		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W2	audit_work/locks/continuous_completion/HMGN4.lock	audit_work/continuous_completion_workers/worker_W2/batch_34/staged_reports/HMGN4-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
170	34	P0	NEW_PROTEIN_EVALUATION	FBRSL1		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W2	audit_work/locks/continuous_completion/FBRSL1.lock	audit_work/continuous_completion_workers/worker_W2/batch_34/staged_reports/FBRSL1-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
171	35	P0	NEW_PROTEIN_EVALUATION	BCORL1		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W3	audit_work/locks/continuous_completion/BCORL1.lock	audit_work/continuous_completion_workers/worker_W3/batch_35/staged_reports/BCORL1-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
172	35	P0	NEW_PROTEIN_EVALUATION	APEX2		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W3	audit_work/locks/continuous_completion/APEX2.lock	audit_work/continuous_completion_workers/worker_W3/batch_35/staged_reports/APEX2-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
173	35	P0	NEW_PROTEIN_EVALUATION	DLX2		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W3	audit_work/locks/continuous_completion/DLX2.lock	audit_work/continuous_completion_workers/worker_W3/batch_35/staged_reports/DLX2-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
174	35	P0	NEW_PROTEIN_EVALUATION	NEUROD1		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W3	audit_work/locks/continuous_completion/NEUROD1.lock	audit_work/continuous_completion_workers/worker_W3/batch_35/staged_reports/NEUROD1-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
175	35	P0	NEW_PROTEIN_EVALUATION	EED		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W3	audit_work/locks/continuous_completion/EED.lock	audit_work/continuous_completion_workers/worker_W3/batch_35/staged_reports/EED-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
176	36	P0	NEW_PROTEIN_EVALUATION	FOXO3		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W4	audit_work/locks/continuous_completion/FOXO3.lock	audit_work/continuous_completion_workers/worker_W4/batch_36/staged_reports/FOXO3-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
177	36	P0	NEW_PROTEIN_EVALUATION	WDR5		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W4	audit_work/locks/continuous_completion/WDR5.lock	audit_work/continuous_completion_workers/worker_W4/batch_36/staged_reports/WDR5-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
178	36	P0	NEW_PROTEIN_EVALUATION	GSC		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W4	audit_work/locks/continuous_completion/GSC.lock	audit_work/continuous_completion_workers/worker_W4/batch_36/staged_reports/GSC-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
179	36	P0	NEW_PROTEIN_EVALUATION	BRCA2		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W4	audit_work/locks/continuous_completion/BRCA2.lock	audit_work/continuous_completion_workers/worker_W4/batch_36/staged_reports/BRCA2-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
180	36	P0	NEW_PROTEIN_EVALUATION	SUB1		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W4	audit_work/locks/continuous_completion/SUB1.lock	audit_work/continuous_completion_workers/worker_W4/batch_36/staged_reports/SUB1-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
181	37	P0	NEW_PROTEIN_EVALUATION	DNAL1		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W1	audit_work/locks/continuous_completion/DNAL1.lock	audit_work/continuous_completion_workers/worker_W1/batch_37/staged_reports/DNAL1-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
182	37	P0	NEW_PROTEIN_EVALUATION	TKFC		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W1	audit_work/locks/continuous_completion/TKFC.lock	audit_work/continuous_completion_workers/worker_W1/batch_37/staged_reports/TKFC-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
183	37	P0	NEW_PROTEIN_EVALUATION	RETREG3		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W1	audit_work/locks/continuous_completion/RETREG3.lock	audit_work/continuous_completion_workers/worker_W1/batch_37/staged_reports/RETREG3-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
184	37	P0	NEW_PROTEIN_EVALUATION	RELB		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W1	audit_work/locks/continuous_completion/RELB.lock	audit_work/continuous_completion_workers/worker_W1/batch_37/staged_reports/RELB-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
185	37	P0	NEW_PROTEIN_EVALUATION	LMNB1		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W1	audit_work/locks/continuous_completion/LMNB1.lock	audit_work/continuous_completion_workers/worker_W1/batch_37/staged_reports/LMNB1-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
186	38	P0	NEW_PROTEIN_EVALUATION	BCL9L		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W2	audit_work/locks/continuous_completion/BCL9L.lock	audit_work/continuous_completion_workers/worker_W2/batch_38/staged_reports/BCL9L-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
187	38	P0	NEW_PROTEIN_EVALUATION	YAP1		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W2	audit_work/locks/continuous_completion/YAP1.lock	audit_work/continuous_completion_workers/worker_W2/batch_38/staged_reports/YAP1-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
188	38	P0	NEW_PROTEIN_EVALUATION	Wdr20		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W2	audit_work/locks/continuous_completion/Wdr20.lock	audit_work/continuous_completion_workers/worker_W2/batch_38/staged_reports/Wdr20-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
189	38	P0	NEW_PROTEIN_EVALUATION	CEBPD		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W2	audit_work/locks/continuous_completion/CEBPD.lock	audit_work/continuous_completion_workers/worker_W2/batch_38/staged_reports/CEBPD-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
190	38	P0	NEW_PROTEIN_EVALUATION	NFIB		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W2	audit_work/locks/continuous_completion/NFIB.lock	audit_work/continuous_completion_workers/worker_W2/batch_38/staged_reports/NFIB-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
191	39	P0	NEW_PROTEIN_EVALUATION	LRRC75B		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W3	audit_work/locks/continuous_completion/LRRC75B.lock	audit_work/continuous_completion_workers/worker_W3/batch_39/staged_reports/LRRC75B-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
192	39	P0	NEW_PROTEIN_EVALUATION	CTSV		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W3	audit_work/locks/continuous_completion/CTSV.lock	audit_work/continuous_completion_workers/worker_W3/batch_39/staged_reports/CTSV-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
193	39	P0	NEW_PROTEIN_EVALUATION	MAMDC4		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W3	audit_work/locks/continuous_completion/MAMDC4.lock	audit_work/continuous_completion_workers/worker_W3/batch_39/staged_reports/MAMDC4-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
194	39	P0	NEW_PROTEIN_EVALUATION	NEUROG2		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W3	audit_work/locks/continuous_completion/NEUROG2.lock	audit_work/continuous_completion_workers/worker_W3/batch_39/staged_reports/NEUROG2-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
195	39	P0	NEW_PROTEIN_EVALUATION	RHCE		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W3	audit_work/locks/continuous_completion/RHCE.lock	audit_work/continuous_completion_workers/worker_W3/batch_39/staged_reports/RHCE-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
196	40	P0	NEW_PROTEIN_EVALUATION	MACROD2		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W4	audit_work/locks/continuous_completion/MACROD2.lock	audit_work/continuous_completion_workers/worker_W4/batch_40/staged_reports/MACROD2-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
197	40	P0	NEW_PROTEIN_EVALUATION	ETV2		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W4	audit_work/locks/continuous_completion/ETV2.lock	audit_work/continuous_completion_workers/worker_W4/batch_40/staged_reports/ETV2-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
198	40	P0	NEW_PROTEIN_EVALUATION	DAXX		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W4	audit_work/locks/continuous_completion/DAXX.lock	audit_work/continuous_completion_workers/worker_W4/batch_40/staged_reports/DAXX-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
199	40	P0	NEW_PROTEIN_EVALUATION	ME1		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W4	audit_work/locks/continuous_completion/ME1.lock	audit_work/continuous_completion_workers/worker_W4/batch_40/staged_reports/ME1-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
200	40	P0	NEW_PROTEIN_EVALUATION	FOSL2		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W4	audit_work/locks/continuous_completion/FOSL2.lock	audit_work/continuous_completion_workers/worker_W4/batch_40/staged_reports/FOSL2-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
201	41	P0	NEW_PROTEIN_EVALUATION	MYD88		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W1	audit_work/locks/continuous_completion/MYD88.lock	audit_work/continuous_completion_workers/worker_W1/batch_41/staged_reports/MYD88-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
202	41	P0	NEW_PROTEIN_EVALUATION	FOXP3		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W1	audit_work/locks/continuous_completion/FOXP3.lock	audit_work/continuous_completion_workers/worker_W1/batch_41/staged_reports/FOXP3-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
203	41	P0	NEW_PROTEIN_EVALUATION	RING1		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W1	audit_work/locks/continuous_completion/RING1.lock	audit_work/continuous_completion_workers/worker_W1/batch_41/staged_reports/RING1-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
204	41	P0	NEW_PROTEIN_EVALUATION	SPANXN3		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W1	audit_work/locks/continuous_completion/SPANXN3.lock	audit_work/continuous_completion_workers/worker_W1/batch_41/staged_reports/SPANXN3-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
205	41	P0	NEW_PROTEIN_EVALUATION	FAM90A9		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W1	audit_work/locks/continuous_completion/FAM90A9.lock	audit_work/continuous_completion_workers/worker_W1/batch_41/staged_reports/FAM90A9-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
