global_index	batch_id	priority	gene	excel_sheets	has_any_report	duplicate_status	needs_harvest	needs_new_evaluation	current_path	target_category	target_path	worker_id	lock_path	stage_path	final_path	state	reason
275	2	P1	EFHB	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/EFHB.lock	audit_work/missing_gene_workers/worker_W2/batch_2/staged_reports/EFHB-evaluation.md	?	PENDING	NEW_EVAL
276	3	P3	EFS	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/EFS.lock	audit_work/missing_gene_workers/worker_W2/batch_3/staged_reports/EFS-evaluation.md	?	PENDING	NEW_EVAL
277	3	P3	EHF	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/EHF.lock	audit_work/missing_gene_workers/worker_W2/batch_3/staged_reports/EHF-evaluation.md	?	PENDING	NEW_EVAL
278	3	P3	EHMT1	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/EHMT1.lock	audit_work/missing_gene_workers/worker_W2/batch_3/staged_reports/EHMT1-evaluation.md	?	PENDING	NEW_EVAL
279	3	P3	ELF1	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/ELF1.lock	audit_work/missing_gene_workers/worker_W2/batch_3/staged_reports/ELF1-evaluation.md	?	PENDING	NEW_EVAL
280	3	P3	ELK1	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/ELK1.lock	audit_work/missing_gene_workers/worker_W2/batch_3/staged_reports/ELK1-evaluation.md	?	PENDING	NEW_EVAL
281	4	P3	ELL	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/ELL.lock	audit_work/missing_gene_workers/worker_W2/batch_4/staged_reports/ELL-evaluation.md	?	PENDING	NEW_EVAL
282	4	P1	ELMOD2	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/ELMOD2.lock	audit_work/missing_gene_workers/worker_W2/batch_4/staged_reports/ELMOD2-evaluation.md	?	PENDING	NEW_EVAL
283	4	P3	EMD	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/EMD.lock	audit_work/missing_gene_workers/worker_W2/batch_4/staged_reports/EMD-evaluation.md	?	PENDING	NEW_EVAL
284	4	P3	EMX1	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/EMX1.lock	audit_work/missing_gene_workers/worker_W2/batch_4/staged_reports/EMX1-evaluation.md	?	PENDING	NEW_EVAL
285	4	P3	EN1	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/EN1.lock	audit_work/missing_gene_workers/worker_W2/batch_4/staged_reports/EN1-evaluation.md	?	PENDING	NEW_EVAL
286	5	P1	ENTPD7	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/ENTPD7.lock	audit_work/missing_gene_workers/worker_W2/batch_5/staged_reports/ENTPD7-evaluation.md	?	PENDING	NEW_EVAL
287	5	P1	ENTREP2	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/ENTREP2.lock	audit_work/missing_gene_workers/worker_W2/batch_5/staged_reports/ENTREP2-evaluation.md	?	PENDING	NEW_EVAL
288	5	P3	EOMES	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/EOMES.lock	audit_work/missing_gene_workers/worker_W2/batch_5/staged_reports/EOMES-evaluation.md	?	PENDING	NEW_EVAL
289	5	P3	EPAS1	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/EPAS1.lock	audit_work/missing_gene_workers/worker_W2/batch_5/staged_reports/EPAS1-evaluation.md	?	PENDING	NEW_EVAL
290	5	P1	EPHX3	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/EPHX3.lock	audit_work/missing_gene_workers/worker_W2/batch_5/staged_reports/EPHX3-evaluation.md	?	PENDING	NEW_EVAL
291	6	P3	ERBB2	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/ERBB2.lock	audit_work/missing_gene_workers/worker_W2/batch_6/staged_reports/ERBB2-evaluation.md	?	PENDING	NEW_EVAL
292	6	P3	ERG	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/ERG.lock	audit_work/missing_gene_workers/worker_W2/batch_6/staged_reports/ERG-evaluation.md	?	PENDING	NEW_EVAL
293	6	P1	ERICH2	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/ERICH2.lock	audit_work/missing_gene_workers/worker_W2/batch_6/staged_reports/ERICH2-evaluation.md	?	PENDING	NEW_EVAL
294	6	P1	ERICH4	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/ERICH4.lock	audit_work/missing_gene_workers/worker_W2/batch_6/staged_reports/ERICH4-evaluation.md	?	PENDING	NEW_EVAL
295	6	P1	ERICH5	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/ERICH5.lock	audit_work/missing_gene_workers/worker_W2/batch_6/staged_reports/ERICH5-evaluation.md	?	PENDING	NEW_EVAL
296	7	P1	ERLN	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/ERLN.lock	audit_work/missing_gene_workers/worker_W2/batch_7/staged_reports/ERLN-evaluation.md	?	PENDING	NEW_EVAL
297	7	P1	ESPNL	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/ESPNL.lock	audit_work/missing_gene_workers/worker_W2/batch_7/staged_reports/ESPNL-evaluation.md	?	PENDING	NEW_EVAL
298	7	P3	ESR2	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/ESR2.lock	audit_work/missing_gene_workers/worker_W2/batch_7/staged_reports/ESR2-evaluation.md	?	PENDING	NEW_EVAL
299	7	P3	ESRRB	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/ESRRB.lock	audit_work/missing_gene_workers/worker_W2/batch_7/staged_reports/ESRRB-evaluation.md	?	PENDING	NEW_EVAL
300	7	P3	ETS1	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/ETS1.lock	audit_work/missing_gene_workers/worker_W2/batch_7/staged_reports/ETS1-evaluation.md	?	PENDING	NEW_EVAL
301	8	P3	ETS2	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/ETS2.lock	audit_work/missing_gene_workers/worker_W2/batch_8/staged_reports/ETS2-evaluation.md	?	PENDING	NEW_EVAL
302	8	P3	ETV1	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/ETV1.lock	audit_work/missing_gene_workers/worker_W2/batch_8/staged_reports/ETV1-evaluation.md	?	PENDING	NEW_EVAL
303	8	P3	ETV2	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/ETV2.lock	audit_work/missing_gene_workers/worker_W2/batch_8/staged_reports/ETV2-evaluation.md	?	PENDING	NEW_EVAL
304	8	P3	ETV4	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/ETV4.lock	audit_work/missing_gene_workers/worker_W2/batch_8/staged_reports/ETV4-evaluation.md	?	PENDING	NEW_EVAL
305	8	P3	ETV6	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/ETV6.lock	audit_work/missing_gene_workers/worker_W2/batch_8/staged_reports/ETV6-evaluation.md	?	PENDING	NEW_EVAL
306	9	P1	EVPLL	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/EVPLL.lock	audit_work/missing_gene_workers/worker_W2/batch_9/staged_reports/EVPLL-evaluation.md	?	PENDING	NEW_EVAL
307	9	P3	EXO1	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/EXO1.lock	audit_work/missing_gene_workers/worker_W2/batch_9/staged_reports/EXO1-evaluation.md	?	PENDING	NEW_EVAL
308	9	P3	EZH1	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/EZH1.lock	audit_work/missing_gene_workers/worker_W2/batch_9/staged_reports/EZH1-evaluation.md	?	PENDING	NEW_EVAL
309	9	P3	EZH2	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/EZH2.lock	audit_work/missing_gene_workers/worker_W2/batch_9/staged_reports/EZH2-evaluation.md	?	PENDING	NEW_EVAL
310	9	P3	EZHIP	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/EZHIP.lock	audit_work/missing_gene_workers/worker_W2/batch_9/staged_reports/EZHIP-evaluation.md	?	PENDING	NEW_EVAL
311	10	P3	FABP4	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FABP4.lock	audit_work/missing_gene_workers/worker_W2/batch_10/staged_reports/FABP4-evaluation.md	?	PENDING	NEW_EVAL
312	10	P3	FAH	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FAH.lock	audit_work/missing_gene_workers/worker_W2/batch_10/staged_reports/FAH-evaluation.md	?	PENDING	NEW_EVAL
313	10	P1	FAM117A	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FAM117A.lock	audit_work/missing_gene_workers/worker_W2/batch_10/staged_reports/FAM117A-evaluation.md	?	PENDING	NEW_EVAL
314	10	P1	FAM117B	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FAM117B.lock	audit_work/missing_gene_workers/worker_W2/batch_10/staged_reports/FAM117B-evaluation.md	?	PENDING	NEW_EVAL
315	10	P1	FAM124A	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FAM124A.lock	audit_work/missing_gene_workers/worker_W2/batch_10/staged_reports/FAM124A-evaluation.md	?	PENDING	NEW_EVAL
316	11	P1	FAM135B	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FAM135B.lock	audit_work/missing_gene_workers/worker_W2/batch_11/staged_reports/FAM135B-evaluation.md	?	PENDING	NEW_EVAL
317	11	P1	FAM13C	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FAM13C.lock	audit_work/missing_gene_workers/worker_W2/batch_11/staged_reports/FAM13C-evaluation.md	?	PENDING	NEW_EVAL
318	11	P1	FAM163B	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FAM163B.lock	audit_work/missing_gene_workers/worker_W2/batch_11/staged_reports/FAM163B-evaluation.md	?	PENDING	NEW_EVAL
319	11	P1	FAM174C	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FAM174C.lock	audit_work/missing_gene_workers/worker_W2/batch_11/staged_reports/FAM174C-evaluation.md	?	PENDING	NEW_EVAL
320	11	P1	FAM217B	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FAM217B.lock	audit_work/missing_gene_workers/worker_W2/batch_11/staged_reports/FAM217B-evaluation.md	?	PENDING	NEW_EVAL
321	12	P1	FAM219B	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FAM219B.lock	audit_work/missing_gene_workers/worker_W2/batch_12/staged_reports/FAM219B-evaluation.md	?	PENDING	NEW_EVAL
322	12	P1	FAM234A	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FAM234A.lock	audit_work/missing_gene_workers/worker_W2/batch_12/staged_reports/FAM234A-evaluation.md	?	PENDING	NEW_EVAL
323	12	P1	FAM240C	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FAM240C.lock	audit_work/missing_gene_workers/worker_W2/batch_12/staged_reports/FAM240C-evaluation.md	?	PENDING	NEW_EVAL
324	12	P1	FAM76A	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FAM76A.lock	audit_work/missing_gene_workers/worker_W2/batch_12/staged_reports/FAM76A-evaluation.md	?	PENDING	NEW_EVAL
325	12	P1	FAM89A	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FAM89A.lock	audit_work/missing_gene_workers/worker_W2/batch_12/staged_reports/FAM89A-evaluation.md	?	PENDING	NEW_EVAL
326	13	P1	FAM90A1	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FAM90A1.lock	audit_work/missing_gene_workers/worker_W2/batch_13/staged_reports/FAM90A1-evaluation.md	?	PENDING	NEW_EVAL
327	13	P1	FAM90A10	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FAM90A10.lock	audit_work/missing_gene_workers/worker_W2/batch_13/staged_reports/FAM90A10-evaluation.md	?	PENDING	NEW_EVAL
328	13	P1	FAM90A11	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FAM90A11.lock	audit_work/missing_gene_workers/worker_W2/batch_13/staged_reports/FAM90A11-evaluation.md	?	PENDING	NEW_EVAL
329	13	P1	FAM90A12	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FAM90A12.lock	audit_work/missing_gene_workers/worker_W2/batch_13/staged_reports/FAM90A12-evaluation.md	?	PENDING	NEW_EVAL
330	13	P1	FAM90A13	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FAM90A13.lock	audit_work/missing_gene_workers/worker_W2/batch_13/staged_reports/FAM90A13-evaluation.md	?	PENDING	NEW_EVAL
331	14	P1	FAM90A14	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FAM90A14.lock	audit_work/missing_gene_workers/worker_W2/batch_14/staged_reports/FAM90A14-evaluation.md	?	PENDING	NEW_EVAL
332	14	P1	FAM90A15	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FAM90A15.lock	audit_work/missing_gene_workers/worker_W2/batch_14/staged_reports/FAM90A15-evaluation.md	?	PENDING	NEW_EVAL
333	14	P1	FAM90A16	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FAM90A16.lock	audit_work/missing_gene_workers/worker_W2/batch_14/staged_reports/FAM90A16-evaluation.md	?	PENDING	NEW_EVAL
334	14	P1	FAM90A17	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FAM90A17.lock	audit_work/missing_gene_workers/worker_W2/batch_14/staged_reports/FAM90A17-evaluation.md	?	PENDING	NEW_EVAL
335	14	P1	FAM90A18	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FAM90A18.lock	audit_work/missing_gene_workers/worker_W2/batch_14/staged_reports/FAM90A18-evaluation.md	?	PENDING	NEW_EVAL
336	15	P1	FAM90A19	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FAM90A19.lock	audit_work/missing_gene_workers/worker_W2/batch_15/staged_reports/FAM90A19-evaluation.md	?	PENDING	NEW_EVAL
337	15	P1	FAM90A20	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FAM90A20.lock	audit_work/missing_gene_workers/worker_W2/batch_15/staged_reports/FAM90A20-evaluation.md	?	PENDING	NEW_EVAL
338	15	P1	FAM90A22	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FAM90A22.lock	audit_work/missing_gene_workers/worker_W2/batch_15/staged_reports/FAM90A22-evaluation.md	?	PENDING	NEW_EVAL
339	15	P1	FAM90A23	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FAM90A23.lock	audit_work/missing_gene_workers/worker_W2/batch_15/staged_reports/FAM90A23-evaluation.md	?	PENDING	NEW_EVAL
340	15	P1	FAM90A24	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FAM90A24.lock	audit_work/missing_gene_workers/worker_W2/batch_15/staged_reports/FAM90A24-evaluation.md	?	PENDING	NEW_EVAL
341	16	P1	FAM90A26	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FAM90A26.lock	audit_work/missing_gene_workers/worker_W2/batch_16/staged_reports/FAM90A26-evaluation.md	?	PENDING	NEW_EVAL
342	16	P1	FAM90A3	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FAM90A3.lock	audit_work/missing_gene_workers/worker_W2/batch_16/staged_reports/FAM90A3-evaluation.md	?	PENDING	NEW_EVAL
343	16	P1	FAM90A5	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FAM90A5.lock	audit_work/missing_gene_workers/worker_W2/batch_16/staged_reports/FAM90A5-evaluation.md	?	PENDING	NEW_EVAL
344	16	P1	FAM90A7	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FAM90A7.lock	audit_work/missing_gene_workers/worker_W2/batch_16/staged_reports/FAM90A7-evaluation.md	?	PENDING	NEW_EVAL
345	16	P1	FAM90A8	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FAM90A8.lock	audit_work/missing_gene_workers/worker_W2/batch_16/staged_reports/FAM90A8-evaluation.md	?	PENDING	NEW_EVAL
346	17	P1	FAM90A9	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FAM90A9.lock	audit_work/missing_gene_workers/worker_W2/batch_17/staged_reports/FAM90A9-evaluation.md	?	PENDING	NEW_EVAL
347	17	P1	FAM91A1	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FAM91A1.lock	audit_work/missing_gene_workers/worker_W2/batch_17/staged_reports/FAM91A1-evaluation.md	?	PENDING	NEW_EVAL
348	17	P3	FANCD2	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FANCD2.lock	audit_work/missing_gene_workers/worker_W2/batch_17/staged_reports/FANCD2-evaluation.md	?	PENDING	NEW_EVAL
349	17	P1	FARSB	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FARSB.lock	audit_work/missing_gene_workers/worker_W2/batch_17/staged_reports/FARSB-evaluation.md	?	PENDING	NEW_EVAL
350	17	P1	FAXC	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FAXC.lock	audit_work/missing_gene_workers/worker_W2/batch_17/staged_reports/FAXC-evaluation.md	?	PENDING	NEW_EVAL
351	18	P1	FBRSL1	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FBRSL1.lock	audit_work/missing_gene_workers/worker_W2/batch_18/staged_reports/FBRSL1-evaluation.md	?	PENDING	NEW_EVAL
352	18	P1	FBXL6	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FBXL6.lock	audit_work/missing_gene_workers/worker_W2/batch_18/staged_reports/FBXL6-evaluation.md	?	PENDING	NEW_EVAL
353	18	P1	FCHSD1	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FCHSD1.lock	audit_work/missing_gene_workers/worker_W2/batch_18/staged_reports/FCHSD1-evaluation.md	?	PENDING	NEW_EVAL
354	18	P1	FDXACB1	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FDXACB1.lock	audit_work/missing_gene_workers/worker_W2/batch_18/staged_reports/FDXACB1-evaluation.md	?	PENDING	NEW_EVAL
355	18	P1	FEM1C	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FEM1C.lock	audit_work/missing_gene_workers/worker_W2/batch_18/staged_reports/FEM1C-evaluation.md	?	PENDING	NEW_EVAL
356	19	P1	FEZ2	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FEZ2.lock	audit_work/missing_gene_workers/worker_W2/batch_19/staged_reports/FEZ2-evaluation.md	?	PENDING	NEW_EVAL
357	19	P3	FGF3	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FGF3.lock	audit_work/missing_gene_workers/worker_W2/batch_19/staged_reports/FGF3-evaluation.md	?	PENDING	NEW_EVAL
358	19	P1	FHIP2A	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FHIP2A.lock	audit_work/missing_gene_workers/worker_W2/batch_19/staged_reports/FHIP2A-evaluation.md	?	PENDING	NEW_EVAL
359	19	P1	FHIP2B	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FHIP2B.lock	audit_work/missing_gene_workers/worker_W2/batch_19/staged_reports/FHIP2B-evaluation.md	?	PENDING	NEW_EVAL
360	19	P1	FKBP15	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FKBP15.lock	audit_work/missing_gene_workers/worker_W2/batch_19/staged_reports/FKBP15-evaluation.md	?	PENDING	NEW_EVAL
361	20	P3	FLI1	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FLI1.lock	audit_work/missing_gene_workers/worker_W2/batch_20/staged_reports/FLI1-evaluation.md	?	PENDING	NEW_EVAL
362	20	P1	FNBP4	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FNBP4.lock	audit_work/missing_gene_workers/worker_W2/batch_20/staged_reports/FNBP4-evaluation.md	?	PENDING	NEW_EVAL
363	20	P1	FNDC11	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FNDC11.lock	audit_work/missing_gene_workers/worker_W2/batch_20/staged_reports/FNDC11-evaluation.md	?	PENDING	NEW_EVAL
364	20	P3	FOS	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FOS.lock	audit_work/missing_gene_workers/worker_W2/batch_20/staged_reports/FOS-evaluation.md	?	PENDING	NEW_EVAL
365	20	P3	FOSB	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FOSB.lock	audit_work/missing_gene_workers/worker_W2/batch_20/staged_reports/FOSB-evaluation.md	?	PENDING	NEW_EVAL
366	21	P3	FOSL1	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FOSL1.lock	audit_work/missing_gene_workers/worker_W2/batch_21/staged_reports/FOSL1-evaluation.md	?	PENDING	NEW_EVAL
367	21	P3	FOSL2	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FOSL2.lock	audit_work/missing_gene_workers/worker_W2/batch_21/staged_reports/FOSL2-evaluation.md	?	PENDING	NEW_EVAL
368	21	P3	FOXA1	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FOXA1.lock	audit_work/missing_gene_workers/worker_W2/batch_21/staged_reports/FOXA1-evaluation.md	?	PENDING	NEW_EVAL
369	21	P3	FOXA2	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FOXA2.lock	audit_work/missing_gene_workers/worker_W2/batch_21/staged_reports/FOXA2-evaluation.md	?	PENDING	NEW_EVAL
370	21	P3	FOXA3	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FOXA3.lock	audit_work/missing_gene_workers/worker_W2/batch_21/staged_reports/FOXA3-evaluation.md	?	PENDING	NEW_EVAL
371	22	P3	FOXC1	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FOXC1.lock	audit_work/missing_gene_workers/worker_W2/batch_22/staged_reports/FOXC1-evaluation.md	?	PENDING	NEW_EVAL
372	22	P3	FOXD1	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FOXD1.lock	audit_work/missing_gene_workers/worker_W2/batch_22/staged_reports/FOXD1-evaluation.md	?	PENDING	NEW_EVAL
373	22	P3	FOXD3	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FOXD3.lock	audit_work/missing_gene_workers/worker_W2/batch_22/staged_reports/FOXD3-evaluation.md	?	PENDING	NEW_EVAL
374	22	P3	FOXG1	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FOXG1.lock	audit_work/missing_gene_workers/worker_W2/batch_22/staged_reports/FOXG1-evaluation.md	?	PENDING	NEW_EVAL
375	22	P3	FOXK1	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FOXK1.lock	audit_work/missing_gene_workers/worker_W2/batch_22/staged_reports/FOXK1-evaluation.md	?	PENDING	NEW_EVAL
376	23	P3	FOXL2	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FOXL2.lock	audit_work/missing_gene_workers/worker_W2/batch_23/staged_reports/FOXL2-evaluation.md	?	PENDING	NEW_EVAL
377	23	P3	FOXM1	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FOXM1.lock	audit_work/missing_gene_workers/worker_W2/batch_23/staged_reports/FOXM1-evaluation.md	?	PENDING	NEW_EVAL
378	23	P3	FOXN1	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FOXN1.lock	audit_work/missing_gene_workers/worker_W2/batch_23/staged_reports/FOXN1-evaluation.md	?	PENDING	NEW_EVAL
379	23	P3	FOXO1	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FOXO1.lock	audit_work/missing_gene_workers/worker_W2/batch_23/staged_reports/FOXO1-evaluation.md	?	PENDING	NEW_EVAL
380	23	P3	FOXO3	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FOXO3.lock	audit_work/missing_gene_workers/worker_W2/batch_23/staged_reports/FOXO3-evaluation.md	?	PENDING	NEW_EVAL
381	24	P3	FOXP1	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FOXP1.lock	audit_work/missing_gene_workers/worker_W2/batch_24/staged_reports/FOXP1-evaluation.md	?	PENDING	NEW_EVAL
382	24	P3	FOXP2	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FOXP2.lock	audit_work/missing_gene_workers/worker_W2/batch_24/staged_reports/FOXP2-evaluation.md	?	PENDING	NEW_EVAL
383	24	P3	FOXP3	研究很少	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FOXP3.lock	audit_work/missing_gene_workers/worker_W2/batch_24/staged_reports/FOXP3-evaluation.md	?	PENDING	NEW_EVAL
384	24	P1	FRMD4B	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/FRMD4B.lock	audit_work/missing_gene_workers/worker_W2/batch_24/staged_reports/FRMD4B-evaluation.md	?	PENDING	NEW_EVAL
