priority	gene	path	status	lines	chars	missing_sources	has_hpa	has_uniprot_go	has_pubmed	has_alphafold_pae	has_pdb_or_no_pdb	has_ppi	false_rejection_risk	needs_harvest	needs_reevaluate	recommended_next_action	reason
P1	PES1	detail/rejected/PES1/PES1-evaluation.md	rejected	46	777	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	GSS	detail/rejected/GSS/GSS-evaluation.md	rejected	35	707	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 35L
P1	PKNOX1	detail/rejected/PKNOX1/PKNOX1-evaluation.md	rejected	46	792	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P2	SYNE3	detail/rejected/SYNE3/SYNE3-evaluation.md	rejected	49	893		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P1	MXI1	detail/rejected/MXI1/MXI1-evaluation.md	rejected	33	572	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 33L
P1	PPARGC1A	detail/rejected/PPARGC1A/PPARGC1A-evaluation.md	rejected	46	855	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	NHLH1	detail/rejected/NHLH1/NHLH1-evaluation.md	rejected	46	797	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	ZWILCH	detail/rejected/ZWILCH/ZWILCH-evaluation.md	rejected	46	746	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	SOX7	detail/rejected/SOX7/SOX7-evaluation.md	rejected	46	807	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P2	JMJD7	detail/rejected/JMJD7/JMJD7-evaluation.md	rejected	49	893		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P1	PHF1	detail/rejected/PHF1/PHF1-evaluation.md	rejected	40	887	HPA,PDB	False	False	True	False	False	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 40L
P1	HES6	detail/rejected/HES6/HES6-evaluation.md	rejected	44	987	HPA,PDB	False	True	True	False	False	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 44L
P1	WAC	detail/rejected/WAC/WAC-evaluation.md	rejected	46	780	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P2	PLEKHA2	detail/rejected/PLEKHA2/PLEKHA2-evaluation.md	rejected	49	899		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P1	ESCO2	detail/rejected/ESCO2/ESCO2-evaluation.md	rejected	37	673	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 37L
P1	TXN	detail/rejected/TXN/TXN-evaluation.md	rejected	46	752	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	Rrn3	detail/rejected/Rrn3/Rrn3-evaluation.md	rejected	38	855	HPA,PubMed,PDB	False	False	False	False	False	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 38L
P1	MPG	detail/rejected/MPG/MPG-evaluation.md	rejected	33	563	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 33L
P1	TYMP	detail/rejected/TYMP/TYMP-evaluation.md	rejected	46	766	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	PTGES3	detail/rejected/PTGES3/PTGES3-evaluation.md	rejected	46	770	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	PLCB1	detail/rejected/PLCB1/PLCB1-evaluation.md	rejected	46	790	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	TERF2	detail/rejected/TERF2/TERF2-evaluation.md	rejected	46	774	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	MAML1	detail/rejected/MAML1/MAML1-evaluation.md	rejected	33	583	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 33L
P1	TTL	detail/rejected/TTL/TTL-evaluation.md	rejected	46	758	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P2	FIRRM	detail/rejected/FIRRM/FIRRM-evaluation.md	rejected	49	893		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P1	EPOP	detail/rejected/EPOP/EPOP-evaluation.md	rejected	40	744	PDB,PPI	True	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 40L
P1	ACOX1	detail/rejected/ACOX1/ACOX1-evaluation.md	rejected	34	656	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 34L
P1	OFD1	detail/rejected/OFD1/OFD1-evaluation.md	rejected	46	837	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	TTK	detail/rejected/TTK/TTK-evaluation.md	rejected	46	754	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	RRM2	detail/rejected/RRM2/RRM2-evaluation.md	rejected	40	887	HPA,PDB	False	False	True	False	False	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 40L
P1	VSX1	detail/rejected/VSX1/VSX1-evaluation.md	rejected	46	761	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P2	FAM9B	detail/rejected/FAM9B/FAM9B-evaluation.md	rejected	49	893		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P1	ARRB2	detail/rejected/ARRB2/ARRB2-evaluation.md	rejected	20	275	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 20L
P1	ASPSCR1	detail/rejected/ASPSCR1/ASPSCR1-evaluation.md	rejected	20	279	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 20L
P1	SUFU	detail/rejected/SUFU/SUFU-evaluation.md	rejected	46	784	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	NFYB	detail/rejected/NFYB/NFYB-evaluation.md	rejected	46	819	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P2	INPP4A	detail/rejected/INPP4A/INPP4A-evaluation.md	rejected	49	896		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P1	PRIMPOL	detail/rejected/PRIMPOL/PRIMPOL-evaluation.md	rejected	46	822	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P2	IFFO1	detail/rejected/IFFO1/IFFO1-evaluation.md	rejected	49	893		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P1	SIX4	detail/rejected/SIX4/SIX4-evaluation.md	rejected	46	784	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P2	NDOR1	detail/rejected/NDOR1/NDOR1-evaluation.md	rejected	49	893		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P1	TSG101	detail/rejected/TSG101/TSG101-evaluation.md	rejected	46	801	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P2	PTTG1IP	detail/rejected/PTTG1IP/PTTG1IP-evaluation.md	rejected	49	899		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P1	SIX3	detail/rejected/SIX3/SIX3-evaluation.md	rejected	46	785	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	MARCKS	detail/rejected/MARCKS/MARCKS-evaluation.md	rejected	33	592	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 33L
P1	AIM2	detail/rejected/AIM2/AIM2-evaluation.md	rejected	20	274	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 20L
P2	TSPY9	detail/rejected/TSPY9/TSPY9-evaluation.md	rejected	49	893		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P1	NOCT	detail/rejected/NOCT/NOCT-evaluation.md	rejected	46	748	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P2	WDR74	detail/rejected/WDR74/WDR74-evaluation.md	rejected	49	893		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P1	Nsun5	detail/rejected/Nsun5/Nsun5-evaluation.md	rejected	38	859	HPA,PubMed,PDB	False	False	False	False	False	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 38L
P1	NEIL1	detail/rejected/NEIL1/NEIL1-evaluation.md	rejected	46	808	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	FEV	detail/rejected/FEV/FEV-evaluation.md	rejected	22	302	PDB,PPI	True	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 22L
P1	NEFL	detail/rejected/NEFL/NEFL-evaluation.md	rejected	46	767	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	TXNRD1	detail/rejected/TXNRD1/TXNRD1-evaluation.md	rejected	46	771	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P2	DAZ4	detail/rejected/DAZ4/DAZ4-evaluation.md	rejected	49	890		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P1	ALOX5AP	detail/rejected/ALOX5AP/ALOX5AP-evaluation.md	rejected	20	279	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 20L
P1	C3orf36	detail/rejected/C3orf36/C3orf36-evaluation.md	rejected	35	662	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 35L
P1	TLE1	detail/rejected/TLE1/TLE1-evaluation.md	rejected	46	824	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P2	KLHDC10	detail/rejected/KLHDC10/KLHDC10-evaluation.md	rejected	49	899		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P1	NUDT14	detail/rejected/NUDT14/NUDT14-evaluation.md	rejected	45	979	HPA,PDB,PPI	False	True	True	True	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 45L
P1	MNX1	detail/rejected/MNX1/MNX1-evaluation.md	rejected	33	571	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 33L
P1	NEUROD2	detail/rejected/NEUROD2/NEUROD2-evaluation.md	rejected	46	803	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	HAS1	detail/rejected/HAS1/HAS1-evaluation.md	rejected	44	987	HPA,PDB	False	True	True	False	False	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 44L
P1	MTF1	detail/rejected/MTF1/MTF1-evaluation.md	rejected	33	574	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 33L
P1	MLLT10	detail/rejected/MLLT10/MLLT10-evaluation.md	rejected	33	594	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 33L
P2	GHDC	detail/rejected/GHDC/GHDC-evaluation.md	rejected	49	890		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P2	STYX	detail/rejected/STYX/STYX-evaluation.md	rejected	49	890		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P1	RGCC	detail/rejected/RGCC/RGCC-evaluation.md	rejected	46	760	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	PRKAA1	detail/rejected/PRKAA1/PRKAA1-evaluation.md	rejected	40	895	HPA,PDB	False	False	True	False	False	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 40L
P1	TRIM29	detail/rejected/TRIM29/TRIM29-evaluation.md	rejected	46	774	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	SREBF2	detail/rejected/SREBF2/SREBF2-evaluation.md	rejected	46	852	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	TPRX2	detail/rejected/TPRX2/TPRX2-evaluation.md	rejected	46	744	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P2	FAM9C	detail/rejected/FAM9C/FAM9C-evaluation.md	rejected	49	893		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P2	LYRM4	detail/rejected/LYRM4/LYRM4-evaluation.md	rejected	49	893		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P1	ATF5	detail/rejected/ATF5/ATF5-evaluation.md	rejected	20	273	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 20L
P2	NTMT2	detail/rejected/NTMT2/NTMT2-evaluation.md	rejected	49	893		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P1	NOBOX	detail/rejected/NOBOX/NOBOX-evaluation.md	rejected	46	764	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	CAMK4	detail/rejected/CAMK4/CAMK4-evaluation.md	rejected	40	891	HPA,PDB	False	False	True	False	False	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 40L
P1	KHSRP	detail/rejected/KHSRP/KHSRP-evaluation.md	rejected	41	829	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 41L
P1	NFYC	detail/rejected/NFYC/NFYC-evaluation.md	rejected	46	820	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	IVL	detail/rejected/IVL/IVL-evaluation.md	rejected	26	408	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 26L
P1	SOX8	detail/rejected/SOX8/SOX8-evaluation.md	rejected	46	806	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P2	TATDN1	detail/rejected/TATDN1/TATDN1-evaluation.md	rejected	49	896		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P1	ALMS1	detail/rejected/ALMS1/ALMS1-evaluation.md	rejected	20	276	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 20L
P1	SRP54	detail/rejected/SRP54/SRP54-evaluation.md	rejected	46	765	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	MMACHC	detail/rejected/MMACHC/MMACHC-evaluation.md	rejected	33	575	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 33L
P1	ASPM	detail/rejected/ASPM/ASPM-evaluation.md	rejected	20	274	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 20L
P1	RAI1	detail/rejected/RAI1/RAI1-evaluation.md	rejected	46	761	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	AHRR	detail/rejected/AHRR/AHRR-evaluation.md	rejected	20	273	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 20L
P1	UBTF	detail/rejected/UBTF/UBTF-evaluation.md	rejected	46	833	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	SQSTM1	detail/rejected/SQSTM1/SQSTM1-evaluation.md	rejected	46	765	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	TPX2	detail/rejected/TPX2/TPX2-evaluation.md	rejected	46	804	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	FAF1	detail/rejected/FAF1/FAF1-evaluation.md	rejected	22	308	PDB,PPI	True	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 22L
P1	LITAF	detail/rejected/LITAF/LITAF-evaluation.md	rejected	41	857	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 41L
P1	FAM13A	detail/rejected/FAM13A/FAM13A-evaluation.md	rejected	22	313	PDB,PPI	True	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 22L
P2	WDR18	detail/rejected/WDR18/WDR18-evaluation.md	rejected	49	893		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P1	PTH1R	detail/rejected/PTH1R/PTH1R-evaluation.md	rejected	46	772	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	POU2F1	detail/rejected/POU2F1/POU2F1-evaluation.md	rejected	46	811	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	JMJD6	detail/rejected/JMJD6/JMJD6-evaluation.md	rejected	26	427	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 26L
P1	PEA15	detail/rejected/PEA15/PEA15-evaluation.md	rejected	46	787	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	TNPO1	detail/rejected/TNPO1/TNPO1-evaluation.md	rejected	46	754	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	TRIM56	detail/rejected/TRIM56/TRIM56-evaluation.md	rejected	46	757	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	AURKA	detail/rejected/AURKA/AURKA-evaluation.md	rejected	20	276	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 20L
P1	KLF12	detail/rejected/KLF12/KLF12-evaluation.md	rejected	41	773	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 41L
P1	MAFF	detail/rejected/MAFF/MAFF-evaluation.md	rejected	33	566	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 33L
P1	GLO1	detail/rejected/GLO1/GLO1-evaluation.md	rejected	35	708	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 35L
P1	OTP	detail/rejected/OTP/OTP-evaluation.md	rejected	46	755	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	TRIB3	detail/rejected/TRIB3/TRIB3-evaluation.md	rejected	40	891	HPA,PDB	False	False	True	False	False	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 40L
P1	XPA	detail/rejected/XPA/XPA-evaluation.md	rejected	40	883	HPA,PDB	False	False	True	False	False	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 40L
P1	NANS	detail/rejected/NANS/NANS-evaluation.md	rejected	46	766	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P2	Ifi211	detail/rejected/Ifi211/Ifi211-evaluation.md	rejected	49	896		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P1	TFCP2L1	detail/rejected/TFCP2L1/TFCP2L1-evaluation.md	rejected	46	811	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	DDB1	detail/rejected/DDB1/DDB1-evaluation.md	rejected	40	887	HPA,PDB	False	False	True	False	False	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 40L
P1	MXD1	detail/rejected/MXD1/MXD1-evaluation.md	rejected	33	561	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 33L
P1	TIMELESS	detail/rejected/TIMELESS/TIMELESS-evaluation.md	rejected	46	809	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	MKNK1	detail/rejected/MKNK1/MKNK1-evaluation.md	rejected	40	891	HPA,PDB	False	False	True	False	False	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 40L
P1	TP53BP1	detail/rejected/TP53BP1/TP53BP1-evaluation.md	rejected	46	788	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	NUAK1	detail/rejected/NUAK1/NUAK1-evaluation.md	rejected	46	796	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	RTCA	detail/rejected/RTCA/RTCA-evaluation.md	rejected	46	772	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	IMPDH2	detail/rejected/IMPDH2/IMPDH2-evaluation.md	rejected	26	353	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 26L
P1	KLF3	detail/rejected/KLF3/KLF3-evaluation.md	rejected	39	750	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 39L
P1	ZYX	detail/rejected/ZYX/ZYX-evaluation.md	rejected	46	740	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	OTX1	detail/rejected/OTX1/OTX1-evaluation.md	rejected	46	762	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	SKP2	detail/rejected/SKP2/SKP2-evaluation.md	rejected	46	817	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	VGLL4	detail/rejected/VGLL4/VGLL4-evaluation.md	rejected	46	769	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	ERCC6L2	detail/rejected/ERCC6L2/ERCC6L2-evaluation.md	rejected	40	814	PDB,PPI	True	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 40L
P1	ADRA1A	detail/rejected/ADRA1A/ADRA1A-evaluation.md	rejected	20	277	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 20L
P1	FADD	detail/rejected/FADD/FADD-evaluation.md	rejected	22	309	PDB,PPI	True	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 22L
P1	TTBK2	detail/rejected/TTBK2/TTBK2-evaluation.md	rejected	46	761	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P2	SHISA5	detail/rejected/SHISA5/SHISA5-evaluation.md	rejected	49	896		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P1	EEF2	detail/rejected/EEF2/EEF2-evaluation.md	rejected	37	662	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 37L
P2	TRAK1	detail/rejected/TRAK1/TRAK1-evaluation.md	rejected	49	893		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P2	Gm52993	detail/rejected/Gm52993/Gm52993-evaluation.md	rejected	49	899		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P1	PROP1	detail/rejected/PROP1/PROP1-evaluation.md	rejected	46	803	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	MSX2	detail/rejected/MSX2/MSX2-evaluation.md	rejected	33	549	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 33L
P1	SOS2	detail/rejected/SOS2/SOS2-evaluation.md	rejected	46	786	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	PLA2G4A	detail/rejected/PLA2G4A/PLA2G4A-evaluation.md	rejected	46	835	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P2	KLHL20	detail/rejected/KLHL20/KLHL20-evaluation.md	rejected	49	896		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P1	OSBP	detail/rejected/OSBP/OSBP-evaluation.md	rejected	46	763	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	HDGF	detail/rejected/HDGF/HDGF-evaluation.md	rejected	44	987	HPA,PDB	False	True	True	False	False	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 44L
P1	TRIM33	detail/rejected/TRIM33/TRIM33-evaluation.md	rejected	40	895	HPA,PDB	False	False	True	False	False	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 40L
P2	ELAC1	detail/rejected/ELAC1/ELAC1-evaluation.md	rejected	49	893		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P1	IST1	detail/rejected/IST1/IST1-evaluation.md	rejected	26	361	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 26L
P1	CFAP119	detail/rejected/CFAP119/CFAP119-evaluation.md	rejected	35	662	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 35L
P1	SHOX	detail/rejected/SHOX/SHOX-evaluation.md	rejected	46	750	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P2	ELP5	detail/rejected/ELP5/ELP5-evaluation.md	rejected	49	890		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P2	TC2N	detail/rejected/TC2N/TC2N-evaluation.md	rejected	49	890		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
